offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
Juq7WGTR85M,1984.00,"2-room apartment","partially renovated","okres Tvrdošín",Trstená,"HD reality group s.r.o",-0.0040
Ju4hZgzLszu,2000.00,"2-room apartment","partially renovated","okres Tvrdošín",Trstená,NULL,0.0040
JuLSY56QzCa,1764.59,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","Reality ASTORIA, s.r.o.",0.0196
JuuKGKckyxy,1911.76,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","Reality MT s.r.o.",0.1046
JuIhf4tExMf,1710.14,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","NajBývanie, s.r.o.",-0.0119
JuzmSjYalDj,1608.05,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","Like Reality s.r.o.",-0.0709
JuRuuJuhfW8,1610.59,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","Like Reality s.r.o.",-0.0694
JuvFESSKGWN,1779.07,"3-room apartment","partially renovated","okres Martin","Horné Vrútky","Reality D.P.A.",0.0279
JupVQ9BHiZG,2692.31,"2-room apartment",unrenovated,"okres Žilina",Hliny,"Realitná kancelária RED, s.r.o.",0.0437
Ju5Pax6FaXd,2307.69,"2-room apartment",unrenovated,"okres Žilina",Hliny,"TUreality s.r.o.",-0.1054
Ju_PmXVPtoo,2725.45,"2-room apartment",unrenovated,"okres Žilina",Hliny,"Crystin reality, s.r.o.",0.0566
Juvk9S_5ltU,2592.59,"2-room apartment",unrenovated,"okres Žilina",Hliny,NULL,0.0051
Juwwl8fsexY,3012.26,"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,"Top Real Košice s.r.o.",-0.0346
JuoKym-eugj,2564.10,"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,"Reality Alpia",-0.1783
JuMZVzeIVRp,3547.60,"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,NULL,0.1369
JuKOtZwcbir-,3357.40,"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,"Reality Alpia",0.0760
JuDyAq3LxaR,2053.57,"2-room apartment",unrenovated,"okres Kysucké Nové Mesto",Sídlisko,"Realitná kancelária RED, s.r.o.",-0.0276
JuymkoAFG_6,2170.00,"2-room apartment",unrenovated,"okres Kysucké Nové Mesto",Sídlisko,"HOLESTIAK.sk reality s.r.o.",0.0276
JuTapZ_iKYW,3152.63,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Mamud Reality s. r. o.",0.1432
JutKizwTOP3,2724.95,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Reality IQ, s.r.o.",-0.0118
JuIQ6bOnZsGz,3049.59,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",0.1059
JuUTD1Lj0lr,2437.50,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",-0.1161
Jujveqa78vA,2410.26,"3-room apartment","fully renovated","okres Žilina","Staré mesto","ŽILINAREAL, s.r.o.",-0.1260
Ju4lV1--VGV,3361.88,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Realitka pre každého",0.2191
JuZPdvGyLq9,1956.41,"3-room apartment","fully renovated","okres Žilina","Staré mesto","TUreality s.r.o.",-0.2905
Ju1F-eiNHx4,2694.12,"3-room apartment","fully renovated","okres Žilina","Staré mesto","RIEŠIME BÝVANIE",-0.0230
JuyOHLJxsdS,3031.25,"3-room apartment","fully renovated","okres Žilina","Staré mesto","Local reality s. r. o.",0.0992
JuLJzHZSfxX,1757.14,"2-room apartment",unrenovated,"okres Martin",Sever,"RIEŠIME BÝVANIE",-0.1132
JuQvJ7BykSU,2222.00,"2-room apartment",unrenovated,"okres Martin",Sever,"WFG reality, s.r.o.",0.1215
Ju4uaW2Y4yL,6725.45,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","DLUGO reality",0.1990
JuFzBbUk-Xv,6402.44,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1414
JuQ4A208KjZ,7160.49,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.2766
JuJeYUPavsEk,7804.88,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.3914
Ju6oo_vEaT-,2791.18,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","MK-CORP s.r.o.",-0.5024
Ju8j-hPnALY,6682.03,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1913
Ju_TYGvbGhv,6973.68,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.2433
JulFrto6Z8R,5294.12,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Tatra Invest",-0.0562
JuIQRanSNHE,3971.43,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","MK-CORP s.r.o.",-0.2920
JuolQI_qYfx,6531.53,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1644
Juh0xQ8lAwr,3021.74,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","MK-CORP s.r.o.",-0.4613
JuztOys4YDo,5300.00,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","J.M.H. s.r.o.",-0.0551
JuUeGi9MZcI,6202.53,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1058
JuKdeWhe2o7,4736.84,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",Limaxreal,-0.1555
Ju0roQQA2MK,4459.46,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO",-0.2050
Jultmw18Gne,3498.45,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Occam New Home",-0.3763
JuIZo2BnWQa,6313.13,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1255
JuHMn6qkBSk,3494.62,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",-0.3770
JurBk73cOr3,6000.00,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.0697
JuX_Y10XQMs,7407.22,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Juraj Hegyi Reality & Development s.r.o.",0.3205
JuoCz53ml38,6415.09,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.1437
JuHNiSC8Wtj,3878.05,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","J.M.H. s.r.o.",-0.3086
JuMLTI5Qk7o,3180.56,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","MK-CORP s.r.o.",-0.4330
Ju8f4W9RYX2,5634.15,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Tatra Invest",0.0044
JuXvJNkXrX-,4291.85,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Reality Now",-0.2349
JumNtvscU-s,6910.14,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","CreeX Reality s.r.o.",0.2319
Jux3XqE2ppP,6910.14,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","XEMAR realitná spoločnosť s.r.o.",0.2319
Ju-zlCEP8xA,7521.74,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Nové bývanie",0.3410
JudyIRiA8kq,6730.77,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",ZEIRA,0.1999
JuH6sKr2JgO,3892.86,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","MK-CORP s.r.o.",-0.3060
JuQG3Tg2HJV,6900.00,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","RESIDENCE realitná kancelária",0.2301
JuDetN4gLGy,5232.56,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Tatra Invest",-0.0672
JuJrBHwvfXe,5217.39,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","AstonReal s.r.o.",-0.0699
Ju-aCcpkFTl,2941.64,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",0.0183
JuqHgAmAWwG,2965.36,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",0.0265
Ju8vp_eBF_v,2845.34,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",-0.0151
JuNQHesGhEl,2860.64,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",-0.0098
JuBjT8MmAiR,2874.81,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",-0.0049
JuVk3AeemQd,2845.34,"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",-0.0151
Ju8yXfa5xfL,1879.08,"3-room apartment","partially renovated","okres Ružomberok",Baničné,"TUreality s.r.o.",-0.0051
Juxpt8YRG2_,1854.40,"3-room apartment","partially renovated","okres Ružomberok",Baničné,"Reality Alpia",-0.0182
JucIMMNEosV,1932.84,"3-room apartment","partially renovated","okres Ružomberok",Baničné,"A-Byt Consult, s.r.o.",0.0233
Ju72GUoSgLH,3364.23,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",-0.0643
Ju0Ee02A6Iy,3514.10,"2-room apartment","new construction","okres Žilina",Vlčince,"HMS Services, a. s.",-0.0226
JuOlH8L9nB_,4376.78,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",0.2173
JuGN2-1NoX2,4056.31,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",0.1282
JucYBy-FPZ5,3418.15,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",-0.0493
JuCx6JHdbha,3336.92,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",-0.0719
JuD8hcoEgT4,3229.73,"2-room apartment","new construction","okres Žilina",Vlčince,"Realitná kancelária RED, s.r.o.",-0.1017
Jum2zoM9dK0,3731.67,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",0.0379
Ju2EMTkOn53,3555.74,"2-room apartment","new construction","okres Žilina",Vlčince,"Reinoo a.s.",-0.0110
JuLlR3SdY11,974.66,"2-room apartment",unrenovated,"okres Ružomberok","Liptovská Lúžna","Obec Liptovská Lúžna",0.0070
JufKPFE3Y2M,954.29,"2-room apartment",unrenovated,"okres Ružomberok","Liptovská Lúžna","Obec Liptovská Lúžna",-0.0140
JuYbhGZmbC7,974.66,"2-room apartment",unrenovated,"okres Ružomberok","Liptovská Lúžna","Obec Liptovská Lúžna",0.0070
JuJEoP397IJ,2738.36,"3-room apartment","new construction","okres Ružomberok","Liptovská Teplá","AstonReal s.r.o.",0.0342
Juv94EKwgh6,2730.50,"3-room apartment","new construction","okres Ružomberok","Liptovská Teplá","AstonReal s.r.o.",0.0312
Ju4SvmwHoAg,2474.59,"3-room apartment","new construction","okres Ružomberok","Liptovská Teplá","FINREA - ak vám záleží na výsledku",-0.0654
Ju5SD8mmuUt,4006.94,"2-room apartment","new construction","okres Žilina","Staré mesto","Financial Hotels Management, s.r.o.",0.0681
Ju6-B7-KyuQ,3793.18,"2-room apartment","new construction","okres Žilina","Staré mesto","WFG reality, s.r.o.",0.0111
JuEK28Decyb,3793.18,"2-room apartment","new construction","okres Žilina","Staré mesto","WFG reality, s.r.o.",0.0111
JuEE_KosY1x,2732.56,"2-room apartment","new construction","okres Žilina","Staré mesto","Realitné kancelárie SR",-0.2716
Jup8gJ48Fqt,4489.50,"2-room apartment","new construction","okres Žilina","Staré mesto","KORSO Project, s.r.o.",0.1967
JuuOQAIf3eQ,3398.44,"2-room apartment","new construction","okres Žilina","Staré mesto","WFG reality, s.r.o.",-0.0941
JuBnUuJa9ic,3894.16,"2-room apartment","new construction","okres Žilina","Staré mesto","Financial Hotels Management, s.r.o.",0.0380
Ju7UFzA6VtL,3903.77,"2-room apartment","new construction","okres Žilina","Staré mesto","WFG reality, s.r.o.",0.0406
Ju0fvkzNIT_,1792.45,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária",-0.1257
Ju4Vd5pUjXm,2307.68,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto","Direct Real, spol. s r.o.",0.1257
JuA1jb9HH8o,2259.79,"2-room apartment","partially renovated","okres Ružomberok","Staré mesto","Reality Alpia",0.0490
JuIVoMRmHSz,2600.00,"1-room apartment","partially renovated","okres Martin",Turany,"TUreality s.r.o.",0.0751
Ju9k2e7JWOr,2236.84,"1-room apartment","partially renovated","okres Martin",Turany,"Like Reality s.r.o.",-0.0751
JuQKqXinTqJ,3460.82,"3-room apartment","new construction","okres Žilina",Hájik,"ODEKO manažment s.r.o.",0.1733
Ju-lEoc2XSC,2687.82,"3-room apartment","new construction","okres Žilina",Hájik,"ODEKO manažment s.r.o.",-0.0887
JuAF6zTk4aw,3110.78,"3-room apartment","new construction","okres Žilina",Hájik,"ODEKO manažment s.r.o.",0.0547
Juw-fZcag7r,2403.85,"3-room apartment","new construction","okres Žilina",Hájik,"ODEKO manažment s.r.o.",-0.1850
JuXYI9YrjoJ,3119.67,"3-room apartment","new construction","okres Žilina",Hájik,"ODEKO manažment s.r.o.",0.0577
JukVrVsK1ht,2932.00,"3-room apartment","new construction","okres Žilina",Hájik,"Realitná kancelária RED, s.r.o.",-0.0060
JuXNm9NwSwi,2932.00,"3-room apartment","new construction","okres Žilina",Hájik,"MGM reality",-0.0060
JuCSthEMyi8,2488.11,"4-room apartment","partially renovated","okres Žilina","Staré mesto","R2 SK, s.r.o.",0.0540
JuOnQ9rym-h,2517.24,"4-room apartment","partially renovated","okres Žilina","Staré mesto","RIEŠIME BÝVANIE",0.0663
JucZiE4o7Os,1789.61,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.0176
JuPKK388ZCm,1830.77,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",0.0050
Jum1UMzjJKg,1828.00,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",0.0035
Ju2UJpNwB9y,1800.05,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.0119
JuH7sCfx0Xw,1803.71,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.0099
JudmgOWhHLZ1,1790.64,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.0170
JuiNHN3K-2n,1835.43,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",0.0076
JuZ8UmPHnMd,1895.12,"2-room apartment","fully renovated","okres Čadca",Staškov,"SLNOVRAT, s.r.o.",0.0403
JuH61G00WWP,2026.03,"3-room apartment","partially renovated","okres Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",-0.1292
JuwolRsTXje,2261.54,"3-room apartment","partially renovated","okres Liptovský Mikuláš",Podbreziny,"OVERENÉ REALITY",-0.0280
JuuVvHxxC-m,2150.00,"3-room apartment","partially renovated","okres Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",-0.0759
Ju9zHP-4dng,2868.85,"3-room apartment","partially renovated","okres Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",0.2331
JuF5xNSQO5x,2552.63,"1-room apartment","partially renovated","okres Čadca",Žarec,"BeMi realitná kancelária",0.0499
Ju8ym9e1pKJ,2400.00,"1-room apartment","partially renovated","okres Čadca",Žarec,"1. Reality Rent, s.r.o.",-0.0129
JuGJ3bcseaG,2341.22,"1-room apartment","partially renovated","okres Čadca",Žarec,"Renovo Reality",-0.0370
JunWCB0DrwG,1822.58,"3-room apartment",unrenovated,"okres Čadca","Sídlisko 3","1. Reality Rent, s.r.o.",0.0281
JuCyeszuCeF,1723.08,"3-room apartment",unrenovated,"okres Čadca","Sídlisko 3",NULL,-0.0281
JuBe2LSvIsNx,2549.88,"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá","AstonReal s.r.o.",-0.0242
JuuQ3yxLaqS,2549.88,"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá","AstonReal s.r.o.",-0.0242
JuhxRDKuEfi,2620.69,"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá",donidDevelop,0.0029
JuOOVFGvzwX,2731.71,"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá",Limaxreal,0.0454
JuK5fZIIPNG,2875.00,"3-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,NULL,0.1572
Ju5R24o6GQR,2094.10,"3-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,"RK Dalmia s. r. o.",-0.1572
JuUS8gVE7MB,1945.15,"2-room apartment","partially renovated","okres Čadca",Žarec,"JPE. Reality - Jozef Pajer",-0.0422
JuxMPXZzAel,2126.38,"2-room apartment","partially renovated","okres Čadca",Žarec,"BeMi realitná kancelária",0.0470
Ju1BpgSKaaX,1960.16,"2-room apartment","partially renovated","okres Čadca",Žarec,"MGM reality",-0.0348
Ju8_AnIgnrX,2092.05,"2-room apartment","partially renovated","okres Čadca",Žarec,"MENÍME BÝVANIE",0.0301
Ju7yQFu2G0Z,2194.03,"3-room apartment","fully renovated","okres Martin","Horné Vrútky","Realitná kancelária",0.0553
JuhBW328SAS,2387.91,"3-room apartment","fully renovated","okres Martin","Horné Vrútky",NULL,0.1486
Ju4y_fscQPu,1645.88,"3-room apartment","fully renovated","okres Martin","Horné Vrútky","FINREA - ak vám záleží na výsledku",-0.2083
Juo19uqWHqv,2088.24,"3-room apartment","fully renovated","okres Martin","Horné Vrútky","Reality MT s.r.o.",0.0044
JuGfQvKSzkr,1551.32,"3-room apartment",unrenovated,"okres Martin",Záturčie,"Reality Center, s.r.o.",-0.0628
Juip-IYlQVA,1500.00,"3-room apartment",unrenovated,"okres Martin",Záturčie,"Realitná kancelária",-0.0939
JuQKd8tqljP,1500.00,"3-room apartment",unrenovated,"okres Martin",Záturčie,"LIF REAL",-0.0939
JuEVg7e9gge,2070.11,"3-room apartment",unrenovated,"okres Martin",Záturčie,"R2 SK, s.r.o.",0.2506
JuWIHesej0g,2228.57,"2-room apartment","fully renovated","okres Žilina","Staré mesto","MGM reality",-0.2010
Ju0XKwDGI6a,2257.73,"2-room apartment","fully renovated","okres Žilina","Staré mesto","STAREA, s. r. o.",-0.1906
JuhRFtZO6yy,2892.31,"2-room apartment","fully renovated","okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",0.0369
JuudHQ4gWHh,3829.55,"2-room apartment","fully renovated","okres Žilina","Staré mesto","EASY centrum bývania, s.r.o.",0.3729
Juc4p__s1-a,2800.00,"2-room apartment","fully renovated","okres Žilina","Staré mesto","Realitné kancelárie SR",0.0038
Ju6LKRO0_U9,3296.30,"2-room apartment","fully renovated","okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",0.1818
JukTLg0JPLo,2613.33,"2-room apartment","fully renovated","okres Žilina","Staré mesto","ŽILINAREAL, s.r.o.",-0.0631
JuGtWZEOQoM,3000.00,"2-room apartment","fully renovated","okres Žilina","Staré mesto","TUreality s.r.o.",0.0755
JupinWd8ZQVD,2750.00,"2-room apartment","fully renovated","okres Žilina","Staré mesto","TARGETreal s. r. o.",-0.0141
Jus-41FaUT-,2768.75,"2-room apartment","fully renovated","okres Žilina","Staré mesto","Safe reality s. r. o.",-0.0074
JulzEF1iR1R,2234.96,"2-room apartment","fully renovated","okres Žilina","Staré mesto","ŽILINAREAL, s.r.o.",-0.1987
Juo05IpENrn,6527.78,"3-room apartment","new construction","okres Liptovský Mikuláš",Demänová,"Svoboda&Williams Slovakia s.r.o.",0.1980
Ju12shpSBga,4369.64,"3-room apartment","new construction","okres Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária",-0.1980
Ju2W2fwASSP,3049.48,"3-room apartment","new construction","okres Dolný Kubín",Brezovec,"TUreality s.r.o.",0.1919
JuVtdEgquxp,2067.57,"3-room apartment","new construction","okres Dolný Kubín",Brezovec,"OREA, s.r.o.",-0.1919
JuF1TjEV1Ru,2088.44,"3-room apartment","new construction","okres Martin","Košťany nad Turcom","B10 Slovensko, a. s.",0.1000
JuP-xJVwuxh,1708.73,"3-room apartment","new construction","okres Martin","Košťany nad Turcom","B10 Slovensko, a. s.",-0.1000
JujhD3lGKSF,2544.78,"2-room apartment","fully renovated","okres Žilina",Vlčince,"JKV REAL",-0.1319
JuhS9MQTC4v,2549.28,"2-room apartment","fully renovated","okres Žilina",Vlčince,"Realitná kancelária RED, s.r.o.",-0.1304
JuFc31jRHf3,2846.15,"2-room apartment","fully renovated","okres Žilina",Vlčince,NULL,-0.0291
JuXQxA2vSe6,3785.71,"2-room apartment","fully renovated","okres Žilina",Vlčince,"EASY centrum bývania, s.r.o.",0.2914
JuOBBX6-RMz,2500.00,"2-room apartment","new construction","okres Martin",Stred,"TARGETreal s. r. o.",-0.0974
JuMvMAnJyAh,3163.27,"2-room apartment","new construction","okres Martin",Stred,"Reality Center, s.r.o.",0.1421
JuLuLPY-Qsq,2309.43,"2-room apartment","new construction","okres Martin",Stred,"Buby reality, s.r.o.",-0.1662
Ju5Yoj_C-t-,2946.43,"2-room apartment","new construction","okres Martin",Stred,NULL,0.0638
JuITiNm8gMP,2796.88,"2-room apartment","new construction","okres Martin",Stred,NULL,0.0098
Ju2hVjHchsA,2902.19,"2-room apartment","new construction","okres Martin",Stred,"Buby reality, s.r.o.",0.0478
JuR1WqY3g_N,2908.91,"2-room apartment","fully renovated","okres Žilina",Hliny,"Georgi Conev",0.0067
JuPDRHaKHGy,2830.51,"2-room apartment","fully renovated","okres Žilina",Hliny,"ŽILINAREAL, s.r.o.",-0.0204
Ju9Zm5FKDvx,2929.31,"2-room apartment","fully renovated","okres Žilina",Hliny,"Realitná kancelária RED, s.r.o.",0.0138
JuKnGrQfPf8P,3646.30,"2-room apartment","new construction","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",0.0010
JuEDjVYN-JT,3752.83,"2-room apartment","new construction","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",0.0303
JuykdgfJYfL,3551.79,"2-room apartment","new construction","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",-0.0249
JuUusk-Q8GE,3718.60,"2-room apartment","new construction","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",0.0209
