offer_id,offer_type,property_type,condition,location_district,location_city,location_area,agency,office_city
JufcWIOgVI-,sale,house,"new construction","okres Žilina",Žilina,Strážov,"RS Mansory s.r.o.",Bratislava
JuUuFP8LBad,sale,house,"partially renovated","okres Dolný Kubín",Malatiná,Malatiná,"RK Dalmia s. r. o.","Dolný Kubín"
JuGlgzti-Xv,sale,house,unrenovated,"okres Čadca",Staškov,Staškov,"Trioreality, s.r.o.",Čadca
Ju-fppxOVlc,sale,house,unrenovated,"okres Čadca",Zákopčie,Zákopčie,"Direct Real, spol. s r.o.",Bratislava
JuLLKbrzsGT,sale,house,"partially renovated","okres Žilina",Žilina,Budatín,"Allrisk Slovakia Reality & Financie, s.r.o.",Bratislava
JuHzzpFEcq7,sale,house,"partially renovated","okres Žilina",Terchová,Terchová,"Briliant Reality, s.r.o.",Senec
JuMN3BXlr1V,sale,house,unrenovated,"okres Čadca",Klokočov,Klokočov,"BeMi realitná kancelária",Nitra
JuZv0Yfgbp2,sale,house,"fully renovated","okres Martin",Belá-Dulice,Belá-Dulice,"Realitné kancelárie SR",Bratislava
JuAHn1RYaaM,sale,house,"new construction","okres Čadca",Korňa,Korňa,"SLNOVRAT, s.r.o.",Olešná
Jub_f4tKd7Q,sale,house,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec","ROMDOM, s. r. o",Žilina
JuUyDXLqSR7,sale,house,"partially renovated","okres Tvrdošín",Nižná,Nižná,"RK Dalmia s. r. o.","Dolný Kubín"
Ju9mMuon122,sale,house,"fully renovated","okres Kysucké Nové Mesto",Ochodnica,Ochodnica,"Realitné kancelárie SR",Bratislava
JuxqHjwv5kQ,sale,house,"under construction","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality ASTORIA, s.r.o.",Martin
JuNBVjN_DWw_,sale,house,"new construction","okres Žilina",Rajec,Rajec,"Real Estate Group4U","Považská Bystrica"
JukjLL6Pznq,sale,house,"fully renovated","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","1. Reality Rent, s.r.o.",Žilina
JuEdQgaYA3w,sale,house,"fully renovated","okres Martin",Príbovce,Príbovce,"Reality BL, s.r.o.","Kysucké Nové Mesto"
JucVvBL8mQZ,sale,house,"new construction","okres Žilina",Brezany,Brezany,"ŽILINAREAL, s.r.o.",Žilina
Juzanri8hki,sale,house,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JubVEhZEHQu,sale,house,"new construction","okres Martin",Martin,Priekopa,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuNKxzZQlzf,sale,house,"partially renovated","okres Žilina",Višňové,Višňové,"Ing. Gerlinda Bérešová - Esti",Žilina
JuLre6AewXY,sale,house,"new construction","okres Ružomberok",Ivachnová,Ivachnová,"Romantické Chalupy, s.r.o.",Bratislava
JuJF0aEq48e,sale,house,unrenovated,"okres Žilina",Hôrky,Hôrky,"Safe reality s. r. o.",Žilina
JuepuA7Tiw0,sale,house,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuHgJ7Vnt5C,sale,house,"under construction","okres Bytča",Bytča,"Hliník nad Váhom","Romantické Chalupy, s.r.o.",Bratislava
Ju2bCMkIGvc,sale,house,unrenovated,"okres Bytča",Štiavnik,Štiavnik,"Romantické Chalupy, s.r.o.",Bratislava
JuHinPus21r,sale,house,unrenovated,"okres Ružomberok",Lisková,Lisková,"RK Dalmia s. r. o.","Dolný Kubín"
Ju3sdsvW1qf,sale,house,"new construction","okres Ružomberok",Ružomberok,"Staré mesto","bezmaklérov, s.r.o.",Žilina
JuyMjKXoFpJ,sale,house,"new construction","okres Žilina",Žilina,Bytčica,NULL,NULL
Ju-HjJmEJ0m,sale,house,"partially renovated","okres Turčianske Teplice",Čremošné,Čremošné,"Reality ASTORIA, s.r.o.",Martin
JuS7vOeFGIN,sale,house,"under construction","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","Nové bývanie",Nitra
JujgFHysqby,sale,house,"partially renovated","okres Martin","Turčianske Kľačany","Turčianske Kľačany","AstonReal s.r.o.","Banská Bystrica"
Juec3rJbHzE,sale,house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","HALO reality, s.r.o.",Prievidza
JuVTTY5wrme,sale,house,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"Reality MT s.r.o.",Martin
Ju-Gmi7_Mm7,sale,house,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou","Realitná kancelária",Bratislava
JuDuqsttF6H,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Ju002dUmryq,rent,house,"fully renovated","okres Žilina",Žilina,"Staré mesto","Buby reality, s.r.o.",Žilina
JufEAKik-mc,sale,house,"fully renovated","okres Martin",Podhradie,Podhradie,"B10 Slovensko, a. s.",Žilina
Ju8UQkGga6F,sale,house,unrenovated,"okres Ružomberok",Lisková,Lisková,"RK VILLEA, s. r. o.","Dolný Kubín"
JuMmB0vZcwg,sale,house,unrenovated,"okres Žilina",Žilina,Bôrik,"Realitná kancelária RED, s.r.o.",Žilina
Juu4bOArZvB,sale,house,unrenovated,"okres Ružomberok",Lúčky,Lúčky,"Romantické Chalupy, s.r.o.",Bratislava
JuG-JRPmhAG,sale,house,"new construction","okres Žilina",NULL,NULL,"Realitná kancelária DOM",Žilina
Ju6-BxY4Q9v,sale,house,"new construction","okres Martin",Blatnica,Blatnica,"Romantické Chalupy, s.r.o.",Bratislava
Ju4_CW18xww,sale,house,unrenovated,"okres Žilina","Paština Závada","Paština Závada","WFG reality, s.r.o.",Žilina
JujfdD-5RPO,sale,house,"new construction","okres Ružomberok",Komjatná,Komjatná,"AstonReal s.r.o.","Banská Bystrica"
JuJ5z8J0t7V,sale,house,"new construction","okres Žilina",Žilina,Budatín,"MGM reality",Žilina
JuLlnmGgMKV,sale,house,"partially renovated","okres Žilina",Rajec,Rajec,"REAL21 Invest-consult, s.r.o.","Považská Bystrica"
Ju7pKhqP4zK,sale,house,"partially renovated","okres Martin",Sučany,Sučany,"Like Reality s.r.o.","Považská Bystrica"
Juq12PkyNpf,sale,house,"partially renovated","okres Žilina",Višňové,Višňové,"RES GROUP, s.r.o.",Žilina
JuRty8qQQ_7,sale,house,unrenovated,"okres Tvrdošín",Tvrdošín,Tvrdošín,"AstonReal s.r.o.","Banská Bystrica"
Jut7Cik7fcS,sale,house,"new construction","okres Bytča",Petrovice,Petrovice,"RS Mansory s.r.o.",Bratislava
Juv0ePbKA7G,sale,house,unrenovated,"okres Dolný Kubín",Kraľovany,Kraľovany,"AstonReal s.r.o.","Banská Bystrica"
JuKz9mvEvI_,sale,house,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,"REALITY TATRY",Levoča
JulKhf0qSVY,sale,house,"new construction","okres Žilina",Rajec,Rajec,"Real Estate Group4U","Považská Bystrica"
JunAaEjMO5H,sale,house,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,"DRAŽOBNÍK, s.r.o.",Košice
JuYo9zvFOwy,sale,house,unrenovated,"okres Žilina",Divina,Divina,"TARGETreal s. r. o.",Žilina
JuVJGPaHJOp,sale,house,unrenovated,"okres Čadca",Zákopčie,Zákopčie,"Realitná kancelária RED, s.r.o.",Žilina
JuqydMjWuh4,sale,house,unrenovated,"okres Žilina",Lysica,Lysica,"TARGETreal s. r. o.",Žilina
JunkMQWQbHn,sale,house,"partially renovated","okres Žilina",Žilina,Bánová,"TUreality s.r.o.",Žilina
JuoBv0wotbR,sale,house,"new construction","okres Martin",Martin,Ľadoveň,"Realitné kancelárie SR",Bratislava
JuM-6ImZqgg,sale,house,unrenovated,"okres Čadca",Čadca,Centrum,"HOLESTIAK.sk reality s.r.o.",Čadca
Jup9Yn-xSxK,sale,house,"new construction","okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
Juu1RPAQAYx,sale,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","ADOMOS REAL s.r.o.",Košice
JuB8tqpRaSl,sale,house,unrenovated,"okres Ružomberok",Ružomberok,"Pod Skalami","RE/MAX Slovakia",Bratislava
Ju4OltTKR0f,sale,house,"fully renovated","okres Žilina",Žilina,Bánová,"Realitné kancelárie SR",Bratislava
Juu2Y87Z-DK,sale,house,"partially renovated","okres Čadca",Skalité,Skalité,"TUreality s.r.o.",Žilina
JupTefFT3SIq,sale,house,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",NULL,"Romantické Chalupy, s.r.o.",Bratislava
JuAxm4BTAPE,sale,house,unrenovated,"okres Čadca",Turzovka,NULL,"BeMi realitná kancelária",Nitra
JukEQsAHFmW,sale,house,"partially renovated","okres Turčianske Teplice",Budiš,Budiš,"B10 Slovensko, a. s.",Žilina
JuIfd2KOAqJ,rent,house,"new construction","okres Žilina","Dolný Hričov","Dolný Hričov","Realitné kancelárie SR",Bratislava
Juq41p0QoVh,sale,house,"partially renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Realitná kancelária",Bratislava
JuE5s_J_0mm,sale,house,"partially renovated","okres Čadca",Klokočov,Klokočov,"BeMi realitná kancelária",Nitra
JuI2CpNT1P5,sale,house,"fully renovated","okres Žilina",Varín,Varín,"Vianema s.r.o.",Bratislava
JumgmN6Y0Rr,sale,house,unrenovated,"okres Turčianske Teplice",Sklené,Sklené,"Realitná kancelária",Bratislava
Ju9JGGI9iqn,sale,house,"new construction","okres Žilina",Stránske,Stránske,"RS Mansory s.r.o.",Bratislava
JuMiWG_Bjr-,sale,house,unrenovated,"okres Žilina",Varín,Varín,"Safe reality s. r. o.",Žilina
JuoozgHS-2r,sale,house,unrenovated,"okres Čadca",Čadca,"U Hluška","B10 Slovensko, a. s.",Žilina
Juzaery-uaM,sale,house,"new construction","okres Martin",Martin,Tomčany,"Buby reality, s.r.o.",Žilina
JuJSekEM4oc,sale,house,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
Jub5SX0zXuB,sale,house,"new construction","okres Žilina",Divina,Divina,"Realitné kancelárie SR",Bratislava
JubJO0qS-zH,sale,house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,jabyvam.sk,"Liptovský Mikuláš"
JueA1N-Ntfj,sale,house,"fully renovated","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuHtgn-PdTN,sale,house,"new construction","okres Martin","Turčianske Kľačany","Turčianske Kľačany","TUreality s.r.o.",Žilina
Jub25_ejcJA,sale,house,"fully renovated","okres Čadca",Oščadnica,Oščadnica,"Nestor Capital s.r.o.",Bratislava
JuvMlRWqyJoo,sale,house,unrenovated,"okres Kysucké Nové Mesto",Nesluša,Nesluša,"MGM reality",Žilina
JuImMdEmrRE,sale,house,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","BV REAL PD, s.r.o.",Prievidza
JuzSO8DcIjL,sale,house,"fully renovated","okres Martin",Diaková,Diaková,"Reality Simply",Martin
JuT-mCUWMWu,sale,house,"new construction","okres Liptovský Mikuláš",Bobrovník,Bobrovník,liptoreal,"Liptovský Mikuláš"
Ju14mSBpDUx,sale,house,"partially renovated","okres Čadca",Oščadnica,Oščadnica,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju9vhNLIhpv,sale,house,"new construction","okres Žilina",Žilina,"Staré mesto","Realitná kancelária DOM",Žilina
Ju07wpce3-e,sale,house,unrenovated,"okres Ružomberok",Turík,Turík,"Romantické Chalupy, s.r.o.",Bratislava
JuiIP6qTDBs,sale,house,"partially renovated","okres Liptovský Mikuláš",Vlachy,Vlachy,"OVERENÉ REALITY","Banská Bystrica"
JuWA9aOrYrn,sale,house,"partially renovated","okres Martin",Žabokreky,Žabokreky,"ALT REAL, s.r.o.",Martin
JuTaKGvu-_W,sale,house,unrenovated,"okres Bytča",Štiavnik,Štiavnik,"Romantické Chalupy, s.r.o.",Bratislava
Juolbg2gxyQ,sale,house,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,"RE/MAX Slovakia",Bratislava
JuOzMZP3NXD,sale,house,"partially renovated","okres Čadca","Krásno nad Kysucou",Kalinov,"1. Reality Rent, s.r.o.",Žilina
Ju0_zNn7daF,sale,house,unrenovated,"okres Liptovský Mikuláš",Pribylina,Pribylina,"Direct Real, spol. s r.o.",Bratislava
JuhiXx9KEAl,sale,house,"partially renovated","okres Dolný Kubín","Dolný Kubín",Medzihradné,"Reality BL, s.r.o.","Kysucké Nové Mesto"
JuXifi6XaeN,sale,house,unrenovated,"okres Žilina",Žilina,Závodie,NULL,NULL
JuD_VuWF7qU,sale,house,"new construction","okres Dolný Kubín",Istebné,Istebné,"RK Dalmia s. r. o.","Dolný Kubín"
Ju7FT7K1T9V,sale,house,unrenovated,"okres Žilina",Svederník,Svederník,"Reality IQ, s.r.o.",Žilina
Ju1tEs_gT7e,sale,house,"new construction","okres Žilina",Gbeľany,Gbeľany,"1. Reality Rent, s.r.o.",Žilina
JufiwULhgJw,sale,house,unrenovated,"okres Martin",Šútovo,Šútovo,"Real Reality Development s.r.o.",Martin
JujDi-L-0hf,sale,house,"new construction","okres Čadca",Olešná,Olešná,"RE/MAX Slovakia",Bratislava
JuWVZLxkLMK,sale,house,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuUrENnUrd4,sale,house,unrenovated,"okres Martin","Turčiansky Peter","Turčiansky Peter","Reality Center, s.r.o.",Martin
JuKIEskdsEp,sale,house,"new construction","okres Žilina",Bitarová,Bitarová,"Real Estate Group4U","Považská Bystrica"
JuRBO1iDcGe,sale,house,"partially renovated","okres Martin",Sučany,Sučany,"Felicita Real s. r. o.",Martin
JuMud2YGw9_,sale,house,"fully renovated","okres Ružomberok",Likavka,Likavka,NULL,NULL
JuipKl1rZoI,sale,house,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou",NULL,NULL
JuzawK4H-li,sale,house,unrenovated,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Ju6l6A2iskM,sale,house,"new construction","okres Žilina",Svederník,Svederník,"BeMi realitná kancelária",Nitra
JuiNBbsX-1P,rent,house,"new construction","okres Žilina",Žilina,Bytčica,"RIEŠIME BÝVANIE",Bratislava
JuIGCsa_wh0,sale,house,"new construction","okres Martin",Blatnica,Blatnica,"Buby reality, s.r.o.",Žilina
JunwM7MkcDW,sale,house,unrenovated,"okres Žilina",Žilina,Závodie,"Realitné kancelárie SR",Bratislava
JuCbUaiZ-t8,sale,house,unrenovated,"okres Čadca",Skalité,Skalité,"HOLESTIAK.sk reality s.r.o.",Čadca
JuPBoWiotP6,sale,house,"new construction","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","RIEŠIME BÝVANIE",Bratislava
Ju39TpZdQum,sale,house,"new construction","okres Žilina",Mojš,Mojš,NULL,NULL
Juc86BqO6w7,sale,house,"fully renovated","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuGKJDezGKy,sale,house,unrenovated,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuyVW5GYHzb,sale,house,"development project","okres Žilina",Lysica,Lysica,"YFE, s.r.o.",Žilina
JufXd7f876u,sale,house,"under construction","okres Žilina",Žilina,Bánová,"RIEŠIME BÝVANIE",Bratislava
JuvDMV343M4,sale,house,"new construction","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuGGmyAKTE2V,sale,house,"partially renovated","okres Martin",Vrícko,Vrícko,"Realitné kancelárie SR",Bratislava
JunqWaLvLjb,sale,house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","NajBývanie, s.r.o.",Ružomberok
JufxA_4siD5,sale,house,unrenovated,"okres Námestovo",Námestovo,"Slanická Osada","GRAVITAS a. s.",Bratislava
JuNEJj6Bobe,sale,house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"New Ways Reality&Financie",Poprad
Ju7GkmUpk7w,sale,house,"partially renovated","okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","NajBývanie, s.r.o.",Ružomberok
JueqFSdFlNV,sale,house,unrenovated,"okres Námestovo",Hruštín,Hruštín,"OREA, s.r.o.","Dolný Kubín"
Ju5uqi4FeNX,sale,house,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","HALO reality, s.r.o.",Prievidza
JuugYuyjxCy,sale,house,unrenovated,"okres Čadca",Raková,Raková,NajlepšíMakléri.sk,Bratislava
JuENmSVbf52,sale,house,"new construction","okres Žilina",Rosina,Rosina,"Reality Alpia",Martin
JuSDor_pBw9,sale,house,"new construction","okres Martin",Slovany,Slovany,"Buby reality, s.r.o.",Žilina
JuEl9XITon-,sale,house,unrenovated,"okres Turčianske Teplice",Rudno,Rudno,"Romantické Chalupy, s.r.o.",Bratislava
JuQ4i8mNwlL,sale,house,unrenovated,"okres Bytča",Kotešová,Kotešová,"TARGETreal s. r. o.",Žilina
Ju3IlwS0uHk,sale,house,"partially renovated","okres Žilina",NULL,NULL,"DreamReality s.r.o.",Žilina
JurqmynKY4o,sale,house,"new construction","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok","RE/MAX Slovakia",Bratislava
JuhsSA9jVzs,sale,house,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","B10 Slovensko, a. s.",Žilina
JuvA9DjdPST,sale,house,"new construction","okres Ružomberok",Lisková,Lisková,"ALT REAL, s.r.o.",Martin
JuXVSVVWVLI,sale,house,"fully renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Romantické Chalupy, s.r.o.",Bratislava
JuETUDXgsIk,sale,house,"partially renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Piata Avenue",Žilina
JuYGxQztZEP,sale,house,"new construction","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany",NULL,NULL
Juv2ewXXJKK,sale,house,"fully renovated","okres Martin",Vrútky,"Karvaša a Bláhovca","TARGETreal s. r. o.",Žilina
Juy6D0BMpPr,sale,house,"new construction","okres Martin",Belá-Dulice,Belá-Dulice,"Reality Center, s.r.o.",Martin
JuRvLvEuC6c,sale,house,"partially renovated","okres Čadca",Turzovka,NULL,"SLNOVRAT, s.r.o.",Olešná
JuwhHVVh05e,sale,house,unrenovated,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"Direct Real, spol. s r.o.",Bratislava
JubBBZpieJ3,sale,house,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Romantické Chalupy, s.r.o.",Bratislava
JupqlbF43-v,sale,house,unrenovated,"okres Bytča","Veľké Rovné","Veľké Rovné","StorkReal s. r. o.","Rajecká Lesná"
JuqhO5GsZ4W,sale,house,"new construction","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Realitné kancelárie SR",Bratislava
Juc74a1hN-t,sale,house,unrenovated,"okres Žilina",Mojš,Mojš,NULL,NULL
JuZgj6k1S7C,sale,house,"partially renovated","okres Martin",Martin,Stráne,"TARGETreal s. r. o.",Žilina
JuvbGiTBrMG,sale,house,"new construction","okres Liptovský Mikuláš",Lazisko,Lazisko,"New Ways Reality&Financie",Poprad
JutexiRTg9m,sale,house,unrenovated,"okres Martin",Martin,Stred,"RS Mansory s.r.o.",Bratislava
Ju6pNzkI7kN,sale,house,unrenovated,"okres Martin",Martin,Stráne,"Reality Alpia",Martin
JuIyY_wrQVH,sale,house,"new construction","okres Bytča",Bytča,"Veľká Bytča","WFG reality, s.r.o.",Žilina
JuhQKNPNiRq,sale,house,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice","AnoReal, s.r.o.",Stráňavy
JuSh2BSeYCy,sale,house,"fully renovated","okres Čadca",Podvysoká,Podvysoká,"BeMi realitná kancelária",Nitra
Jua80WPKb_h,sale,house,unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok","Nižné Fabriky","LICITOR group, a.s.",Žilina
JuWDHMTcRk5,sale,house,"partially renovated","okres Čadca",Klokočov,Klokočov,"Nové bývanie",Nitra
JuXLOLWve3w,sale,house,"partially renovated","okres Martin",Martin,Stráne,"Realitná kancelária",Bratislava
JuQ6y__HQN4,sale,house,"fully renovated","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","LIF REAL",Martin
JuXlTElDSTb,sale,house,"new construction","okres Žilina",Žilina,Závodie,"DreamReality s.r.o.",Žilina
JuL5-OdofNk,sale,house,"new construction","okres Žilina",Terchová,Terchová,"RAJA, spol. s r.o.","Svätý Jur"
JudAAa45gzT,sale,house,unrenovated,"okres Martin",Martin,Jahodníky,"B10 Slovensko, a. s.",Žilina
JuptIY7K5YK,sale,house,"partially renovated","okres Čadca",Turzovka,Predmier,"Reality Alpia",Martin
JuMof2f50da,sale,house,"partially renovated","okres Žilina",Žilina,"Považský Chlmec","Reality IQ, s.r.o.",Žilina
JunBZ5UZ987,sale,house,"partially renovated","okres Čadca",Klokočov,Klokočov,"Realitné kancelárie SR",Bratislava
JuZgBXj7DfA,sale,house,unrenovated,"okres Liptovský Mikuláš",Bobrovec,Bobrovec,"RE/MAX Slovakia",Bratislava
Ju5BwjQ6s7y,sale,house,"partially renovated","okres Čadca",Čierne,Čierne,"SLNOVRAT, s.r.o.",Olešná
JuQab_JUcgQ,rent,house,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca","Reality ASTORIA, s.r.o.",Martin
JuEB6osELcj,sale,house,"partially renovated","okres Turčianske Teplice",Sklené,Sklené,"Romantické Chalupy, s.r.o.",Bratislava
Ju34HqZzlYZ,sale,house,"fully renovated","okres Žilina",Terchová,Terchová,"Realitná kancelária RED, s.r.o.",Žilina
Ju_JIspGy8j,sale,house,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",jabyvam.sk,"Liptovský Mikuláš"
JuwY9aBM81x,sale,house,"partially renovated","okres Martin",Vrútky,"Dolné Vrútky","Like Reality s.r.o.","Považská Bystrica"
