offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
JuLlR3SdY11,sale,"2-room apartment",49,unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna",2001
Ju3xvc6aD2Y,sale,"holiday apartment",32,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján",NULL
Jus0-bkZHge,rent,"3-room apartment",68,"partially renovated","okres Martin",Martin,Ľadoveň,NULL
Jul8pXByFOl,sale,"3-room apartment",92,"new construction","okres Žilina",Žilina,Vlčince,NULL
JuEK28Decyb,sale,"2-room apartment",44,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JujBEFh3fPq,sale,"3-room apartment",70,unrenovated,"okres Martin",Martin,Priekopa,1985
Jubh8FOR_C9,rent,"studio apartment",22,"fully renovated","okres Martin",Martin,Sever,NULL
Jultmw18Gne,sale,"holiday apartment",97,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuDmcjiRx8S,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Solinky,1983
Junnm3hR6W5,sale,"2-room apartment",71,"partially renovated","okres Martin",Martin,Priekopa,2025
JurzQ4OXOH_,rent,"studio apartment",30,"new construction","okres Žilina",Žilina,Hliny,2018
Ju88ayVM-YP5,rent,"4-room apartment",161,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,1997
Jui1Zkf_kg-,sale,"1-room apartment",35,"fully renovated","okres Čadca",Čadca,Centrum,1980
Jun79Tn_Ep0,sale,"3-room apartment",67,"fully renovated","okres Žilina",Žilina,Vlčince,1982
JuR1WqY3g_N,sale,"2-room apartment",55,"fully renovated","okres Žilina",Žilina,Hliny,1968
JuITWn48g9Q,sale,"1-room apartment",28,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička",NULL
JuiQqoYVioM,sale,"2-room apartment",50,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,2024
JuE40RXyw1_,sale,"2-room apartment",50,"new construction","okres Žilina",Žilina,Hájik,2018
JuvTw1ebtHj,sale,"2-room apartment",54,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
Ju27eP_ig4Z,rent,"2-room apartment",51,"new construction","okres Žilina",Žilina,Hliny,2022
JuwdgQhbLJx,sale,"3-room apartment",73,"partially renovated","okres Martin",Martin,Košúty,1975
JuYwrDdapt0,sale,"3-room apartment",68,unrenovated,"okres Čadca",Čadca,"U Hluška",1982
JuQhVUDoHMr,sale,"2-room apartment",58,"fully renovated","okres Martin",Martin,Sever,1980
JuzIKTQ0UvK,sale,"4-room apartment",84,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,1975
JuTnsSFnlFI,sale,"3-room apartment",58,"fully renovated","okres Martin",Martin,Sever,1980
JuY5BHrBXS_,rent,"4-room apartment",86,"fully renovated","okres Martin",Martin,Košúty,1966
JuDGw-se-Mg,rent,"1-room apartment",38,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,2010
JuOMOLcEq4z,sale,"3-room apartment",68,"partially renovated","okres Čadca",Čadca,Kyčerka,1990
JuQ4Jf_xqij,rent,"2-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL
Ju8GQ26KaaT,sale,"2-room apartment",50,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
JuCMZI1bT6r,sale,"3-room apartment",65,unrenovated,"okres Martin",Martin,NULL,NULL
Ju9csMkjbyN,rent,"3-room apartment",71,"partially renovated","okres Martin",Martin,Ľadoveň,1958
JuXGzvpMBBm,sale,"2-room apartment",60,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1900
Ju52lG6Waej,sale,"studio apartment",25,"new construction","okres Žilina",Žilina,Vlčince,2009
JuTQd4u0n33,sale,"2-room apartment",51,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2015
JuwMlHIuC26,rent,"2-room apartment",31,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička",NULL
Juuarx0CWmR,sale,"2-room apartment",47,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2024
Juh7IlKkDn_,sale,"4-room apartment",105,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,NULL
JuN8mAtD42x,rent,"3-room apartment",60,"fully renovated","okres Čadca",Klubina,Klubina,1980
JujdOeJ69tb,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky,NULL
Jun8HaIrjPB,rent,"3-room apartment",72,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",1955
JuuKYbAy2In,sale,"3-room apartment",74,"partially renovated","okres Martin",Martin,Ľadoveň,1980
JuZ6EDDylkC,rent,"3-room apartment",85,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuuQTLwI4_c,sale,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuKXwWNmxYg,sale,"2-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik,2005
JutKizwTOP3,sale,"3-room apartment",86,"fully renovated","okres Žilina",Žilina,"Staré mesto",1932
Juki5wHUVn2,sale,"4-room apartment",76,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",2024
Ju_PmXVPtoo,sale,"2-room apartment",55,unrenovated,"okres Žilina",Žilina,Hliny,1977
JuaWfCrgS3s,sale,"4-room apartment",101,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
Ju1cdYuex4G,sale,"3-room apartment",79,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,2025
Ju6cRlkmMC_,rent,"1-room apartment",28,"fully renovated","okres Dolný Kubín",Istebné,Istebné,NULL
JuFBiuRLpoy,rent,"2-room apartment",55,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",NULL
JuJEoP397IJ,sale,"3-room apartment",73,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá",2024
JuCISBa6iwp,sale,"2-room apartment",68,unrenovated,"okres Ružomberok",Ružomberok,Roveň,1975
JuQZcPPu9nd,sale,maisonette,175,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuYHImgOHO_,sale,"3-room apartment",105,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
JuIgM2fUqeh,rent,"2-room apartment",54,"fully renovated","okres Martin",Martin,Podháj,1970
JuQydtvhuaC,sale,"3-room apartment",70,"fully renovated","okres Tvrdošín",Tvrdošín,Medvedzie,1980
Ju6JFF73eZc,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Hliny,1983
JupURRP8axF,sale,"4-room apartment",105,"new construction","okres Žilina",Žilina,"Staré mesto",2024
Ju5Pax6FaXd,sale,"2-room apartment",65,unrenovated,"okres Žilina",Žilina,Hliny,1980
Juh13qbi4yL,sale,"2-room apartment",63,"new construction","okres Žilina",Žilina,Hájik,2025
JurbbuyjxWx,rent,"3-room apartment",132,"new construction","okres Žilina",Žilina,"Staré mesto",2009
JuPkeS3sVco,sale,"2-room apartment",56,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuqmZcqjzL5,sale,"2-room apartment",45,"development project","okres Žilina",Žilina,"Staré mesto",2026
JuRJMz106O3,sale,"holiday apartment",37,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia",2023
Junr7vOGfgp,sale,"holiday apartment",46,"new construction","okres Ružomberok",Bešeňová,Bešeňová,2024
JuhrMWK4tz6,sale,"3-room apartment",120,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
Jug-_AT8Wmt,sale,"3-room apartment",72,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,1989
JuT4OhvaBo8,sale,"4-room apartment",140,"new construction","okres Žilina",Žilina,"Staré mesto",NULL
JuXxgiFzaw2,sale,"holiday apartment",36,"development project","okres Žilina",Terchová,Terchová,2023
Juta8FGg1ms,sale,"4-room apartment",130,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",2025
JutRcPoSw48,sale,"3-room apartment",76,"partially renovated","okres Žilina",Žilina,Vlčince,1980
JunhLdbpvMU,sale,"3-room apartment",74,"new construction","okres Martin",Martin,Stred,2025
JuAo_CCFbGo,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa,2018
JuIcnUNxIlt,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Košúty,1973
JuroNkYo0Ud,sale,"3-room apartment",74,"partially renovated","okres Martin",Vrútky,"Horné Vrútky",1978
JuSS030a7te,rent,"1-room apartment",41,"fully renovated","okres Žilina",Žilina,Vlčince,2025
JuoB7gmYVp_,sale,"2-room apartment",73,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2015
Juw2GAhwVDz,sale,"3-room apartment",76,"fully renovated","okres Martin",Martin,Záturčie,1980
JuNxbiZtMJl,sale,"2-room apartment",62,"partially renovated","okres Žilina",Žilina,Hliny,1957
Ju93xLSe03c,rent,"1-room apartment",30,"partially renovated","okres Martin",Martin,Záturčie,NULL
Ju8y_HCffnI,sale,"studio apartment",26,"partially renovated","okres Čadca",Čadca,Žarec,2025
JuDpUKm1R87,sale,"3-room apartment",102,"under construction","okres Martin",Martin,Jahodníky,NULL
JuyticuaW7A,sale,"3-room apartment",64,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
JutwTj3bM_v,sale,"2-room apartment",51,"fully renovated","okres Martin",Martin,Sever,1980
JuRvQ8h5ljK,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Vlčince,NULL
Ju-D0j5Tx8q,sale,"3-room apartment",63,"partially renovated","okres Martin",Martin,Sever,1963
JuqL8yAiSJt,rent,"2-room apartment",43,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov,2023
Juaqewf1vyV,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Košúty,2025
JufCUUh8n1P,sale,"3-room apartment",60,"partially renovated","okres Ružomberok",Ružomberok,Baničné,NULL
JuEOy8Ch_fK,sale,"4-room apartment",128,"new construction","okres Žilina",Žilina,Vlčince,2025
JuAjD-DNY5d,sale,"studio apartment",21,"fully renovated","okres Žilina",Žilina,Vlčince,2025
JuXBeof4cBw,sale,"3-room apartment",123,"development project","okres Ružomberok",Ružomberok,Baničné,2024
JuCHpapFKG8,rent,"2-room apartment",48,"new construction","okres Martin",Martin,Záturčie,2023
JufBWbzCmcn,sale,"4-room apartment",100,"partially renovated","okres Martin",Martin,Stred,1978
JuN-wthtGNF,sale,"3-room apartment",143,"under construction","okres Žilina",Žilina,Hájik,NULL
Ju54zsovXgd,rent,"3-room apartment",63,"partially renovated","okres Žilina",Žilina,Hliny,1960
JuZqmgmus3f,sale,"3-room apartment",70,"partially renovated","okres Martin",Turany,Turany,NULL
JuUygteSgA9,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,"Staré mesto",1970
JuEhBGLGdyB,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Košúty,1900
Juhy56IDgaZ,sale,"2-room apartment",55,"fully renovated","okres Martin",Martin,Podháj,1960
Ju8yXfa5xfL,sale,"3-room apartment",61,"partially renovated","okres Ružomberok",Ružomberok,Baničné,1980
Jul5uPR1of1,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuySZhvO7pX,sale,"3-room apartment",81,"new construction","okres Ružomberok",Ružomberok,"Staré mesto",NULL
Ju4YZRhAzaf,sale,"studio apartment",32,"fully renovated","okres Žilina",Žilina,Bôrik,1960
JuvxnqGhrvB,rent,"3-room apartment",75,"partially renovated","okres Čadca",Čadca,NULL,NULL
JudF4Y5NRYO,rent,"2-room apartment",39,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia",NULL
JuAyS5TfUDQ,sale,"3-room apartment",79,unrenovated,"okres Žilina",Rajec,Rajec,NULL
JuWSXBSHA4W,rent,"studio apartment",27,"fully renovated","okres Čadca",Čadca,Žarec,1980
JuSwv58uXFj,rent,"studio apartment",23,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec,NULL
JuSEGf_jb32,rent,"2-room apartment",58,"new construction","okres Námestovo","Oravské Veselé","Oravské Veselé",NULL
JuiTYBIhgYl,sale,"3-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik,2005
JuHOcENm8Ia,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1960
Juf0d9bgzD3,sale,"4-room apartment",103,"fully renovated","okres Žilina",Rosina,Rosina,2023
JucQo5vONzU,sale,"3-room apartment",70,"partially renovated","okres Žilina",Žilina,Solinky,NULL
JugZvx-B3PM,sale,"1-room apartment",34,"partially renovated","okres Dolný Kubín","Dolný Kubín",Banisko,1980
Ju6YQzBpIXw,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JuFfQA7zSPP,sale,"3-room apartment",56,"partially renovated","okres Čadca","Nová Bystrica","Nová Bystrica",NULL
JuTapZ_iKYW,sale,"3-room apartment",95,"fully renovated","okres Žilina",Žilina,"Staré mesto",1935
JudSBCw12x9,sale,"2-room apartment",58,"partially renovated","okres Žilina",Žilina,Vlčince,1980
JujwaDNeJ1i,rent,"2-room apartment",60,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,1985
Jugv6VHMojr,sale,"3-room apartment",76,"partially renovated","okres Čadca",Čierne,Čierne,1985
Jud2teyAuDu,sale,"1-room apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Jusrma_M5xf,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Solinky,NULL
Ju2WQT7unmV,sale,"4-room apartment",85,"fully renovated","okres Martin","Košťany nad Turcom","Košťany nad Turcom",1900
JuJvNTKAcv8,sale,"1-room apartment",35,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2021
Ju8f-wmtjXf,sale,"3-room apartment",52,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",NULL
JuqcGRiE3sH,sale,"2-room apartment",69,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2025
Jue9scT0OOX,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky,NULL
JuauSxK_Grt,sale,"3-room apartment",65,unrenovated,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",1980
JuETFY0yocs,rent,"3-room apartment",52,"fully renovated","okres Žilina",Žilina,Hliny,NULL
JucHYWmAD9T,sale,"2-room apartment",53,"partially renovated","okres Tvrdošín",Nižná,Nižná,1980
Juh6SSze_tY,sale,"3-room apartment",71,"fully renovated","okres Čadca",Staškov,Staškov,NULL
Ju5yq04Fo6g,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL
JuUEgGZy7bV,sale,"holiday apartment",54,"development project","okres Žilina",Terchová,Terchová,2023
Juo8y036wNc,rent,"2-room apartment",57,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
JuPeIRhvo6g,rent,"2-room apartment",52,"new construction","okres Martin",Martin,Stred,2022
Juq3ES8kVdO,rent,"2-room apartment",74,"fully renovated","okres Martin",Martin,Stred,1950
Ju6GKonKAZ1,sale,"holiday apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL
JupL8ZjnO78,rent,"1-room apartment",39,"fully renovated","okres Žilina",Žilina,Vlčince,NULL
JuzI-cY3VGB,rent,"2-room apartment",60,"partially renovated","okres Žilina",Žilina,"Staré mesto",1935
Jurvisl8PBq,rent,"2-room apartment",75,"new construction","okres Martin",Martin,Stred,2023
JuaFgvo5Zms,sale,"3-room apartment",91,unrenovated,"okres Martin",Martin,Stred,1958
JuZWfK8jXMU,sale,"2-room apartment",72,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1977
Ju-TqbMGsYQ,sale,"1-room apartment",30,"partially renovated","okres Martin",Vrútky,NULL,1980
JuV4el-7B8H,sale,"3-room apartment",90,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuC3qFxZRHA,rent,"2-room apartment",63,"fully renovated","okres Martin",Martin,Stred,1969
JuMvMAnJyAh,sale,"2-room apartment",49,"new construction","okres Martin",Martin,Stred,2024
JuOtmAhAnN-,rent,"3-room apartment",80,"fully renovated","okres Žilina",Žilina,"Staré mesto",1960
Ju2vUj8wFP4,sale,"2-room apartment",45,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL
Ju3mlVUzkyZ,sale,"2-room apartment",62,"new construction","okres Martin",Sučany,Sučany,2025
JuogofXpdYk,sale,"holiday apartment",26,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2022
Ju6MtpU11Ir,sale,"3-room apartment",66,"fully renovated","okres Martin",Príbovce,Príbovce,1970
Ju7oSLy3Fih,sale,"holiday apartment",63,"new construction","okres Ružomberok",Ružomberok,Hrabovo,2022
JuuGHfugsJe,rent,"2-room apartment",41,"new construction","okres Žilina",Terchová,Terchová,2024
JuK1Ou62x1-,rent,"2-room apartment",NULL,"fully renovated","okres Martin",Martin,Stred,NULL
JubVv2aiyY0,sale,"4-room apartment",67,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2023
JuhBe2gFJxv,sale,"4-room apartment",NULL,"new construction","okres Žilina",Žilina,Hliny,NULL
Juw-fZcag7r,sale,"3-room apartment",138,"new construction","okres Žilina",Žilina,Hájik,2025
JuTBd7ApfBa,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa,2005
JuUG1bLiAAp,sale,"2-room apartment",45,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné",NULL
JudWP4utpDg,sale,"1-room apartment",30,"partially renovated","okres Čadca",Čadca,Centrum,1960
JuajpkZsNxA,sale,"4-room apartment",80,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto",1979
Jum1UMzjJKg,sale,"2-room apartment",43,"fully renovated","okres Čadca",Staškov,Staškov,NULL
Ju4BxKT1MU9,sale,"holiday apartment",31,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",NULL
JuQ9TAROpsL,sale,"3-room apartment",74,"fully renovated","okres Čadca",Čadca,Centrum,1986
JuTSuAfPUaV,sale,"holiday apartment",73,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
Juqt_RyaYSM,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JuxOi4dlZ8Z,rent,"2-room apartment",58,"partially renovated","okres Martin",Martin,Košúty,2025
JuPxUBuwHJ4,sale,"4-room apartment",272,"new construction","okres Žilina",Žilina,Hliny,2020
JuWJdu9GaUY,sale,"2-room apartment",47,"new construction","okres Žilina",Kunerad,Kunerad,NULL
JuxSKEPCvI9,rent,"1-room apartment",40,"new construction","okres Čadca",Oščadnica,Oščadnica,2010
Juk34S4WJno,sale,"3-room apartment",115,unrenovated,"okres Žilina",Žilina,Hliny,NULL
JuBHdW0whmB,sale,"3-room apartment",66,"partially renovated","okres Martin",Martin,Ľadoveň,1980
Ju0roQQA2MK,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2021
JugFcThrxWKY,sale,"3-room apartment",60,"new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,2022
JumIry3ptkT,rent,"2-room apartment",63,"new construction","okres Námestovo",Mútne,Mútne,NULL
JuJkIhlhMxu,rent,"3-room apartment",71,"partially renovated","okres Čadca",Čadca,Kyčerka,1980
JuJvkR7cHC5,sale,"3-room apartment",90,"partially renovated","okres Martin",Lipovec,Lipovec,NULL
