offer_id,position,floor,total_floors,elevator,built_in,energy_certificate,north,south,east,west,offer_type,property_type,area,condition,location_district,location_city,location_area
JuDjC6lbUrb,"upper floor",2,4,yes,2024,A,NULL,NULL,NULL,yes,sale,"2-room apartment",54,"development project","okres Ružomberok",Ružomberok,Baničné
JukiyEnJ5hw,"top floor",4,4,NULL,2006,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",115,"fully renovated","okres Žilina",Žilina,Hliny
Ju35wiOj2hS,"upper floor",2,8,yes,2025,A,yes,yes,yes,yes,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JuIYGEaJFQ7,"ground floor",1,2,NULL,2014,B,NULL,yes,NULL,yes,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju4n_bUHLJ9,"upper floor",6,8,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",65,unrenovated,"okres Martin",Martin,Stred
JuDt4JSbLor,NULL,NULL,NULL,NULL,NULL,B,NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Podháj
JuK5fZIIPNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",80,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec
Jui1mJgPtv9,"ground floor",1,2,NULL,NULL,B,NULL,NULL,NULL,NULL,rent,"3-room apartment",80,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JuFG7fBeyGR,"upper floor",NULL,NULL,NULL,1970,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",69,"fully renovated","okres Martin",Martin,Ľadoveň
JuKfm2wXtCP,"ground floor",NULL,NULL,NULL,2024,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",41,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JufWdbgp6A3,"raised ground floor",4,4,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",102,"new construction","okres Martin",Martin,Stred
Jud1TyzIUXK,"top floor",4,4,NULL,2023,A,NULL,yes,NULL,yes,rent,"2-room apartment",65,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Ju5fikmM7T5,"ground floor",1,4,NULL,2023,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",75,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuewVCwJvGy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"holiday apartment",NULL,"fully renovated","okres Žilina",Žilina,Vlčince
JuGV5aus1Gq,"upper floor",10,12,yes,1981,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",72,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuTVD1EJqzO,"upper floor",2,5,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",44,"under construction","okres Martin",Martin,Záturčie
JuH7sCfx0Xw,"ground floor",1,2,NULL,2024,"in preparation",NULL,NULL,NULL,NULL,sale,"2-room apartment",53,"fully renovated","okres Čadca",Staškov,Staškov
Jux9NoUYkfu,"ground floor",1,5,yes,2024,A,yes,NULL,yes,NULL,sale,"3-room apartment",89,"development project","okres Ružomberok",Ružomberok,Baničné
JuEE_KosY1x,"upper floor",4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",86,"new construction","okres Žilina",Žilina,"Staré mesto"
JuYp1Zctty0,NULL,NULL,NULL,NULL,2025,"not available",NULL,yes,NULL,yes,sale,"2-room apartment",56,"partially renovated","okres Martin",Turany,Turany
JuoZ1J6Es1y,"upper floor",6,7,yes,1993,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,Hájik
JuWQ2JltmXN,"ground floor",1,1,NULL,2020,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",78,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
Juwpt8fo8iw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",64,unrenovated,"okres Martin",Martin,Sever
Ju4MMsyYZ5L,"upper floor",3,5,NULL,1950,"not available",NULL,NULL,NULL,NULL,rent,"studio apartment",25,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuzbyOpl5Xf,"top floor",6,6,yes,2025,"not available",NULL,yes,NULL,yes,rent,"3-room apartment",84,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuFU83JdcqO,"upper floor",6,NULL,yes,NULL,C,NULL,NULL,NULL,NULL,rent,"3-room apartment",66,"partially renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
Jut7vhqlQ5I,"top floor",2,2,NULL,1957,"not available",yes,NULL,NULL,NULL,sale,"2-room apartment",57,unrenovated,"okres Martin",Lipovec,Lipovec
JubDyUATEXA,"upper floor",5,7,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",85,"partially renovated","okres Martin",Martin,Priekopa
JuqdVslmKGx,"raised ground floor",4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"under construction","okres Martin",Martin,Sever
JucGgWWz-uF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",42,unrenovated,"okres Čadca",Čadca,Centrum
JueR5kVH0gB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",56,"new construction","okres Martin",Martin,"Horné Vrútky"
Jugl5WLVOis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",50,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju1AWDIaxaK,"upper floor",3,4,yes,2025,"in preparation",NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"under construction","okres Ružomberok",Ružomberok,Roveň
JuVx84ohOxh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",20,"partially renovated","okres Martin",Martin,Stráne
JuFQj_B37XO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuRxO-wu66d,"upper floor",7,11,yes,1976,B,yes,yes,yes,yes,sale,"4-room apartment",83,"fully renovated","okres Žilina",Žilina,Vlčince
Juq924pqMXb,"raised ground floor",NULL,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,sale,"3-room apartment",86,"partially renovated","okres Žilina","Horný Hričov","Horný Hričov"
JuEVkw9ddDA,"top floor",4,4,NULL,1990,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",76,"partially renovated","okres Martin",Martin,Stred
JumX8n0CV3C,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",39,"under construction","okres Žilina",Žilina,Hájik
JuHfT6EkWLg,"top floor",5,5,yes,2018,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",53,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JucNvh6xi3X,"upper floor",2,7,yes,2022,A,NULL,yes,yes,NULL,sale,"4-room apartment",113,"development project","okres Žilina",Žilina,"Staré mesto"
Jujveqa78vA,"upper floor",2,3,NULL,1960,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",78,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuSTaf-asxr,"upper floor",5,11,yes,1900,B,NULL,yes,NULL,yes,sale,"3-room apartment",61,unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
Ju65cZ1we6J,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju-XTfWbu4x,"upper floor",2,3,NULL,2020,"in preparation",NULL,NULL,NULL,NULL,rent,"2-room apartment",65,"new construction","okres Čadca",Čadca,Centrum
JujKiw_LZU1,"ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",78,unrenovated,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JueIY5hIK7c,"upper floor",4,8,NULL,2025,A,yes,yes,yes,yes,sale,"3-room apartment",74,"new construction","okres Žilina",Žilina,Vlčince
JuqmFIXrbkG,"ground floor",1,5,NULL,2024,A,NULL,NULL,NULL,NULL,rent,"studio apartment",22,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
JubxOFYENrS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",57,"new construction","okres Liptovský Mikuláš",Smrečany,Smrečany
Julrxc4m4jW,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,Solinky
JuNbGbpkzSB,"upper floor",2,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"4-room apartment",110,"new construction","okres Žilina",Žilina,Vlčince
JuOHl43if-S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",38,"fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď
Jugmk_Ze8Rz,"top floor",4,4,NULL,2000,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",75,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju3RyhBnxqn,"ground floor",1,2,NULL,2020,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",77,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juv-PlaXTBH,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",60,"fully renovated","okres Martin",Martin,Záturčie
Ju7JTdVZY88,"upper floor",2,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuiXqsf4YYv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"4-room apartment",99,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Juacbmz9XNp,"upper floor",3,NULL,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",68,"fully renovated","okres Ružomberok",Ružomberok,Roveň
Juuc5eYfRcY,"upper floor",3,5,NULL,1900,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",49,"fully renovated","okres Martin",Martin,Podháj
JuWeCQ_05jp,"upper floor",7,11,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",175,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7dMBplPsC,"upper floor",2,6,yes,2025,A,NULL,yes,NULL,yes,sale,"2-room apartment",54,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuEJsd-IFWc,"upper floor",3,4,yes,2027,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",51,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuvU6HPzzl0,"upper floor",2,2,NULL,2015,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",42,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Jus-41FaUT-,"upper floor",6,9,yes,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",48,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Jugd0CIH9AR,"upper floor",4,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",123,"new construction","okres Žilina",Žilina,Hliny
JuULfuWRHXy,"upper floor",3,4,NULL,1977,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",74,unrenovated,"okres Martin",Turany,Turany
JuG0SlTwzlu,"upper floor",4,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",138,"new construction","okres Žilina",Žilina,Hliny
JuzhJPXxvIr,"ground floor",1,2,NULL,2026,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",665,"new construction","okres Martin",Martin,Tomčany
Ju67d-dUTmu,"upper floor",3,NULL,yes,NULL,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",81,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju3GPN81c0G6,"top floor",4,4,NULL,2002,"not available",NULL,NULL,NULL,NULL,sale,"5+ room apartment",180,unrenovated,"okres Žilina",Žilina,"Staré mesto"
JupEyEEjkVM,"upper floor",6,8,yes,2005,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",69,"fully renovated","okres Žilina",Žilina,Vlčince
Juo3yMu_z5E,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,sale,"5+ room apartment",140,unrenovated,"okres Martin",Martin,Stred
JutGSTAuW2R,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,yes,NULL,rent,"2-room apartment",72,"fully renovated","okres Martin",Martin,Stred
JueaMJQ3i3k,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",67,"partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie
JuZCBswYwaN1,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,rent,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju4LJ_g_D6K,"upper floor",3,5,NULL,2025,A,yes,NULL,NULL,yes,rent,"3-room apartment",73,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JukApNg-M8K,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",83,"fully renovated","okres Žilina",Žilina,"Malá Praha"
Ju9y0Y4mbAj,"ground floor",1,12,NULL,2015,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JuLuLPY-Qsq,"ground floor",1,4,yes,2025,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",71,"new construction","okres Martin",Martin,Stred
JudMJ6hNCSy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",60,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuMLTI5Qk7o,"ground floor",1,2,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",72,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuRdtZI3MuC,"upper floor",3,4,NULL,2024,A,NULL,NULL,NULL,yes,sale,"2-room apartment",50,"new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Ju6MmU5y4t_,"top floor",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"4-room apartment",260,"new construction","okres Žilina",Žilina,Rosinky
Juq_j6YQYsV,"ground floor",1,3,NULL,1980,E,NULL,NULL,yes,yes,rent,"2-room apartment",56,"fully renovated","okres Martin",Martin,Stred
JuoJ3kkyC7Y,"ground floor",1,3,NULL,NULL,C,NULL,NULL,NULL,NULL,rent,"2-room apartment",60,"fully renovated","okres Martin",Martin,Stred
JuVvUzJnXTu,"upper floor",9,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",70,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju5ImCNB76o,NULL,NULL,NULL,NULL,2017,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",78,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuNw9r8KaEc,"top floor",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"studio apartment",38,"fully renovated","okres Martin",Martin,Stred
Juxpt8YRG2_,"top floor",8,8,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"partially renovated","okres Ružomberok",Ružomberok,Baničné
Ju_V7mSpqiT,"top floor",4,4,NULL,1970,"in preparation",NULL,NULL,NULL,yes,rent,"1-room apartment",25,"fully renovated","okres Žilina",Žilina,Závodie
Ju4y_fscQPu,"ground floor",1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
Juso4TLY6UW,"top floor",7,7,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"fully renovated","okres Martin",Martin,Košúty
JukGyJ3rkzi,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"partially renovated","okres Čadca",Čadca,Kyčerka
JueH_k99MSI,"top floor",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",71,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuVD_m1Cal89,"ground floor",1,3,NULL,NULL,C,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"partially renovated","okres Dolný Kubín",Istebné,Istebné
Juh1ajbcNdb,"top floor",4,NULL,NULL,1970,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",68,unrenovated,"okres Martin",Martin,Ľadoveň
JulVwlSvctK,"upper floor",2,3,NULL,2020,A,NULL,NULL,NULL,yes,sale,"2-room apartment",60,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuZMRwuUCim,"ground floor",1,2,NULL,1980,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",65,"fully renovated","okres Kysucké Nové Mesto",Nesluša,Nesluša
JuSBcLlOavm,"top floor",4,4,yes,2018,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"new construction","okres Žilina",Žilina,Hájik
JufTJtipeK4,"upper floor",5,12,NULL,1984,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,"fully renovated","okres Martin",Martin,Ľadoveň
JuauRurLCyp,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",49,"partially renovated","okres Žilina",Žilina,Hájik
Ju3sbzAOfWW,"top floor",NULL,NULL,NULL,1978,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",81,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné"
JuyXVDLxEni,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",NULL,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Ju9DwSC6oJu,"upper floor",2,3,NULL,1959,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",70,"fully renovated","okres Ružomberok",Ružomberok,Polík
Ju1eGXbZzUb,"upper floor",3,NULL,yes,1980,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",60,unrenovated,"okres Žilina",Žilina,Vlčince
JuU7r63X4wA,"upper floor",NULL,NULL,NULL,1978,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuwIRVaQL-Z,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",46,"new construction","okres Žilina",Fačkov,Fačkov
JuZIrRq5Yby,"ground floor",1,12,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",85,unrenovated,"okres Tvrdošín",Trstená,Trstená
Juzc7VOLXGcb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",NULL,"fully renovated","okres Čadca",Raková,Raková
Juh069sIM8t,"ground floor",NULL,NULL,NULL,2023,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",99,"new construction","okres Žilina",Žilina,Závodie
Juq7qf85SJ_x,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",48,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuHNiSC8Wtj,"raised ground floor",1,2,yes,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuW48-9PwOZ,"ground floor",1,2,NULL,2023,"not available",NULL,NULL,NULL,NULL,rent,"1-room apartment",50,"new construction","okres Čadca","Krásno nad Kysucou",Stred
JuMvD_EgmbK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",60,"fully renovated","okres Žilina",Žilina,Hliny
Ju6MXg-E6En,"ground floor",1,NULL,NULL,NULL,NULL,NULL,yes,yes,NULL,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Podháj
Ju9pwW3rFN2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",NULL,"fully renovated","okres Čadca",Čadca,Centrum
Ju5kidrwmrO2,"top floor",3,3,NULL,2010,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JukVrVsK1ht,"upper floor",5,6,NULL,2013,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",75,"new construction","okres Žilina",Žilina,Hájik
Jufdn1ln-Ke,"upper floor",7,8,yes,1900,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",65,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
JuzAfAnhSmB,"top floor",3,3,NULL,1980,"not available",NULL,NULL,yes,yes,sale,"4-room apartment",93,"partially renovated","okres Martin",Martin,Priekopa
JuokG910TrR,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,yes,rent,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred
JuJqHGEd9oq,"raised ground floor",1,1,NULL,2000,"not available",NULL,NULL,NULL,NULL,rent,"holiday apartment",25,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice"
Ju9itHE-Ye8,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Stred
JuE1GXKIL78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",38,"fully renovated","okres Žilina",Žilina,Vlčince
JuIlrGNiow6,"ground floor",1,1,NULL,2026,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",80,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuIpF-cJ7Wj,"top floor",3,3,NULL,2009,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",64,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju0lQAOkvtE,"upper floor",3,4,yes,2025,"in preparation",yes,NULL,yes,NULL,sale,"1-room apartment",38,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju7XXF2jsra,"ground floor",1,6,NULL,2009,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",66,"new construction","okres Žilina",Žilina,Vlčince
Juhxp3dqjhf,"upper floor",3,5,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",30,"fully renovated","okres Martin",Martin,Podháj
JuqDc5JA0z2,"upper floor",5,8,NULL,2015,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",84,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JufwsWkzi_8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yes,rent,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred
Ju3mlopyrCW,"ground floor",1,2,yes,2024,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",53,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
JuW-h1lHUAf,"upper floor",2,4,yes,2027,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",39,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuuIsQ7Faa3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",128,"new construction","okres Žilina",Žilina,"Staré mesto"
