offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
Jufdn1ln-Ke,"2-room apartment",65,3076.77,"partially renovated","upper floor",7,yes,1900,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,"bezmaklérov, s.r.o.",Žilina
JuzAfAnhSmB,"4-room apartment",93,1451.61,"partially renovated","top floor",3,NULL,1980,"not available",NULL,NULL,yes,yes,"okres Martin",Martin,Priekopa,"NajBývanie, s.r.o.",Ružomberok
JuIlrGNiow6,"3-room apartment",80,2625.00,"new construction","ground floor",1,NULL,2026,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Q REAL s.r.o.",Bratislava
JuIpF-cJ7Wj,"2-room apartment",64,NULL,"fully renovated","top floor",3,NULL,2009,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Ju0lQAOkvtE,"1-room apartment",38,4023.68,"new construction","upper floor",3,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Ju7XXF2jsra,"3-room apartment",66,3621.21,"new construction","ground floor",1,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JuqDc5JA0z2,"4-room apartment",84,2383.23,"fully renovated","upper floor",5,NULL,2015,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
Ju3mlopyrCW,"2-room apartment",53,NULL,"new construction","ground floor",1,yes,2024,A,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
JuW-h1lHUAf,"2-room apartment",39,5686.84,"under construction","upper floor",2,yes,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuuIsQ7Faa3,"3-room apartment",128,2500.00,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto",NULL,NULL
JucaEIsV4JC,"3-room apartment",57,3017.54,"new construction","upper floor",3,NULL,2011,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Mojš,Mojš,"NajBývanie, s.r.o.",Ružomberok
Ju3Edwy5E9k,"4-room apartment",101,2663.37,"fully renovated","upper floor",2,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JuOF4HNBZNF,"3-room apartment",75,1666.53,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ľubochňa,Ľubochňa,"TUreality s.r.o.",Žilina
Jubt5q54oGG,"2-room apartment",39,6882.49,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Realitné kancelárie SR",Bratislava
Ju-rzMotwKF,"1-room apartment",30,3166.67,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","ARCHEUS Partners a.s.",Bratislava
JuxMPXZzAel,"2-room apartment",58,2126.38,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"BeMi realitná kancelária",Nitra
JuEHAn3LwGR,"2-room apartment",70,2314.29,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,NULL,NULL
Ju_TGzIFNk3,"holiday apartment",79,NULL,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL,NULL
Ju-lRWjvao3,"2-room apartment",87,2862.07,"partially renovated","upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JunWCB0DrwG,"3-room apartment",62,1822.58,unrenovated,"upper floor",2,yes,1968,"not available",NULL,yes,NULL,yes,"okres Čadca",Čadca,"Sídlisko 3","1. Reality Rent, s.r.o.",Žilina
JuxyNbJ2-r9,"holiday apartment",71,2676.06,"partially renovated","upper floor",2,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuUW30jCiXY,"3-room apartment",74,2364.86,"fully renovated","upper floor",4,NULL,1990,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"sunnyreal s.r.o.",Senec
JuKqTd0J1IQ,"2-room apartment",60,2650.00,"new construction","ground floor",1,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juz-nuV7qfY,"4-room apartment",151,2761.59,"new construction","upper floor",18,NULL,2010,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"DreamReality s.r.o.",Žilina
Juvr_afUfgc,"4-room apartment",520,269.23,"fully renovated",attic,4,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuSB5VX7uLX,"3-room apartment",77,2934.94,"new construction",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",NULL,"TUreality s.r.o.",Žilina
JuA0NKQExXq,"3-room apartment",66,2119.70,unrenovated,"top floor",4,NULL,1970,"in preparation",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"Pro Real, s. r. o. realitná kancelária",Žilina
Ju_JHpt6_hD,"studio apartment",32,4239.95,"new construction","ground floor",1,NULL,2014,B,NULL,yes,yes,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",G-REAL,"Liptovský Mikuláš"
Juo05IpENrn,"3-room apartment",72,6527.78,"new construction","upper floor",4,yes,2023,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JuZG0VM_IM4,"3-room apartment",71,1690.13,"partially renovated","top floor",2,NULL,1960,"not available",NULL,NULL,NULL,NULL,"okres Bytča",Štiavnik,Štiavnik,"R2 SK, s.r.o.",Žilina
JuYEF2k-qam,"3-room apartment",70,2085.71,unrenovated,"raised ground floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuLJzHZSfxX,"2-room apartment",70,1757.14,unrenovated,"top floor",3,NULL,1956,B,NULL,NULL,yes,yes,"okres Martin",Martin,Sever,"RIEŠIME BÝVANIE",Bratislava
JuSt-eGDLO6,"studio apartment",123,1003.71,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
JuaEFYi_BYt,"2-room apartment",55,2715.42,"new construction","upper floor",4,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Realitné kancelárie SR",Bratislava
Ju8vp_eBF_v,"3-room apartment",65,2845.34,"under construction","upper floor",2,yes,2025,A,yes,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuRTwACBCKF,"3-room apartment",NULL,NULL,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Námestovo",Zubrohlava,Zubrohlava,"Nové bývanie",Nitra
JubsYNuv_gH,"2-room apartment",NULL,NULL,"development project",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,NULL,NULL
Jubm9fi-mY2v,"2-room apartment",47,3502.13,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
JudLF_FsgcX,"4-room apartment",81,NULL,"partially renovated",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Reality Alpia",Martin
Ju2UJpNwB9y,"2-room apartment",55,1800.05,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JuUmF3RUVmb,"studio apartment",25,NULL,unrenovated,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JudlhMNjWfy,"3-room apartment",59,2593.22,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Realitné kancelárie SR",Bratislava
JuKXKn_6Mq6,"2-room apartment",50,2920.00,unrenovated,"upper floor",3,NULL,1995,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"Realitná kancelária RED, s.r.o.",Žilina
JuFvtb1f76m,"3-room apartment",72,3041.67,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,NULL,NULL
JufchRWgj96,"1-room apartment",39,4023.08,"new construction","top floor",4,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuXqaBy1YwX,"2-room apartment",54,3129.63,"partially renovated","ground floor",1,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JuMU6JiyoDi,"3-room apartment",63,2460.32,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Višňové,Višňové,"TUreality s.r.o.",Žilina
JuFIplbJnri,"4-room apartment",142,1570.42,"new construction",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Centrum,"MGM reality",Žilina
Ju1cXQ08ziY,"2-room apartment",70,2585.71,"new construction","ground floor",1,NULL,2011,A,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
Ju4Mn0S0K8V,"1-room apartment",50,NULL,"new construction","ground floor",1,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Tomčany,"Reality AK, spol. s r.o.",Martin
JuyiYLCVsIz,"2-room apartment",55,NULL,"partially renovated","raised ground floor",1,NULL,1952,B,yes,yes,yes,yes,"okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JupinWd8ZQVD,"2-room apartment",60,2750.00,"fully renovated","raised ground floor",1,NULL,1915,"not available",NULL,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","TARGETreal s. r. o.",Žilina
JueZM646cTy,"holiday apartment",40,3872.50,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,"okres Ružomberok",Bešeňová,Bešeňová,"OREA, s.r.o.","Dolný Kubín"
JuhmvsftjdY,"3-room apartment",96,2745.14,"new construction","upper floor",4,yes,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Buby reality, s.r.o.",Žilina
Jub_GkQafv9,"2-room apartment",59,2355.93,"fully renovated","upper floor",NULL,NULL,1970,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Podháj,"B10 Slovensko, a. s.",Žilina
JuCMuZyrXT9,"3-room apartment",72,2069.44,"fully renovated","ground floor",NULL,NULL,1978,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"1. Reality Rent, s.r.o.",Žilina
JuGtWZEOQoM,"2-room apartment",53,3000.00,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
JursQitkieS,"studio apartment",29,2241.38,"fully renovated","upper floor",2,NULL,2021,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bánová,"PRIMA reality s.r.o.",Žilina
JuhY6PtUUUQ,"4-room apartment",77,2892.94,"under construction","upper floor",2,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuwolRsTXje,"3-room apartment",65,2261.54,"partially renovated","upper floor",10,NULL,1994,"not available",NULL,NULL,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"OVERENÉ REALITY","Banská Bystrica"
JulmjMPVf2y,"4-room apartment",120,2667.42,"fully renovated","upper floor",2,yes,1995,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Constario REALTY s.r.o.",Žilina
JuXYI9YrjoJ,"3-room apartment",83,3119.67,"new construction","upper floor",2,yes,2025,A,yes,NULL,yes,NULL,"okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JumN63g2ReF,"3-room apartment",70,2500.00,"fully renovated","upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Varín,Varín,Maxareality,Prievidza
JuF-0hmTSgb,"holiday apartment",35,3971.43,"new construction","ground floor",1,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"MK-CORP s.r.o.",Malacky
JuiYcneQxM0,"3-room apartment",62,1788.71,unrenovated,"upper floor",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Kyčerka,"Realitná kancelária",Bratislava
JuJrPj7p6LA,"holiday apartment",27,5111.11,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota",NULL,NULL
Ju-S5IE7Y0K,"holiday apartment",23,4869.57,"under construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",NULL,NULL
JutAxM54sI9,"2-room apartment",74,1756.76,"partially renovated","upper floor",12,yes,1978,"not available",yes,NULL,yes,NULL,"okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JuBT9IU3F1g,"3-room apartment",101,3682.75,"new construction","raised ground floor",1,yes,2022,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Ju-j_zRPy7a,"2-room apartment",59,NULL,"new construction","top floor",3,NULL,2009,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Real Reality Development s.r.o.",Martin
Jub-qUAwi4z,"3-room apartment",64,2031.25,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,NULL,NULL
JuluCbW3ZHE,"3-room apartment",79,3357.08,"new construction","upper floor",3,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"HMS Services, a. s.",Žilina
JunIK4vBJDk,"4-room apartment",120,NULL,"new construction","upper floor",2,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Tomčany,"Buby reality, s.r.o.",Žilina
JuNrqMazgdo,"3-room apartment",90,NULL,"fully renovated","upper floor",3,NULL,1975,B,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"ALT REAL, s.r.o.",Martin
Ju9yeRQLBJd,"2-room apartment",47,4801.06,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín","Kubínska hoľa","OREA, s.r.o.","Dolný Kubín"
JujUQv7hvyj,"3-room apartment",96,1541.56,"fully renovated","ground floor",1,NULL,1986,"not available",NULL,NULL,yes,yes,"okres Žilina","Dlhé Pole","Dlhé Pole","DRR INVEST, s. r. o.","Horný Hričov"
Ju_noeKeCn0,"holiday apartment",30,NULL,"new construction","ground floor",1,yes,2025,"not available",NULL,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Reality Alpia",Martin
JuFKoH6piMc,"3-room apartment",78,1539.15,unrenovated,"upper floor",3,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Klačno,"Reality Alpia",Martin
JuoCz53ml38,"holiday apartment",53,6415.09,"new construction","upper floor",5,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju6NLOs0FvZ,"3-room apartment",76,NULL,unrenovated,"top floor",4,NULL,1973,"not available",yes,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Reality Center, s.r.o.",Martin
Ju79Oyn1X3B,"holiday apartment",40,NULL,"new construction","top floor",2,NULL,2024,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",Limaxreal,"Liptovský Mikuláš"
JuQVA2vA49W,"1-room apartment",30,2633.33,unrenovated,"top floor",4,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Vrútky,"Horné Vrútky","Like Reality s.r.o.","Považská Bystrica"
JueA04xvA0H,"3-room apartment",66,3484.85,"fully renovated","upper floor",4,yes,1970,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JuD4zRss3yP,"3-room apartment",72,2500.00,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,NULL,NULL
JuCYzVbHujF,"3-room apartment",87,1412.64,"fully renovated","upper floor",2,NULL,1989,"not available",NULL,NULL,yes,yes,"okres Martin",Príbovce,Príbovce,"Like Reality s.r.o.","Považská Bystrica"
JuGDxnx-MGv,"3-room apartment",72,NULL,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,NULL,NULL
JuuYTb7aXin,"3-room apartment",73,2315.07,"new construction","top floor",3,NULL,2011,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",NULL,"bezmaklérov, s.r.o.",Žilina
JuZdV5jCSUO,"3-room apartment",89,3022.47,"partially renovated","ground floor",NULL,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
JuKVTIO-aDH,"3-room apartment",74,NULL,"new construction",NULL,NULL,NULL,2006,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TUreality s.r.o.",Žilina
JuNgEGp-EQa,"holiday apartment",29,3438.60,"fully renovated","raised ground floor",NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","Reality Alpia",Martin
Judr92_ylzz,"2-room apartment",60,1915.00,"partially renovated",NULL,NULL,NULL,2012,"not available",NULL,NULL,NULL,NULL,"okres Tvrdošín",Tvrdošín,Medvedzie,"TUreality s.r.o.",Žilina
JuXHjhU272A,"3-room apartment",64,2498.44,unrenovated,"upper floor",2,yes,1962,"not available",NULL,yes,yes,NULL,"okres Žilina",Žilina,Hliny,"Reality IQ, s.r.o.",Žilina
Ju_ePT-_LMH,"2-room apartment",66,2111.70,"fully renovated","ground floor",1,NULL,1985,B,NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Brehy,"EVER SK, s.r.o.",NULL
JuzuxPMP-Xr,"3-room apartment",60,2491.67,"new construction","top floor",5,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Realitná kancelária DOM",Žilina
JuDXnrUS-p1,"holiday apartment",37,3450.13,unrenovated,"upper floor",4,yes,2025,"not available",yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
Jux_7MHZ0xE,"1-room apartment",35,3325.62,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"DVOŘÁK & PARTNERS s. r. o.","Banská Bystrica"
JuUTD1Lj0lr,"3-room apartment",80,2437.50,"fully renovated","upper floor",2,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuuvbPIMl4t,"4-room apartment",84,2297.62,"partially renovated","top floor",7,yes,1983,"not available",yes,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"ACTIVE - Reality, s. r. o.",Žilina
Ju7DJIriKhh,"4-room apartment",118,1346.61,"fully renovated","top floor",2,NULL,2000,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,"Safe reality s. r. o.",Žilina
Ju2ogwd19a4,"3-room apartment",68,NULL,"partially renovated","upper floor",5,yes,1990,"not available",yes,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Like Reality s.r.o.","Považská Bystrica"
JuVooxZWg4s,"4-room apartment",128,2031.25,unrenovated,"upper floor",4,NULL,1942,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
JuuvunHgeuI,"2-room apartment",52,2115.37,"partially renovated","upper floor",8,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Tvrdošín",Tvrdošín,Medvedzie,"RE/MAX Slovakia",Bratislava
JuhpxD8Q4V6,"3-room apartment",97,2756.60,"under construction","upper floor",6,yes,NULL,A,NULL,yes,yes,NULL,"okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
Jun8Wp9H-1m,"3-room apartment",83,2495.99,"new construction","upper floor",2,NULL,2023,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuKMOepiUjn,"1-room apartment",40,2975.00,unrenovated,"upper floor",3,yes,1988,"not available",NULL,yes,yes,NULL,"okres Žilina",Žilina,Vlčince,"Safe reality s. r. o.",Žilina
JuyIru5Z-bn,"2-room apartment",55,2227.27,"fully renovated","upper floor",2,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JurHWDFucoi,"2-room apartment",47,3287.23,"new construction","ground floor",1,NULL,2023,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"HALO reality, s.r.o.",Prievidza
JuuLiOVYceV,"3-room apartment",100,NULL,"fully renovated","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Raková,Raková,"Realitná kancelária",Bratislava
JuGqA0i3EO8,"3-room apartment",80,2362.50,"partially renovated","upper floor",2,NULL,NULL,"not available",NULL,NULL,NULL,yes,"okres Žilina",Žilina,"Staré mesto","DreamReality s.r.o.",Žilina
JuFxU-EPo7k,"3-room apartment",84,1488.10,"partially renovated",attic,3,NULL,1994,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","HALO reality, s.r.o.",Prievidza
