property_type,condition,location_district,location_area,gen_count,gen_avg_price,area_count,dis_avg_price,price_diff
house,"partially renovated","okres Kysucké Nové Mesto",NULL,331,1370.453684,2,1418.025000,3.4712093196
house,"fully renovated","okres Žilina",Bytčica,198,1549.545062,1,2327.780000,50.2234466802
house,"fully renovated","okres Žilina",Stránske,198,1549.545062,3,1810.366667,16.8321406970
house,"partially renovated","okres Žilina",Rosina,331,1370.453684,1,1476.000000,7.7015602375
house,"fully renovated","okres Čadca",Zákopčie,198,1549.545062,1,863.640000,-44.2649316126
house,unrenovated,"okres Námestovo","Slanická Osada",364,1025.187980,2,1388.890000,35.4766176638
house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,364,1025.187980,3,1133.880000,10.6021551287
house,"fully renovated","okres Žilina",Závodie,198,1549.545062,2,1772.080000,14.3613079385
house,"new construction","okres Turčianske Teplice",Kaľamenová,340,2114.287185,2,NULL,NULL
house,"partially renovated","okres Ružomberok","Biely Potok",331,1370.453684,3,1084.616667,-20.8571088784
house,"new construction","okres Žilina",Trnové,340,2114.287185,4,2304.870000,9.0140457906
house,"new construction","okres Námestovo",Ťapešovo,340,2114.287185,3,1685.720000,-20.2700554608
house,"partially renovated","okres Žilina",Bôrik,331,1370.453684,2,1689.700000,23.2949365402
house,"fully renovated","okres Čadca",Staškov,198,1549.545062,1,2615.380000,68.7837329896
house,unrenovated,"okres Čadca",Čadečka,364,1025.187980,1,388.890000,-62.0664690197
house,"partially renovated","okres Turčianske Teplice",Diviaky,331,1370.453684,3,856.750000,-37.4842061426
house,"partially renovated","okres Žilina",Konská,331,1370.453684,1,1066.000000,-22.2155398285
house,"partially renovated","okres Turčianske Teplice",Dubové,331,1370.453684,2,857.500000,-37.4294797401
house,"new construction","okres Čadca",Stred,340,2114.287185,2,1689.435000,-20.0943461236
house,unrenovated,"okres Liptovský Mikuláš",Važec,364,1025.187980,2,782.805000,-23.6427840287
house,"fully renovated","okres Turčianske Teplice",Stred,198,1549.545062,1,1805.560000,16.5219421028
house,unrenovated,"okres Liptovský Mikuláš","Kráľova Lehota",364,1025.187980,1,800.000000,-21.9655306532
house,"partially renovated","okres Martin",Belá-Dulice,331,1370.453684,3,675.000000,-50.7462376963
house,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec",364,1025.187980,4,677.100000,-33.9535760066
house,unrenovated,"okres Žilina",Strečno,364,1025.187980,1,NULL,NULL
house,"fully renovated","okres Kysucké Nové Mesto",Suľkov,198,1549.545062,1,NULL,NULL
house,"fully renovated","okres Ružomberok",Kalameny,198,1549.545062,1,1860.000000,20.0352313471
house,unrenovated,"okres Martin",Vrícko,364,1025.187980,2,1225.000000,19.4902811873
house,"new construction","okres Žilina",Strážov,340,2114.287185,4,2199.147500,4.0136607554
house,"partially renovated","okres Dolný Kubín",Malatiná,331,1370.453684,2,594.450000,-56.6238533312
house,unrenovated,"okres Čadca",Klokočov,364,1025.187980,7,561.090000,-45.2695494928
house,"fully renovated","okres Martin",Belá-Dulice,198,1549.545062,2,1254.710000,-19.0272015465
house,"new construction","okres Čadca",Korňa,340,2114.287185,1,1950.000000,-7.7703344260
house,"fully renovated","okres Kysucké Nové Mesto",Ochodnica,198,1549.545062,1,790.480000,-48.9863173789
house,"under construction","okres Martin","Kláštor pod Znievom",51,1843.917727,1,1961.540000,6.3789328167
house,"new construction","okres Žilina",Rajec,340,2114.287185,3,1421.700000,-32.7574792069
house,"fully renovated","okres Bytča","Hlboké nad Váhom",198,1549.545062,1,1325.000000,-14.4910314328
house,"fully renovated","okres Martin",Príbovce,198,1549.545062,1,1226.600000,-20.8412823815
house,"new construction","okres Žilina",Brezany,340,2114.287185,2,2557.740000,20.9741050386
house,"partially renovated","okres Žilina",Višňové,331,1370.453684,3,1209.606667,-11.7367714705
house,"new construction","okres Ružomberok",Ivachnová,340,2114.287185,1,3888.890000,83.9338585406
house,"new construction","okres Liptovský Mikuláš",Palúdzka,340,2114.287185,1,NULL,NULL
house,"under construction","okres Bytča","Hliník nad Váhom",51,1843.917727,2,2831.560000,53.5621659545
house,unrenovated,"okres Bytča",Štiavnik,364,1025.187980,2,1430.000000,39.4866139574
house,unrenovated,"okres Ružomberok",Lisková,364,1025.187980,4,616.140000,-39.8998025708
house,"new construction","okres Žilina",Bytčica,340,2114.287185,2,1804.240000,-14.6643836845
house,"partially renovated","okres Turčianske Teplice",Čremošné,331,1370.453684,3,762.363333,-44.3714631220
house,"under construction","okres Kysucké Nové Mesto","Horný Vadičov",51,1843.917727,1,2050.000000,11.1763269034
house,"partially renovated","okres Martin","Turčianske Kľačany",331,1370.453684,1,3357.140000,144.9655934523
house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica",340,2114.287185,3,2681.876667,26.8454297991
house,unrenovated,"okres Turčianske Teplice",Diviaky,364,1025.187980,1,1540.000000,50.2163534926
house,"fully renovated","okres Čadca","Vysoká nad Kysucou",198,1549.545062,4,1056.562500,-31.8146644515
house,"fully renovated","okres Martin",Podhradie,198,1549.545062,2,1304.350000,-15.8236806410
house,unrenovated,"okres Žilina",Bôrik,364,1025.187980,4,1579.026667,54.0231350547
house,unrenovated,"okres Ružomberok",Lúčky,364,1025.187980,4,1078.010000,5.1524228757
house,"new construction","okres Žilina",NULL,340,2114.287185,1,NULL,NULL
house,"new construction","okres Martin",Blatnica,340,2114.287185,2,2356.000000,11.4323549192
house,unrenovated,"okres Žilina","Paština Závada",364,1025.187980,1,932.670000,-9.0244893429
house,"new construction","okres Ružomberok",Komjatná,340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Žilina",Rajec,331,1370.453684,6,1066.318000,-22.1923358338
house,unrenovated,"okres Tvrdošín",Tvrdošín,364,1025.187980,1,859.090000,-16.2017096611
house,"new construction","okres Bytča",Petrovice,340,2114.287185,2,NULL,NULL
house,unrenovated,"okres Dolný Kubín",Kraľovany,364,1025.187980,2,1200.000000,17.0517040202
house,unrenovated,"okres Žilina",Divina,364,1025.187980,1,1083.330000,5.6713520968
house,"partially renovated","okres Žilina",Bánová,331,1370.453684,1,452.420000,-66.9875746053
house,"new construction","okres Martin",Ľadoveň,340,2114.287185,1,1388.330000,-34.3357889198
house,unrenovated,"okres Čadca",Centrum,364,1025.187980,2,799.530000,-22.0113759040
house,unrenovated,"okres Ružomberok","Pod Skalami",364,1025.187980,1,954.550000,-6.8902466063
house,"fully renovated","okres Žilina",Bánová,198,1549.545062,3,1192.553333,-23.0384864406
house,"partially renovated","okres Čadca",Skalité,331,1370.453684,1,477.270000,-65.1743064671
house,"partially renovated","okres Turčianske Teplice",NULL,331,1370.453684,1,916.670000,-33.1119314208
house,unrenovated,"okres Čadca",NULL,364,1025.187980,2,404.170000,-60.5760106551
house,"partially renovated","okres Turčianske Teplice",Budiš,331,1370.453684,1,NULL,NULL
house,"partially renovated","okres Martin","Kláštor pod Znievom",331,1370.453684,2,0.010000,-99.9992703146
house,"partially renovated","okres Čadca",Klokočov,331,1370.453684,5,544.325000,-60.2814012356
house,"fully renovated","okres Žilina",Varín,198,1549.545062,1,1815.260000,17.1479322878
house,unrenovated,"okres Turčianske Teplice",Sklené,364,1025.187980,2,705.750000,-31.1589665731
house,"new construction","okres Žilina",Stránske,340,2114.287185,1,2415.790000,14.2602583575
house,unrenovated,"okres Čadca","U Hluška",364,1025.187980,1,906.250000,-11.6015776931
house,"new construction","okres Martin",Tomčany,340,2114.287185,4,2802.080000,32.5307186214
house,"fully renovated","okres Liptovský Mikuláš","Závažná Poruba",198,1549.545062,1,2291.670000,47.8930852803
house,"new construction","okres Martin","Turčianske Kľačany",340,2114.287185,2,2574.630000,21.7729558343
house,unrenovated,"okres Kysucké Nové Mesto",Nesluša,364,1025.187980,2,NULL,NULL
house,"fully renovated","okres Martin",Diaková,198,1549.545062,1,NULL,NULL
house,"new construction","okres Žilina","Staré mesto",340,2114.287185,1,NULL,NULL
house,unrenovated,"okres Ružomberok",Turík,364,1025.187980,1,1760.000000,71.6758325629
house,"partially renovated","okres Liptovský Mikuláš",Vlachy,331,1370.453684,2,1306.665000,-4.6545669324
house,"partially renovated","okres Martin",Žabokreky,331,1370.453684,2,1156.250000,-15.6301293871
house,"partially renovated","okres Čadca",Kalinov,331,1370.453684,1,928.570000,-32.2436058335
house,unrenovated,"okres Liptovský Mikuláš",Pribylina,364,1025.187980,3,460.090000,-55.1214012478
house,"partially renovated","okres Dolný Kubín",Medzihradné,331,1370.453684,1,457.520000,-66.6154350679
house,"new construction","okres Dolný Kubín",Istebné,340,2114.287185,1,3177.860000,50.3040846364
house,unrenovated,"okres Žilina",Svederník,364,1025.187980,3,1249.063333,21.8374929640
house,"new construction","okres Žilina",Gbeľany,340,2114.287185,1,2464.290000,16.5541756807
house,unrenovated,"okres Martin",Šútovo,364,1025.187980,1,1000.000000,-2.4569133165
house,"new construction","okres Čadca",Olešná,340,2114.287185,1,2373.020000,12.2373543592
house,"partially renovated","okres Ružomberok",Hrabovo,331,1370.453684,1,181.820000,-86.7328606488
house,unrenovated,"okres Martin","Turčiansky Peter",364,1025.187980,2,1383.930000,34.9928039539
house,"fully renovated","okres Ružomberok",Likavka,198,1549.545062,2,2266.340000,46.2584119416
house,unrenovated,"okres Kysucké Nové Mesto","Dolný Vadičov",364,1025.187980,1,1271.430000,24.0192067020
house,unrenovated,"okres Čadca",Skalité,364,1025.187980,2,764.720000,-25.4068507514
house,"new construction","okres Turčianske Teplice","Horná Štubňa",340,2114.287185,1,2616.280000,23.7428868964
house,"development project","okres Žilina",Lysica,3,2344.770000,1,1909.000000,-18.5847652435
house,"under construction","okres Žilina",Bánová,51,1843.917727,1,3038.460000,64.7828401185
house,"partially renovated","okres Martin",Vrícko,331,1370.453684,1,705.560000,-48.5163192133
house,"partially renovated","okres Ružomberok","Liptovská Lúžna",331,1370.453684,1,1190.480000,-13.1324163743
house,unrenovated,"okres Námestovo",Hruštín,364,1025.187980,2,572.650000,-44.1419514107
house,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján",198,1549.545062,1,NULL,NULL
house,unrenovated,"okres Čadca",Raková,364,1025.187980,2,407.410000,-60.2599710543
house,"new construction","okres Martin",Slovany,340,2114.287185,5,1504.450000,-28.8436305780
house,unrenovated,"okres Turčianske Teplice",Rudno,364,1025.187980,2,796.500000,-22.3069314566
house,unrenovated,"okres Bytča",Kotešová,364,1025.187980,1,2753.850000,168.6190292633
house,"partially renovated","okres Žilina",NULL,331,1370.453684,1,933.330000,-31.8962755986
house,"new construction","okres Dolný Kubín","Oravský Podzámok",340,2114.287185,1,NULL,NULL
house,unrenovated,"okres Martin","Turčianske Kľačany",364,1025.187980,2,680.000000,-33.6707010552
house,"new construction","okres Ružomberok",Lisková,340,2114.287185,1,1607.140000,-23.9866744971
house,"fully renovated","okres Martin","Karvaša a Bláhovca",198,1549.545062,2,986.205000,-36.3551906824
house,"new construction","okres Martin",Belá-Dulice,340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Čadca",NULL,331,1370.453684,1,440.000000,-67.8938438316
house,unrenovated,"okres Liptovský Mikuláš",Gôtovany,364,1025.187980,1,1245.830000,21.5221036829
house,unrenovated,"okres Žilina",Mojš,364,1025.187980,1,NULL,NULL
house,"new construction","okres Liptovský Mikuláš",Lazisko,340,2114.287185,1,1782.740000,-15.6812748690
house,unrenovated,"okres Martin",Stred,364,1025.187980,2,1316.665000,28.4315682281
house,unrenovated,"okres Martin",Stráne,364,1025.187980,6,645.950000,-36.9920431568
house,"new construction","okres Bytča","Veľká Bytča",340,2114.287185,1,3913.580000,85.1016279986
house,"fully renovated","okres Žilina","Rajecké Teplice",198,1549.545062,2,1629.600000,5.1663510770
house,"fully renovated","okres Čadca",Podvysoká,198,1549.545062,1,974.760000,-37.0937945656
house,unrenovated,"okres Liptovský Mikuláš","Nižné Fabriky",364,1025.187980,1,713.210000,-30.4312951465
house,"new construction","okres Žilina",Závodie,340,2114.287185,1,NULL,NULL
house,unrenovated,"okres Martin",Jahodníky,364,1025.187980,1,1151.070000,12.2789207888
house,"partially renovated","okres Čadca",Predmier,331,1370.453684,1,235.510000,-82.8151799109
house,"partially renovated","okres Žilina","Považský Chlmec",331,1370.453684,2,1650.000000,20.3980856313
house,unrenovated,"okres Liptovský Mikuláš",Bobrovec,364,1025.187980,2,1043.750000,1.8105967259
house,"partially renovated","okres Čadca",Čierne,331,1370.453684,1,542.420000,-60.4204062981
house,"partially renovated","okres Turčianske Teplice",Sklené,331,1370.453684,2,1543.280000,12.6108833898
house,"fully renovated","okres Liptovský Mikuláš","Staré mesto",198,1549.545062,2,1344.790000,-13.2138823853
house,"partially renovated","okres Martin","Dolné Vrútky",331,1370.453684,1,1163.330000,-15.1135121470
house,unrenovated,"okres Liptovský Mikuláš",Okoličné,364,1025.187980,1,1139.240000,11.1249860733
house,unrenovated,"okres Martin",Ľadoveň,364,1025.187980,2,1285.270000,25.3692030217
house,"partially renovated","okres Námestovo",Klin,331,1370.453684,1,NULL,NULL
house,unrenovated,"okres Ružomberok","Liptovská Osada",364,1025.187980,1,1222.220000,19.2191114063
house,"new construction","okres Žilina","Považský Chlmec",340,2114.287185,1,2457.140000,16.2160002403
house,"partially renovated","okres Liptovský Mikuláš",Dúbrava,331,1370.453684,2,1126.905000,-17.7713910980
house,"partially renovated","okres Žilina",Bitarová,331,1370.453684,1,1040.700000,-24.0616438082
house,"new construction","okres Námestovo",Zubrohlava,340,2114.287185,3,1601.930000,-24.2330932446
house,"new construction","okres Námestovo",Stred,340,2114.287185,1,NULL,NULL
house,"fully renovated","okres Ružomberok",NULL,198,1549.545062,1,NULL,NULL
house,"fully renovated","okres Čadca",Klokočov,198,1549.545062,2,1869.835000,20.6699337667
house,"under construction","okres Liptovský Mikuláš",Ľubeľa,51,1843.917727,2,1610.020000,-12.6848244678
house,unrenovated,"okres Žilina",Podhorie,364,1025.187980,1,1189.290000,16.0070175618
house,"partially renovated","okres Čadca",Milošová,331,1370.453684,2,1009.090000,-26.3681792547
house,"fully renovated","okres Liptovský Mikuláš",Bodice,198,1549.545062,1,3500.000000,125.8727471586
house,unrenovated,"okres Kysucké Nové Mesto",Rudina,364,1025.187980,1,1998.670000,94.9564410617
house,"under construction","okres Turčianske Teplice",Sklené,51,1843.917727,1,1340.000000,-27.3286448534
house,unrenovated,"okres Dolný Kubín",Malatiná,364,1025.187980,1,790.910000,-22.8521973112
house,"new construction","okres Turčianske Teplice",Diviaky,340,2114.287185,1,2125.000000,0.5066868435
house,unrenovated,"okres Ružomberok",Likavka,364,1025.187980,2,1133.890000,10.6031305595
house,"new construction","okres Čadca",Milošová,340,2114.287185,1,1533.330000,-27.4776855822
house,"partially renovated","okres Ružomberok",Ludrová,331,1370.453684,1,916.670000,-33.1119314208
house,"fully renovated","okres Čadca",Čierne,198,1549.545062,1,NULL,NULL
house,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",364,1025.187980,3,1767.785000,72.4352054928
house,unrenovated,"okres Bytča","Hlboké nad Váhom",364,1025.187980,2,NULL,NULL
house,"fully renovated","okres Ružomberok",Ludrová,198,1549.545062,2,208.700000,-86.5315307623
house,"new construction","okres Žilina","Dlhé Pole",340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Liptovský Mikuláš",Podtureň,331,1370.453684,2,NULL,NULL
house,"partially renovated","okres Tvrdošín",Zábiedovo,331,1370.453684,1,1351.560000,-1.3786444752
house,"fully renovated","okres Žilina",Gbeľany,198,1549.545062,1,NULL,NULL
house,unrenovated,"okres Martin","Kláštor pod Znievom",364,1025.187980,3,1544.573333,50.6624505098
house,"partially renovated","okres Martin",Valča,331,1370.453684,1,1123.080000,-18.0504957510
house,"fully renovated","okres Žilina","Malá Praha",198,1549.545062,3,1647.483333,6.3204532351
house,unrenovated,"okres Námestovo","Oravské Veselé",364,1025.187980,1,68.090000,-93.3582912277
house,"new construction","okres Čadca",Klokočov,340,2114.287185,1,851.430000,-59.7296901745
house,"fully renovated","okres Žilina",Rajec,198,1549.545062,1,NULL,NULL
house,"new construction","okres Námestovo",Vavrečka,340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Martin","Kolónia Hviezda",331,1370.453684,2,716.605000,-47.7103817249
house,"fully renovated","okres Martin",Dražkovce,198,1549.545062,1,0.000000,-100.0000000000
house,"partially renovated","okres Ružomberok",Martinček,331,1370.453684,1,306.250000,-77.6533856215
house,"partially renovated","okres Žilina",Strečno,331,1370.453684,1,NULL,NULL
house,"partially renovated","okres Ružomberok",Ivachnová,331,1370.453684,3,941.745000,-31.2822453619
house,unrenovated,"okres Dolný Kubín",Pribiš,364,1025.187980,1,165.040000,-83.9014889738
house,"fully renovated","okres Žilina","Lietavská Lúčka",198,1549.545062,1,1438.890000,-7.1411322403
house,unrenovated,"okres Liptovský Mikuláš",Demänová,364,1025.187980,1,NULL,NULL
house,"partially renovated","okres Turčianske Teplice",Jasenovo,331,1370.453684,1,NULL,NULL
house,"fully renovated","okres Turčianske Teplice",Turček,198,1549.545062,1,1250.000000,-19.3311617291
house,"partially renovated","okres Čadca",Rieka,331,1370.453684,2,861.110000,-37.1660633224
house,"fully renovated","okres Žilina","Staré mesto",198,1549.545062,3,2025.545000,30.7186896124
house,"new construction","okres Čadca",Kyzkovci,340,2114.287185,1,2050.430000,-3.0202701626
house,unrenovated,"okres Martin",Žabokreky,364,1025.187980,1,1619.050000,57.9271344949
house,"partially renovated","okres Kysucké Nové Mesto",Nesluša,331,1370.453684,2,1111.290000,-18.9107947992
house,unrenovated,"okres Námestovo",Lomná,364,1025.187980,1,484.380000,-52.7520796723
house,"partially renovated","okres Bytča",Kotešová,331,1370.453684,3,933.330000,-31.8962755986
house,"new construction","okres Martin","Košťany nad Turcom",340,2114.287185,5,2190.774000,3.6176171119
house,"partially renovated","okres Čadca",Radôstka,331,1370.453684,1,1056.180000,-22.9320908593
house,"new construction","okres Žilina",Poluvsie,340,2114.287185,2,1977.830000,-6.4540515578
house,"under construction","okres Žilina",Brezany,51,1843.917727,1,2329.130000,26.3142040393
house,"partially renovated","okres Liptovský Mikuláš",Bodice,331,1370.453684,1,2080.000000,51.7745564322
house,"new construction","okres Žilina",Varín,340,2114.287185,4,1341.300000,-36.5601792644
house,"partially renovated","okres Martin",Stred,331,1370.453684,2,1587.715000,15.8532403201
house,"partially renovated","okres Žilina","Dolná Tižina",331,1370.453684,1,1088.240000,-20.5927195713
house,"new construction","okres Dolný Kubín","Veľký Bysterec",340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Liptovský Mikuláš",Palúdzka,331,1370.453684,1,1900.000000,38.6402198179
house,"fully renovated","okres Turčianske Teplice",Dubové,198,1549.545062,1,784.850000,-49.3496498264
house,unrenovated,"okres Čadca",Čierne,364,1025.187980,1,1062.500000,3.6395296012
house,"new construction","okres Martin",Turany,340,2114.287185,1,620.000000,-70.6756960739
house,"new construction","okres Turčianske Teplice",Sklené,340,2114.287185,2,3129.445000,48.0141875807
house,"partially renovated","okres Námestovo",Bobrov,331,1370.453684,1,668.270000,-51.2373159486
house,"new construction","okres Čadca",Čierne,340,2114.287185,1,1275.000000,-39.6959878939
house,"fully renovated","okres Čadca",Predmier,198,1549.545062,1,1545.450000,-0.2642751153
house,unrenovated,"okres Turčianske Teplice",Brieštie,364,1025.187980,1,329.410000,-67.8683318156
house,unrenovated,"okres Žilina","Lietavská Lúčka",364,1025.187980,2,1075.000000,4.8588181847
house,"partially renovated","okres Liptovský Mikuláš",Galovany,331,1370.453684,1,2081.820000,51.9073591691
house,unrenovated,"okres Žilina","Lietavská Svinná-Babkov",364,1025.187980,2,1428.915000,39.3807797083
house,"new construction","okres Žilina","Kamenná Poruba",340,2114.287185,1,2029.130000,-4.0277018942
house,unrenovated,"okres Liptovský Mikuláš",Jamník,364,1025.187980,1,774.000000,-24.5016509070
house,unrenovated,"okres Bytča",Maršová-Rašov,364,1025.187980,1,NULL,NULL
house,"partially renovated","okres Čadca",Hlinené,331,1370.453684,2,1076.040000,-21.4829357196
house,unrenovated,"okres Čadca","Nová Bystrica",364,1025.187980,1,627.860000,-38.7565975949
house,"fully renovated","okres Martin",Podháj,198,1549.545062,1,1191.180000,-23.1271145827
house,"partially renovated","okres Bytča","Veľké Rovné",331,1370.453684,2,818.735000,-40.2581050671
house,unrenovated,"okres Martin",Turany,364,1025.187980,2,917.455000,-10.5086074068
house,"new construction","okres Martin",Sučany,340,2114.287185,2,2228.215000,5.3884739882
house,unrenovated,"okres Čadca","Dlhá nad Kysucou",364,1025.187980,3,512.280000,-50.0306275538
house,"partially renovated","okres Liptovský Mikuláš","Nižná Boca",331,1370.453684,2,540.910000,-60.5305887886
house,"partially renovated","okres Ružomberok","Liptovská Osada",331,1370.453684,1,1599.920000,16.7438213111
house,unrenovated,"okres Martin",Valča,364,1025.187980,3,727.810000,-29.0071660809
house,unrenovated,"okres Čadca",Milošová,364,1025.187980,1,1223.080000,19.3029984608
house,"partially renovated","okres Čadca","U Hluška",331,1370.453684,1,2191.670000,59.9229529307
house,"partially renovated","okres Ružomberok",Bešeňová,331,1370.453684,1,1034.140000,-24.5403174092
house,"new construction","okres Bytča",Kotešová,340,2114.287185,2,1687.050000,-20.2071500991
house,unrenovated,"okres Žilina",Budatín,364,1025.187980,1,2102.800000,105.1136026780
house,"partially renovated","okres Liptovský Mikuláš",Východná,331,1370.453684,2,638.890000,-53.3811315582
house,"partially renovated","okres Námestovo",Stred,331,1370.453684,1,1444.440000,5.3986732178
house,"new construction","okres Liptovský Mikuláš","Partizánska Ľupča",340,2114.287185,1,3180.560000,50.4317872503
house,"fully renovated","okres Ružomberok","Liptovská Lúžna",198,1549.545062,1,214.400000,-86.1636808598
house,"fully renovated","okres Kysucké Nové Mesto",Radoľa,198,1549.545062,1,2375.000000,53.2707927148
house,"new construction","okres Liptovský Mikuláš","Liptovský Trnovec",340,2114.287185,1,4990.570000,136.0403087814
house,"partially renovated","okres Liptovský Mikuláš",Huty,331,1370.453684,1,NULL,NULL
house,"fully renovated","okres Ružomberok",Lisková,198,1549.545062,1,1620.000000,4.5468143991
house,"new construction","okres Liptovský Mikuláš",Vavrišovo,340,2114.287185,1,1467.920000,-30.5713996464
house,unrenovated,"okres Čadca","Zborov nad Bystricou",364,1025.187980,2,656.000000,-36.0117351356
house,unrenovated,"okres Bytča",Kolárovice,364,1025.187980,2,1421.050000,38.6136033316
house,"new construction","okres Čadca",Horelica,340,2114.287185,1,2162.500000,2.2803342584
house,unrenovated,"okres Martin",Blatnica,364,1025.187980,1,NULL,NULL
house,unrenovated,"okres Ružomberok",Ľubochňa,364,1025.187980,1,1598.210000,55.8943365684
house,"fully renovated","okres Martin","Turčianske Kľačany",198,1549.545062,2,1358.380000,-12.3368507756
house,"partially renovated","okres Turčianske Teplice",Brieštie,331,1370.453684,1,1047.060000,-23.5975639145
house,"partially renovated","okres Ružomberok",Hubová,331,1370.453684,2,989.585000,-27.7914305640
house,"partially renovated","okres Martin",Jahodníky,331,1370.453684,2,1500.000000,9.4528051194
house,"new construction","okres Čadca",Skalité,340,2114.287185,1,2213.570000,4.6958055511
house,"fully renovated","okres Liptovský Mikuláš",Ľubeľa,198,1549.545062,1,1826.090000,17.8468471025
house,"fully renovated","okres Ružomberok",Ľubochňa,198,1549.545062,1,NULL,NULL
house,"new construction","okres Martin",Príbovce,340,2114.287185,2,0.010000,-99.9995270274
house,unrenovated,"okres Kysucké Nové Mesto",Oškerda,364,1025.187980,1,998.000000,-2.6519994899
house,"fully renovated","okres Liptovský Mikuláš",Dovalovo,198,1549.545062,1,NULL,NULL
house,"partially renovated","okres Čadca",Stred,331,1370.453684,4,864.507500,-36.9181527188
house,"under construction","okres Bytča","Bytča - sever",51,1843.917727,1,1612.470000,-12.5519551990
house,unrenovated,"okres Ružomberok",Polík,364,1025.187980,1,444.440000,-56.6479505544
house,"fully renovated","okres Ružomberok","Liptovské Sliače",198,1549.545062,1,733.330000,-52.6744966646
house,"partially renovated","okres Liptovský Mikuláš",Jakubovany,331,1370.453684,1,NULL,NULL
house,unrenovated,"okres Liptovský Mikuláš",Východná,364,1025.187980,1,370.160000,-63.8934510332
house,"fully renovated","okres Dolný Kubín","Malý Bysterec",198,1549.545062,1,2160.000000,39.3957525322
house,"new construction","okres Martin",Rakovo,340,2114.287185,1,2062.500000,-2.4493921813
house,unrenovated,"okres Bytča",Predmier,364,1025.187980,2,NULL,NULL
house,"partially renovated","okres Liptovský Mikuláš",Okoličné,331,1370.453684,2,2204.950000,60.8919750987
house,unrenovated,"okres Žilina",Konská,364,1025.187980,1,NULL,NULL
house,"partially renovated","okres Čadca","Zborov nad Bystricou",331,1370.453684,1,532.920000,-61.1136073972
house,"under construction","okres Dolný Kubín",Párnica,51,1843.917727,1,1493.530000,-19.0023514536
house,unrenovated,"okres Liptovský Mikuláš",Trstené,364,1025.187980,1,2203.880000,114.9732578800
house,unrenovated,"okres Čadca",Stred,364,1025.187980,2,1322.500000,29.0007321389
house,unrenovated,"okres Dolný Kubín","Sedliacka Dubová",364,1025.187980,1,916.670000,-10.5851787299
house,"new construction","okres Žilina",Konská,340,2114.287185,2,1688.370000,-20.1447177101
house,unrenovated,"okres Turčianske Teplice","Slovenské Pravno",364,1025.187980,1,890.000000,-13.1866528517
house,"under construction","okres Turčianske Teplice","Turčiansky Michal",51,1843.917727,1,2343.750000,27.1070810634
house,unrenovated,"okres Martin",Sučany,364,1025.187980,2,888.890000,-13.2949256779
house,"partially renovated","okres Liptovský Mikuláš",Prekážka,331,1370.453684,2,NULL,NULL
house,unrenovated,"okres Žilina",Brodno,364,1025.187980,1,NULL,NULL
house,"new construction","okres Bytča","Bytča - sever",340,2114.287185,1,1201.920000,-43.1524719760
house,unrenovated,"okres Liptovský Mikuláš","Svätý Kríž",364,1025.187980,2,1795.220000,75.1113000759
house,unrenovated,"okres Martin","Košťany nad Turcom",364,1025.187980,1,712.500000,-30.5005507380
house,"new construction","okres Čadca",Raková,340,2114.287185,2,2726.190000,28.9413292263
house,"new construction","okres Žilina",Kľače,340,2114.287185,2,NULL,NULL
house,"new construction","okres Liptovský Mikuláš","Liptovský Ondrej",340,2114.287185,1,1625.000000,-23.1419453550
house,"new construction","okres Žilina",Ovčiarsko,340,2114.287185,2,1634.680000,-22.6841078356
house,"partially renovated","okres Žilina",Podhorie,331,1370.453684,1,NULL,NULL
house,unrenovated,"okres Ružomberok",Ludrová,364,1025.187980,3,896.193333,-12.5825360340
house,"fully renovated","okres Žilina",Višňové,198,1549.545062,2,2918.415000,88.3401181140
house,"partially renovated","okres Žilina",Bytčica,331,1370.453684,3,1570.163333,14.5725208616
house,unrenovated,"okres Ružomberok","Valaská Dubová",364,1025.187980,1,630.250000,-38.5234696177
house,"under construction","okres Žilina","Teplička nad Váhom",51,1843.917727,1,2584.270000,40.1510469887
house,"partially renovated","okres Námestovo",Zubrohlava,331,1370.453684,1,194.500000,-85.8076196029
house,"partially renovated","okres Liptovský Mikuláš",Bobrovec,331,1370.453684,2,914.640000,-33.2600575504
house,"new construction","okres Liptovský Mikuláš",Jamník,340,2114.287185,1,2164.180000,2.3597936626
house,"fully renovated","okres Čadca",Husárikovci,198,1549.545062,2,3155.560000,103.6442874354
house,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",331,1370.453684,1,735.290000,-46.3469646158
house,"partially renovated","okres Čadca",Podvysoká,331,1370.453684,1,833.330000,-39.1931292732
house,unrenovated,"okres Žilina",Rosinky,364,1025.187980,1,2487.500000,142.6384281252
house,unrenovated,"okres Žilina","Teplička nad Váhom",364,1025.187980,2,1576.545000,53.7810655954
house,"partially renovated","okres Žilina",Stránske,331,1370.453684,1,2415.790000,76.2766613862
