offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index
JuVQq2TIIOM,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Martin","Košťany nad Turcom",3,5,1908.40,2190.774000,-0.1288923458
JuK4J7tWBLU,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Martin","Košťany nad Turcom",3,5,1827.59,2190.774000,-0.1657788526
Ju08TjjVb3y,"TUreality s.r.o.","standard house",house,"new construction","okres Žilina",Mojš,1,2,4275.51,3008.290000,0.4212426329
JuGmc6FHo9t,"Stanislav Motyčík - MK","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",1,7,2570.97,2537.945714,0.0130122113
JuUyJggM4z1,"Realitná kancelária","standard house",house,"new construction","okres Martin","Kláštor pod Znievom",1,2,2345.45,2331.815000,0.0058473764
Ju9Ur37Ixsd,"RIEŠIME BÝVANIE","large house",house,"fully renovated","okres Žilina","Teplička nad Váhom",1,2,1395.42,1395.420000,0.0000000000
JuytovsywXn,"Bosen Group s.r.o.","standard house",house,"new construction","okres Žilina",Bitarová,1,8,1546.96,2370.061250,-0.3472911301
JuExQtw6qVs,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Žilina",Bitarová,2,8,1443.30,2370.061250,-0.3910283964
JuGR3fH9qik,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Žilina",Bitarová,2,8,1443.30,2370.061250,-0.3910283964
Ju8hKWbYUWy,"R2 SK, s.r.o.","large house",house,"new construction","okres Kysucké Nové Mesto","Horný Vadičov",1,3,1760.92,1786.576667,-0.0143607982
JuifoQkrLih,"TARGETreal s. r. o.","large house",house,"new construction","okres Kysucké Nové Mesto","Horný Vadičov",1,3,1548.81,1786.576667,-0.1330850623
Juidd703LOU,"Realitná kancelária RED, s.r.o.","large house",house,unrenovated,"okres Žilina",Lysica,1,2,745.00,659.040000,0.1304321437
JuV6m-uCHri,"NajBývanie, s.r.o.","large house",house,"partially renovated","okres Ružomberok",Komjatná,1,2,1083.33,755.950000,0.4330709703
Juo44m6iiNj,"RIEŠIME BÝVANIE","large house",house,unrenovated,"okres Žilina","Staré mesto",1,2,2360.00,3211.250000,-0.2650836902
JukPbMQp4vL,"VAŠA REALITKA s.r.o.","small house",house,"new construction","okres Ružomberok","Liptovské Sliače",1,2,1998.18,2044.545000,-0.0226774172
Junzj9FwgBR,jabyvam.sk,"standard house",house,"partially renovated","okres Liptovský Mikuláš",Važec,1,3,1044.55,996.776667,0.0479278203
JuFiX3Sq3vG,"HALO reality, s.r.o.","standard house",house,"partially renovated","okres Liptovský Mikuláš",Važec,1,3,998.52,996.776667,0.0017489705
Juove7AkwvT,"ALT REAL, s.r.o.","large house",house,"new construction","okres Martin",Valča,1,5,1625.00,1201.000000,0.3530391341
Ju8D90dPeWn,"TRI LIPY, s. r. o.","standard house",house,"under construction","okres Čadca","Stará Bystrica",1,2,2276.49,1961.000000,0.1608822030
JuOwPTDIr94,"RE/MAX Slovakia","large house",house,"partially renovated","okres Martin",Priekopa,1,4,1065.00,1109.977500,-0.0405210916
JuOcMarFG9f,"B10 Slovensko, a. s.","large house",house,"partially renovated","okres Martin",Priekopa,1,4,846.33,1109.977500,-0.2375250850
JugpipVmZe_,"1. Reality Rent, s.r.o.","standard house",house,unrenovated,"okres Kysucké Nové Mesto","Budatínska Lehota",1,2,1454.55,1342.275000,0.0836453037
Juf1-SHsN6y,"OVERENÉ REALITY","standard house",house,"new construction","okres Ružomberok","Staré mesto",1,2,492.31,1049.725000,-0.5310105028
JuLzQl1X89Z,"ALT REAL, s.r.o.","large house",house,unrenovated,"okres Martin",Priekopa,1,2,1020.00,1020.000000,0.0000000000
JuZg89p6Hy7,"TARGETreal s. r. o.","large house",house,"fully renovated","okres Žilina",Terchová,1,4,1608.65,1635.102500,-0.0161778849
JufFtzCmoZI,"MGM reality","standard house",house,"fully renovated","okres Žilina",Rosina,1,2,1552.91,1552.670000,0.0001545724
JuTP76BJSu5,"B10 Slovensko, a. s.","large house",house,"partially renovated","okres Tvrdošín",Vitanová,1,2,1025.00,979.165000,0.0468102924
JuaFi1HiKe0,"Bosen Group s.r.o.","standard house",house,"new construction","okres Žilina","Rajecké Teplice",2,3,2576.92,2420.486667,0.0646288761
Ju03oBXaeQc,"Bosen Group s.r.o.","standard house",house,"new construction","okres Žilina","Rajecké Teplice",2,3,2453.85,2420.486667,0.0137837293
Juci-VafLS1,"B10 Slovensko, a. s.","standard house",house,"fully renovated","okres Martin",Stred,1,3,2640.00,2828.036667,-0.0664901800
JuBFSGXIbQg,"Reality D.P.A.","standard house",house,"fully renovated","okres Martin",Stred,1,3,2917.53,2828.036667,0.0316450398
Junzbld49fm,"WFG reality, s.r.o.","standard house",house,"new construction","okres Žilina",Rosina,1,2,4239.13,3744.930000,0.1319650835
Ju8g_PgmzSw,"JPE. Reality - Jozef Pajer","small house",house,unrenovated,"okres Čadca",Svrčinovec,1,3,533.33,644.436667,-0.1724089778
JuCDqPuA034,"RE/MAX Slovakia","standard house",house,unrenovated,"okres Turčianske Teplice",Mošovce,1,2,1020.00,943.335000,0.0812701744
Ju3IEZxl8sI,"CPM Real Estate","large house",house,"new construction","okres Žilina",Hôrky,1,2,2990.34,2688.105000,0.1124342241
Juw8ClGcgML,"NajBývanie, s.r.o.","large house",house,"partially renovated","okres Ružomberok",Stankovany,1,2,1246.44,780.365000,0.5972525677
JugpfnfthRi,"ALT REAL, s.r.o.","large house",house,"fully renovated","okres Martin","Kláštor pod Znievom",1,2,1000.00,1102.645000,-0.0930897977
Juoz04a647Q,"ŽILINAREAL, s.r.o.","large house",house,"partially renovated","okres Žilina",Budatín,1,2,1625.00,1435.000000,0.1324041812
JuOWTKqdph-,"TARGETreal s. r. o.","standard house",house,"new construction","okres Žilina",Brezany,1,2,2389.29,2557.740000,-0.0658589223
JutC-Cu36o8,donidDevelop,"standard house",house,unrenovated,"okres Ružomberok",Lúčky,1,3,853.66,1386.670000,-0.3843812875
JukbTdt_vUz,"NajBývanie, s.r.o.","standard house",house,unrenovated,"okres Ružomberok",Lúčky,1,3,2095.24,1386.670000,0.5109867524
JuRSkMGH43Z,"AstonReal s.r.o.","extra large house",house,"partially renovated","okres Martin",Sučany,2,3,340.78,421.080000,-0.1907001045
JuptDHkjOFq,"AstonReal s.r.o.","extra large house",house,"partially renovated","okres Martin",Sučany,2,3,340.78,421.080000,-0.1907001045
Ju7YL1bOSxr,"TARGETreal s. r. o.","standard house",house,"new construction","okres Martin",Tomčany,2,3,3024.59,3295.246667,-0.0821354801
JuriX67hMEI,"TARGETreal s. r. o.","standard house",house,"new construction","okres Martin",Tomčany,2,3,3300.00,3295.246667,0.0014424817
Ju7eOmn6zgP,"KING REAL s. r. o.","large house",house,"fully renovated","okres Čadca",Oščadnica,1,3,1538.08,1785.190000,-0.1384222408
Ju8oUNOWXin,"X-REAL, s. r. o.","large house",house,unrenovated,"okres Žilina",Svederník,1,2,1555.56,1258.515000,0.2360281761
JuG7o38qa_3q,"Realitná kancelária DR, s.r.o.","standard house",house,unrenovated,"okres Martin","Turčiansky Peter",1,2,1142.86,1383.930000,-0.1741923363
Juaq4WwW9vx,"Reality ASTORIA, s.r.o.","standard house",house,"new construction","okres Martin",Slovany,1,2,2307.69,1620.825000,0.4237749294
JulGanHAPf5,"Reality Alpia","extra large house",house,"partially renovated","okres Martin",Stráne,1,2,475.48,596.790000,-0.2032708323
JulOKuOiom0,"Reality AK, spol. s r.o.","extra large house",house,unrenovated,"okres Martin",Stráne,1,3,706.90,477.556667,0.4802431813
JujkenW1_dD,"DOBRÉ REALITY s.r.o.","standard house",house,"partially renovated","okres Turčianske Teplice",Sklené,1,2,1587.06,1543.280000,0.0283681510
Ju_z9MMC1dy,"Effecting s.r.o.","standard house",house,"new construction","okres Žilina",Strážov,1,3,2157.45,2088.110000,0.0332070628
Ju7QPzGiQmY,"Realitná kancelária RED, s.r.o.","standard house",house,"new construction","okres Žilina",Strážov,1,3,2053.44,2088.110000,-0.0166035314
JuwkeSmHDEB,"Real Reality Development s.r.o.","standard house",house,"new construction","okres Martin",Valča,1,2,2636.36,2246.750000,0.1734104818
JuYcAohEk_m,"PhDr. Miloš Kocúr - BKM Consulting","standard house",house,unrenovated,"okres Čadca",Svrčinovec,1,2,153.33,533.810000,-0.7127629681
JuIgoGx2_v8,"SLNOVRAT, s.r.o.","large house",house,"partially renovated","okres Čadca",Rieka,1,2,861.11,861.110000,0.0000000000
JuNuINWKCa2,"DreamReality s.r.o.","large house",house,"fully renovated","okres Žilina","Staré mesto",1,2,1551.09,2025.545000,-0.2342357242
JugRw5WlFvo,"CPM Real Estate","standard house",house,"new construction","okres Martin","Košťany nad Turcom",1,5,2651.52,2190.774000,0.2103119719
JutUghljOFb,"TARGETreal s. r. o.","standard house",house,"new construction","okres Martin","Košťany nad Turcom",1,5,2657.96,2190.774000,0.2132515723
JuOxQMLskud,"ETHOS reality, s. r. o.","standard house",house,"new construction","okres Žilina",Mojš,1,2,1741.07,3008.290000,-0.4212426329
JumiXs0CTuk,"RIEŠIME BÝVANIE","large house",house,unrenovated,"okres Žilina",Bôrik,1,2,1625.00,2234.375000,-0.2727272727
JuqQL7cMBce,"WFG reality, s.r.o.","large house",house,unrenovated,"okres Žilina",Bôrik,1,2,2843.75,2234.375000,0.2727272727
Ju5rRr5_rO4,"Realitná kancelária RED, s.r.o.","large house",house,"new construction","okres Žilina",Bitarová,1,3,1954.25,1898.290000,0.0294791628
Ju3B-41JURa,"ŽILINAREAL, s.r.o.","large house",house,"new construction","okres Žilina",Bitarová,2,3,1870.31,1898.290000,-0.0147395814
JurXt03mBLY,"ŽILINAREAL, s.r.o.","large house",house,"new construction","okres Žilina",Bitarová,2,3,1870.31,1898.290000,-0.0147395814
Ju-DaLUFFrZO,"1. Reality Rent, s.r.o.","small house",house,unrenovated,"okres Čadca",Zákopčie,1,2,1013.89,931.945000,0.0879290087
JuvFd0GqZEL,"Romantické Chalupy, s.r.o.","small house",house,unrenovated,"okres Čadca",Zákopčie,1,2,850.00,931.945000,-0.0879290087
Ju_rwk44XIO,"MGM reality","large house",house,unrenovated,"okres Žilina",Závodie,1,2,1043.18,1216.035000,-0.1421464020
JuTYVNH1hyq,"Realitná kancelária RED, s.r.o.","large house",house,unrenovated,"okres Žilina",Závodie,1,2,1388.89,1216.035000,0.1421464020
JuEn5otkiFX,"ALT REAL, s.r.o.","large house",house,unrenovated,"okres Martin",Stráne,1,2,860.00,898.540000,-0.0428918023
JusBzzX4MYn,"Financie a reality od A po Z","large house",house,unrenovated,"okres Martin",Stráne,1,2,937.08,898.540000,0.0428918023
JuKaa51rOO4,"RES GROUP, s.r.o.","standard house",house,"new construction","okres Žilina",Turie,1,2,2354.33,2774.250000,-0.1513634316
JuWdcFlgLA9,"Realitná kancelária RED, s.r.o.","standard house",house,"new construction","okres Žilina",Turie,1,2,3194.17,2774.250000,0.1513634316
JuX-Od8Y1qK,"ŽILINAREAL, s.r.o.","large house",house,"fully renovated","okres Žilina","Malá Praha",1,2,1596.70,1596.350000,0.0002192502
JuIIElHC0cU,"1. Reality Rent, s.r.o.","large house",house,"fully renovated","okres Žilina","Malá Praha",1,2,1596.00,1596.350000,-0.0002192502
JuNWUZoKon_,"Realitné kancelárie SR","large house",house,"new construction","okres Žilina",Trnové,1,2,2961.54,2240.690000,0.3217089379
JuhhjX7seSg,"Reality IQ, s.r.o.","large house",house,"new construction","okres Žilina",Trnové,1,2,1519.84,2240.690000,-0.3217089379
JutBfnbUyCO,"SLNOVRAT, s.r.o.","large house",house,"partially renovated","okres Čadca",Stred,1,2,754.46,926.650000,-0.1858198888
JugwkPLjiSd,"KUBALA REALITY, s.r.o.","large house",house,"partially renovated","okres Čadca",Stred,1,2,1098.84,926.650000,0.1858198888
JuKdkYrCkFc,"Realitná kancelária RED, s.r.o.","standard house",house,unrenovated,"okres Žilina","Staré mesto",1,2,2233.33,2843.470000,-0.2145758527
JuaNEutdar9,"TUreality s.r.o.","standard house",house,unrenovated,"okres Žilina","Staré mesto",1,2,3453.61,2843.470000,0.2145758527
Ju2Gi9KH9b9,"Reality Alpia","extra large house",house,"partially renovated","okres Žilina",Varín,1,2,815.42,805.300000,0.0125667453
JuVUBQ_BboU,"Mamud Reality s. r. o.","extra large house",house,"partially renovated","okres Žilina",Varín,1,2,795.18,805.300000,-0.0125667453
JutVFvRJpYd,"Realitné kancelárie SR","large plot",land,NULL,"okres Žilina",Višňové,1,2,169.20,129.440000,0.3071693449
Ju5Ehcheq2v,"RIEŠIME BÝVANIE","large plot",land,NULL,"okres Žilina",Višňové,1,2,89.68,129.440000,-0.3071693449
JuG7n8qbXvU,"WFG reality, s.r.o.","small plot",land,NULL,"okres Žilina",Trnové,1,5,281.82,306.140000,-0.0794407787
JuAINHKEpb9,"Ing. Gerlinda Bérešová - Esti","small plot",land,NULL,"okres Žilina",Trnové,1,5,241.67,306.140000,-0.2105899262
JuZenYjsJ5j,"Safe reality s. r. o.","standard plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,5,82.01,141.444000,-0.4201945646
JuO__97iq4d,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,5,122.98,141.444000,-0.1305392947
JujU-NvkZd5,"BALAŽI REAL ESTATE s.r.o.","standard plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,5,135.43,141.444000,-0.0425185939
JubBzZv3CZ4,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,5,125.00,141.444000,-0.1162580244
Ju55_tGfxfr,"KRUPPKY, s.r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš",Stošice,1,3,150.00,119.300000,0.2573344510
JuWu8X5e0jn,"Direct Real, spol. s r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš",Stošice,1,3,145.60,119.300000,0.2204526404
Juv_OE5QhUq,"EASY centrum bývania, s.r.o.","standard plot",land,NULL,"okres Žilina",Terchová,1,6,196.72,164.213333,0.1979538836
Ju8TvPJCfAu,"HOLESTIAK.sk reality s.r.o.","standard plot",land,NULL,"okres Žilina",Terchová,1,6,135.80,164.213333,-0.1730269551
JuV3Yr0Tkt7,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Terchová,1,6,179.00,164.213333,0.0900454715
JuSTrxbH01x,"B10 Slovensko, a. s.","standard plot",land,NULL,"okres Žilina",Terchová,1,6,153.76,164.213333,-0.0636570296
Ju5paSEB6Nv,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Terchová,2,6,160.00,164.213333,-0.0256576791
JuiAYjSrynL,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Terchová,2,6,160.00,164.213333,-0.0256576791
JuzcT2nMl5E,"Mamud Reality s. r. o.","standard plot",land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov",1,4,38.08,46.877500,-0.1876699909
JuX4tTXYKir,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov",1,4,35.21,46.877500,-0.2488933924
JuaCQD06zTh,"ROSA reality","standard plot",land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov",1,4,65.22,46.877500,0.3912857981
JudOJ7xWOxA,"Reality Alpia","large plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,65.00,52.500000,0.2380952381
Juv5TkPsj9T,"Reality Center, s.r.o.","large plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,40.00,52.500000,-0.2380952381
JuicyD7lpub,"EASY centrum bývania, s.r.o.","standard plot",land,NULL,"okres Žilina",Budatín,1,9,108.75,280.980000,-0.6129617766
JuuNE4PQz6D,"RIEŠIME BÝVANIE","standard plot",land,NULL,"okres Žilina",Budatín,1,9,231.40,280.980000,-0.1764538401
JumDim2HAtJ,"X-REAL, s. r. o.","standard plot",land,NULL,"okres Žilina",Budatín,1,9,189.80,280.980000,-0.3245070824
Jur-h57QXWc,"Georgi Conev","standard plot",land,NULL,"okres Žilina",Budatín,1,9,178.30,280.980000,-0.3654352623
JuB6HhfZSPN,"WFG reality, s.r.o.","standard plot",land,NULL,"okres Žilina",Budatín,2,9,189.80,280.980000,-0.3245070824
JuEGNHbH38e,"WFG reality, s.r.o.","standard plot",land,NULL,"okres Žilina",Budatín,2,9,120.90,280.980000,-0.5697202648
JuRufzqYfTo,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Budatín,3,9,558.64,280.980000,0.9881842124
JupQ7ehcKIt,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Budatín,3,9,392.59,280.980000,0.3972168838
Juod5b-P5x2,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Budatín,3,9,558.64,280.980000,0.9881842124
JuC0KIbI5oB,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Raková,1,8,75.00,54.851250,0.3673343816
Ju97QEdz5sX,"RS Mansory s.r.o.","large plot",land,NULL,"okres Čadca",Raková,1,8,62.93,54.851250,0.1472847018
Ju4d7oCmzgt,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Raková,3,8,60.00,54.851250,0.0938675053
Jug0yKTQ2pn,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Raková,3,8,55.00,54.851250,0.0027118799
JuBBCee0nxo,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Raková,3,8,26.00,54.851250,-0.5259907477
JuUooEhgJl4,"TRI LIPY, s. r. o.","large plot",land,NULL,"okres Čadca",Raková,1,8,68.88,54.851250,0.2557598961
JuEJOqphXdZ,"ETHOS reality, s. r. o.","large plot",land,NULL,"okres Čadca",Raková,1,8,65.00,54.851250,0.1850231307
Jus3WMnENIj,"WFG reality, s.r.o.","small plot",land,NULL,"okres Žilina",Zbyňov,2,3,65.00,99.783333,-0.3485886065
Ju7Ywnw6_Bk,"WFG reality, s.r.o.","small plot",land,NULL,"okres Žilina",Zbyňov,2,3,65.00,99.783333,-0.3485886065
JuUCvHHqEXR,"ŽILINAREAL, s.r.o.","standard plot",land,NULL,"okres Žilina",Krasňany,1,3,160.00,194.466667,-0.1772368886
JuLSvBwv_I5,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Krasňany,1,3,250.00,194.466667,0.2855673615
JugrI7ZBfpT,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Žilina",Krasňany,1,3,173.40,194.466667,-0.1083304780
JuiwS-gpQB1,"B10 Slovensko, a. s.","large plot",land,NULL,"okres Martin",Laskár,1,2,68.00,68.000000,0.0000000000
Ju7o2vN-Kj5,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Žilina",Trnové,1,7,104.32,145.131429,-0.2812032465
Ju051T1JZ-l,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Trnové,1,7,79.97,145.131429,-0.4489822050
JuPNAYZ0O8w,"RIEŠIME BÝVANIE","standard plot",land,NULL,"okres Žilina",Trnové,1,7,250.00,145.131429,0.7225765757
JuOd8JFAh_B,"Piata Avenue","standard plot",land,NULL,"okres Žilina",Trnové,1,7,230.00,145.131429,0.5847704497
Ju7_LrB_NNB,"BeMi realitná kancelária","standard plot",land,NULL,"okres Žilina",Trnové,1,7,73.76,145.131429,-0.4917710071
JuR5ionId5V,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Blatnica,2,3,117.24,113.220000,0.0355060943
JudYr0kY49Z,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Blatnica,2,3,117.24,113.220000,0.0355060943
Judk1z1b1Nd,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Martin",Blatnica,1,3,105.18,113.220000,-0.0710121887
Ju5LTX3e1H6,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Oščadnica,1,7,126.55,89.798571,0.4092651875
JuiaMHS2a8S,"SLNOVRAT, s.r.o.","small plot",land,NULL,"okres Čadca",Oščadnica,3,7,67.53,89.798571,-0.2479835787
JuVP0HZPxQP,"SLNOVRAT, s.r.o.","small plot",land,NULL,"okres Čadca",Oščadnica,3,7,85.63,89.798571,-0.0464213512
Ju-SZF8QBN4,"SLNOVRAT, s.r.o.","small plot",land,NULL,"okres Čadca",Oščadnica,3,7,56.10,89.798571,-0.3752684550
JuYxVfR__Nx,"HOLESTIAK.sk reality s.r.o.","small plot",land,NULL,"okres Čadca",Oščadnica,1,7,55.45,89.798571,-0.3825068775
JuIwevgorag,"Reality D.P.A.","standard plot",land,NULL,"okres Martin",Sučany,2,4,120.00,126.262500,-0.0495990496
JuWpmO3Yrkb,"Reality D.P.A.","standard plot",land,NULL,"okres Martin",Sučany,2,4,148.00,126.262500,0.1721611722
JulD1JVCqAd,"RECLOUD Reality a.s.","standard plot",land,NULL,"okres Martin",Sučany,1,4,113.86,126.262500,-0.0982278982
JuxusjEdK8z,"LAWIS s.r.o.","standard plot",land,NULL,"okres Martin",Sučany,1,4,123.19,126.262500,-0.0243342243
JubU6tCkKGs,"Kristína Čanády","standard plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,126.11,111.521667,0.1308116476
Jukt7sZSrva,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,158.71,111.521667,0.4231315247
JuQ2QYedCFa,"Reality Now","standard plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,80.00,111.521667,-0.2826506082
Juisb1V01uC,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Ovčiarsko,3,6,107.09,111.521667,-0.0397381703
JuAewW0gIjM,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Ovčiarsko,3,6,102.34,111.521667,-0.0823307905
JuQE6iaf57k,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Žilina",Ovčiarsko,3,6,94.88,111.521667,-0.1492236213
JuUpsFDNSQ5,"Reality Now","small plot",land,NULL,"okres Žilina",Ovčiarsko,1,7,60.00,134.110000,-0.5526060696
Juh_NFZPlxN,"PRIMA reality s.r.o.","small plot",land,NULL,"okres Žilina",Ovčiarsko,1,7,179.00,134.110000,0.3347252256
JumG3BQ732C,"RIEŠIME BÝVANIE","small plot",land,NULL,"okres Žilina",Ovčiarsko,2,7,90.41,134.110000,-0.3258519126
JuMFxRcxLzj,"RIEŠIME BÝVANIE","small plot",land,NULL,"okres Žilina",Ovčiarsko,2,7,90.41,134.110000,-0.3258519126
JuWpZopSoYC,"TARGETreal s. r. o.","small plot",land,NULL,"okres Žilina",Ovčiarsko,1,7,185.00,134.110000,0.3794646186
Ju_nFFJjAlC,"R2 SK, s.r.o.","small plot",land,NULL,"okres Žilina",Ovčiarsko,1,7,182.59,134.110000,0.3614942957
Ju9rSU4gBpn,"DRR INVEST, s. r. o.","small plot",land,NULL,"okres Žilina",Ovčiarsko,1,7,151.36,134.110000,0.1286257550
JuPGBZu28Sz,"RE/MAX Slovakia","large plot",land,NULL,"okres Čadca",Oščadnica,1,6,53.53,34.530000,0.5502461628
JuGKRtmsaxJ,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Oščadnica,4,6,22.15,34.530000,-0.3585288155
Ju2UzK1gp3R,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Oščadnica,4,6,27.00,34.530000,-0.2180712424
JuiJEU2gvVS,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Oščadnica,4,6,48.00,34.530000,0.3900955691
JuDgMZQaDeJ,"1. Reality Rent, s.r.o.","large plot",land,NULL,"okres Čadca",Oščadnica,4,6,48.50,34.530000,0.4045757312
JuscYJe7Tsp,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,134.40,154.900000,-0.1323434474
JuFMSKsdInV,"Realitná kancelária","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,155.83,154.900000,0.0060038735
Ju5AeA4FaTa,"Mamud Reality s. r. o.","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,99.00,154.900000,-0.3608779858
Jurn7Tjk47J,"Real Estate Group4U","standard plot",land,NULL,"okres Žilina",Bitarová,1,6,289.09,154.900000,0.8663008393
JuVv2XDLd9H,"TUreality s.r.o.","standard plot",land,NULL,"okres Žilina",Varín,1,4,173.19,129.615000,0.3361879412
JugjLuDjRtG,"R2 SK, s.r.o.","standard plot",land,NULL,"okres Žilina",Varín,1,4,149.75,129.615000,0.1553446746
JuEOlFJy7eI,"Realitná kancelária","large plot",land,NULL,"okres Liptovský Mikuláš","Svätý Kríž",1,2,44.22,44.220000,0.0000000000
JuhCsanvxln,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Svrčinovec,1,2,62.70,58.035000,0.0803825278
JuCdo9RybP_,"BeMi realitná kancelária","large plot",land,NULL,"okres Čadca",Svrčinovec,1,2,53.37,58.035000,-0.0803825278
JuTu2EKoaZM,donidDevelop,"standard plot",land,NULL,"okres Dolný Kubín",Veličná,2,6,125.00,134.938333,-0.0736509247
JuowzNUzni4,donidDevelop,"standard plot",land,NULL,"okres Dolný Kubín",Veličná,2,6,140.22,134.938333,0.0391413387
JuoEkan0OM3,"OREA, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín",Veličná,1,6,120.00,134.938333,-0.1107048877
JuXDdV7DuGH,"bezmaklérov, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín",Veličná,1,6,151.52,134.938333,0.1228832951
JuDFkgbrvLz,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín",Veličná,2,6,152.89,134.938333,0.1330360810
JuuLvwvMnqi,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín",Veličná,2,6,120.00,134.938333,-0.1107048877
JuB1sJQkopm,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Povina,1,2,53.63,76.815000,-0.3018290698
JuI3WIo1gnr,Envire,"standard plot",land,NULL,"okres Kysucké Nové Mesto",Povina,1,2,100.00,76.815000,0.3018290698
JuIBgVzzEhH,"1. Reality Rent, s.r.o.","small plot",land,NULL,"okres Čadca",Raková,1,2,51.72,40.860000,0.2657856094
Jue_IKSyNYA,"JPE. Reality - Jozef Pajer","small plot",land,NULL,"okres Čadca",Raková,1,2,30.00,40.860000,-0.2657856094
JuCdelRdGA1,"Reality D.P.A.","standard plot",land,NULL,"okres Martin","Karvaša a Bláhovca",1,5,148.00,131.582000,0.1247739052
JuSvmhJEqG1,"FINREA - ak vám záleží na výsledku","standard plot",land,NULL,"okres Martin","Karvaša a Bláhovca",1,5,60.00,131.582000,-0.5440105790
JuXs9XHVo90,"Realitná kancelária","standard plot",land,NULL,"okres Martin","Karvaša a Bláhovca",1,5,131.43,131.582000,-0.0011551732
Jufp6SmYJxs,"LIF REAL","standard plot",land,NULL,"okres Martin","Karvaša a Bláhovca",1,5,131.43,131.582000,-0.0011551732
JuXoUVcEWR0,"BeMi realitná kancelária","large plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,170.04,129.943333,0.3085704058
JuqxH07lW-i,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina",Ovčiarsko,2,6,44.26,129.943333,-0.6593899896
Ju6XcncfywZ,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina",Ovčiarsko,2,6,43.64,129.943333,-0.6641613002
JuKcCOH5Bgu,"Realitné kancelárie SR","large plot",land,NULL,"okres Žilina",Ovčiarsko,1,6,68.98,129.943333,-0.4691532193
JuCzxidULuR,"Safe reality s. r. o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,5,21.02,69.630000,-0.6981186270
