offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index,area_price_index,area_category
JuSSppam0PC,"TATRA CITY RESIDENCE s. r. o.","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",1,2,3949.04,3332.855000,0.1848820306,0.0192597764,average
JufbBHYx-coz,"AstonReal s.r.o.","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",1,2,2716.67,3332.855000,-0.1848820306,0.0192597764,average
JusEglMU0v8,"HD reality group s.r.o","3-room apartment",apartment,unrenovated,"okres Martin",Jahodníky,1,3,2013.04,1887.360000,0.0665903696,0.0967590975,average
Ju-48631_aJ,"RK Dalmia s. r. o.","3-room apartment",apartment,unrenovated,"okres Dolný Kubín","Veľký Bysterec",1,2,2037.91,2057.415000,-0.0094803431,-0.0414252883,average
JuFpZug_t62,"TRI LIPY, s. r. o.","1-room apartment",apartment,"new construction","okres Kysucké Nové Mesto",Kamence,1,2,3770.97,3728.340000,0.0114340430,-0.0370425050,average
JuXnw8EKWYI,"RS Mansory s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,9,3376.34,3410.800000,-0.0101032016,0.2523570386,expensive
JuXcyij9eMf_,"Financial Hotels Management, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,9,4302.34,3410.800000,0.2613873578,0.2523570386,expensive
JuV4el-7B8H,"Financial Hotels Management, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,9,3463.69,3410.800000,0.0155066260,0.2523570386,expensive
JubD2pJKl5g,"Financial Hotels Management, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,9,4979.18,3410.800000,0.4598276064,0.2523570386,expensive
JuUnWH-g8Yz,"Realitné kancelárie SR","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,9,2461.12,3410.800000,-0.2784332121,0.2523570386,expensive
Jus2f1I5Shb,"MGM reality","3-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,3,2426.47,2420.343333,0.0025313215,0.1148469549,expensive
JuFNpzHutiG,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,3,2569.23,2420.343333,0.0615146888,0.1148469549,expensive
JufYiP4E7Es,"ROMDOM, s. r. o","3-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,3,2265.33,2420.343333,-0.0640460099,0.1148469549,expensive
JuT7xzp7Ax-,AZUR.RE,"2-room apartment",apartment,"fully renovated","okres Martin",Stred,1,8,2313.88,2590.823750,-0.1068940911,0.1938109699,expensive
JuL3MT7o1WL,"Realitná kancelária","2-room apartment",apartment,"fully renovated","okres Martin",Stred,2,8,2331.67,2590.823750,-0.1000275492,0.1938109699,expensive
JuDJ_hnDscM,"Realitná kancelária","2-room apartment",apartment,"fully renovated","okres Martin",Stred,2,8,2331.67,2590.823750,-0.1000275492,0.1938109699,expensive
JuKkjtqN4VW,"RE/MAX Slovakia","2-room apartment",apartment,"fully renovated","okres Martin",Stred,3,8,3035.54,2590.823750,0.1716505223,0.1938109699,expensive
JuMBGx19jQm,"RE/MAX Slovakia","2-room apartment",apartment,"fully renovated","okres Martin",Stred,3,8,2727.09,2590.823750,0.0525957237,0.1938109699,expensive
Jubh97mv2uS,"RE/MAX Slovakia","2-room apartment",apartment,"fully renovated","okres Martin",Stred,3,8,2220.83,2590.823750,-0.1428093092,0.1938109699,expensive
JukCOBdi-HG,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,5,2769.88,2883.514000,-0.0394081666,0.3903450643,expensive
JuSPwAqNDjb,"OREA, s.r.o.","2-room apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,3,4137.93,3702.066667,0.1177351388,-0.0751349586,average
JuC08OMa82u,"RIEŠIME BÝVANIE","4-room apartment",apartment,"new construction","okres Žilina",Hájik,1,3,2263.80,2623.350000,-0.1370575790,0.0543141680,average
Jupw1bQT1Jh,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,2946.01,3177.283636,-0.0727897357,0.3903450643,expensive
Jun_e5pu1kO,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,2928.24,3177.283636,-0.0783825634,0.3903450643,expensive
Ju35wiOj2hS,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,2872.24,3177.283636,-0.0960076817,0.3903450643,expensive
JueIY5hIK7c,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,3631.29,3177.283636,0.1428913550,0.3903450643,expensive
JuCKdo4C-vu,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,2951.36,3177.283636,-0.0711059074,0.3903450643,expensive
JuWNJll5MyrA,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,3210.29,3177.283636,0.0103882334,0.3903450643,expensive
JuzpWPdpylQ,"Reinoo a.s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,7,11,2883.48,3177.283636,-0.0924700687,0.3903450643,expensive
JuT9LmGMkpW,jabyvam.sk,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,11,4540.91,4467.148182,0.0165120598,0.3687411694,expensive
JuKI6_CGWPh,jabyvam.sk,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,11,3996.00,4467.148182,-0.1054695664,0.3687411694,expensive
Jul7be3Lkz5,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,3,11,4230.77,4467.148182,-0.0529147842,0.3687411694,expensive
JuP6qyzD4rb,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,3,11,3997.50,4467.148182,-0.1051337817,0.3687411694,expensive
JuWV1dgtiBd,"Reality Alpia","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,11,4841.63,4467.148182,0.0838301759,0.3687411694,expensive
JuQUQOdCbAJ,"Reality IQ, s.r.o.","4-room apartment",apartment,unrenovated,"okres Žilina","Staré mesto",1,4,1904.75,1740.945000,0.0940897042,0.2523570386,expensive
Judmv08qh2A,"RIEŠIME BÝVANIE","4-room apartment",apartment,unrenovated,"okres Žilina","Staré mesto",1,4,1416.67,1740.945000,-0.1862637820,0.2523570386,expensive
JuXRtZdfweI,"Reality Center, s.r.o.","4-room apartment",apartment,"partially renovated","okres Martin",Ľadoveň,1,2,2189.35,2269.375000,-0.0352630129,-0.0500191564,average
JuNZupA7Ru4,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Rajecké Teplice",2,5,3082.34,3298.330000,-0.0654846544,0.0507869344,average
JuOC5yzde-c,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Rajecké Teplice",2,5,3267.24,3298.330000,-0.0094259822,0.0507869344,average
JuUnD0myJmK,"Piata Avenue","2-room apartment",apartment,"partially renovated","okres Žilina",Hájik,1,3,2576.57,2900.353333,-0.1116358236,0.0543141680,average
JuIh9K2txJ3,"BeMi realitná kancelária","3-room apartment",apartment,"new construction","okres Námestovo",Zubrohlava,1,2,1455.00,2012.825000,-0.2771353694,-0.4719670082,cheap
Jub5nNi4yTF,"RIEŠIME BÝVANIE","2-room apartment",apartment,"partially renovated","okres Žilina",Vlčince,1,2,2887.10,2753.810000,0.0484020321,0.3903450643,expensive
JuRuuJuhfW8,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",2,6,1610.59,1730.700000,-0.0693996649,-0.1079089088,average
JuzmSjYalDj,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",2,6,1608.05,1730.700000,-0.0708672791,-0.1079089088,average
JuvFESSKGWN,"Reality D.P.A.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1779.07,1730.700000,0.0279482290,-0.1079089088,average
JuKOtZwcbir-,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Hrabovo,2,4,3357.40,3120.340000,0.0759724902,-0.0751349586,average
JuoKym-eugj,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Hrabovo,2,4,2564.10,3120.340000,-0.1782626252,-0.0751349586,average
JuDyAq3LxaR,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,unrenovated,"okres Kysucké Nové Mesto",Sídlisko,1,2,2053.57,2111.785000,-0.0275667267,-0.0357310142,average
JuymkoAFG_6,"HOLESTIAK.sk reality s.r.o.","2-room apartment",apartment,unrenovated,"okres Kysucké Nové Mesto",Sídlisko,1,2,2170.00,2111.785000,0.0275667267,-0.0357310142,average
JuZPdvGyLq9,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,1956.41,2757.621111,-0.2905443057,0.2523570386,expensive
Ju1F-eiNHx4,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,2694.12,2757.621111,-0.0230274967,0.2523570386,expensive
JuyOHLJxsdS,"Local reality s. r. o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,3031.25,2757.621111,0.0992264267,0.2523570386,expensive
JuQvJ7BykSU,"WFG reality, s.r.o.","2-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2222.00,1981.350000,0.1214575920,-0.0770857584,average
JuXvJNkXrX-,"Reality Now","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,4291.85,5609.228333,-0.2348591027,0.8422820105,premium
JumNtvscU-s,"CreeX Reality s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,6910.14,5609.228333,0.2319234643,0.8422820105,premium
Jux3XqE2ppP,"XEMAR realitná spoločnosť s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,6910.14,5609.228333,0.2319234643,0.8422820105,premium
Ju-zlCEP8xA,"Nové bývanie","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,7521.74,5609.228333,0.3409580701,0.8422820105,premium
JudyIRiA8kq,ZEIRA,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,6730.77,5609.228333,0.1999458037,0.8422820105,premium
JuH6sKr2JgO,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",5,36,3892.86,5609.228333,-0.3059900990,0.8422820105,premium
JuMLTI5Qk7o,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",5,36,3180.56,5609.228333,-0.4329772633,0.8422820105,premium
Juh0xQ8lAwr,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",5,36,3021.74,5609.228333,-0.4612913184,0.8422820105,premium
JuIQRanSNHE,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",5,36,3971.43,5609.228333,-0.2919828247,0.8422820105,premium
Ju6oo_vEaT-,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",5,36,2791.18,5609.228333,-0.5023950115,0.8422820105,premium
JuQG3Tg2HJV,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6900.00,5609.228333,0.2301157290,0.8422820105,premium
JuoCz53ml38,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6415.09,5609.228333,0.1436671177,0.8422820105,premium
JurBk73cOr3,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6000.00,5609.228333,0.0696658513,0.8422820105,premium
JuHMn6qkBSk,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,3494.62,5609.228333,-0.3769873871,0.8422820105,premium
JuIZo2BnWQa,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6313.13,5609.228333,0.1254899293,0.8422820105,premium
JuUeGi9MZcI,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6202.53,5609.228333,0.1057724221,0.8422820105,premium
JuolQI_qYfx,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6531.53,5609.228333,0.1644257663,0.8422820105,premium
Ju_TYGvbGhv,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6973.68,5609.228333,0.2432512257,0.8422820105,premium
Ju8j-hPnALY,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6682.03,5609.228333,0.1912565514,0.8422820105,premium
JuDetN4gLGy,"Tatra Invest","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",3,36,5232.56,5609.228333,-0.0671515422,0.8422820105,premium
Ju8f4W9RYX2,"Tatra Invest","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",3,36,5634.15,5609.228333,0.0044429760,0.8422820105,premium
JulFrto6Z8R,"Tatra Invest","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",3,36,5294.12,5609.228333,-0.0561767705,0.8422820105,premium
JuJrBHwvfXe,"AstonReal s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,5217.39,5609.228333,-0.0698560140,0.8422820105,premium
JucIMMNEosV,"A-Byt Consult, s.r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Baničné,1,3,1932.84,1888.773333,0.0233308392,-0.1701205562,average
JuD8hcoEgT4,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,10,3229.73,3595.462000,-0.1017204465,0.3903450643,expensive
Juv94EKwgh6,"AstonReal s.r.o.","3-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",2,3,2730.50,2647.816667,0.0312269856,-0.1923099166,average
JuJEoP397IJ,"AstonReal s.r.o.","3-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",2,3,2738.36,2647.816667,0.0341954691,-0.1923099166,average
Ju4SvmwHoAg,"FINREA - ak vám záleží na výsledku","3-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,3,2474.59,2647.816667,-0.0654224551,-0.1923099166,average
Jup8gJ48Fqt,"KORSO Project, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,8,4489.50,3751.466250,0.1967320778,0.2523570386,expensive
JuBnUuJa9ic,"Financial Hotels Management, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",2,8,3894.16,3751.466250,0.0380367943,0.2523570386,expensive
Ju7UFzA6VtL,"WFG reality, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",4,8,3903.77,3751.466250,0.0405984593,0.2523570386,expensive
JuuOQAIf3eQ,"WFG reality, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",4,8,3398.44,3751.466250,-0.0941035388,0.2523570386,expensive
JuEK28Decyb,"WFG reality, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",4,8,3793.18,3751.466250,0.0111193190,0.2523570386,expensive
Ju6-B7-KyuQ,"WFG reality, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",4,8,3793.18,3751.466250,0.0111193190,0.2523570386,expensive
Ju4Vd5pUjXm,"Direct Real, spol. s r.o.","3-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,2,2307.68,2050.065000,0.1256618693,0.0192597764,average
JuA1jb9HH8o,"Reality Alpia","2-room apartment",apartment,"partially renovated","okres Ružomberok","Staré mesto",1,2,2259.79,2154.175000,0.0490280502,-0.1477842693,average
Ju9k2e7JWOr,"Like Reality s.r.o.","1-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,2236.84,2418.420000,-0.0750820784,-0.3267598337,cheap
JuXNm9NwSwi,"MGM reality","3-room apartment",apartment,"new construction","okres Žilina",Hájik,1,7,2932.00,2949.562857,-0.0059543932,0.0543141680,average
JuOnQ9rym-h,"RIEŠIME BÝVANIE","4-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,3,2517.24,2360.743333,0.0662912672,0.2523570386,expensive
JuGJ3bcseaG,"Renovo Reality","1-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,3,2341.22,2431.283333,-0.0370435365,-0.0922307487,average
JuhxRDKuEfi,donidDevelop,"2-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,4,2620.69,2613.040000,0.0029276245,-0.1923099166,average
JuOOVFGvzwX,Limaxreal,"2-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,4,2731.71,2613.040000,0.0454145363,-0.1923099166,average
Ju5R24o6GQR,"RK Dalmia s. r. o.","3-room apartment",apartment,unrenovated,"okres Dolný Kubín",Brezovec,1,2,2094.10,2484.550000,-0.1571511944,-0.0133200384,average
Ju1BpgSKaaX,"MGM reality","2-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,4,1960.16,2030.935000,-0.0348484811,-0.0922307487,average
Ju8_AnIgnrX,"MENÍME BÝVANIE","2-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,4,2092.05,2030.935000,0.0300920512,-0.0922307487,average
Juo19uqWHqv,"Reality MT s.r.o.","3-room apartment",apartment,"fully renovated","okres Martin","Horné Vrútky",1,4,2088.24,2079.015000,0.0044371974,-0.1079089088,average
JuEVg7e9gge,"R2 SK, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,2070.11,1655.357500,0.2505516180,-0.1261345316,average
JulzEF1iR1R,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2234.96,2789.291667,-0.1987356409,0.2523570386,expensive
JukTLg0JPLo,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2613.33,2789.291667,-0.0630847140,0.2523570386,expensive
Ju12shpSBga,"RESIDENCE realitná kancelária","3-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,2,4369.64,5448.710000,-0.1980413713,0.3687411694,expensive
Ju2W2fwASSP,"TUreality s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Brezovec,1,2,3049.48,2558.525000,0.1918898584,-0.0133200384,average
JuVtdEgquxp,"OREA, s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Brezovec,1,2,2067.57,2558.525000,-0.1918898584,-0.0133200384,average
JuXQxA2vSe6,"EASY centrum bývania, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,3785.71,2931.480000,0.2913988838,0.3903450643,expensive
Ju2hVjHchsA,"Buby reality, s.r.o.","2-room apartment",apartment,"new construction","okres Martin",Stred,2,6,2902.19,2769.700000,0.0478355057,0.1938109699,expensive
JuLuLPY-Qsq,"Buby reality, s.r.o.","2-room apartment",apartment,"new construction","okres Martin",Stred,2,6,2309.43,2769.700000,-0.1661804528,0.1938109699,expensive
JuPDRHaKHGy,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina",Hliny,1,3,2830.51,2889.576667,-0.0204412874,0.1148469549,expensive
Ju9Zm5FKDvx,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina",Hliny,1,3,2929.31,2889.576667,0.0137505723,0.1148469549,expensive
JuzzHVLtL7p,"Vianema s.r.o.","3-room apartment",apartment,"fully renovated","okres Tvrdošín",Medvedzie,1,2,2246.36,2216.035000,0.0136843507,-0.0960272336,average
JuZK70yldNu,"OVERENÉ REALITY","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,3461.54,3314.105000,0.0444871240,0.2562966035,expensive
JukBZSTP0a5,"TARGETreal s. r. o.","2-room apartment",apartment,"new construction","okres Turčianske Teplice",Stred,1,2,3180.00,4070.915000,-0.2188488337,-0.1660077457,average
JuWACwgZ0JW,"Reality Alpia","3-room apartment",apartment,"partially renovated","okres Bytča","Veľké Rovné",1,3,1784.52,1772.920000,0.0065428784,-0.0994985255,average
JunBxeMXtVv,"RIEŠIME BÝVANIE","3-room apartment",apartment,"partially renovated","okres Bytča","Veľké Rovné",2,3,1767.12,1772.920000,-0.0032714392,-0.0994985255,average
Ju2PTXS03nR,"RIEŠIME BÝVANIE","3-room apartment",apartment,"partially renovated","okres Bytča","Veľké Rovné",2,3,1767.12,1772.920000,-0.0032714392,-0.0994985255,average
Ju1v-rz6S-g,"TUreality s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Rajec,1,2,2187.50,2017.800000,0.0841014967,-0.1128676591,average
JuCtiU-W9oK,"BEEVAM, s.r.o.","3-room apartment",apartment,"fully renovated","okres Ružomberok",Klačno,1,2,1897.08,1968.275000,-0.0361712667,-0.1823801441,average
Ju6FesX3XoQ,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Turany,1,2,1523.08,1442.095000,0.0561578814,-0.3267598337,cheap
JuJTUgZNUdL,"Reality D.P.A.","3-room apartment",apartment,unrenovated,"okres Martin",Turany,1,2,1361.11,1442.095000,-0.0561578814,-0.3267598337,cheap
JugdzCpEbZl,"KES - RV s.r.o.","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,5,2543.42,2605.696000,-0.0238999484,0.1148469549,expensive
JuN-Pnp6KBM,"Safe reality s. r. o.","3-room apartment",apartment,unrenovated,"okres Čadca",Stred,1,2,1613.85,1606.925000,0.0043094731,-0.1367068093,average
JuJ1fx159Ms,OPENREALITY,"3-room apartment",apartment,unrenovated,"okres Čadca",Stred,1,2,1600.00,1606.925000,-0.0043094731,-0.1367068093,average
JuUWRcxAAYr,"KA Real","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,1314.80,2172.504444,-0.3947998571,0.0192597764,average
JuyIru5Z-bn,"KA Real","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,2227.27,2172.504444,0.0252084897,0.0192597764,average
JuhSIJae8jB,"Porto Real Group","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Smrečany,1,2,3229.17,2983.845000,0.0822177425,0.1918808670,expensive
Ju20KERTu8I,"RESIDENCE realitná kancelária","2-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš",Podbreziny,1,3,2118.64,2122.606667,-0.0018687716,0.1311195283,expensive
JuMrpN3u-gh,"Reality Alpia","2-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3547.72,3414.465000,0.0390266118,0.0543141680,average
Ju-seNslb4u,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,3,1818.18,1915.433333,-0.0507735411,0.5581583932,premium
JuddoVYZYie,Limaxreal,"1-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,2,2780.22,2853.905000,-0.0258190094,-0.1923099166,average
JuQxdKNuhGj,"Piata Avenue","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,2117.53,2835.822000,-0.2532923435,0.2523570386,expensive
Ju4N6fIAndO,"TUreality s.r.o.","3-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",1,2,2454.41,2990.960000,-0.1793905636,0.1723179955,expensive
JucceUznreI,"BEŇO REALITY","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2327.75,2345.485000,-0.0075613359,0.0192597764,average
Ju3z3M9TPDa,"GAMA Reality, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Závodie,1,3,3019.23,3181.266667,-0.0509346383,0.1524054311,expensive
JuDxBcaveH8,"Reality Center, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin","Horné Vrútky",1,2,1763.53,1640.590000,0.0749364558,-0.1079089088,average
Ju_5trjiiyY,"Piata Avenue","2-room apartment",apartment,"partially renovated","okres Žilina",Solinky,1,3,3326.53,3171.620000,0.0488425473,0.2478511254,expensive
Ju1Fw0u3Cah,"Direct Real, spol. s r.o.","3-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2042.25,2054.363333,-0.0058963927,0.0183786455,average
Jumr_ISbK0Z,"Reality Alpia","3-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3344.87,2686.740000,0.2449548523,0.0543141680,average
JucfuBBHTMn,"KA Real","1-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,4,2277.78,2357.472500,-0.0338042119,0.0192597764,average
JulUy_Gy-T7,"XEMAR realitná spoločnosť s.r.o.","1-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,4,2284.76,2357.472500,-0.0308434139,0.0192597764,average
JurI-U1p2qQ,"XEMAR realitná spoločnosť s.r.o.","1-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,4,1638.73,2357.472500,-0.3048784238,0.0192597764,average
JuTgtQtwGXl,"RE/MAX Slovakia","2-room apartment",apartment,"fully renovated","okres Martin",Sever,1,3,2431.67,2186.276667,0.1122425797,-0.0770857584,average
JuAoUEm3GbZ,"ALT REAL, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Ľadoveň,1,2,1486.49,1643.980000,-0.0957980024,-0.0500191564,average
JuTBls071FE,"B10 Slovensko, a. s.","holiday apartment",apartment,"new construction","okres Martin",Valča,1,3,3815.79,3121.503333,0.2224206073,-0.1600821041,average
JupjDJ9XYhE,"REALITY SPOLU","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,2,6,3804.12,3848.946667,-0.0116464765,0.1639579970,expensive
JuoHqPCC27P,"REALITY SPOLU","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,2,6,3804.12,3848.946667,-0.0116464765,0.1639579970,expensive
JueWH91Qt062,"DOMUM realitná spoločnosť s. r. o.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3093.75,3345.338000,-0.0752055547,-0.0751349586,average
JuPcc0iMceY,"ARCHEUS Partners a.s.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3330.77,3345.338000,-0.0043547169,-0.0751349586,average
JuODe5tlbwG,"FINREA - ak vám záleží na výsledku","4-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,2,2244.90,1848.255000,0.2146051275,0.5581583932,premium
Ju1vHkMA9-i,"RE/MAX Slovakia","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,2716.30,2949.377500,-0.0790259979,-0.0526228776,average
Ju1cdYuex4G,"RE/MAX Slovakia","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,2910.13,2949.377500,-0.0133070453,-0.0526228776,average
Ju-a60L4yJH,"FINREA - ak vám záleží na výsledku","2-room apartment",apartment,"new construction","okres Dolný Kubín",Brezovec,1,2,4278.07,3431.890000,0.2465638467,-0.0133200384,average
