offer_id,agency,office_city,location_district,location_city,location_area
Juwwl8fsexY,"Top Real Košice s.r.o.",Košice,"okres Ružomberok",Ružomberok,Hrabovo
JuziSU1LhLt,NULL,NULL,"okres Martin",Martin,Podháj
JucVDDFBRT8,"Fortio Popper s.r.o.",Bytča,"okres Bytča",Bytča,"Veľká Bytča"
JuANNBb14Ku,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Dolný Kubín",Istebné,Istebné
JuKXYAqOf2e,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju9bVHvcqcL,"RIEŠIME BÝVANIE",Bratislava,"okres Námestovo","Oravská Lesná","Oravská Lesná"
Ju8feO0vuod,"Realitná kancelária RED, s.r.o.",Žilina,"okres Bytča",Bytča,"Thurzove sady"
JuIFK1fc6FD,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Martin",Martin,Sever
Juea9VaEEz4,"STAREA, s. r. o.",Žilina,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Jueq_fze_5r,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Ju3RCMQs9vo,"KRUPPKY, s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuXdiDoNNIv,"AstonReal s.r.o.","Banská Bystrica","okres Martin",Martin,Stred
Ju0lAAcuMC-,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju-yDJSlQCf,"TUreality s.r.o.",Žilina,"okres Žilina",Žilina,Závodie
JuSCw29I996,"Reality Alpia",Martin,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
Ju34bdWwwrW,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Sever
JuSL8akIpnl,"Bosen Group s.r.o.",Bratislava,"okres Dolný Kubín","Dolný Kubín",Brezovec
JunNE3gm3lK,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Ružomberok",Bešeňová,Bešeňová
JubD2pJKl5g,"Financial Hotels Management, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuLSY56QzCa,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Vrútky,"Horné Vrútky"
JuiHekkzZ0E,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuLjftxvY7o,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Dolný Kubín","Dolný Kubín",Brezovec
JuOipBrhKGg,"BeMi realitná kancelária",Nitra,"okres Námestovo",Námestovo,Brehy
JulLkJwhVa1,"Realitná kancelária",Bratislava,"okres Martin",Martin,Sever
JuYmnqxfCfU,"Fortio Popper s.r.o.",Bytča,"okres Bytča",Bytča,"Veľká Bytča"
Ju8j-hPnALY,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju2RLrI1kcS,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,Vlčince
JunCOKnq7PY,"SLNOVRAT, s.r.o.",Olešná,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
JuPViaCTmSo,"REALITY TATRY",Levoča,"okres Liptovský Mikuláš",Východná,Východná
JuniaoRdvqE,G-REAL,"Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JueF3dmbicv,"MENÍME BÝVANIE",Čadca,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou"
JuLfK4N9KuJ,"PRIMA reality s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuKI6_CGWPh,jabyvam.sk,"Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuwROzF7MPz,"LOYAL REALITY s.r.o.","Dolný Kubín","okres Ružomberok",Ružomberok,Klačno
JuVxrPNOwNZ,donidDevelop,"Dolný Kubín","okres Námestovo",Námestovo,Polom
JusbqvfGHuD,"NajBývanie, s.r.o.",Ružomberok,"okres Martin",Martin,Priekopa
Juf6pNtbqh1,"RE/MAX Slovakia",Bratislava,"okres Martin",Martin,Stred
JuXFWi9ToVv,"HD reality group s.r.o","Banská Bystrica","okres Námestovo",Námestovo,NULL
Juc4p__s1-a,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,"Staré mesto"
JubH8PB1O7h,"Constario REALTY s.r.o.",Žilina,"okres Martin",Martin,Stred
JuIAvskne5z,"GERT , s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuPKK388ZCm,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Staškov,Staškov
JumrPKthwP7,"ŽILINAREAL, s.r.o.",Žilina,"okres Bytča",Maršová-Rašov,Maršová-Rašov
JuewRpsuNGh,NULL,NULL,"okres Martin",Martin,Podháj
JuOCwlB4zqX,NULL,NULL,"okres Martin",Martin,Podháj
Juaxt90u-z9,"House Real Žilina",Žilina,"okres Bytča",Bytča,"Hliník nad Váhom"
JuU9JEZLTwi,"HALO reality, s.r.o.",Prievidza,"okres Turčianske Teplice",Turček,Turček
Ju6c9z03WhY,"Reality Center, s.r.o.",Martin,"okres Martin",Martin,Stred
JunIIQTPa44,"TATRA CITY RESIDENCE s. r. o.",Zvolen,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Juz4W9SDfoY,"RENOME REAL",Žilina,"okres Žilina",Žilina,Solinky
Ju5NSmHtePH,"TARGETreal s. r. o.",Žilina,"okres Martin",Martin,Záturčie
JuUaKO5dYge,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín","Dolný Kubín",Stred
Ju6w7wQRZXw,"PhDr. Miloš Kocúr - BKM Consulting",Skalité,"okres Čadca",Oščadnica,Oščadnica
JupVQ9BHiZG,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Hliny
JueYWDVVrdd,"BeMi realitná kancelária",Nitra,"okres Námestovo",Mútne,Mútne
Ju9hEcnte9-,NULL,NULL,"okres Námestovo",Námestovo,Brehy
JuYML_WMLmL,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuInvssV5eE,"ODEKO manažment s.r.o.",Žilina,"okres Ružomberok",Ružomberok,Roveň
JuZ68DUQRpn,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JupACoTE9Yo,"B10 Slovensko, a. s.",Žilina,"okres Martin",Martin,Košúty
Ju5bhE-1H2z,"DOMUM realitná spoločnosť s. r. o.","Nové Mesto nad Váhom","okres Ružomberok",Ružomberok,Hrabovo
Jukzit6pFoZ,"Constario REALTY s.r.o.",Žilina,"okres Martin",Martin,Stred
JuipAuQVd0x,"Reality Center, s.r.o.",Martin,"okres Martin",Martin,Záturčie
Ju12bwYQ7nT,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Záturčie
JudGtDjR-sv,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuMuHR9ALAx,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
JubXkgOc5Vf,"Reality Alpia",Martin,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuykdgfJYfL,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Bytčica
JutR_NlarhR,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
JuGMS7Q7AS7,"TATRA CITY RESIDENCE s. r. o.",Zvolen,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Juuzq73KdvI,"ROMDOM, s. r. o",Žilina,"okres Žilina",Žilina,Hliny
JuSGqC8nbbl,NULL,NULL,"okres Žilina",Žilina,Hliny
Ju6fwBTV6P6,"MGM reality",Žilina,"okres Žilina",Žilina,Bôrik
JuPaHBO-gez,"NajBývanie, s.r.o.",Ružomberok,"okres Martin",Martin,NULL
JupFlDUtQOE,NULL,NULL,"okres Žilina",Žilina,"Staré mesto"
JuoVsoGKe3I,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,Roveň
JuYypAB3WNO,"Mgr. Nina Herčková, RSc.",Žilina,"okres Žilina",Žilina,Vlčince
JuZJo0wlRRU,donidDevelop,"Dolný Kubín","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuakfUC89nT,"Safe reality s. r. o.",Žilina,"okres Žilina",Žilina,Vlčince
JuwiNiRwZ-G,"Fortio Popper s.r.o.",Bytča,"okres Bytča",Bytča,"Veľká Bytča"
JuOFc-qmQAu,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuVMUFYMKhd,"Realitka pre každého",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuWtaJ8gYmY,"Bosen Group s.r.o.",Bratislava,"okres Dolný Kubín","Dolný Kubín",Stred
Judqch1ikzy,"RIEŠIME BÝVANIE",Bratislava,"okres Tvrdošín",Nižná,Nižná
JumDGD_wH9E,"Bosen Group s.r.o.",Bratislava,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuV9NY1IIlj,"ODEKO manažment s.r.o.",Žilina,"okres Ružomberok",Ružomberok,Roveň
Jutms5kvMoG,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Stred
JuTcLcPMeUX,"ALT REAL, s.r.o.",Martin,"okres Martin",Vrútky,"Horné Vrútky"
Ju3fRh58rlQ,"OVERENÉ REALITY","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuvBgKU_KI7,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Jueqkk2FQTK,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
JuMqUg0JlP-,"BB - REALITY,  s.r.o.","Banská Bystrica","okres Ružomberok",Ružomberok,"Staré mesto"
Jujum4J4wb2,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Ľadoveň
JuMQiZOnaxz,"Svoboda&Williams Slovakia s.r.o.",Bratislava,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuhS38paEh6,"KORSO Project, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju_1ltAlD0n,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Ružomberok",Bešeňová,Bešeňová
Ju6oo_vEaT-,"MK-CORP s.r.o.",Malacky,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuLxu_TUApX,"ODEKO manažment s.r.o.",Žilina,"okres Žilina",Žilina,Hájik
Ju72GUoSgLH,"Reinoo a.s.",Žilina,"okres Žilina",Žilina,Vlčince
Ju3VAHb4p44,"TUreality s.r.o.",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuEI53pWqzW,"Reality Alpia",Martin,"okres Martin",Martin,Stred
JuxCreRo0qw,"Financial Hotels Management, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuzOH2MtpxX,"NajBývanie, s.r.o.",Ružomberok,"okres Martin",Martin,Sever
JuEDjVYN-JT,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Bytčica
JusqNW2Fg5o,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JucJbLC42bG,"TARGETreal s. r. o.",Žilina,"okres Žilina",Žilina,Hájik
JupibY8fOsV,"RK4 REALITY",Bratislava,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JuoszPD854T,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo
JumaaMybJmZ,"TARGETreal s. r. o.",Žilina,"okres Žilina",Žilina,Hájik
JuOxbo4pSSp,"TARGETreal s. r. o.",Žilina,"okres Žilina",Žilina,Vlčince
JudrbteyWzE,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuoS3WYoWLk,"RK 38- Miroslav Antoška",Poprad,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju9t-oEiYBZ,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",NULL
JubfQKHfr_c,"Vianema s.r.o.",Bratislava,"okres Martin",Valča,Valča
JuOC5yzde-c,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JueYB6GvrEe,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Hliny
JuinVbJn01k,"Reality Alpia",Martin,"okres Žilina",Žilina,Hájik
JurI-U1p2qQ,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuhS9MQTC4v,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Vlčince
JuPLeekzh_5,"A-Byt Consult, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,"Staré mesto"
JuG0JmIY6PQ,NULL,NULL,"okres Žilina",Žilina,Vlčince
JuTcgjCG15n,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Žilina,Hájik
JucZiE4o7Os,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Staškov,Staškov
JuudHQ4gWHh,"EASY centrum bývania, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju1HQtU3BUR,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok",Ružomberok,"Staré mesto"
JuhRFtZO6yy,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju300FaVEg0,"Ing. Gerlinda Bérešová - Esti",Žilina,"okres Čadca",Makov,Makov
JugoHMXehPQ,"HD reality group s.r.o","Banská Bystrica","okres Dolný Kubín","Dolný Kubín",Brezovec
JuOLK-0T1Mn,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Žilina,"Staré mesto"
Ju5-9cSZw35,"ALT REAL, s.r.o.",Martin,"okres Martin",Martin,Stred
Ju75jE-v_Ti,"ALT REAL, s.r.o.",Martin,"okres Martin",Martin,Priekopa
JuDoM_pyCOY,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Sučany,Sučany
JujnVWbv0Ea,"Reality Simply",Martin,"okres Martin",Vrútky,"Horné Vrútky"
Ju0XKwDGI6a,"STAREA, s. r. o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Juu0CU0P8i0,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuykAcnsUj0,"MGM reality",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuaeBjYnlrd,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuoaEOkD_KF,NULL,NULL,"okres Žilina",Žilina,"Staré mesto"
Jug2x-YuHAi,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuFDFNeJqxq,"Reality D.P.A.",Martin,"okres Martin",Martin,Ľadoveň
Ju-CieQQxUN,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuL6Lg1QL2c,"Realitná kancelária",Bratislava,"okres Martin",Martin,Priekopa
JutjYOCC9EK,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuawIhGVyvh,"BeMi realitná kancelária",Nitra,"okres Námestovo",Námestovo,Stred
JuE8s31Sl55,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,Pšurnovice
JuJeYUPavsEk,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuzuJS1LpbR,"Reality Alpia",Martin,"okres Žilina",Žilina,Hliny
JuQ4A208KjZ,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuKlYZCt0j5,NULL,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuFzBbUk-Xv,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuGfQvKSzkr,"Reality Center, s.r.o.",Martin,"okres Martin",Martin,Záturčie
JuMq5sG1YBG,"MTS Reality, s.r.o.",Martin,"okres Martin",Martin,Košúty
JuzW5XpNDH7,liptoreal,"Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju5SD8mmuUt,"Financial Hotels Management, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuL4Of85hI-,"Reality Alpia",Martin,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuSWGTnCZur,"MAX PROFI REALITY",Martin,"okres Martin",Martin,Košúty
JuWKKdSpysj,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JulmO4nyPV1,"Financie a reality od A po Z",Martin,"okres Martin",Martin,Priekopa
JuqHgAmAWwG,"Istrofinal, s. r. o.",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuSXCvc_TgO,"Realitná kancelária",Bratislava,"okres Žilina",Žilina,Hájik
Ju-aCcpkFTl,"Istrofinal, s. r. o.",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JukgHXnk_FH,"Realitná kancelária",Bratislava,"okres Martin",Martin,Stred
JuppkYCT654,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Stred
JuEvHi31Kuc,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Julb0pINzt_,"Piata Avenue",Žilina,"okres Žilina",Žilina,Vlčince
JuQtjXuvBCs,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca",Turzovka,Stred
Ju0bNiistMRJ,"Realitná kancelária RED, s.r.o.",Žilina,"okres Bytča",Bytča,"Thurzove sady"
JueB0gAOmwn,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Žilina,Hliny
Ju9UkKAGv88,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Vlčince
JujO1vhWS9Y,NULL,NULL,"okres Martin",Martin,Sever
Ju28v4oyz1R,NULL,NULL,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuemfCeEc7H,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Ju4uaW2Y4yL,"DLUGO reality",Poprad,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuOBBX6-RMz,"TARGETreal s. r. o.",Žilina,"okres Martin",Martin,Stred
JuWIHesej0g,"MGM reality",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuKnGrQfPf8P,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Bytčica
JuocwBv9B8E,"Realitná kancelária",Bratislava,"okres Žilina","Dlhé Pole","Dlhé Pole"
JuTk10X0x-i,Limaxreal,"Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuP28alhfCi,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Žilina,Hliny
JuwnuvEmJ5E,"RK Dalmia s. r. o.","Dolný Kubín","okres Námestovo",Zubrohlava,Zubrohlava
JuFa19Ow0Dt,"Felicita Real s. r. o.",Martin,"okres Martin",Martin,Stred
JuCqI77KeMc,"Reality MT s.r.o.",Martin,"okres Martin",Turany,Turany
JueW1n9AoIx,"RENOME REAL",Žilina,"okres Žilina",Žilina,Závodie
JuH32c8NNad,"AstonReal s.r.o.","Banská Bystrica","okres Martin",Martin,Priekopa
JujhD3lGKSF,"JKV REAL",Prievidza,"okres Žilina",Žilina,Vlčince
JuwdAcDikt2,"Reality IQ, s.r.o.",Žilina,"okres Žilina",Žilina,Závodie
JuNwRfCAG1O,"CANGURU s.r.o.","Rajecké Teplice","okres Martin",Martin,Jahodníky
JuUgOGFJBDF,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuQwMUprpPT,"Realitná kancelária DOM",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JucEibGbMaV,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuB4nMTbdT2,"bezmaklérov, s.r.o.",Žilina,"okres Námestovo",Vavrečka,Vavrečka
Juc7SyZSucw0,"United Professionals s.r.o.",Bratislava,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuktwYpm4CV,"Buby reality, s.r.o.",Žilina,"okres Martin",Martin,Záturčie
Juszi7YaqvT,"A-Byt Consult, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,NULL
Ju8T6cE3M46O,"ARCHEUS Partners a.s.",Bratislava,"okres Ružomberok",Ružomberok,Hrabovo
JujjF4h9vha,NULL,NULL,"okres Martin",Martin,Stred
Ju6ic7zNy9_,"Safe reality s. r. o.",Žilina,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuMCWySZsct,"Reinoo a.s.",Žilina,"okres Žilina",Žilina,Vlčince
JuRdV1LIJPu,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju0_qpYyImE,"KA Real","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuQo0PP1022,"Reinoo a.s.",Žilina,"okres Žilina",Žilina,Vlčince
Ju8w7xSU6tn,"MENS s. r. o.",Žilina,"okres Žilina",Žilina,Bôrik
JuUPYByvH-3,"KORSO Project, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju8gkOV9Ua-,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Ružomberok",Bešeňová,Bešeňová
JudjVeywOJE,"AstonReal s.r.o.","Banská Bystrica","okres Martin",Martin,Sever
JuMOG3S1mHU,"Reality AK, spol. s r.o.",Martin,"okres Martin",Martin,Tomčany
JuGHqD4k0Bi,"B10 Slovensko, a. s.",Žilina,"okres Čadca",Čadca,Kyčerka
JuirbsBqAtw,"Realitná kancelária",Bratislava,"okres Martin",Lipovec,Lipovec
JuX6bDcbxKm,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Stred
JuO5mITkYRm,"Direct Real, spol. s r.o.",Bratislava,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuT8T2mhbPp,"RE/MAX Slovakia",Bratislava,"okres Martin",Martin,Stred
JuRBfIzNbvG,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juvh354emFK,"Safe reality s. r. o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JugK_iVZsVR,"OVERENÉ REALITY","Banská Bystrica","okres Ružomberok",Ružomberok,Baničné
JuCzDBx82gn,"BeMi realitná kancelária",Nitra,"okres Ružomberok",Ružomberok,"Staré mesto"
JuwR10kFsHB,"Renovo Reality",Žilina,"okres Žilina",Žilina,Vlčince
Juo-BgN_Y9D,"Bosen Group s.r.o.",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuzTIfdr-oi,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuY2fWI7qOb,"CANGURU s.r.o.","Rajecké Teplice","okres Martin",Martin,Priekopa
JukBksFoVDN,"Domovia s. r. o.",Bratislava,"okres Ružomberok",Ružomberok,Hrabovo
JuZiQf_R1fN,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Divina,Divina
JuarCLPx8dZ,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuyhufYl9nJ,"StorkReal s. r. o.","Rajecká Lesná","okres Žilina",Ďurčiná,Ďurčiná
JuICDmblLAV,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JulVRQnK87Q,"BeMi realitná kancelária",Nitra,"okres Čadca",Čadca,Kyčerka
JugCrJ6aqt6,G-REAL,"Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juq3lnZLMdJ,"REALITY SPOLU",Bratislava,"okres Žilina",Žilina,Závodie
JuNgKsGWJb_,"MENS s. r. o.",Žilina,"okres Žilina",Žilina,Vlčince
JuFOaiRGATh,"ODEKO manažment s.r.o.",Žilina,"okres Ružomberok",Ružomberok,Roveň
Juqh8kAz6Ws,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuIgXokL5hc,"Like Reality s.r.o.","Považská Bystrica","okres Martin",Martin,Priekopa
JuD6R0F6XVX,"TUreality s.r.o.",Žilina,"okres Martin",Sučany,Sučany
JuG8ggFzvSj,"R2 SK, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuSh4rLdnzP,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuiOse4gKiU,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JuRMVAMTIbE,"RexDeco s.r.o.",Přerov,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuxasD7Z9Ys,"ALT REAL, s.r.o.",Martin,"okres Martin",Martin,Stred
Ju0CrnhCGrs,"MGM reality",Žilina,"okres Žilina",Žilina,"Staré mesto"
JuwgpofL0aK,NULL,NULL,"okres Námestovo",Námestovo,NULL
JudY9Gw22hd,"ODEKO manažment s.r.o.",Žilina,"okres Ružomberok",Ružomberok,Baničné
JuKkQSr7yLI,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Košúty
JumCrfhYhfV,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju5L8AAHtJp,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Stred
Ju46o5YnbQR,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Ružomberok",Bešeňová,Bešeňová
JuAZvxGvcMl,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,"Staré mesto"
JuU-rP3IJ1-,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Juo8hsv1xWR,"Realitné kancelárie SR",Bratislava,"okres Martin",Valča,Valča
JukVF1PHUJU,"Reality Center, s.r.o.",Martin,"okres Martin",Martin,Záturčie
JuaD4qSzRhl,NULL,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuVuoYcJToJ,"B10 Slovensko, a. s.",Žilina,"okres Žilina",Žilina,Vlčince
JuXBGzjsqRS,NULL,NULL,"okres Bytča",Bytča,"Thurzove sady"
JuqRHR8iBLi,"Reality IQ, s.r.o.",Žilina,"okres Čadca","Krásno nad Kysucou",Stred
JuDHzNZw0-F,"Reality Alpia",Martin,"okres Martin",Martin,Priekopa
Jugh-H3CM-c,"BeMi realitná kancelária",Nitra,"okres Námestovo",Mútne,Mútne
Ju_mO5F1KAW,NULL,NULL,"okres Žilina",Žilina,"Staré mesto"
JuRHCARxbUa,"Buby reality, s.r.o.",Žilina,"okres Martin",Martin,Stred
JuY6ZkaPSRF,"OREA, s.r.o.","Dolný Kubín","okres Ružomberok",Bešeňová,Bešeňová
JuG5b3bSJJl,"LIF REAL",Martin,"okres Martin",Martin,Podháj
