property_type,condition,location_district,dis_avg_price,agency,agency_avg_price,price_diff
"4-room apartment","new construction","okres Žilina",2968.784762,"ODEKO manažment s.r.o.",3049.000000,0.0270195533
"4-room apartment","new construction","okres Liptovský Mikuláš",2746.960000,"PROMINENT REAL s.r.o.",3157.890000,0.1495944608
"2-room apartment","fully renovated","okres Martin",2491.667778,"LIF REAL",2226.420000,-0.1064539102
"2-room apartment","fully renovated","okres Žilina",2955.898333,"JKV REAL",2544.780000,-0.1390840573
"2-room apartment","fully renovated","okres Žilina",2955.898333,"STAREA, s. r. o.",2257.730000,-0.2361949750
"2-room apartment","fully renovated","okres Kysucké Nové Mesto",2525.256667,"TUreality s.r.o.",2659.800000,0.0532790725
"2-room apartment","fully renovated","okres Martin",2491.667778,"Constario REALTY s.r.o.",2711.360000,0.0881707521
"2-room apartment","fully renovated","okres Žilina",2955.898333,"Realitné kancelárie SR",2800.000000,-0.0527414395
"2-room apartment","fully renovated","okres Kysucké Nové Mesto",2525.256667,"1. Reality Rent, s.r.o.",2517.860000,-0.0029290753
"2-room apartment","fully renovated","okres Liptovský Mikuláš",2689.293333,"XEMAR realitná spoločnosť s.r.o.",2222.420000,-0.1736044660
"2-room apartment","fully renovated","okres Martin",2491.667778,"NajBývanie, s.r.o.",2203.750000,-0.1155522339
"2-room apartment","fully renovated","okres Liptovský Mikuláš",2689.293333,"BeMi realitná kancelária",2139.240000,-0.2045345245
"2-room apartment","fully renovated","okres Martin",2491.667778,"Buby reality, s.r.o.",3054.550000,0.2259058077
"2-room apartment","fully renovated","okres Liptovský Mikuláš",2689.293333,"RESIDENCE realitná kancelária",2691.430000,0.0007945087
"2-room apartment","fully renovated","okres Martin",2491.667778,"Realitná kancelária DR, s.r.o.",2843.140000,0.1410590228
"2-room apartment","fully renovated","okres Liptovský Mikuláš",2689.293333,"HALO reality, s.r.o.",2184.130000,-0.1878424071
"2-room apartment","fully renovated","okres Bytča",2763.730000,"Realitná kancelária",2947.600000,0.0665296538
"2-room apartment","fully renovated","okres Martin",2491.667778,"HD reality group s.r.o",NULL,NULL
"2-room apartment","fully renovated","okres Bytča",2763.730000,NULL,2343.590000,-0.1520191915
"2-room apartment","fully renovated","okres Žilina",2955.898333,"HD reality group s.r.o",NULL,NULL
"2-room apartment","fully renovated","okres Ružomberok",2533.832500,"FISCHER & PARTNERS, s.r.o.",2962.960000,0.1693590638
"3-room apartment","under construction","okres Žilina",2686.740000,"Safe reality s. r. o.",NULL,NULL
"3-room apartment","under construction","okres Liptovský Mikuláš",3442.430000,"REALITY TATRY",2308.710000,-0.3293371252
"3-room apartment","under construction","okres Liptovský Mikuláš",3442.430000,NULL,NULL,NULL
"2-room apartment","new construction","okres Ružomberok",3005.420000,"XEMAR realitná spoločnosť s.r.o.",2879.780000,-0.0418044733
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"RexDeco s.r.o.",6066.670000,0.7183471145
"2-room apartment","new construction","okres Ružomberok",3005.420000,"ARCHEUS Partners a.s.",3330.770000,0.1082544203
"2-room apartment","new construction","okres Turčianske Teplice",4070.915000,"Svoboda&Williams Slovakia s.r.o.",NULL,NULL
"2-room apartment","new construction","okres Dolný Kubín",3896.190000,"RK SPIRIT s.r.o.",4112.410000,0.0554952402
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"HD reality group s.r.o",4841.710000,0.3713846983
"2-room apartment","new construction","okres Žilina",3561.193182,"HMS Services, a. s.",3514.100000,-0.0132239897
"2-room apartment","new construction","okres Dolný Kubín",3896.190000,"RE/MAX Slovakia",NULL,NULL
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"Direct Real, spol. s r.o.",2180.000000,-0.3825283542
"2-room apartment","new construction","okres Martin",2847.854545,"CANGURU s.r.o.",3472.220000,0.2192406407
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"REALITY FAIR",2458.140000,-0.3037469030
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"OVERENÉ REALITY",4853.330000,0.3746759922
"2-room apartment","new construction","okres Ružomberok",3005.420000,NULL,3124.070000,0.0394786752
"2-room apartment","new construction","okres Liptovský Mikuláš",3530.526486,"STRATEGIC REALITY",3107.590000,-0.1197941689
"2-room apartment","new construction","okres Žilina",3561.193182,NULL,4016.110000,0.1277428083
"2-room apartment","new construction","okres Bytča",3041.110000,NULL,3000.000000,-0.0135180904
"4-room apartment",unrenovated,"okres Liptovský Mikuláš",NULL,"RE/MAX Slovakia",NULL,NULL
"4-room apartment",unrenovated,"okres Žilina",2022.186667,"TUreality s.r.o.",2844.040000,0.4064181346
"4-room apartment",unrenovated,"okres Žilina",2022.186667,"Reality Alpia",2325.300000,0.1498938441
"4-room apartment",unrenovated,"okres Žilina",2022.186667,"MGM reality",NULL,NULL
"4-room apartment",unrenovated,"okres Žilina",2022.186667,"Realitná kancelária DOM",1611.110000,-0.2032832447
"holiday apartment","fully renovated","okres Ružomberok",3557.504000,"Top Real Košice s.r.o.",3012.260000,-0.1532658853
"holiday apartment","fully renovated","okres Ružomberok",3557.504000,"OREA, s.r.o.",4677.420000,0.3148038625
"holiday apartment","fully renovated","okres Liptovský Mikuláš",3384.775000,"GERT , s.r.o.",3330.950000,-0.0159020910
"holiday apartment","fully renovated","okres Liptovský Mikuláš",3384.775000,"RK SPIRIT s.r.o.",NULL,NULL
"holiday apartment","new construction","okres Dolný Kubín",4112.410000,"YNI reality",NULL,NULL
"holiday apartment","new construction","okres Ružomberok",3446.845833,"Domovia s. r. o.",3023.810000,-0.1227312893
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"United Professionals s.r.o.",5972.220000,0.1661933411
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"DLUGO reality",6725.450000,0.3132763036
"holiday apartment","new construction","okres Ružomberok",3446.845833,"RK SPIRIT s.r.o.",3715.495000,0.0779405810
"holiday apartment","new construction","okres Námestovo",3491.395000,"RIEŠIME BÝVANIE",3401.360000,-0.0257876866
"holiday apartment","new construction","okres Turčianske Teplice",NULL,"TARGETreal s. r. o.",NULL,NULL
"holiday apartment","new construction","okres Námestovo",3491.395000,"Occam New Home",3581.430000,0.0257876866
"holiday apartment","new construction","okres Dolný Kubín",4112.410000,"RK SPIRIT s.r.o.",4112.410000,0.0000000000
"holiday apartment","new construction","okres Žilina",3809.015000,"Financial Hotels Management, s.r.o.",3700.000000,-0.0286202601
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"ARCHEUS Partners a.s.",NULL,NULL
"holiday apartment","new construction","okres Bytča",NULL,"RIEŠIME BÝVANIE",NULL,NULL
"holiday apartment","new construction","okres Námestovo",3491.395000,"KUBALA REALITY, s.r.o.",NULL,NULL
"holiday apartment","new construction","okres Ružomberok",3446.845833,"Reality Alpia",3547.620000,0.0292366331
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"RIEŠIME BÝVANIE",4038.460000,-0.2114113076
"holiday apartment","new construction","okres Martin",3112.682500,"Buby reality, s.r.o.",3086.220000,-0.0085015096
"holiday apartment","new construction","okres Žilina",3809.015000,"Realitné kancelárie SR",3918.030000,0.0286202601
"1-room apartment","partially renovated","okres Liptovský Mikuláš",2184.735000,"RE/MAX Slovakia",1428.290000,-0.3462410773
"1-room apartment","partially renovated","okres Žilina",4218.820000,"Realitka pre každého",4715.450000,0.1177177505
"1-room apartment","partially renovated","okres Martin",2898.635000,"Reality Center, s.r.o.",2895.650000,-0.0010297951
"1-room apartment","partially renovated","okres Ružomberok",2825.350000,"LOYAL REALITY s.r.o.",NULL,NULL
"1-room apartment","partially renovated","okres Čadca",2690.757500,"BeMi realitná kancelária",2552.630000,-0.0513340574
"1-room apartment","partially renovated","okres Čadca",2690.757500,"1. Reality Rent, s.r.o.",2400.000000,-0.1080578610
"1-room apartment","partially renovated","okres Ružomberok",2825.350000,"Reality ELIÁŠ",3525.420000,0.2477816908
"1-room apartment","partially renovated","okres Čadca",2690.757500,"TARGETreal s. r. o.",3469.180000,0.2892949290
"1-room apartment","fully renovated","okres Kysucké Nové Mesto",3206.900000,"Direct Real, spol. s r.o.",3206.900000,0.0000000000
"1-room apartment","fully renovated","okres Martin",3315.735000,"TUreality s.r.o.",NULL,NULL
"1-room apartment","fully renovated","okres Martin",3315.735000,"Vianema s.r.o.",3169.570000,-0.0440822321
"1-room apartment","fully renovated","okres Tvrdošín",2000.000000,"RIEŠIME BÝVANIE",2000.000000,0.0000000000
"1-room apartment","fully renovated","okres Martin",3315.735000,NULL,3316.670000,0.0002819888
"1-room apartment","fully renovated","okres Martin",3315.735000,"Reality ASTORIA, s.r.o.",3624.160000,0.0930185917
"1-room apartment","fully renovated","okres Liptovský Mikuláš",2449.128333,"HALO reality, s.r.o.",3348.210000,0.3671027177
"2-room apartment","under construction","okres Žilina",3414.465000,"Realitná kancelária",3281.210000,-0.0390266118
"1-room apartment","under construction","okres Ružomberok",3362.930000,"ODEKO manažment s.r.o.",3362.930000,0.0000000000
"1-room apartment","under construction","okres Bytča",2101.580000,"4FIN s.r.o.",2101.580000,0.0000000000
"4-room apartment","partially renovated","okres Martin",1960.471667,"Reality Alpia",2349.400000,0.1983850823
"4-room apartment","partially renovated","okres Žilina",2371.034286,"MGM reality",2076.880000,-0.1240615911
"4-room apartment","partially renovated","okres Dolný Kubín",1831.830000,"FINREA - ak vám záleží na výsledku",NULL,NULL
"4-room apartment","partially renovated","okres Martin",1960.471667,"YNI reality",1777.670000,-0.0932437179
"4-room apartment","partially renovated","okres Žilina",2371.034286,"R2 SK, s.r.o.",2488.110000,0.0493774867
"4-room apartment","partially renovated","okres Žilina",2371.034286,"Direct Real, spol. s r.o.",2249.430000,-0.0512874431
"4-room apartment","partially renovated","okres Kysucké Nové Mesto",1735.425000,"Safe reality s. r. o.",1547.790000,-0.1081204892
"4-room apartment","partially renovated","okres Ružomberok",1890.550000,"A-Byt Consult, s.r.o.",1890.550000,0.0000000000
"4-room apartment","under construction","okres Žilina",2200.266667,"StorkReal s. r. o.",1217.660000,-0.4465852625
"4-room apartment","under construction","okres Žilina",2200.266667,"Reality Alpia",3536.510000,0.6073097198
"4-room apartment","under construction","okres Liptovský Mikuláš",4106.070000,"TATRA CITY RESIDENCE s. r. o.",4106.070000,0.0000000000
"4-room apartment","under construction","okres Žilina",2200.266667,"Realitná kancelária",1846.630000,-0.1607244578
"2-room apartment",unrenovated,"okres Martin",1925.425455,"Realitná kancelária",2300.000000,0.1945411826
"2-room apartment",unrenovated,"okres Žilina",2585.128333,"Reality Alpia",NULL,NULL
"2-room apartment",unrenovated,"okres Dolný Kubín",2106.426667,"HD reality group s.r.o",1566.670000,-0.2562427999
"2-room apartment",unrenovated,"okres Martin",1925.425455,"NajBývanie, s.r.o.",1676.060000,-0.1295118720
"2-room apartment",unrenovated,"okres Námestovo",2090.910000,"BeMi realitná kancelária",2090.910000,0.0000000000
"2-room apartment",unrenovated,"okres Dolný Kubín",2106.426667,"Bosen Group s.r.o.",2571.430000,0.2207545794
"2-room apartment",unrenovated,"okres Martin",1925.425455,"AstonReal s.r.o.",1966.580000,0.0213742604
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,liptoreal,2200.000000,-0.2810069824
"2-room apartment",unrenovated,"okres Dolný Kubín",2106.426667,"FINREA - ak vám záleží na výsledku",2181.180000,0.0354882200
"5+ room apartment","partially renovated","okres Martin",NULL,"Realitná kancelária",NULL,NULL
"5+ room apartment","partially renovated","okres Žilina",2588.316667,"TARGETreal s. r. o.",2448.280000,-0.0541033749
"1-room apartment",unrenovated,"okres Žilina",3173.545000,"RIEŠIME BÝVANIE",3372.090000,0.0625625287
"studio apartment","partially renovated","okres Žilina",4190.105000,"B10 Slovensko, a. s.",NULL,NULL
"studio apartment","partially renovated","okres Žilina",4190.105000,"Safe reality s. r. o.",4677.270000,0.1162655828
"studio apartment","partially renovated","okres Liptovský Mikuláš",1439.390000,"HALO reality, s.r.o.",1439.390000,0.0000000000
"studio apartment","new construction","okres Žilina",4720.000000,"REALITY SPOLU",NULL,NULL
"studio apartment","new construction","okres Liptovský Mikuláš",3370.863333,NULL,1428.570000,-0.5762005579
"studio apartment","new construction","okres Bytča",2343.750000,"Reality Alpia",2343.750000,0.0000000000
"studio apartment","new construction","okres Liptovský Mikuláš",3370.863333,"Direct Real, spol. s r.o.",4444.070000,0.3183773891
"holiday apartment","partially renovated","okres Čadca",3000.000000,"Apollo House",NULL,NULL
"4-room apartment","fully renovated","okres Martin",2216.265000,"Like Reality s.r.o.",2357.140000,0.0635641496
"4-room apartment","fully renovated","okres Kysucké Nové Mesto",1693.190000,NULL,2039.770000,0.2046905545
"4-room apartment","fully renovated","okres Martin",2216.265000,"Financie a reality od A po Z",1905.340000,-0.1402923387
"4-room apartment","fully renovated","okres Martin",2216.265000,"TUreality s.r.o.",2285.710000,0.0313342493
"4-room apartment","fully renovated","okres Bytča",1688.350000,"House Real Žilina",1688.350000,0.0000000000
"4-room apartment","fully renovated","okres Martin",2216.265000,"Buby reality, s.r.o.",2357.140000,0.0635641496
"4-room apartment","fully renovated","okres Martin",2216.265000,"TARGETreal s. r. o.",2415.730000,0.0900005189
"4-room apartment","fully renovated","okres Žilina",2466.374706,"Buby reality, s.r.o.",2357.140000,-0.0442895825
"4-room apartment","fully renovated","okres Liptovský Mikuláš",2814.925000,G-REAL,3334.750000,0.1846674423
"4-room apartment","fully renovated","okres Martin",2216.265000,"Realitná kancelária",2172.620000,-0.0196930421
"4-room apartment","fully renovated","okres Liptovský Mikuláš",2814.925000,"Direct Real, spol. s r.o.",1845.240000,-0.3444798707
"4-room apartment","fully renovated","okres Liptovský Mikuláš",2814.925000,"TUreality s.r.o.",1978.020000,-0.2973098750
maisonette,"new construction","okres Liptovský Mikuláš",2384.420000,"Bosen Group s.r.o.",2616.180000,0.0971976414
house,"under construction","okres Žilina",2196.031250,"DreamReality s.r.o.",1333.330000,-0.3928456164
house,"under construction","okres Žilina",2196.031250,"RIEŠIME BÝVANIE",3038.460000,0.3836141904
house,"under construction","okres Kysucké Nové Mesto",2111.365000,"Nové bývanie",2050.000000,-0.0290641362
house,"under construction","okres Bytča",2425.196667,"Romantické Chalupy, s.r.o.",3664.120000,0.5108547896
house,"under construction","okres Martin",2180.154286,"Reality ASTORIA, s.r.o.",2211.540000,0.0143960977
house,"under construction","okres Turčianske Teplice",1400.592000,"B10 Slovensko, a. s.",592.110000,-0.5772430515
house,"under construction","okres Liptovský Mikuláš",2001.688571,liptoreal,3061.540000,0.5294786833
house,"under construction","okres Liptovský Mikuláš",2001.688571,"HALO reality, s.r.o.",2098.950000,0.0485896909
house,"under construction","okres Martin",2180.154286,"ROMDOM, s. r. o",3333.330000,0.5289422503
house,"under construction","okres Ružomberok",1021.690000,"REALITY SPOLU",1531.180000,0.4986737660
house,"under construction","okres Čadca",1555.091667,"ADH-REAL s.r.o. Hirjaková Adriana",1645.510000,0.0581434104
house,"under construction","okres Čadca",1555.091667,"BeMi realitná kancelária",590.910000,-0.6200159691
house,"under construction","okres Kysucké Nové Mesto",2111.365000,"BeMi realitná kancelária",2172.730000,0.0290641362
house,"under construction","okres Turčianske Teplice",1400.592000,"Reality MT s.r.o.",1690.283333,0.2068349191
house,"under construction","okres Žilina",2196.031250,"R2 SK, s.r.o.",1715.850000,-0.2186586598
house,"under construction","okres Liptovský Mikuláš",2001.688571,donidDevelop,1519.950000,-0.2406660946
house,"under construction","okres Martin",2180.154286,"RES GROUP, s.r.o.",1390.446667,-0.3622255654
"studio apartment",unrenovated,"okres Martin",3080.000000,"RECLOUD Reality a.s.",3080.000000,0.0000000000
"studio apartment","fully renovated","okres Čadca",2130.000000,"JPE. Reality - Jozef Pajer",2130.000000,0.0000000000
"studio apartment","fully renovated","okres Martin",3131.580000,"NajBývanie, s.r.o.",3131.580000,0.0000000000
"studio apartment","fully renovated","okres Dolný Kubín",4820.710000,"RE/MAX Slovakia",4820.710000,0.0000000000
"studio apartment","fully renovated","okres Žilina",4424.838000,"MGM reality",5475.960000,0.2375503917
"4-room apartment","development project","okres Liptovský Mikuláš",3081.190000,"TATRA CITY RESIDENCE s. r. o.",3081.190000,0.0000000000
"other apartment type",unrenovated,"okres Martin",5050.000000,"Reality MT s.r.o.",5050.000000,0.0000000000
"holiday apartment",unrenovated,"okres Liptovský Mikuláš",4536.515000,"Reality Alpia",4398.030000,-0.0305267369
"holiday apartment",unrenovated,"okres Liptovský Mikuláš",4536.515000,"RK 38- Miroslav Antoška",4675.000000,0.0305267369
"holiday apartment",unrenovated,"okres Čadca",2151.160000,"PhDr. Miloš Kocúr - BKM Consulting",2151.160000,0.0000000000
maisonette,"fully renovated","okres Čadca",NULL,"RECLOUD Reality a.s.",NULL,NULL
"1-room apartment","development project","okres Žilina",4008.410000,"Effecting s.r.o.",4008.410000,0.0000000000
loft,"partially renovated","okres Žilina",4184.120000,"Renovo Reality",4184.120000,0.0000000000
loft,"under construction","okres Liptovský Mikuláš",3374.090000,"TATRA CITY RESIDENCE s. r. o.",3374.090000,0.0000000000
house,"fully renovated","okres Martin",1320.420000,"Mgr. Silvia Lukáčová - RealPoint",NULL,NULL
house,"fully renovated","okres Tvrdošín",NULL,"KORIJKOV & AGENTS",NULL,NULL
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"HALO reality, s.r.o.",NULL,NULL
house,"fully renovated","okres Turčianske Teplice",1178.806154,"FINREA - ak vám záleží na výsledku",1000.000000,-0.1516841029
house,"fully renovated","okres Ružomberok",1785.110000,NULL,1352.000000,-0.2426237039
house,"fully renovated","okres Martin",1320.420000,"Reality Simply",NULL,NULL
house,"fully renovated","okres Čadca",1546.860870,"Nestor Capital s.r.o.",1908.745000,0.2339474332
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"RK SPIRIT s.r.o.",1890.777500,0.0768388244
house,"fully renovated","okres Žilina",1807.076250,"Vianema s.r.o.",1815.260000,0.0045287242
house,"fully renovated","okres Martin",1320.420000,"B10 Slovensko, a. s.",1205.628333,-0.0869357227
house,"fully renovated","okres Čadca",1546.860870,"Realitná kancelária",1100.000000,-0.2888823932
house,"fully renovated","okres Martin",1320.420000,"Reality BL, s.r.o.",1251.760000,-0.0519986065
house,"fully renovated","okres Bytča",1029.108000,"1. Reality Rent, s.r.o.",1325.000000,0.2875227867
house,"fully renovated","okres Kysucké Nové Mesto",2019.985000,"Realitné kancelárie SR",790.480000,-0.6086703614
house,"fully renovated","okres Martin",1320.420000,"Realitné kancelárie SR",1545.910000,0.1707714212
house,"fully renovated","okres Kysucké Nové Mesto",2019.985000,"BR ACADEMY, s. r. o.",NULL,NULL
house,"fully renovated","okres Martin",1320.420000,"DOBRÉ REALITY s.r.o.",4189.470000,2.1728313718
house,"fully renovated","okres Turčianske Teplice",1178.806154,NULL,1805.560000,0.5316852511
house,"fully renovated","okres Martin",1320.420000,"Reality AK, spol. s r.o.",967.230000,-0.2674830736
house,"fully renovated","okres Čadca",1546.860870,"PROFI INVEST družstvo",2615.380000,0.6907661515
house,"fully renovated","okres Čadca",1546.860870,"RK Finanz Real, s.r.o.",863.640000,-0.4416821727
house,"fully renovated","okres Žilina",1807.076250,"ADH-REAL s.r.o. Hirjaková Adriana",648.500000,-0.6411330180
house,"fully renovated","okres Žilina",1807.076250,"Realitné kancelárie SR",1755.463333,-0.0285615601
house,"fully renovated","okres Martin",1320.420000,"MAX PROFI REALITY",1789.860000,0.3555232426
house,"fully renovated","okres Martin",1320.420000,"AstonReal s.r.o.",2926.580000,1.2164008422
house,"fully renovated","okres Ružomberok",1785.110000,"OVERENÉ REALITY",1620.000000,-0.0924928996
house,"fully renovated","okres Turčianske Teplice",1178.806154,"TARGETreal s. r. o.",1370.743333,0.1628233602
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,NULL,NULL,NULL
house,"fully renovated","okres Čadca",1546.860870,NULL,1084.373333,-0.2989845732
house,"fully renovated","okres Ružomberok",1785.110000,"NajBývanie, s.r.o.",1860.000000,0.0419525968
house,"fully renovated","okres Žilina",1807.076250,"1. Reality Rent, s.r.o.",1803.335000,-0.0020703332
house,"fully renovated","okres Dolný Kubín",1207.650000,"RK Dalmia s. r. o.",NULL,NULL
house,"fully renovated","okres Dolný Kubín",1207.650000,"Reality Alpia",639.670000,-0.4703183869
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"Realitné kancelárie SR",2552.380000,0.4536358079
house,"fully renovated","okres Žilina",1807.076250,"Realitná kancelária",NULL,NULL
house,"fully renovated","okres Turčianske Teplice",1178.806154,"AstonReal s.r.o.",799.500000,-0.3217714403
house,"fully renovated","okres Martin",1320.420000,"Reality ASTORIA, s.r.o.",435.565000,-0.6701314733
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"FatraReal s. r. o.",889.880000,-0.4931940257
house,"fully renovated","okres Čadca",1546.860870,"SLNOVRAT, s.r.o.",NULL,NULL
house,"fully renovated","okres Žilina",1807.076250,"Realitná kancelária RED, s.r.o.",1851.895714,0.0248021986
house,"fully renovated","okres Čadca",1546.860870,"JPE. Reality - Jozef Pajer",421.430000,-0.7275579154
house,"fully renovated","okres Martin",1320.420000,"Piata Avenue",1871.350000,0.4172384544
house,"fully renovated","okres Čadca",1546.860870,"1. Reality Rent, s.r.o.",1813.890000,0.1726264690
house,"fully renovated","okres Dolný Kubín",1207.650000,"Winners Reality Slovakia, s.r.o.",529.380000,-0.5616445162
house,"fully renovated","okres Žilina",1807.076250,"RIEŠIME BÝVANIE",2065.003333,0.1427317099
house,"fully renovated","okres Bytča",1029.108000,"RIEŠIME BÝVANIE",1391.750000,0.3523847837
house,"fully renovated","okres Martin",1320.420000,"ALT REAL, s.r.o.",1152.850000,-0.1269065903
house,"fully renovated","okres Kysucké Nové Mesto",2019.985000,"MGM reality",1382.450000,-0.3156137298
house,"fully renovated","okres Kysucké Nové Mesto",2019.985000,"BeMi realitná kancelária",3095.240000,0.5323084082
house,"fully renovated","okres Žilina",1807.076250,"RES GROUP, s.r.o.",2890.053333,0.5992979450
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"OVERENÉ REALITY",1286.800000,-0.2671394708
house,"fully renovated","okres Žilina",1807.076250,"B10 Slovensko, a. s.",3074.770000,0.7015164689
house,"fully renovated","okres Martin",1320.420000,"Prom Real",1079.900000,-0.1821541631
house,"fully renovated","okres Martin",1320.420000,"Reality Center, s.r.o.",1002.030000,-0.2411278230
house,"fully renovated","okres Martin",1320.420000,"Reality MT s.r.o.",1811.110000,0.3716166068
house,"fully renovated","okres Čadca",1546.860870,RealityOne,768.120000,-0.5034330398
house,"fully renovated","okres Ružomberok",1785.110000,"TUreality s.r.o.",NULL,NULL
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"KRUPPKY, s.r.o.",NULL,NULL
house,"fully renovated","okres Dolný Kubín",1207.650000,"OREA, s.r.o.",1337.935000,0.1078830787
house,"fully renovated","okres Žilina",1807.076250,"Mamud Reality s. r. o.",1395.420000,-0.2278023686
house,"fully renovated","okres Martin",1320.420000,"Reality Alpia",964.600000,-0.2694748641
house,"fully renovated","okres Ružomberok",1785.110000,"REALITY SPOLU",3804.120000,1.1310283400
house,"fully renovated","okres Liptovský Mikuláš",1755.859333,"RECLOUD Reality a.s.",1452.380000,-0.1728380670
house,"fully renovated","okres Žilina",1807.076250,"TUreality s.r.o.",1370.382500,-0.2416576224
house,"fully renovated","okres Martin",1320.420000,"Realitná kancelária",340.280000,-0.7422941185
house,"new construction","okres Martin",1933.798889,NULL,1582.820000,-0.1814970993
house,"new construction","okres Žilina",2252.985000,"TUreality s.r.o.",1763.480000,-0.2172695335
house,"new construction","okres Turčianske Teplice",2047.482000,"LIF REAL",446.670000,-0.7818442360
house,"new construction","okres Námestovo",1769.402222,"RE/MAX Slovakia",1825.345000,0.0316167671
house,"new construction","okres Martin",1933.798889,"RIEŠIME BÝVANIE",2616.280000,0.3529224858
house,"new construction","okres Liptovský Mikuláš",2309.902500,"MK-CORP s.r.o.",3180.560000,0.3769239178
house,"new construction","okres Liptovský Mikuláš",2309.902500,"Romantické Chalupy, s.r.o.",1625.000000,-0.2965071037
house,"new construction","okres Dolný Kubín",2267.838750,"RE/MAX Slovakia",NULL,NULL
house,"new construction","okres Žilina",2252.985000,"Reality Alpia",645.540000,-0.7134734585
house,"new construction","okres Liptovský Mikuláš",2309.902500,"NajBývanie, s.r.o.",2285.710000,-0.0104733858
house,"new construction","okres Turčianske Teplice",2047.482000,"RIEŠIME BÝVANIE",2616.280000,0.2778036632
house,"new construction","okres Žilina",2252.985000,"BeMi realitná kancelária",2432.690000,0.0797630699
house,"new construction","okres Čadca",1790.622381,"RE/MAX Slovakia",1769.260000,-0.0119301430
house,"new construction","okres Žilina",2252.985000,"1. Reality Rent, s.r.o.",2464.290000,0.0937889067
house,"new construction","okres Dolný Kubín",2267.838750,"RK Dalmia s. r. o.",2465.400000,0.0871143286
house,"new construction","okres Liptovský Mikuláš",2309.902500,"RE/MAX Slovakia",1786.440000,-0.2266167078
house,"new construction","okres Liptovský Mikuláš",2309.902500,liptoreal,NULL,NULL
house,"new construction","okres Ružomberok",2037.406667,"Apollo House",2341.425000,0.1492182871
house,"new construction","okres Bytča",2378.940667,"RS Mansory s.r.o.",NULL,NULL
house,"new construction","okres Ružomberok",2037.406667,"AstonReal s.r.o.",NULL,NULL
house,"new construction","okres Martin",1933.798889,"Romantické Chalupy, s.r.o.",3062.500000,0.5836703689
house,"new construction","okres Žilina",2252.985000,"Realitná kancelária DOM",NULL,NULL
house,"new construction","okres Liptovský Mikuláš",2309.902500,"HALO reality, s.r.o.",4062.745000,0.7588383059
house,"new construction","okres Ružomberok",2037.406667,"bezmaklérov, s.r.o.",3000.000000,0.4724600879
house,"new construction","okres Ružomberok",2037.406667,"Romantické Chalupy, s.r.o.",3888.890000,0.9087451038
house,"new construction","okres Martin",1933.798889,"FINREA - ak vám záleží na výsledku",3443.190000,0.7805315845
house,"new construction","okres Žilina",2252.985000,"ŽILINAREAL, s.r.o.",2130.062500,-0.0545598395
house,"new construction","okres Žilina",2252.985000,"RS Mansory s.r.o.",2319.763333,0.0296399368
house,"new construction","okres Žilina",2252.985000,"DRR INVEST, s. r. o.",1103.630000,-0.5101476486
house,"new construction","okres Čadca",1790.622381,"GAMA Reality, s.r.o.",1395.000000,-0.2209412689
house,"new construction","okres Turčianske Teplice",2047.482000,"Realitné kancelárie SR",1650.000000,-0.1941321096
house,"new construction","okres Námestovo",1769.402222,"Direct Real, spol. s r.o.",1704.920000,-0.0364429417
house,"new construction","okres Žilina",2252.985000,NULL,2442.345000,0.0840484957
house,"new construction","okres Turčianske Teplice",2047.482000,"REALITY SPOLU",NULL,NULL
house,"new construction","okres Bytča",2378.940667,"Realitné kancelárie SR",2599.250000,0.0926081663
house,"new construction","okres Čadca",1790.622381,"VAŠE REALITY s.r.o.",2239.060000,0.2504367329
house,"new construction","okres Liptovský Mikuláš",2309.902500,"PT-com s. r. o.",1346.186667,-0.4172106108
house,"new construction","okres Kysucké Nové Mesto",2071.862857,"Vianema s.r.o.",2526.310000,0.2193422897
house,"new construction","okres Liptovský Mikuláš",2309.902500,"RESIDENCE realitná kancelária",2779.170000,0.2031546786
house,"new construction","okres Martin",1933.798889,"Real Reality Development s.r.o.",3213.530000,0.6617705276
house,"new construction","okres Turčianske Teplice",2047.482000,"RES GROUP, s.r.o.",1680.410000,-0.1792797202
house,"new construction","okres Dolný Kubín",2267.838750,"OREA, s.r.o.",1648.750000,-0.2729862297
house,"new construction","okres Čadca",1790.622381,"MENÍME BÝVANIE",1204.550000,-0.3273009358
house,"new construction","okres Liptovský Mikuláš",2309.902500,"HD reality group s.r.o",1991.670000,-0.1377688019
