property_type,condition,location_district,dis_avg_price,agency,agency_avg_price,price_diff
"holiday apartment","new construction","okres Ružomberok",3446.845833,"All 4 Life, s.r.o.",3490.480000,0.0126591583
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,liptoreal,5192.310000,0.0139005842
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"REALITY SPOLU",4756.760000,-0.0711491142
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Occam New Home",3498.450000,-0.3168588742
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO",4324.325000,-0.1555905476
"holiday apartment","new construction","okres Ružomberok",3446.845833,NULL,3787.880000,0.0989409401
"holiday apartment","new construction","okres Martin",3112.682500,"Realitné kancelárie SR",2774.360000,-0.1086916189
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Juraj Hegyi Reality & Development s.r.o.",7407.220000,0.4464052966
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,Limaxreal,4736.840000,-0.0750388857
"holiday apartment","new construction","okres Ružomberok",3446.845833,"OREA, s.r.o.",3872.500000,0.1234909212
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,NULL,5111.110000,-0.0019553118
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"J.M.H. s.r.o.",4589.025000,-0.1039026698
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Pegas real s.r.o.",2738.520000,-0.4652501434
"holiday apartment","new construction","okres Ružomberok",3446.845833,"DOMUM realitná spoločnosť s. r. o.",3093.750000,-0.1024402744
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Reality Now",4291.850000,-0.1619319296
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"CreeX Reality s.r.o.",6910.140000,0.3493406563
"holiday apartment","new construction","okres Ružomberok",3446.845833,"MK-CORP s.r.o.",3261.450000,-0.0537870975
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"XEMAR realitná spoločnosť s.r.o.",6910.140000,0.3493406563
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Nové bývanie",7521.740000,0.4687675775
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,ZEIRA,6730.770000,0.3143151382
"holiday apartment","new construction","okres Ružomberok",3446.845833,"ARCHEUS Partners a.s.",3330.770000,-0.0336759573
"holiday apartment","new construction","okres Martin",3112.682500,"B10 Slovensko, a. s.",3815.790000,0.2258847473
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"KRUPPKY, s.r.o.",4858.300000,-0.0513214334
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"MK-CORP s.r.o.",3371.554000,-0.3416378124
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"RESIDENCE realitná kancelária",6049.060588,0.1811979763
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Porto Real Group",3229.170000,-0.3694410870
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,jabyvam.sk,4268.455000,-0.1665002632
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"PASS Reality, s.r.o.",NULL,NULL
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Tatra Invest",5352.707500,0.0452213488
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"AstonReal s.r.o.",5217.390000,0.0187979472
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Prvá Realitná Kancelária, s.r.o.",4068.970000,-0.2054536304
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"RK SPIRIT s.r.o.",3639.807500,-0.2892560439
"holiday apartment","new construction","okres Liptovský Mikuláš",5121.123393,"Reality Alpia",4841.630000,-0.0545765785
"1-room apartment","partially renovated","okres Dolný Kubín",2291.670000,"TUreality s.r.o.",2291.670000,0.0000000000
"1-room apartment","partially renovated","okres Martin",2898.635000,"TUreality s.r.o.",2900.000000,0.0004709113
"1-room apartment","partially renovated","okres Martin",2898.635000,"Piata Avenue",3559.320000,0.2279296979
"1-room apartment","partially renovated","okres Turčianske Teplice",2113.460000,"TARGETreal s. r. o.",2113.460000,0.0000000000
"1-room apartment","partially renovated","okres Čadca",2690.757500,"Ing. Marcela Pišteková",NULL,NULL
"1-room apartment","partially renovated","okres Ružomberok",2825.350000,"OVERENÉ REALITY",2125.280000,-0.2477816908
"1-room apartment","partially renovated","okres Čadca",2690.757500,"Renovo Reality",2341.220000,-0.1299030106
"1-room apartment","partially renovated","okres Martin",2898.635000,"Like Reality s.r.o.",2236.840000,-0.2283126368
"1-room apartment","partially renovated","okres Žilina",4218.820000,"R2 SK, s.r.o.",3722.190000,-0.1177177505
"1-room apartment","partially renovated","okres Liptovský Mikuláš",2184.735000,"TUreality s.r.o.",2941.180000,0.3462410773
"holiday apartment","under construction","okres Liptovský Mikuláš",8650.550000,"RK SPIRIT s.r.o.",3821.530000,-0.5582327135
"holiday apartment","under construction","okres Liptovský Mikuláš",8650.550000,NULL,4869.570000,-0.4370797233
"holiday apartment","under construction","okres Liptovský Mikuláš",8650.550000,"Tatry mountain resorts, a.s.",10372.550000,0.1990624874
"holiday apartment","under construction","okres Turčianske Teplice",4459.460000,"Reality MT s.r.o.",4459.460000,0.0000000000
"1-room apartment","fully renovated","okres Čadca",2796.610000,"1. Reality Rent, s.r.o.",2796.610000,0.0000000000
"1-room apartment","fully renovated","okres Liptovský Mikuláš",2449.128333,"KA Real",2753.200000,0.1241550567
"1-room apartment","fully renovated","okres Ružomberok",2878.750000,"A-Byt Consult, s.r.o.",1745.000000,-0.3938341294
"1-room apartment","fully renovated","okres Liptovský Mikuláš",2449.128333,"RESIDENCE realitná kancelária",NULL,NULL
"1-room apartment","fully renovated","okres Liptovský Mikuláš",2449.128333,"XEMAR realitná spoločnosť s.r.o.",1961.745000,-0.1990027743
"1-room apartment","fully renovated","okres Martin",3315.735000,"Reality AK, spol. s r.o.",3152.540000,-0.0492183483
"1-room apartment","fully renovated","okres Ružomberok",2878.750000,"OREA, s.r.o.",4012.500000,0.3938341294
"1-room apartment","fully renovated","okres Žilina",5000.000000,"Bonjour real",5000.000000,0.0000000000
"1-room apartment","fully renovated","okres Liptovský Mikuláš",2449.128333,"A-Byt Consult, s.r.o.",1916.670000,-0.2174072815
"2-room apartment","under construction","okres Ružomberok",3087.710000,"RK SPIRIT s.r.o.",NULL,NULL
"2-room apartment","under construction","okres Liptovský Mikuláš",3457.133333,G-REAL,2168.290000,-0.3728069498
"2-room apartment","under construction","okres Martin",2719.446667,"Constario REALTY s.r.o.",2627.960000,-0.0336416478
"2-room apartment","under construction","okres Kysucké Nové Mesto",3120.960000,"Istrofinal, s. r. o.",3120.960000,0.0000000000
"2-room apartment","under construction","okres Martin",2719.446667,"Realitné kancelárie SR",2727.270000,0.0028768106
"2-room apartment","under construction","okres Martin",2719.446667,"BENCONT DEVELOPMENT, a.s.",2909.630000,0.0699345699
"2-room apartment","under construction","okres Liptovský Mikuláš",3457.133333,"TATRA CITY RESIDENCE s. r. o.",4638.290000,0.3416578284
"2-room apartment","under construction","okres Žilina",3414.465000,"Reality Alpia",3547.720000,0.0390266118
"2-room apartment","under construction","okres Liptovský Mikuláš",3457.133333,"REALITY TATRY",2329.820000,-0.3260832674
"2-room apartment","under construction","okres Ružomberok",3087.710000,"ODEKO manažment s.r.o.",3087.710000,0.0000000000
"2-room apartment","under construction","okres Martin",2719.446667,"CANGURU s.r.o.",2701.693333,-0.0065282891
"1-room apartment","under construction","okres Martin",2892.360000,"Constario REALTY s.r.o.",2892.360000,0.0000000000
"1-room apartment","under construction","okres Žilina",3771.195000,"Realitná kancelária",3611.200000,-0.0424255442
"1-room apartment","under construction","okres Žilina",3771.195000,"Reality Alpia",3931.190000,0.0424255442
"1-room apartment","under construction","okres Liptovský Mikuláš",NULL,"RK SPIRIT s.r.o.",NULL,NULL
"1-room apartment","under construction","okres Kysucké Nové Mesto",1420.210000,"Istrofinal, s. r. o.",1420.210000,0.0000000000
"4-room apartment","partially renovated","okres Martin",1960.471667,"Cooper Real s.r.o",1749.900000,-0.1074086765
"4-room apartment","partially renovated","okres Liptovský Mikuláš",1758.930000,"Direct Real, spol. s r.o.",1495.240000,-0.1499150051
"4-room apartment","partially renovated","okres Liptovský Mikuláš",1758.930000,"HALO reality, s.r.o.",2022.620000,0.1499150051
"4-room apartment","partially renovated","okres Ružomberok",1890.550000,"OVERENÉ REALITY",NULL,NULL
"4-room apartment","partially renovated","okres Žilina",2371.034286,"ACTIVE - Reality, s. r. o.",2297.620000,-0.0309629795
"4-room apartment","partially renovated","okres Žilina",2371.034286,"Reality Alpia",NULL,NULL
"4-room apartment","partially renovated","okres Martin",1960.471667,"NajBývanie, s.r.o.",1451.610000,-0.2595608371
"4-room apartment","partially renovated","okres Bytča",1785.055000,"B10 Slovensko, a. s.",1666.540000,-0.0663929123
"4-room apartment","partially renovated","okres Kysucké Nové Mesto",1735.425000,"MGM reality",1923.060000,0.1081204892
"4-room apartment","partially renovated","okres Martin",1960.471667,"Reality D.P.A.",NULL,NULL
"4-room apartment","partially renovated","okres Bytča",1785.055000,"HALO reality, s.r.o.",1903.570000,0.0663929123
"4-room apartment","partially renovated","okres Martin",1960.471667,"FINREA - ak vám záleží na výsledku",2244.900000,0.1450815831
"4-room apartment","partially renovated","okres Dolný Kubín",1831.830000,"TUreality s.r.o.",1831.830000,0.0000000000
"4-room apartment","partially renovated","okres Žilina",2371.034286,"1. Reality Rent, s.r.o.",2670.340000,0.1262342412
"4-room apartment","partially renovated","okres Žilina",2371.034286,"RIEŠIME BÝVANIE",2517.240000,0.0616632644
"4-room apartment","partially renovated","okres Martin",1960.471667,"Reality Center, s.r.o.",2189.350000,0.1167465650
"4-room apartment","under construction","okres Martin",2542.520000,"Constario REALTY s.r.o.",2542.520000,0.0000000000
"4-room apartment","under construction","okres Kysucké Nové Mesto",2844.571818,"Istrofinal, s. r. o.",2844.571818,0.0000000000
"4-room apartment","under construction","okres Ružomberok",2744.840000,"ODEKO manažment s.r.o.",2744.840000,0.0000000000
"2-room apartment",unrenovated,"okres Martin",1925.425455,"ALFA SALUTO REAL s.r.o",1940.720000,0.0079434626
"2-room apartment",unrenovated,"okres Žilina",2585.128333,"TUreality s.r.o.",2307.690000,-0.1073209130
"2-room apartment",unrenovated,"okres Ružomberok",1159.725000,"NajBývanie, s.r.o.",1735.290000,0.4962943801
"2-room apartment",unrenovated,"okres Žilina",2585.128333,"Crystin reality, s.r.o.",2725.450000,0.0542803486
"2-room apartment",unrenovated,"okres Žilina",2585.128333,"Realitná kancelária RED, s.r.o.",2806.155000,0.0854993016
"2-room apartment",unrenovated,"okres Martin",1925.425455,"RIEŠIME BÝVANIE",1757.140000,-0.0874016984
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,"Realitné kancelárie SR",6882.490000,1.2493010244
"2-room apartment",unrenovated,"okres Martin",1925.425455,"Reality D.P.A.",1270.270000,-0.3402652922
"2-room apartment",unrenovated,"okres Martin",1925.425455,"Like Reality s.r.o.",1928.070000,0.0013734860
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,"OVERENÉ REALITY",2049.180000,-0.3302972219
"2-room apartment",unrenovated,"okres Kysucké Nové Mesto",2111.785000,"Realitná kancelária RED, s.r.o.",2053.570000,-0.0275667267
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,"BeMi realitná kancelária",3207.290000,0.0481905070
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,"RESIDENCE realitná kancelária",2118.640000,-0.3075966515
"2-room apartment",unrenovated,"okres Žilina",2585.128333,"Realitné kancelárie SR",2272.730000,-0.1208444196
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",3059.835000,"RE/MAX Slovakia",1901.410000,-0.3785906756
"2-room apartment",unrenovated,"okres Ružomberok",1159.725000,"Obec Liptovská Lúžna",967.870000,-0.1654314600
"2-room apartment",unrenovated,"okres Martin",1925.425455,"WFG reality, s.r.o.",2222.000000,0.1540306555
"2-room apartment",unrenovated,"okres Turčianske Teplice",1366.670000,NULL,1366.670000,0.0000000000
"2-room apartment",unrenovated,"okres Kysucké Nové Mesto",2111.785000,"HOLESTIAK.sk reality s.r.o.",2170.000000,0.0275667267
"2-room apartment",unrenovated,"okres Žilina",2585.128333,NULL,2592.590000,0.0028863817
"2-room apartment",unrenovated,"okres Martin",1925.425455,"B10 Slovensko, a. s.",2211.540000,0.1485980900
"5+ room apartment","partially renovated","okres Žilina",2588.316667,"RIEŠIME BÝVANIE",2990.000000,0.1551909541
"5+ room apartment","partially renovated","okres Žilina",2588.316667,"Reality IQ, s.r.o.",2326.670000,-0.1010875796
"1-room apartment",unrenovated,"okres Martin",2633.330000,"TUreality s.r.o.",NULL,NULL
"1-room apartment",unrenovated,"okres Žilina",3173.545000,NULL,NULL,NULL
"1-room apartment",unrenovated,"okres Žilina",3173.545000,"MGM reality",NULL,NULL
"1-room apartment",unrenovated,"okres Žilina",3173.545000,"Safe reality s. r. o.",2975.000000,-0.0625625287
"1-room apartment",unrenovated,"okres Martin",2633.330000,"Like Reality s.r.o.",2633.330000,0.0000000000
"1-room apartment",unrenovated,"okres Námestovo",2435.900000,"BeMi realitná kancelária",2435.900000,0.0000000000
"1-room apartment",unrenovated,"okres Tvrdošín",2632.065000,"Vianema s.r.o.",2632.065000,0.0000000000
"studio apartment","partially renovated","okres Čadca",NULL,"Reality Alpia",NULL,NULL
"studio apartment","partially renovated","okres Martin",3750.000000,"FINREA - ak vám záleží na výsledku",3750.000000,0.0000000000
"studio apartment","partially renovated","okres Ružomberok",1003.710000,NULL,1003.710000,0.0000000000
"studio apartment","partially renovated","okres Žilina",4190.105000,"RIEŠIME BÝVANIE",3702.940000,-0.1162655828
"3-room apartment","development project","okres Ružomberok",1725.015000,"ODEKO manažment s.r.o.",1725.015000,0.0000000000
"3-room apartment","development project","okres Žilina",3628.760000,"KORSO Project, s.r.o.",3628.760000,0.0000000000
"studio apartment","new construction","okres Žilina",4720.000000,"RIEŠIME BÝVANIE",4720.000000,0.0000000000
"studio apartment","new construction","okres Liptovský Mikuláš",3370.863333,G-REAL,4239.950000,0.2578231691
"studio apartment","new construction","okres Ružomberok",1815.800000,NULL,1815.800000,0.0000000000
"studio apartment","new construction","okres Dolný Kubín",3996.000000,"OREA, s.r.o.",3996.000000,0.0000000000
"holiday apartment","partially renovated","okres Ružomberok",2507.150000,"Reality Alpia",2676.060000,0.0673713180
"holiday apartment","partially renovated","okres Ružomberok",2507.150000,"NajBývanie, s.r.o.",2338.240000,-0.0673713180
"holiday apartment","partially renovated","okres Tvrdošín",2888.890000,NULL,2888.890000,0.0000000000
"holiday apartment","partially renovated","okres Čadca",3000.000000,NULL,3000.000000,0.0000000000
"2-room apartment","development project","okres Ružomberok",2706.292500,"ODEKO manažment s.r.o.",2706.292500,0.0000000000
"2-room apartment","development project","okres Žilina",5230.550000,"ATP stavby s.r.o.",4916.700000,-0.0600032501
"2-room apartment","development project","okres Žilina",5230.550000,"Teraz, a.s.",5387.475000,0.0300016251
"2-room apartment","development project","okres Dolný Kubín",2716.670000,NULL,2716.670000,0.0000000000
"4-room apartment","fully renovated","okres Martin",2216.265000,"RE/MAX Slovakia",1988.240000,-0.1028870645
"4-room apartment","fully renovated","okres Žilina",2466.374706,"MGM reality",2423.503333,-0.0173823438
"4-room apartment","fully renovated","okres Dolný Kubín",2287.120000,"RK Dalmia s. r. o.",2191.010000,-0.0420222813
"4-room apartment","fully renovated","okres Martin",2216.265000,NULL,2213.980000,-0.0010310139
"4-room apartment","fully renovated","okres Liptovský Mikuláš",2814.925000,"RK SPIRIT s.r.o.",4101.690000,0.4571223034
"4-room apartment","fully renovated","okres Kysucké Nové Mesto",1693.190000,"Safe reality s. r. o.",1346.610000,-0.2046905545
"4-room apartment","fully renovated","okres Martin",2216.265000,"Constario REALTY s.r.o.",2667.420000,0.2035654581
"4-room apartment","fully renovated","okres Žilina",2466.374706,"Realitné kancelárie SR",2663.370000,0.0798724109
"4-room apartment","fully renovated","okres Dolný Kubín",2287.120000,"OREA, s.r.o.",2383.230000,0.0420222813
"4-room apartment","fully renovated","okres Žilina",2466.374706,"LAVENTURA s.r.o.",2500.000000,0.0136334896
"4-room apartment","fully renovated","okres Žilina",2466.374706,"RK4 REALITY",2430.890000,-0.0143873945
"4-room apartment","fully renovated","okres Žilina",2466.374706,"Realitná kancelária RED, s.r.o.",2219.114444,-0.1002525129
"4-room apartment","fully renovated","okres Ružomberok",2000.000000,NULL,2000.000000,0.0000000000
"4-room apartment","fully renovated","okres Žilina",2466.374706,NULL,4734.430000,0.9195907209
"4-room apartment","fully renovated","okres Námestovo",2344.990000,"TUreality s.r.o.",2344.990000,0.0000000000
"4-room apartment","fully renovated","okres Martin",2216.265000,"JKV REAL",1799.330000,-0.1881250663
"other apartment type","new construction","okres Žilina",NULL,"Euro Bauer s.r.o.",NULL,NULL
"holiday apartment","development project","okres Žilina",4965.415000,"KORSO Project, s.r.o.",4965.415000,0.0000000000
maisonette,"new construction","okres Žilina",NULL,"MGM reality",NULL,NULL
maisonette,"new construction","okres Liptovský Mikuláš",2384.420000,"RK SPIRIT s.r.o.",2152.660000,-0.0971976414
"studio apartment",unrenovated,"okres Liptovský Mikuláš",2952.760000,"RESIDENCE realitná kancelária",2952.760000,0.0000000000
"studio apartment",unrenovated,"okres Martin",3080.000000,"Realitná kancelária",3080.000000,0.0000000000
"studio apartment","fully renovated","okres Žilina",4424.838000,"RIEŠIME BÝVANIE",4258.680000,-0.0375512053
"studio apartment","fully renovated","okres Žilina",4424.838000,"Gro & Partners",5428.570000,0.2268403951
"studio apartment","fully renovated","okres Žilina",4424.838000,"PRIMA reality s.r.o.",2241.380000,-0.4934549016
"studio apartment","fully renovated","okres Žilina",4424.838000,"House Real Žilina",4719.600000,0.0666153202
"4-room apartment","development project","okres Žilina",4174.330000,"KORSO Project, s.r.o.",3680.776667,-0.1182353415
"4-room apartment","development project","okres Žilina",4174.330000,"Teraz, a.s.",5654.990000,0.3547060247
"other apartment type",unrenovated,"okres Žilina",726.740000,"WFG reality, s.r.o.",726.740000,0.0000000000
"5+ room apartment",unrenovated,"okres Martin",1407.140000,"RS Mansory s.r.o.",1407.140000,0.0000000000
"5+ room apartment",unrenovated,"okres Žilina",1611.110000,"Realitná kancelária DOM",1611.110000,0.0000000000
"holiday apartment",unrenovated,"okres Ružomberok",3371.286667,"Romantické Chalupy, s.r.o.",3648.650000,0.0822722481
"holiday apartment",unrenovated,"okres Ružomberok",3371.286667,"Reality Alpia",3232.605000,-0.0411361242
"3-room apartment","fully renovated","okres Žilina",2889.718462,"MENS s. r. o.",NULL,NULL
"3-room apartment","fully renovated","okres Čadca",1815.651667,"B10 Slovensko, a. s.",2000.000000,0.1015328746
"3-room apartment","fully renovated","okres Martin",2109.253333,"Reality D.P.A.",2434.780000,0.1543326550
"3-room apartment","fully renovated","okres Martin",2109.253333,"Reality ASTORIA, s.r.o.",NULL,NULL
"3-room apartment","fully renovated","okres Martin",2109.253333,"TARGETreal s. r. o.",1741.570000,-0.1743191902
"3-room apartment","fully renovated","okres Martin",2109.253333,"Constario REALTY s.r.o.",3171.250000,0.5034941277
"3-room apartment","fully renovated","okres Turčianske Teplice",1791.670000,"TARGETreal s. r. o.",1791.670000,0.0000000000
"3-room apartment","fully renovated","okres Čadca",1815.651667,"Vianema s.r.o.",1367.650000,-0.2467442820
"3-room apartment","fully renovated","okres Martin",2109.253333,"Real Reality Development s.r.o.",NULL,NULL
"3-room apartment","fully renovated","okres Žilina",2889.718462,"B10 Slovensko, a. s.",2980.735000,0.0314966801
"3-room apartment","fully renovated","okres Čadca",1815.651667,"PhDr. Miloš Kocúr - BKM Consulting",1797.300000,-0.0101074823
"1-room apartment","new construction","okres Ružomberok",3237.006000,"OREA, s.r.o.",3688.100000,0.1393553178
"1-room apartment","new construction","okres Martin",3375.320000,"CANGURU s.r.o.",3472.220000,0.0287083891
"1-room apartment","new construction","okres Dolný Kubín",3515.150000,NULL,3515.150000,0.0000000000
"1-room apartment","new construction","okres Žilina",4015.358125,"Financial Hotels Management, s.r.o.",4359.090000,0.0856042884
"1-room apartment","new construction","okres Ružomberok",3237.006000,"XEMAR realitná spoločnosť s.r.o.",3695.370000,0.1416012204
"1-room apartment","new construction","okres Ružomberok",3237.006000,donidDevelop,2927.590000,-0.0955870950
"1-room apartment","new construction","okres Ružomberok",3237.006000,"DOMUM realitná spoločnosť s. r. o.",3093.750000,-0.0442557104
"1-room apartment","new construction","okres Ružomberok",3237.006000,"RK SPIRIT s.r.o.",NULL,NULL
"1-room apartment","new construction","okres Liptovský Mikuláš",4113.190000,G-REAL,4778.160000,0.1616677080
"1-room apartment","new construction","okres Martin",3375.320000,"Eli real realitná kancelária",3059.880000,-0.0934548428
"3-room apartment",unrenovated,"okres Martin",1712.116500,"Reality Simply",1517.650000,-0.1135825161
"3-room apartment",unrenovated,"okres Ružomberok",1637.220000,"NajBývanie, s.r.o.",1735.290000,0.0599003188
"3-room apartment",unrenovated,"okres Liptovský Mikuláš",1794.306250,NULL,2164.380000,0.2062489333
"3-room apartment",unrenovated,"okres Ružomberok",1637.220000,"AstonReal s.r.o.",NULL,NULL
"3-room apartment",unrenovated,"okres Turčianske Teplice",NULL,"TUreality s.r.o.",NULL,NULL
"3-room apartment",unrenovated,"okres Martin",1712.116500,"Reality ASTORIA, s.r.o.",NULL,NULL
"3-room apartment",unrenovated,"okres Žilina",2338.332727,"RENOME REAL",NULL,NULL
"3-room apartment",unrenovated,"okres Liptovský Mikuláš",1794.306250,"AstonReal s.r.o.",NULL,NULL
"3-room apartment",unrenovated,"okres Žilina",2338.332727,"MGM reality",2485.690000,0.0630180946
"3-room apartment","new construction","okres Žilina",3174.402286,"RENOME REAL",2336.960000,-0.2638110140
"3-room apartment","new construction","okres Námestovo",1818.456000,"RK Dalmia s. r. o.",2570.650000,0.4136443224
"3-room apartment","new construction","okres Bytča",2170.460000,"TOCA, s.r.o. Realitná činnosť",2170.460000,0.0000000000
"3-room apartment","new construction","okres Žilina",3174.402286,"DreamReality s.r.o.",3684.210000,0.1605995926
"3-room apartment","new construction","okres Námestovo",1818.456000,donidDevelop,1503.570000,-0.1731611873
"3-room apartment","new construction","okres Bytča",2170.460000,"RENOME REAL",NULL,NULL
"3-room apartment","new construction","okres Turčianske Teplice",2186.490000,"IDEÁLNE BÝVANIE, s.r.o.",2186.490000,0.0000000000
"3-room apartment","new construction","okres Kysucké Nové Mesto",2572.368000,"Renovo Reality",2964.290000,0.1523584495
"3-room apartment","new construction","okres Martin",2471.873846,"Reality ASTORIA, s.r.o.",3173.020000,0.2836496511
"3-room apartment","new construction","okres Liptovský Mikuláš",3608.368889,"Bosen Group s.r.o.",3527.510000,-0.0224087092
"3-room apartment","new construction","okres Liptovský Mikuláš",3608.368889,"Direct Real, spol. s r.o.",3160.920000,-0.1240030891
"2-room apartment","partially renovated","okres Námestovo",NULL,NULL,NULL,NULL
"2-room apartment","partially renovated","okres Ružomberok",2183.822000,"BeMi realitná kancelária",2048.560000,-0.0619381983
"2-room apartment","partially renovated","okres Ružomberok",2183.822000,"OVERENÉ REALITY",2481.480000,0.1363014019
"2-room apartment","partially renovated","okres Žilina",2872.318947,"Reality IQ, s.r.o.",3305.080000,0.1506660858
"2-room apartment","partially renovated","okres Martin",1886.342000,"Reality MT s.r.o.",1875.000000,-0.0060126955
"2-room apartment","partially renovated","okres Žilina",2872.318947,"B10 Slovensko, a. s.",2967.190000,0.0330294284
"2-room apartment","partially renovated","okres Žilina",2872.318947,"RENOME REAL",2980.000000,0.0374892395
"2-room apartment","partially renovated","okres Čadca",1970.446667,"SLNOVRAT, s.r.o.",NULL,NULL
"2-room apartment","partially renovated","okres Liptovský Mikuláš",2351.439000,"ADOMOS REAL s.r.o.",2088.610000,-0.1117736841
"2-room apartment","partially renovated","okres Tvrdošín",2048.158000,"HD reality group s.r.o",1984.000000,-0.0313247318
"2-room apartment","partially renovated","okres Martin",1886.342000,"Reality AK, spol. s r.o.",1696.970000,-0.1003911274
"2-room apartment","partially renovated","okres Ružomberok",2183.822000,"RE/MAX Slovakia",1791.040000,-0.1798598970
"2-room apartment","partially renovated","okres Martin",1886.342000,"FINREA - ak vám záleží na výsledku",2005.890000,0.0633755703
"2-room apartment","partially renovated","okres Liptovský Mikuláš",2351.439000,"Direct Real, spol. s r.o.",2103.510000,-0.1054371387
"2-room apartment","partially renovated","okres Liptovský Mikuláš",2351.439000,"HD reality group s.r.o",2658.000000,0.1303716575
"3-room apartment","partially renovated","okres Čadca",1920.963333,"BeMi realitná kancelária",1837.500000,-0.0434486862
"3-room apartment","partially renovated","okres Liptovský Mikuláš",2084.653077,"AstonReal s.r.o.",NULL,NULL
"3-room apartment","partially renovated","okres Martin",1871.712143,"Felicita Real s. r. o.",1885.960000,0.0076122052
"3-room apartment","partially renovated","okres Žilina",2360.442222,"Realitná kancelária",NULL,NULL
"3-room apartment","partially renovated","okres Martin",1871.712143,"MAX PROFI REALITY",2000.000000,0.0685403776
"3-room apartment","partially renovated","okres Liptovský Mikuláš",2084.653077,"RE/MAX Slovakia",1117.020000,-0.4641698361
"3-room apartment","partially renovated","okres Dolný Kubín",1965.280000,"Bosen Group s.r.o.",1965.280000,0.0000000000
"3-room apartment","partially renovated","okres Turčianske Teplice",1384.925000,"HALO reality, s.r.o.",955.560000,-0.3100276188
"3-room apartment","partially renovated","okres Čadca",1920.963333,"MENÍME BÝVANIE",1316.780000,-0.3145210128
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",2123.590000,"SLNOVRAT, s.r.o.",NULL,NULL
"3-room apartment","partially renovated","okres Žilina",2360.442222,"B10 Slovensko, a. s.",3349.900000,0.4191832229
"3-room apartment","partially renovated","okres Žilina",2360.442222,"RIEŠIME BÝVANIE",2063.490000,-0.1258036393
"3-room apartment","partially renovated","okres Turčianske Teplice",1384.925000,"Ing.Zuzana Paverová",1814.290000,0.3100276188
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",2123.590000,"MGM reality",NULL,NULL
"3-room apartment","partially renovated","okres Martin",1871.712143,"Reality MT s.r.o.",1911.760000,0.0213963761
"3-room apartment","partially renovated","okres Liptovský Mikuláš",2084.653077,"ŠIRINY, s.r.o.",1862.500000,-0.1065659699
"3-room apartment","partially renovated","okres Žilina",2360.442222,"TARGETreal s. r. o.",2479.170000,0.0502989554
"3-room apartment","partially renovated","okres Martin",1871.712143,"Reality Center, s.r.o.",1975.210000,0.0552958196
"3-room apartment","partially renovated","okres Žilina",2360.442222,"Realitné kancelárie SR",2607.250000,0.1045599743
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",2123.590000,"ROSA reality",2000.000000,-0.0581986165
"3-room apartment","partially renovated","okres Čadca",1920.963333,"bezmaklérov, s.r.o.",1835.530000,-0.0444742133
"3-room apartment","partially renovated","okres Čadca",1920.963333,"Reality IQ, s.r.o.",1899.210000,-0.0113241792
"4-room apartment","new construction","okres Žilina",2968.784762,"Realitná kancelária RED, s.r.o.",2863.640000,-0.0354167683
"4-room apartment","new construction","okres Žilina",2968.784762,"Piata Avenue",2863.640000,-0.0354167683
"4-room apartment","new construction","okres Ružomberok",2482.890000,"BB - REALITY,  s.r.o.",2461.540000,-0.0085988505
"4-room apartment","new construction","okres Bytča",2895.350000,"Realitná kancelária RED, s.r.o.",2895.350000,0.0000000000
"4-room apartment","new construction","okres Dolný Kubín",2046.670000,"RK Dalmia s. r. o.",2046.670000,0.0000000000
