offer_id,agency,property_category,property_type,condition,location_district,location_area,area_price_category,area_price_index,price_m2,segment_avg_price,pricing_index,agency_listings,all_listings
JuUlwzFbYFD,NULL,land,NULL,NULL,"okres Dolný Kubín",Kraľovany,cheap,-24.34,35.00,35.00,0.0000,1,1
JuVIY0GAADR,NULL,land,NULL,NULL,"okres Ružomberok","Liptovské Sliače",average,-7.12,99.00,69.50,0.4245,2,2
JuYB0zOc7gD,NULL,land,NULL,NULL,"okres Ružomberok","Liptovské Sliače",average,-7.12,40.00,69.50,-0.4245,2,2
Ju-s0a69uoP,NULL,house,NULL,"fully renovated","okres Žilina",Rajec,average,-11.29,NULL,NULL,NULL,1,1
JugeXc96z-v,NULL,house,NULL,"new construction","okres Dolný Kubín",Mokraď,premium,65.60,NULL,NULL,NULL,1,1
JuwqK7Dudy6,NULL,house,NULL,"new construction","okres Liptovský Mikuláš","Liptovské Kľačany",expensive,8.20,NULL,NULL,NULL,1,1
Ju4sn1YIbXo,NULL,house,NULL,"new construction","okres Námestovo",Vavrečka,premium,46.31,NULL,NULL,NULL,1,1
JuEHqE5JgWy,NULL,house,NULL,"new construction","okres Tvrdošín",Zábiedovo,cheap,-17.91,NULL,NULL,NULL,1,1
JuYd_ySpDkY,NULL,house,NULL,"partially renovated","okres Martin",Priekopa,premium,55.82,NULL,84663.33,NULL,1,2
Jup4EgHcPTP,NULL,house,NULL,"partially renovated","okres Ružomberok","Liptovské Revúce","very cheap",-42.77,NULL,NULL,NULL,1,1
JugmUi1YrCL,NULL,house,NULL,"partially renovated","okres Turčianske Teplice",Jasenovo,NULL,NULL,NULL,NULL,NULL,1,1
JuirYeDybOq,NULL,house,NULL,"partially renovated","okres Žilina",Podhorie,expensive,19.77,NULL,NULL,NULL,1,1
JuPV9PU2Pc2,NULL,house,NULL,unrenovated,"okres Čadca",Zákopčie,cheap,-18.02,NULL,NULL,NULL,1,1
JurM0RjMVTd,NULL,house,NULL,unrenovated,"okres Liptovský Mikuláš","Liptovské Beharovce","very cheap",-55.88,NULL,NULL,NULL,1,1
Ju3I_NXNtd2,NULL,house,NULL,unrenovated,"okres Turčianske Teplice","Turčiansky Michal",average,-11.08,NULL,NULL,NULL,1,1
Juc74a1hN-t,NULL,house,NULL,unrenovated,"okres Žilina",Mojš,average,0.39,NULL,NULL,NULL,1,1
JuuSRj_dS1E,NULL,apartment,"1-room apartment","fully renovated","okres Martin",Ľadoveň,average,-5.00,3316.67,3316.67,0.0000,1,1
JudrbteyWzE,NULL,apartment,"1-room apartment","new construction","okres Dolný Kubín",Brezovec,average,-1.33,3515.15,3515.15,0.0000,1,1
JuqDuiRmYdZ,NULL,apartment,"1-room apartment",unrenovated,"okres Žilina",Vlčince,premium,39.03,NULL,2975.00,NULL,1,3
JuuuYAHYGX8,NULL,apartment,"2-room apartment","development project","okres Dolný Kubín",Brezovec,average,-1.33,2716.67,2716.67,0.0000,1,1
JubsYNuv_gH,NULL,apartment,"2-room apartment","development project","okres Dolný Kubín",Stred,average,-5.26,NULL,NULL,NULL,1,1
JuZrguawZAO,NULL,apartment,"2-room apartment","fully renovated","okres Bytča","Veľká Bytča",expensive,8.56,2343.59,2343.59,0.0000,1,1
JuEHAn3LwGR,NULL,apartment,"2-room apartment","fully renovated","okres Dolný Kubín",Stred,average,-5.26,2314.29,2314.29,0.0000,1,1
Jux-AEYjDab,NULL,apartment,"2-room apartment","fully renovated","okres Žilina",Solinky,expensive,24.79,3500.00,3519.90,-0.0057,1,2
JuFc31jRHf3,NULL,apartment,"2-room apartment","fully renovated","okres Žilina",Vlčince,premium,39.03,2846.15,2931.48,-0.0291,1,4
JuUG1bLiAAp,NULL,apartment,"2-room apartment","new construction","okres Bytča","Veľké Rovné",average,-9.95,3000.00,3000.00,0.0000,1,1
Juiqajk1kjr,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3253.49,3233.67,0.0061,6,7
Jubm9fi-mY2v,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3502.13,3233.67,0.0830,6,7
JuUgt1O2AUN,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3640.48,3233.67,0.1258,6,7
JuqAM-ZO9ir,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3563.64,3233.67,0.1020,6,7
JuN_WBxnd6g,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3108.89,3233.67,-0.0386,6,7
Ju2vUj8wFP4,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3108.89,3233.67,-0.0386,6,7
JuMuHR9ALAx,NULL,apartment,"2-room apartment","new construction","okres Liptovský Mikuláš",Prekážka,average,-4.07,2500.00,2500.00,0.0000,1,1
JuITiNm8gMP,NULL,apartment,"2-room apartment","new construction","okres Martin",Stred,expensive,19.38,2796.88,2769.70,0.0098,2,6
Ju5Yoj_C-t-,NULL,apartment,"2-room apartment","new construction","okres Martin",Stred,expensive,19.38,2946.43,2769.70,0.0638,2,6
JuJCzmrTicR,NULL,apartment,"2-room apartment","new construction","okres Martin",Záturčie,average,-12.61,3250.00,3250.00,0.0000,1,2
JujVD_-rIKd,NULL,apartment,"2-room apartment","new construction","okres Ružomberok",Hrabovo,average,-7.51,3637.50,3702.07,-0.0174,1,3
JukRhMNGZ-C,NULL,apartment,"2-room apartment","new construction","okres Ružomberok",Roveň,average,-12.14,2610.64,2610.64,0.0000,1,1
JuP6ftsrJ5D,NULL,apartment,"2-room apartment","new construction","okres Žilina",Hliny,expensive,11.48,3798.18,3798.18,0.0000,1,2
JuWJdu9GaUY,NULL,apartment,"2-room apartment","new construction","okres Žilina",Kunerad,expensive,8.95,4234.04,4234.04,0.0000,1,2
JuwgpofL0aK,NULL,apartment,"2-room apartment","partially renovated","okres Námestovo",NULL,NULL,NULL,NULL,NULL,NULL,1,1
Ju4hZgzLszu,NULL,apartment,"2-room apartment","partially renovated","okres Tvrdošín",Trstená,average,-10.23,2000.00,1992.00,0.0040,1,2
Juq8SVDOmLX,NULL,apartment,"2-room apartment","partially renovated","okres Žilina",Solinky,expensive,24.79,3208.33,3171.62,0.0116,1,3
JuUknu_3A4k,NULL,apartment,"2-room apartment","partially renovated","okres Žilina","Staré mesto",expensive,25.24,2638.89,2992.88,-0.1183,1,5
Ju_yl2A922o,NULL,apartment,"2-room apartment",unrenovated,"okres Turčianske Teplice",Stred,cheap,-16.60,1366.67,1366.67,0.0000,1,1
Juvk9S_5ltU,NULL,apartment,"2-room apartment",unrenovated,"okres Žilina",Hliny,expensive,11.48,2592.59,2579.51,0.0051,1,5
JuR7qWw7H0C,NULL,apartment,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto",average,1.93,4200.00,3556.52,0.1809,1,3
JuiHekkzZ0E,NULL,apartment,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",average,1.84,NULL,2386.67,NULL,1,2
JuhBW328SAS,NULL,apartment,"3-room apartment","fully renovated","okres Martin","Horné Vrútky",average,-10.79,2387.91,2079.02,0.1486,1,5
Jub-qUAwi4z,NULL,apartment,"3-room apartment","fully renovated","okres Martin",Košúty,average,-3.60,2031.25,2015.63,0.0077,1,3
JukApNg-M8K,NULL,apartment,"3-room apartment","fully renovated","okres Žilina","Malá Praha",premium,74.15,3674.58,3674.58,0.0000,1,1
JuD4zRss3yP,NULL,apartment,"3-room apartment","fully renovated","okres Žilina",Solinky,expensive,24.79,2500.00,2592.86,-0.0358,1,2
JuFvtb1f76m,NULL,apartment,"3-room apartment","fully renovated","okres Žilina",Vlčince,premium,39.03,3041.67,2883.51,0.0548,1,6
JuBIZmW7FwQ,NULL,apartment,"3-room apartment","new construction","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2422.54,2474.39,-0.0210,1,4
JuvOboUvobu,NULL,apartment,"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3781.25,3516.49,0.0753,2,2
JuZ68DUQRpn,NULL,apartment,"3-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové",cheap,-20.16,3251.72,3516.49,-0.0753,2,2
JuySZhvO7pX,NULL,apartment,"3-room apartment","new construction","okres Ružomberok","Staré mesto",average,-14.78,2459.26,2494.84,-0.0143,2,2
JunJQlPuUZ5,NULL,apartment,"3-room apartment","new construction","okres Ružomberok","Staré mesto",average,-14.78,2530.41,2494.84,0.0143,2,2
Ju0haPUlmUa,NULL,apartment,"3-room apartment","new construction","okres Žilina",Hliny,expensive,11.48,NULL,NULL,NULL,1,2
JujYXXx5gXi,NULL,apartment,"3-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,3223.45,3410.80,-0.0549,2,9
JuuIsQ7Faa3,NULL,apartment,"3-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,2500.00,3410.80,-0.2670,2,9
JuhnGApypwY,NULL,apartment,"3-room apartment","new construction","okres Žilina",Vlčince,premium,39.03,3076.09,3177.28,-0.0318,2,11
Jul8pXByFOl,NULL,apartment,"3-room apartment","new construction","okres Žilina",Vlčince,premium,39.03,3472.83,3177.28,0.0930,2,11
Ju0hF7AM_5h,NULL,apartment,"3-room apartment","partially renovated","okres Čadca",Kyčerka,cheap,-16.23,2213.85,2025.68,0.0929,1,4
JuRhJZ24FBr,NULL,apartment,"3-room apartment","partially renovated","okres Ružomberok",Ľubochňa,expensive,18.96,1641.03,1653.78,-0.0077,1,2
JuvEgSpY9yR,NULL,apartment,"3-room apartment","partially renovated","okres Ružomberok","Staré mesto",average,-14.78,2920.00,2920.00,0.0000,2,2
Ju4j49rCz8N,NULL,apartment,"3-room apartment","partially renovated","okres Ružomberok","Staré mesto",average,-14.78,NULL,2920.00,NULL,2,2
JuGDxnx-MGv,NULL,apartment,"3-room apartment","partially renovated","okres Turčianske Teplice",Stred,cheap,-16.60,NULL,1814.29,NULL,1,3
Ju5VjRRX_4J,NULL,apartment,"3-room apartment","partially renovated","okres Žilina",Hliny,expensive,11.48,NULL,2420.34,NULL,1,4
Juzy2CD4C3Q,NULL,apartment,"3-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto",average,1.93,NULL,4009.29,NULL,1,3
JuCyeszuCeF,NULL,apartment,"3-room apartment",unrenovated,"okres Čadca","Sídlisko 3",average,-6.71,1723.08,1772.83,-0.0281,1,2
JuK5fZIIPNG,NULL,apartment,"3-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,average,-1.33,2875.00,2484.55,0.1572,1,2
Juk5yDVhn6R,NULL,apartment,"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Staré mesto",average,1.93,2164.38,2164.38,0.0000,1,2
JuUgOGFJBDF,NULL,apartment,"4-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2039.77,2039.77,0.0000,1,1
JujtAMfUep-,NULL,apartment,"4-room apartment","fully renovated","okres Martin",Stred,expensive,19.38,2213.98,2389.04,-0.0733,1,3
JuVTyDRO6Fo,NULL,apartment,"4-room apartment","fully renovated","okres Ružomberok",Klačno,cheap,-18.24,2000.00,2000.00,0.0000,1,1
Ju892FRo72v,NULL,apartment,"4-room apartment","fully renovated","okres Žilina","Staré mesto",expensive,25.24,4734.43,2619.81,0.8072,1,8
Juy6Dr8MOeS,NULL,apartment,"4-room apartment","fully renovated","okres Žilina",Vlčince,premium,39.03,NULL,2507.26,NULL,1,5
JuZUmgJDVA2,NULL,apartment,"4-room apartment","new construction","okres Ružomberok","Staré mesto",average,-14.78,2504.24,2482.89,0.0086,1,2
JuaD4qSzRhl,NULL,apartment,"4-room apartment","new construction","okres Žilina","Dolný Hričov",average,-4.26,2083.33,2083.33,0.0000,1,1
JuhBe2gFJxv,NULL,apartment,"4-room apartment","new construction","okres Žilina",Hliny,expensive,11.48,NULL,1783.09,NULL,1,3
JuV8a82JG_s,NULL,apartment,"4-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,3560.27,3508.33,0.0148,3,7
Ju_mO5F1KAW,NULL,apartment,"4-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,3238.65,3508.33,-0.0769,3,7
JuT4OhvaBo8,NULL,apartment,"4-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,3459.31,3508.33,-0.0140,3,7
JuNaVEIvSqO,NULL,house,"extra large house","new construction","okres Žilina",Bytčica,expensive,18.76,771.08,771.08,0.0000,1,1
Ju0kW7lOKRF,NULL,house,"extra large house","new construction","okres Žilina",Lietava,cheap,-29.52,NULL,NULL,NULL,1,1
Juq7eJIJyLK,NULL,house,"extra large house","partially renovated","okres Námestovo",Klin,NULL,NULL,NULL,NULL,NULL,1,1
Ju9Mn4e894N,NULL,house,"extra large house","partially renovated","okres Žilina",Ďurčiná,"very cheap",-51.64,725.00,725.00,0.0000,1,1
JuJ545cqJWH,NULL,house,"extra large house",unrenovated,"okres Kysucké Nové Mesto",Povina,average,-11.94,1008.67,1008.67,0.0000,1,1
JuPdbj_I7Hc,NULL,house,"extra large house",unrenovated,"okres Ružomberok",Černová,"very cheap",-85.42,149.46,149.46,0.0000,1,1
JuCjQgzupuY,NULL,land,"extra large plot",NULL,"okres Bytča","Veľká Bytča",expensive,8.56,NULL,NULL,NULL,1,2
Ju4HZvYxEQL,NULL,land,"extra large plot",NULL,"okres Dolný Kubín",Párnica,average,-14.71,69.00,59.00,0.1695,2,4
JujO5TgvXtG,NULL,land,"extra large plot",NULL,"okres Dolný Kubín",Párnica,average,-14.71,NULL,59.00,NULL,2,4
Ju-TgYUkwq0,NULL,land,"extra large plot",NULL,"okres Kysucké Nové Mesto",Snežnica,average,3.88,9.00,9.00,0.0000,1,2
Ju2NQev2SId,NULL,land,"extra large plot",NULL,"okres Liptovský Mikuláš",Jakubovany,cheap,-23.74,8.00,8.00,0.0000,1,1
JuxLDdGxofv,NULL,land,"extra large plot",NULL,"okres Liptovský Mikuláš",Kvačany,cheap,-18.87,65.00,65.00,0.0000,1,2
Ju3oEfAZYzP,NULL,land,"extra large plot",NULL,"okres Liptovský Mikuláš",Východná,cheap,-25.31,13.06,13.06,0.0000,1,2
JuCxQUnpNN5,NULL,land,"extra large plot",NULL,"okres Turčianske Teplice",Diviaky,average,-14.37,25.00,25.00,0.0000,1,1
JuQXoAMiC5M,NULL,land,"extra large plot",NULL,"okres Žilina",Kunerad,expensive,8.95,60.00,60.00,0.0000,1,1
JuMZVzeIVRp,NULL,apartment,"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,average,-7.51,3547.60,3120.34,0.1369,1,4
Ju_TGzIFNk3,NULL,apartment,"holiday apartment","new construction","okres Liptovský Mikuláš",Demänová,premium,36.87,NULL,4467.15,NULL,1,15
JuMDiaehTE4,NULL,apartment,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",premium,84.23,NULL,5609.23,NULL,1,40
JuJrPj7p6LA,NULL,apartment,"holiday apartment","new construction","okres Liptovský Mikuláš","Pavčina Lehota",expensive,18.57,5111.11,5111.11,0.0000,1,2
JuVihEbzRbP,NULL,apartment,"holiday apartment","new construction","okres Ružomberok",Hrabovo,average,-7.51,3787.88,3345.34,0.1323,1,5
JumSU3uP1r7,NULL,apartment,"holiday apartment","partially renovated","okres Čadca",Oščadnica,cheap,-22.04,3000.00,3000.00,0.0000,1,1
JuuAb4gfi_M,NULL,apartment,"holiday apartment","partially renovated","okres Tvrdošín","Suchá Hora",expensive,5.98,2888.89,2888.89,0.0000,1,1
Ju-S5IE7Y0K,NULL,apartment,"holiday apartment","under construction","okres Liptovský Mikuláš","Závažná Poruba",average,-6.90,4869.57,4869.57,0.0000,1,1
JuT41GyTcye,NULL,house,"large house","fully renovated","okres Čadca",Makov,"very cheap",-43.27,1268.12,1056.04,0.2008,2,3
JuyniXzYO6f,NULL,house,"large house","fully renovated","okres Čadca",Makov,"very cheap",-43.27,950.00,1056.04,-0.1004,2,3
Ju67L89jvFA,NULL,house,"large house","fully renovated","okres Martin",Jahodníky,expensive,9.68,NULL,1677.77,NULL,1,4
Juw56vbFeXZ,NULL,house,"large house","fully renovated","okres Martin","Karvaša a Bláhovca",average,-11.99,672.41,986.21,-0.3182,1,2
Ju5k47Z1Q5X,NULL,house,"large house","fully renovated","okres Žilina",Bánová,average,-7.70,1935.34,1192.55,0.6229,1,3
JuFjizTs4O6,NULL,house,"large house","new construction","okres Čadca",Oščadnica,cheap,-22.04,1843.75,2041.41,-0.0968,1,3
JunQKWe1VdC,NULL,house,"large house","new construction","okres Čadca",Raková,cheap,-22.06,NULL,NULL,NULL,1,1
Ju1Ow9ypb4x,NULL,house,"large house","new construction","okres Námestovo","Oravská Lesná",cheap,-20.20,1874.36,1874.36,0.0000,1,1
Ju1ogGmfwSn,NULL,house,"large house","new construction","okres Žilina",Konská,average,-12.32,1688.37,1688.37,0.0000,1,2
JutjBXS2rky,NULL,house,"large house","new construction","okres Žilina",Trnové,premium,40.34,2166.67,2216.02,-0.0223,1,3
JuP-ssdj9MS,NULL,house,"large house","partially renovated","okres Čadca",Oščadnica,cheap,-22.04,805.56,820.28,-0.0179,1,3
JurFmDveVmQ,NULL,house,"large house","partially renovated","okres Čadca",Radôstka,"very cheap",-41.55,1056.18,1056.18,0.0000,1,1
JuybIukKsI-,NULL,house,"large house","partially renovated","okres Kysucké Nové Mesto",Ochodnica,"very cheap",-45.21,736.32,802.73,-0.0827,1,2
JuDuqsttF6H,NULL,house,"large house","partially renovated","okres Liptovský Mikuláš","Staré mesto",average,1.93,996.67,996.67,0.0000,1,1
JuCptOdcKVJ,NULL,house,"large house","partially renovated","okres Martin",Turany,cheap,-32.68,1249.58,1249.58,0.0000,1,1
JuWTFerinZc,NULL,house,"large house","partially renovated","okres Námestovo",Stred,expensive,5.40,1444.44,1444.44,0.0000,1,1
JuiyJgEkcp7,NULL,house,"large house",unrenovated,"okres Dolný Kubín",Veličná,expensive,14.21,1058.82,1058.82,0.0000,1,1
JutKedpOXQk,NULL,house,"large house",unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča",cheap,-18.55,857.14,857.14,0.0000,1,1
JuHzPHOV8gk,NULL,house,"large house",unrenovated,"okres Martin",Valča,cheap,-16.01,923.42,461.72,1.0000,1,2
JuhnPs38z4P,NULL,house,"large house",unrenovated,"okres Žilina","Rajecké Teplice",expensive,5.08,1608.26,1247.19,0.2895,1,2
JuXifi6XaeN,NULL,house,"large house",unrenovated,"okres Žilina",Závodie,expensive,15.24,NULL,1369.00,NULL,2,6
JuhczzRboRF,NULL,house,"large house",unrenovated,"okres Žilina",Závodie,expensive,15.24,2004.31,1369.00,0.4641,2,6
JurcJ2k2neE,NULL,land,"large plot",NULL,"okres Bytča",Súľov-Hradná,"very cheap",-51.52,69.86,69.86,0.0000,1,2
JuCZD2XgLKU,NULL,land,"large plot",NULL,"okres Čadca",Kalinov,"very cheap",-42.32,49.00,52.00,-0.0577,1,2
Ju_utm8DAV9,NULL,land,"large plot",NULL,"okres Čadca",Rieka,cheap,-35.46,99.00,74.33,0.3319,1,3
JuUxR9kCtc9,NULL,land,"large plot",NULL,"okres Dolný Kubín","Horná Lehota","very cheap",-62.79,38.00,38.00,0.0000,1,2
JuJNd1CrfWJ,NULL,land,"large plot",NULL,"okres Kysucké Nové Mesto",Radoľa,premium,51.96,NULL,NULL,NULL,1,1
Ju22ZGBmO93,NULL,land,"large plot",NULL,"okres Liptovský Mikuláš","Liptovská Anna",average,-4.78,90.00,90.00,0.0000,1,2
JujdYIr-c-p,NULL,land,"large plot",NULL,"okres Liptovský Mikuláš","Liptovské Beharovce","very cheap",-55.88,70.00,60.00,0.1667,1,2
JuFdP62I-_O,NULL,land,"large plot",NULL,"okres Liptovský Mikuláš",Prosiek,average,-5.17,18.70,18.70,0.0000,1,2
JuywSKYexoR,NULL,land,"large plot",NULL,"okres Tvrdošín",Zábiedovo,cheap,-17.91,80.00,80.00,0.0000,1,1
JuaG4dc-Ff7B,NULL,land,"large plot",NULL,"okres Žilina",Hôrky,expensive,24.36,205.00,202.50,0.0123,1,2
Ju0UqyDriGS,NULL,land,"large plot",NULL,"okres Žilina",Lietava,cheap,-29.52,67.32,98.66,-0.3177,1,2
JuR03LYWket,NULL,land,"large plot",NULL,"okres Žilina",Stráňavy,premium,50.92,106.25,106.25,0.0000,1,2
JuipKl1rZoI,NULL,house,"medium house","fully renovated","okres Čadca","Vysoká nad Kysucou","very cheap",-45.14,1035.00,1056.67,-0.0205,1,3
Ju9dPAZvZDN,NULL,house,"medium house","fully renovated","okres Liptovský Mikuláš","Liptovská Porúbka",cheap,-37.00,NULL,1564.89,NULL,1,2
JuMud2YGw9_,NULL,house,"medium house","fully renovated","okres Ružomberok",Likavka,expensive,15.22,1352.00,2266.34,-0.4034,1,2
JuVnevlBgml,NULL,house,"medium house","fully renovated","okres Turčianske Teplice",Stred,cheap,-16.60,1805.56,1805.56,0.0000,1,1
JuYGxQztZEP,NULL,house,"medium house","new construction","okres Liptovský Mikuláš","Liptovské Kľačany",expensive,8.20,2320.39,2156.03,0.0762,1,2
Ju5l4eqQWuo,NULL,house,"medium house","new construction","okres Martin","Dolný Kalník",expensive,19.12,1893.94,2724.75,-0.3049,1,2
Ju0haqvRmrK,NULL,house,"medium house","new construction","okres Martin",Slovany,cheap,-17.88,1271.70,1504.45,-0.1547,1,5
JujyaTVjwhA,NULL,house,"medium house","new construction","okres Námestovo",Stred,expensive,5.40,NULL,NULL,NULL,1,1
JuyMjKXoFpJ,NULL,house,"medium house","new construction","okres Žilina",Bytčica,expensive,18.76,2837.40,2837.40,0.0000,1,1
Ju6Y8lDrPPx,NULL,house,"medium house","new construction","okres Žilina",Hôrky,expensive,24.36,3253.62,3144.05,0.0348,1,3
Ju39TpZdQum,NULL,house,"medium house","new construction","okres Žilina",Mojš,average,0.39,1924.14,2646.91,-0.2731,1,3
JuCuq9xsJt1,NULL,house,"medium house","new construction","okres Žilina",Rosina,expensive,26.83,3303.73,3597.86,-0.0818,1,3
Ju-Ov-V98je,NULL,house,"medium house","new construction","okres Žilina",Svederník,expensive,24.98,3593.75,3141.38,0.1440,1,4
JuOCwLlVc6x,NULL,house,"medium house","partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec",average,-12.67,2210.14,2210.14,0.0000,1,1
JuAaa-osCgW,NULL,house,"medium house","partially renovated","okres Turčianske Teplice",Turček,cheap,-37.71,1619.05,1120.24,0.4453,1,2
Ju50VIWT3Qq,NULL,house,"medium house",unrenovated,"okres Čadca","Nová Bystrica",cheap,-25.30,627.86,627.86,0.0000,1,1
Jup1g8TJ1Ud,NULL,house,"medium house",unrenovated,"okres Martin","Kláštor pod Znievom",average,-12.27,3232.76,1959.72,0.6496,1,2
JuOZyO98HPQT,NULL,house,"medium house",unrenovated,"okres Martin",Sučany,cheap,-19.13,888.89,888.89,0.0000,1,2
Ju7kXMAX0QT,NULL,house,"medium house",unrenovated,"okres Martin",Valča,cheap,-16.01,1260.00,1260.00,0.0000,1,1
Juy0vY_LraB,NULL,house,"medium house",unrenovated,"okres Ružomberok",Lisková,cheap,-19.78,365.13,790.90,-0.5383,1,3
JumvXW6cFIn,NULL,house,"medium house",unrenovated,"okres Žilina","Veľká Čierna",cheap,-18.71,1327.27,1327.27,0.0000,1,1
Ju48Cz332dR,NULL,land,"medium plot",NULL,"okres Bytča","Bytča - sever",average,2.54,139.90,156.33,-0.1051,1,3
JuJYKVSAq2k,NULL,land,"medium plot",NULL,"okres Bytča",Súľov-Hradná,"very cheap",-51.52,133.22,113.63,0.1724,1,2
JuaXdatuUjs,NULL,land,"medium plot",NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",cheap,-18.74,NULL,NULL,NULL,1,1
JuoKzORdNaI,NULL,land,"medium plot",NULL,"okres Liptovský Mikuláš",Jamník,average,-4.62,97.00,104.49,-0.0717,1,6
JuPGYcuAlfl,NULL,land,"medium plot",NULL,"okres Liptovský Mikuláš","Liptovská Anna",average,-4.78,99.00,99.00,0.0000,1,2
JuuuoTcUpiv,NULL,land,"medium plot",NULL,"okres Liptovský Mikuláš",Malatíny,expensive,6.78,128.12,109.06,0.1748,1,2
Jufbp419kLn,NULL,land,"medium plot",NULL,"okres Liptovský Mikuláš","Uhorská Ves",average,-10.61,220.64,220.64,0.0000,1,1
Jud4Z0QIxb1B,NULL,land,"medium plot",NULL,"okres Martin",Blatnica,average,-2.80,NULL,113.22,NULL,1,4
Ju7VNOVgGEX,NULL,land,"medium plot",NULL,"okres Martin",Sučany,cheap,-19.13,120.00,127.51,-0.0589,2,6
JuvLnr4RMW3,NULL,land,"medium plot",NULL,"okres Martin",Sučany,cheap,-19.13,140.00,127.51,0.0980,2,6
JuO_g9A6a9wi,NULL,land,"medium plot",NULL,"okres Martin",Záborie,"very cheap",-73.01,NULL,NULL,NULL,1,2
Ju2owwvd0Ks,NULL,land,"medium plot",NULL,"okres Námestovo","Oravská Lesná",cheap,-20.20,52.65,56.06,-0.0608,1,2
JuKYxcrrEwh,NULL,land,"medium plot",NULL,"okres Námestovo",Zákamenné,average,2.09,98.69,98.69,0.0000,1,1
Ju7lkcp0j1X,NULL,land,"medium plot",NULL,"okres Ružomberok","Liptovské Sliače",average,-7.12,123.00,96.22,0.2783,1,4
Ju-NDMj5LtQ,NULL,land,"medium plot",NULL,"okres Ružomberok",Štiavnička,expensive,22.83,NULL,NULL,NULL,1,1
JuY9N1R47k4,NULL,land,"medium plot",NULL,"okres Žilina",Bôrik,premium,61.54,776.05,572.02,0.3567,2,3
JuFl-uxAAfA,NULL,land,"medium plot",NULL,"okres Žilina",Bôrik,premium,61.54,500.00,572.02,-0.1259,2,3
JuUUpLR6AWM,NULL,land,"medium plot",NULL,"okres Žilina","Dolná Tižina",average,-3.52,116.95,110.12,0.0620,1,2
JuH2wdrPPMN,NULL,land,"medium plot",NULL,"okres Žilina",Hôrky,expensive,24.36,253.60,215.47,0.1770,2,3
Juuidu63ceb,NULL,land,"medium plot",NULL,"okres Žilina",Hôrky,expensive,24.36,174.46,215.47,-0.1903,2,3
JukIX3v-4aJ,NULL,land,"medium plot",NULL,"okres Žilina",Kľače,cheap,-28.52,50.00,70.01,-0.2858,1,4
JuPbTvxxFti,NULL,land,"medium plot",NULL,"okres Žilina",Krasňany,expensive,28.02,164.15,186.89,-0.1217,1,4
JuujbPaHD-l,NULL,land,"medium plot",NULL,"okres Žilina","Veľká Čierna",cheap,-18.71,52.44,52.44,0.0000,1,2
JuHoLMOAPyD,NULL,land,"medium plot",NULL,"okres Žilina",Višňové,expensive,22.64,276.03,216.09,0.2774,1,4
JuzXf_udfUb,NULL,land,"small plot",NULL,"okres Bytča",Pšurnovice,cheap,-25.43,77.00,77.00,0.0000,1,1
Ju5EqGDbrv9,NULL,land,"small plot",NULL,"okres Čadca",Podvysoká,"very cheap",-44.37,38.20,38.20,0.0000,1,1
JujQDiA2uup,NULL,land,"small plot",NULL,"okres Čadca",Podzávoz,expensive,19.26,38.24,44.05,-0.1319,1,2
Juhz-iIvfOR,NULL,land,"small plot",NULL,"okres Dolný Kubín",Zázrivá,average,-13.12,187.50,187.50,0.0000,1,1
JumHCt0Er1_,NULL,land,"small plot",NULL,"okres Liptovský Mikuláš",NULL,NULL,NULL,184.33,184.33,0.0000,1,1
JuVQ4EF1fqG,NULL,land,"small plot",NULL,"okres Liptovský Mikuláš","Liptovská Ondrašová",expensive,17.23,110.00,110.00,0.0000,1,1
JusoxTNDyJI,NULL,land,"small plot",NULL,"okres Námestovo",Brehy,expensive,34.91,319.41,319.41,0.0000,1,1
