offer_id,agency,property_category,property_type,condition,location_district,location_area,area_price_category,area_price_index,price_m2,segment_avg_price,pricing_index,agency_listings,all_listings
Jubx4f_wHQY,"RK4 REALITY",apartment,"3-room apartment",unrenovated,"okres Žilina",Vlčince,premium,39.03,NULL,2566.06,NULL,1,4
JuPoZE57z5D,"RK4 REALITY",apartment,"4-room apartment","fully renovated","okres Žilina",Vlčince,premium,39.03,2430.89,2507.26,-0.0305,1,5
JubfWlbtgdy,"RK4 REALITY",land,"large plot",NULL,"okres Čadca",Olešná,cheap,-36.99,NULL,35.75,NULL,1,3
Judikv0pXVX,"RK4 REALITY",land,"small plot",NULL,"okres Kysucké Nové Mesto",Snežnica,average,3.88,133.33,127.69,0.0442,1,3
Ju1uEl1Mf6f,"Romantické Chalupy, s.r.o.",apartment,"holiday apartment",unrenovated,"okres Ružomberok",Hrabovo,average,-7.51,3648.65,3371.29,0.0823,1,3
Jub69pejgUi,"Romantické Chalupy, s.r.o.",house,"large house","partially renovated","okres Bytča","Veľké Rovné",average,-9.95,1075.00,1075.00,0.0000,1,1
JufilbyD1c1,"Romantické Chalupy, s.r.o.",house,"large house","partially renovated","okres Ružomberok","Biely Potok","very cheap",-43.23,1468.75,1468.75,0.0000,1,1
JupTefFT3SIq,"Romantické Chalupy, s.r.o.",house,"large house","partially renovated","okres Turčianske Teplice",NULL,NULL,NULL,916.67,916.67,0.0000,1,1
JuEYMzmIY0N,"Romantické Chalupy, s.r.o.",house,"large house","partially renovated","okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,1025.00,615.84,0.6644,1,2
Juq4naEVRo8,"Romantické Chalupy, s.r.o.",house,"large house","partially renovated","okres Tvrdošín",Podbiel,average,4.50,1295.00,1295.00,0.0000,1,1
Ju_VPyRRw8c,"Romantické Chalupy, s.r.o.",house,"large house",unrenovated,"okres Čadca",Klokočov,"very cheap",-42.36,643.13,551.57,0.1660,1,2
JuE93RTyEY1k,"Romantické Chalupy, s.r.o.",house,"large house",unrenovated,"okres Ružomberok","Liptovská Lúžna","very cheap",-42.53,999.50,999.50,0.0000,1,1
Juf5JJugsJj,"Romantické Chalupy, s.r.o.",house,"medium house","fully renovated","okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,2000.00,2012.20,-0.0061,1,2
JuLre6AewXY,"Romantické Chalupy, s.r.o.",house,"medium house","new construction","okres Ružomberok",Ivachnová,expensive,16.52,3888.89,3888.89,0.0000,1,1
Jupd__eIrfW,"Romantické Chalupy, s.r.o.",house,"medium house","partially renovated","okres Martin","Karvaša a Bláhovca",average,-11.99,1180.91,1180.91,0.0000,1,1
JuEB6osELcj,"Romantické Chalupy, s.r.o.",house,"medium house","partially renovated","okres Turčianske Teplice",Sklené,average,-12.01,1499.50,1543.28,-0.0284,1,2
JuHgJ7Vnt5C,"Romantické Chalupy, s.r.o.",house,"medium house","under construction","okres Bytča","Hliník nad Váhom",expensive,6.88,3664.12,2831.56,0.2940,1,2
JuTaKGvu-_W,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Bytča",Štiavnik,average,-9.25,1160.00,1430.00,-0.1888,2,2
Ju2bCMkIGvc,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Bytča",Štiavnik,average,-9.25,1700.00,1430.00,0.1888,2,2
JuC8my3kfcD,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina",premium,84.23,3500.00,3500.00,0.0000,1,1
JuE7_yY48hp,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Liptovský Mikuláš","Liptovská Kokava",premium,36.03,700.00,725.00,-0.0345,1,2
JuF5wwqoPt-,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Ružomberok","Liptovská Osada",expensive,15.83,1222.22,1222.22,0.0000,1,1
JuFzDxVJ2q6,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Ružomberok","Liptovské Revúce","very cheap",-42.77,1236.36,894.30,0.3825,1,3
Juu4bOArZvB,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Ružomberok",Lúčky,expensive,5.15,1211.11,1386.67,-0.1266,1,3
JuRCZxG-Ooz,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice",Brieštie,"very cheap",-55.66,329.41,329.41,0.0000,1,1
Jux_9WVvE-Q,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,695.00,868.33,-0.1996,3,3
JuRU-kTFsF-J,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,1150.00,868.33,0.3244,3,3
JubBBZpieJ3,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,760.00,868.33,-0.1248,3,3
JuEl9XITon-,"Romantické Chalupy, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice",Rudno,cheap,-22.31,998.00,998.00,0.0000,1,1
Ju7-tv2yvGe,"Romantické Chalupy, s.r.o.",land,"medium plot",NULL,"okres Bytča",Štiavnik,average,-9.25,88.95,94.83,-0.0620,1,3
Ju3Z449GlG4T,"Romantické Chalupy, s.r.o.",land,"medium plot",NULL,"okres Ružomberok","Liptovská Osada",expensive,15.83,111.56,113.92,-0.0207,1,2
JuZb8UCK_rZ,"Romantické Chalupy, s.r.o.",house,"small house",NULL,"okres Čadca",Svrčinovec,"very cheap",-51.62,500.00,500.00,0.0000,1,1
JuXVSVVWVLI,"Romantické Chalupy, s.r.o.",house,"small house","fully renovated","okres Liptovský Mikuláš",Dúbrava,average,0.11,3083.33,3083.33,0.0000,1,1
JuDQ5AS8LzC,"Romantické Chalupy, s.r.o.",house,"small house","new construction","okres Liptovský Mikuláš","Liptovský Ondrej",cheap,-23.14,1625.00,1625.00,0.0000,1,1
Ju6-BxY4Q9v,"Romantické Chalupy, s.r.o.",house,"small house","new construction","okres Martin",Blatnica,average,-2.80,3062.50,3062.50,0.0000,1,1
JufgKb9FR3J,"Romantické Chalupy, s.r.o.",house,"small house","partially renovated","okres Ružomberok",Ludrová,"very cheap",-44.08,916.67,916.67,0.0000,1,1
JuvFd0GqZEL,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Čadca",Zákopčie,cheap,-18.02,850.00,931.95,-0.0879,1,2
JudspgTQPox,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Liptovský Mikuláš",Jakubovany,cheap,-23.74,1483.33,1483.33,0.0000,1,1
JuJuIHXfekH,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Liptovský Mikuláš",Podtureň,premium,41.30,1662.50,1662.50,0.0000,1,1
Ju9v343jGsQ,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Liptovský Mikuláš","Svätý Kríž",expensive,11.02,2237.50,2237.50,0.0000,1,1
JuCHMAziUOL,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Martin",Krpeľany,cheap,-32.94,687.50,687.50,0.0000,1,1
Ju-cAw3rC7V,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Martin",Vrícko,average,-14.91,1225.00,1225.00,0.0000,1,1
Ju07wpce3-e,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Ružomberok",Turík,premium,71.68,1760.00,1760.00,0.0000,1,1
JubPnkGYuzd,"Romantické Chalupy, s.r.o.",house,"small house",unrenovated,"okres Žilina","Lietavská Svinná-Babkov",average,1.75,2100.00,2100.00,0.0000,1,1
JuzTBHETb5G,"Romantické Chalupy, s.r.o.",land,"small plot",NULL,"okres Bytča",Kolárovice,average,-13.06,42.67,42.67,0.0000,1,1
Ju_Srz9D_6-,"Romantické Chalupy, s.r.o.",land,"small plot",NULL,"okres Turčianske Teplice",Čremošné,cheap,-37.73,70.39,70.39,0.0000,1,1
JuU_yP2Leq5,"ROMDOM, s. r. o",apartment,"2-room apartment","partially renovated","okres Žilina",Hliny,expensive,11.48,2428.57,2605.70,-0.0680,2,6
Juuzq73KdvI,"ROMDOM, s. r. o",apartment,"2-room apartment","partially renovated","okres Žilina",Hliny,expensive,11.48,2338.24,2605.70,-0.1026,2,6
JuFQj_B37XO,"ROMDOM, s. r. o",apartment,"2-room apartment","partially renovated","okres Žilina","Staré mesto",expensive,25.24,3222.22,2992.88,0.0766,1,5
JufYiP4E7Es,"ROMDOM, s. r. o",apartment,"3-room apartment","partially renovated","okres Žilina",Hliny,expensive,11.48,2265.33,2420.34,-0.0640,1,4
JurPQrgAzVa,"ROMDOM, s. r. o",house,"large house","new construction","okres Žilina",Varín,average,-1.75,0.01,0.01,0.0000,1,3
JuJpcjTfX3t,"ROMDOM, s. r. o",house,"large house","partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec",average,-12.67,923.68,980.26,-0.0577,3,4
Ju-hUCgY0a1,"ROMDOM, s. r. o",house,"large house","partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec",average,-12.67,923.68,980.26,-0.0577,3,4
Jub_f4tKd7Q,"ROMDOM, s. r. o",house,"large house","partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec",average,-12.67,923.68,980.26,-0.0577,3,4
JuS4rgPD6x3,"ROMDOM, s. r. o",land,"large plot",NULL,"okres Kysucké Nové Mesto",Nesluša,"very cheap",-42.15,20.00,10.00,1.0000,1,2
Juevnd4jsoA,"ROMDOM, s. r. o",house,"medium house","partially renovated","okres Kysucké Nové Mesto",Nesluša,"very cheap",-42.15,1500.00,1500.00,0.0000,1,1
Ju-iigXRX-E,"ROMDOM, s. r. o",house,"medium house","under construction","okres Martin",Priekopa,premium,55.82,3431.37,3333.33,0.0294,2,2
JudnXD8m-sc,"ROMDOM, s. r. o",house,"medium house","under construction","okres Martin",Priekopa,premium,55.82,3235.29,3333.33,-0.0294,2,2
JuNztztwtJj,"ROMDOM, s. r. o",land,"medium plot",NULL,"okres Žilina",Bôrik,premium,61.54,440.00,572.02,-0.2308,1,3
JuKY6m4zwWy,"ROMDOM, s. r. o",land,"medium plot",NULL,"okres Žilina","Teplička nad Váhom",premium,48.91,267.18,315.47,-0.1531,1,2
Ju_om9GbVZa,"ROMDOM, s. r. o",land,"small plot",NULL,"okres Martin",Priekopa,premium,55.82,NULL,NULL,NULL,1,3
JuX7LFsuKfI,"ROSA reality",apartment,"2-room apartment","partially renovated","okres Kysucké Nové Mesto",Nábrežie,average,-6.43,2235.85,2235.85,0.0000,1,1
JurCt3kGKjX,"ROSA reality",apartment,"3-room apartment","partially renovated","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2000.00,2000.00,0.0000,1,1
JuUwHBfeaJH,"ROSA reality",land,"large plot",NULL,"okres Kysucké Nové Mesto","Horný Vadičov",average,-5.28,65.00,65.00,0.0000,1,1
JuZFa40Foop,"ROSA reality",house,"medium house","partially renovated","okres Kysucké Nové Mesto",NULL,NULL,NULL,1650.00,1650.00,0.0000,1,1
JuaCQD06zTh,"ROSA reality",land,"medium plot",NULL,"okres Kysucké Nové Mesto","Horný Vadičov",average,-5.28,65.22,46.88,0.3912,1,4
JuXnw8EKWYI,"RS Mansory s.r.o.",apartment,"3-room apartment","new construction","okres Žilina","Staré mesto",expensive,25.24,3376.34,3410.80,-0.0101,1,9
JuCMZI1bT6r,"RS Mansory s.r.o.",apartment,"3-room apartment",unrenovated,"okres Martin",NULL,NULL,NULL,2046.00,2046.00,0.0000,1,1
Juo3yMu_z5E,"RS Mansory s.r.o.",apartment,"5+ room apartment",unrenovated,"okres Martin",Stred,expensive,19.38,1407.14,1407.14,0.0000,1,1
Ju4ms2VGYuHG,"RS Mansory s.r.o.",land,"extra large plot",NULL,"okres Žilina",Terchová,expensive,17.29,65.00,65.00,0.0000,1,1
Ju9JGGI9iqn,"RS Mansory s.r.o.",house,"large house","new construction","okres Žilina",Stránske,expensive,16.12,2415.79,2415.79,0.0000,1,1
JuvaiQpricT,"RS Mansory s.r.o.",house,"large house","new construction","okres Žilina",Terchová,expensive,17.29,2011.24,2011.24,0.0000,1,2
JutexiRTg9m,"RS Mansory s.r.o.",house,"large house",unrenovated,"okres Martin",Stred,expensive,19.38,1050.00,1050.00,0.0000,1,1
JuyzhTATpQT,"RS Mansory s.r.o.",house,"large house",unrenovated,"okres Žilina","Rajecké Teplice",expensive,5.08,886.11,1247.19,-0.2895,1,2
JuGKJDezGKy,"RS Mansory s.r.o.",house,"large house",unrenovated,"okres Žilina",Terchová,expensive,17.29,1312.50,1062.92,0.2348,1,2
JuLc8gW9OHd,"RS Mansory s.r.o.",house,"large house",unrenovated,"okres Žilina",Závodie,expensive,15.24,1204.55,1369.00,-0.1201,1,6
Ju97QEdz5sX,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Čadca",Raková,cheap,-22.06,62.93,54.85,0.1473,1,8
JuDEvr7ONsp,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Žilina","Dolný Hričov",average,-4.26,85.00,80.00,0.0625,1,2
Ju78oHKGop9R,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Žilina","Kotrčiná Lúčka",cheap,-18.94,61.93,65.56,-0.0554,1,3
JuypdHR9V5h,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Žilina","Lietavská Svinná-Babkov",average,1.75,120.00,98.79,0.2147,1,2
Ju6XcncfywZ,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,43.64,129.94,-0.6642,2,6
JuqxH07lW-i,"RS Mansory s.r.o.",land,"large plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,44.26,129.94,-0.6594,2,6
Jurd_8tAg0w,"RS Mansory s.r.o.",house,"medium house","new construction","okres Čadca",NULL,NULL,NULL,2855.95,2855.95,0.0000,1,2
JuEljZtEPoT,"RS Mansory s.r.o.",house,"medium house","new construction","okres Čadca",Raková,cheap,-22.06,2726.19,2726.19,0.0000,1,1
JufcWIOgVI-,"RS Mansory s.r.o.",house,"medium house","new construction","okres Žilina",Strážov,average,2.47,2532.26,2199.15,0.1515,1,4
JuXRdny6i_s,"RS Mansory s.r.o.",house,"medium house",unrenovated,"okres Bytča",Kolárovice,average,-13.06,1421.05,1421.05,0.0000,1,1
JuwiSGum6al,"RS Mansory s.r.o.",house,"medium house",unrenovated,"okres Žilina",Stránske,expensive,16.12,944.06,944.06,0.0000,1,1
JuI63s8eiN7,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Bytča",Jablonové,premium,129.45,157.58,234.35,-0.3276,1,3
Ju7IL3wpb9W,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Čadca",Raková,cheap,-22.06,60.19,74.40,-0.1910,1,7
JuB1sJQkopm,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Kysucké Nové Mesto",Povina,average,-11.94,53.63,76.82,-0.3019,1,2
JuqQ2VY6uD-,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Kysucké Nové Mesto",Snežnica,average,3.88,130.15,69.63,0.8692,1,5
Juvwo3yus2z,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Bitarová,expensive,9.02,125.54,154.90,-0.1895,1,8
JuvbiaDUOpH,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Budatín,premium,51.29,NULL,280.98,NULL,1,10
JuxqXS7gyRr,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina","Dolný Hričov",average,-4.26,86.24,90.48,-0.0469,2,2
JugYDWGaYrW,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina","Dolný Hričov",average,-4.26,94.72,90.48,0.0469,2,2
JuAW0SJGZe9,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina","Kotrčiná Lúčka",cheap,-18.94,NULL,95.72,NULL,1,5
JuLSvBwv_I5,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Krasňany,expensive,28.02,250.00,186.89,0.3377,1,4
JuO__97iq4d,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina","Lietavská Svinná-Babkov",average,1.75,122.98,141.44,-0.1305,1,5
JuQE6iaf57k,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,94.88,111.52,-0.1492,3,6
Juisb1V01uC,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,107.09,111.52,-0.0397,3,6
JuAewW0gIjM,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,102.34,111.52,-0.0823,3,6
JuiAYjSrynL,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Terchová,expensive,17.29,160.00,164.21,-0.0256,2,7
Ju5paSEB6Nv,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Terchová,expensive,17.29,160.00,164.21,-0.0256,2,7
Ju21Xr2V_AF,"RS Mansory s.r.o.",land,"medium plot",NULL,"okres Žilina",Trnové,premium,40.34,77.87,145.13,-0.4634,1,7
Jut7Cik7fcS,"RS Mansory s.r.o.",house,"small house","new construction","okres Bytča",Petrovice,"very cheap",-66.92,NULL,NULL,NULL,1,1
JuLULBR692w,"RS Mansory s.r.o.",house,"small house",unrenovated,"okres Bytča","Veľké Rovné",average,-9.95,712.86,712.86,0.0000,1,1
JuRN7oIh-bh,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Bytča",Maršová-Rašov,expensive,27.25,NULL,129.96,NULL,1,2
Juye6i7s5GK,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,135.24,89.80,0.5060,1,8
JuKVQligYhM,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Žilina",Bitarová,expensive,9.02,179.43,154.72,0.1597,1,2
JuEpEk6fWjH,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Žilina","Dolný Hričov",average,-4.26,87.09,87.09,0.0000,1,1
Ju_QlVk-YXH,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Žilina",Mojš,average,0.39,228.71,166.86,0.3707,1,2
JulHoywVWzv,"RS Mansory s.r.o.",land,"small plot",NULL,"okres Žilina",Trnové,premium,40.34,146.55,296.78,-0.5062,1,6
JuKMOepiUjn,"Safe reality s. r. o.",apartment,"1-room apartment",unrenovated,"okres Žilina",Vlčince,premium,39.03,2975.00,2975.00,0.0000,1,3
Jus-41FaUT-,"Safe reality s. r. o.",apartment,"2-room apartment","fully renovated","okres Žilina","Staré mesto",expensive,25.24,2768.75,2789.29,-0.0074,1,15
JuWN3KhPvB7,"Safe reality s. r. o.",apartment,"2-room apartment","partially renovated","okres Čadca",Centrum,cheap,-15.46,2081.67,2081.67,0.0000,1,1
JuVO5WLrTZ3,"Safe reality s. r. o.",apartment,"2-room apartment","partially renovated","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2165.00,2305.72,-0.0610,2,2
JuvALHP6cN9,"Safe reality s. r. o.",apartment,"2-room apartment","partially renovated","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2446.43,2305.72,0.0610,2,2
Jugv6VHMojr,"Safe reality s. r. o.",apartment,"3-room apartment","partially renovated","okres Čadca",Čierne,cheap,-20.23,1644.74,1644.74,0.0000,1,1
Ju6ic7zNy9_,"Safe reality s. r. o.",apartment,"3-room apartment","under construction","okres Žilina","Lietavská Lúčka",average,0.73,NULL,NULL,NULL,1,1
JuN-Pnp6KBM,"Safe reality s. r. o.",apartment,"3-room apartment",unrenovated,"okres Čadca",Stred,average,-13.67,1613.85,1606.93,0.0043,1,2
JujrtOK9Ltj,"Safe reality s. r. o.",apartment,"3-room apartment",unrenovated,"okres Žilina","Staré mesto",expensive,25.24,2242.68,2242.68,0.0000,1,3
JuzYHHeYN5Y,"Safe reality s. r. o.",apartment,"3-room apartment",unrenovated,"okres Žilina",Vlčince,premium,39.03,2071.95,2566.06,-0.1926,1,4
Ju7DJIriKhh,"Safe reality s. r. o.",apartment,"4-room apartment","fully renovated","okres Kysucké Nové Mesto",Stred,cheap,-16.01,1346.61,1346.61,0.0000,1,1
Juefy0T6TSp,"Safe reality s. r. o.",apartment,"4-room apartment","partially renovated","okres Kysucké Nové Mesto",NULL,NULL,NULL,1547.79,1547.79,0.0000,1,1
JuJF0aEq48e,"Safe reality s. r. o.",house,"extra large house",unrenovated,"okres Žilina",Hôrky,expensive,24.36,218.37,218.37,0.0000,1,1
JuZHoBEOwFW,"Safe reality s. r. o.",house,"large house","partially renovated","okres Bytča",Kolárovice,average,-13.06,NULL,744.44,NULL,1,2
JubDt8HjaHe,"Safe reality s. r. o.",house,"large house",unrenovated,"okres Čadca",Turkov,"very cheap",-45.19,561.88,561.88,0.0000,1,1
JuoQ_50mfjv,"Safe reality s. r. o.",house,"large house",unrenovated,"okres Žilina",Stránske,expensive,16.12,485.00,485.00,0.0000,1,1
JuMiWG_Bjr-,"Safe reality s. r. o.",house,"large house",unrenovated,"okres Žilina",Varín,average,-1.75,1249.38,1249.38,0.0000,1,1
Ju0xrW-pJiv,"Safe reality s. r. o.",land,"large plot",NULL,"okres Žilina",Bitarová,expensive,9.02,127.75,107.88,0.1842,1,4
Junb65_vEvr,"Safe reality s. r. o.",land,"large plot",NULL,"okres Žilina","Kotrčiná Lúčka",cheap,-18.94,53.27,65.56,-0.1875,1,3
JuZWywKzXos,"Safe reality s. r. o.",house,"medium house","fully renovated","okres Kysucké Nové Mesto",Snežnica,average,3.88,3094.29,3094.77,-0.0002,1,2
JuDPVSkdjbb,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Bytča",Kotešová,expensive,16.48,123.07,93.18,0.3208,1,2
JuscZOsY1gt,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Čadca",Staškov,cheap,-22.98,55.56,54.13,0.0264,1,5
JuCzxidULuR,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Kysucké Nové Mesto",Snežnica,average,3.88,21.02,69.63,-0.6981,1,5
JudcG-iBr32,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Žilina",Divinka,average,-2.19,139.11,139.11,0.0000,1,1
JuZenYjsJ5j,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Žilina","Lietavská Svinná-Babkov",average,1.75,82.01,141.44,-0.4202,1,5
Ju8HOtKyMF8,"Safe reality s. r. o.",land,"medium plot",NULL,"okres Žilina",Višňové,expensive,22.64,NULL,216.09,NULL,1,4
Ju0jlVjeum2,"Safe reality s. r. o.",house,"small house","fully renovated","okres Kysucké Nové Mesto",Radoľa,premium,51.96,2375.00,2375.00,0.0000,1,1
JudgSom7ejT,"Safe reality s. r. o.",land,"small plot",NULL,"okres Čadca",Staškov,cheap,-22.98,87.40,87.40,0.0000,1,1
JulYy4ldFQa1,"Safe reality s. r. o.",land,"small plot",NULL,"okres Žilina",Bitarová,expensive,9.02,130.00,154.72,-0.1598,1,2
JufJ-j5ky3T,"Safe reality s. r. o.",land,"small plot",NULL,"okres Žilina","Dolná Tižina",average,-3.52,149.80,158.52,-0.0550,1,3
JuakfUC89nT,"Safe reality s. r. o.",apartment,"studio apartment","partially renovated","okres Žilina",Vlčince,premium,39.03,4677.27,4677.27,0.0000,1,2
JuWSeZfgL-Y,"SCHNEIDER Real",land,"extra large plot",NULL,"okres Liptovský Mikuláš",Vavrišovo,"very cheap",-63.13,4.40,4.40,0.0000,1,1
Jukz4cqoQIH,"SIERA realitná kancelária s.r.o.",house,"large house","new construction","okres Čadca",Makov,"very cheap",-43.27,1666.67,1666.67,0.0000,1,1
Ju-GH82Bvcv,"ŠIRINY, s.r.o.",apartment,"3-room apartment","partially renovated","okres Liptovský Mikuláš",Palúdzka,expensive,7.35,1862.50,1862.50,0.0000,1,1
JuO3IQpQk2Q,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Makov,"very cheap",-43.27,1664.91,1664.91,0.0000,1,1
JuZ8UmPHnMd,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1895.12,1821.67,0.0403,8,8
JuH7sCfx0Xw,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1803.71,1821.67,-0.0099,8,8
JuiNHN3K-2n,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1835.43,1821.67,0.0076,8,8
JucZiE4o7Os,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1789.61,1821.67,-0.0176,8,8
JudmgOWhHLZ1,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1790.64,1821.67,-0.0170,8,8
Jum1UMzjJKg,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1828.00,1821.67,0.0035,8,8
Ju2UJpNwB9y,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1800.05,1821.67,-0.0119,8,8
JuPKK388ZCm,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1830.77,1821.67,0.0050,8,8
Ju75IN_Zjx0,"SLNOVRAT, s.r.o.",apartment,"2-room apartment","partially renovated","okres Čadca",Stred,average,-13.67,NULL,1617.27,NULL,1,3
JucrRlUBTDv,"SLNOVRAT, s.r.o.",apartment,"3-room apartment","fully renovated","okres Čadca",NULL,NULL,NULL,NULL,NULL,NULL,1,1
Juh6SSze_tY,"SLNOVRAT, s.r.o.",apartment,"3-room apartment","fully renovated","okres Čadca",Staškov,cheap,-22.98,1777.17,1777.17,0.0000,1,1
JuOMOLcEq4z,"SLNOVRAT, s.r.o.",apartment,"3-room apartment","partially renovated","okres Čadca",Kyčerka,cheap,-16.23,NULL,2025.68,NULL,1,4
JunCOKnq7PY,"SLNOVRAT, s.r.o.",apartment,"3-room apartment","partially renovated","okres Kysucké Nové Mesto",Stred,cheap,-16.01,NULL,2231.88,NULL,1,2
JurUF8OlH6u,"SLNOVRAT, s.r.o.",land,"extra large plot",NULL,"okres Čadca",Hlinené,"very cheap",-48.50,25.00,25.00,0.0000,1,1
Ju6EZukLTos,"SLNOVRAT, s.r.o.",land,"extra large plot",NULL,"okres Čadca",Podzávoz,expensive,19.26,66.00,66.01,-0.0002,1,2
JuzowjqYdqV,"SLNOVRAT, s.r.o.",land,"extra large plot",NULL,"okres Čadca",Staškov,cheap,-22.98,17.00,17.50,-0.0286,1,2
JuO1xdQLtDm,"SLNOVRAT, s.r.o.",house,"large house","fully renovated","okres Čadca",Horelica,cheap,-25.19,NULL,NULL,NULL,1,1
JuRvLvEuC6c,"SLNOVRAT, s.r.o.",house,"large house","partially renovated","okres Čadca",NULL,NULL,NULL,440.00,440.00,0.0000,1,1
Ju5BwjQ6s7y,"SLNOVRAT, s.r.o.",house,"large house","partially renovated","okres Čadca",Čierne,cheap,-20.23,542.42,542.42,0.0000,1,1
JuyNnLnMYyC,"SLNOVRAT, s.r.o.",house,"large house","partially renovated","okres Čadca",Oščadnica,cheap,-22.04,NULL,820.28,NULL,1,3
JuIgoGx2_v8,"SLNOVRAT, s.r.o.",house,"large house","partially renovated","okres Čadca",Rieka,cheap,-35.46,861.11,861.11,0.0000,1,2
JutBfnbUyCO,"SLNOVRAT, s.r.o.",house,"large house","partially renovated","okres Čadca",Stred,average,-13.67,754.46,832.54,-0.0938,1,3
