agency,segment,avg_price_index,listings_count,tot_segment_listings,agency_share
"bezmaklérov, s.r.o.","okres Dolný Kubín",0.12288329510000,1,107,0.0093
"HD reality group s.r.o","okres Dolný Kubín",-0.25624279990000,1,107,0.0093
"WFG reality, s.r.o.","okres Kysucké Nové Mesto",0.01192122850000,9,83,0.1084
"BeMi realitná kancelária","okres Kysucké Nové Mesto",0.18249005120000,7,83,0.0843
"Safe reality s. r. o.","okres Kysucké Nové Mesto",-0.69811862700000,6,83,0.0723
"1. Reality Rent, s.r.o.","okres Kysucké Nové Mesto",0.10362859117500,6,83,0.0723
"Pro Real, s. r. o. realitná kancelária","okres Kysucké Nové Mesto",0.04569535775000,5,83,0.0602
"ROMDOM, s. r. o","okres Kysucké Nové Mesto",1.00000000000000,5,83,0.0602
"HOLESTIAK.sk reality s.r.o.","okres Kysucké Nové Mesto",0.02756672670000,5,83,0.0602
"Realitné kancelárie SR","okres Kysucké Nové Mesto",0.02400078750000,5,83,0.0602
"DreamReality s.r.o.","okres Kysucké Nové Mesto",-0.06426312460000,5,83,0.0602
"ROSA reality","okres Kysucké Nové Mesto",0.39128579810000,4,83,0.0482
"TUreality s.r.o.","okres Kysucké Nové Mesto",0.02741392830000,3,83,0.0361
"Realitná kancelária","okres Kysucké Nové Mesto",-0.06024850960000,3,83,0.0361
"RK4 REALITY","okres Kysucké Nové Mesto",0.04414221850000,3,83,0.0361
"TARGETreal s. r. o.","okres Kysucké Nové Mesto",-0.04390373855000,2,83,0.0241
"SLNOVRAT, s.r.o.","okres Kysucké Nové Mesto",-0.24889339240000,2,83,0.0241
"B10 Slovensko, a. s.","okres Kysucké Nové Mesto",-1.00000000000000,2,83,0.0241
"RS Mansory s.r.o.","okres Kysucké Nové Mesto",0.28366825985000,2,83,0.0241
"TRI LIPY, s. r. o.","okres Kysucké Nové Mesto",0.01143404300000,1,83,0.0120
"Realitná kancelária RED, s.r.o.","okres Kysucké Nové Mesto",-0.02756672670000,1,83,0.0120
"Mamud Reality s. r. o.","okres Kysucké Nové Mesto",-0.18766999090000,1,83,0.0120
"Reality IQ, s.r.o.","okres Kysucké Nové Mesto",-0.43343386470000,1,83,0.0120
Envire,"okres Kysucké Nové Mesto",0.30182906980000,1,83,0.0120
"R2 SK, s.r.o.","okres Kysucké Nové Mesto",-0.01436079820000,1,83,0.0120
"HALO reality, s.r.o.","okres Kysucké Nové Mesto",-0.08364530370000,1,83,0.0120
"DRR INVEST, s. r. o.","okres Kysucké Nové Mesto",0.14744585990000,1,83,0.0120
"MG real, s.r.o.","okres Kysucké Nové Mesto",-0.01143404300000,1,83,0.0120
"RESIDENCE realitná kancelária","okres Liptovský Mikuláš",0.04956348711389,53,457,0.1160
"RK SPIRIT s.r.o.","okres Liptovský Mikuláš",-0.07883472387500,36,457,0.0788
"Direct Real, spol. s r.o.","okres Liptovský Mikuláš",0.03479693969167,32,457,0.0700
"HALO reality, s.r.o.","okres Liptovský Mikuláš",0.02315419505000,32,457,0.0700
"TUreality s.r.o.","okres Liptovský Mikuláš",-0.00326585927500,30,457,0.0656
"RE/MAX Slovakia","okres Liptovský Mikuláš",0.01062705678571,22,457,0.0481
"Reality Alpia","okres Liptovský Mikuláš",-0.12968453316667,19,457,0.0416
"OVERENÉ REALITY","okres Liptovský Mikuláš",0.02942114856667,16,457,0.0350
"AstonReal s.r.o.","okres Liptovský Mikuláš",-0.00739042844286,16,457,0.0350
"Realitné kancelárie SR","okres Liptovský Mikuláš",-0.02301640045000,15,457,0.0328
G-REAL,"okres Liptovský Mikuláš",-0.04412051180000,14,457,0.0306
jabyvam.sk,"okres Liptovský Mikuláš",-0.03369044850000,13,457,0.0284
liptoreal,"okres Liptovský Mikuláš",0.04946993455000,10,457,0.0219
Limaxreal,"okres Liptovský Mikuláš",-0.08940020597500,9,457,0.0197
"TATRA CITY RESIDENCE s. r. o.","okres Liptovský Mikuláš",0.18488203060000,9,457,0.0197
"REALITY SPOLU","okres Liptovský Mikuláš",0.06483147780000,8,457,0.0175
"GERT , s.r.o.","okres Liptovský Mikuláš",-0.01590209100000,8,457,0.0175
"BeMi realitná kancelária","okres Liptovský Mikuláš",-0.01404199475000,7,457,0.0153
"Bosen Group s.r.o.","okres Liptovský Mikuláš",0.17939056360000,6,457,0.0131
"KRUPPKY, s.r.o.","okres Liptovský Mikuláš",0.22176341640000,6,457,0.0131
"MK-CORP s.r.o.","okres Liptovský Mikuláš",-0.39892730338000,6,457,0.0131
"BEŇO REALITY","okres Liptovský Mikuláš",0.10094743914000,5,457,0.0109
"Nové bývanie","okres Liptovský Mikuláš",0.10394140396667,5,457,0.0109
"Tatra Invest","okres Liptovský Mikuláš",-0.03962844556667,4,457,0.0088
"RIEŠIME BÝVANIE","okres Liptovský Mikuláš",-0.01397804040000,4,457,0.0088
"XEMAR realitná spoločnosť s.r.o.","okres Liptovský Mikuláš",-0.02020558255000,4,457,0.0088
"Realitná kancelária","okres Liptovský Mikuláš",-0.02438145570000,4,457,0.0088
"Q REAL s.r.o.","okres Liptovský Mikuláš",0.09799075110000,4,457,0.0088
"KA Real","okres Liptovský Mikuláš",-0.00846738242500,4,457,0.0088
"HD reality group s.r.o","okres Liptovský Mikuláš",0.00376012755000,4,457,0.0088
"REALITY TATRY","okres Liptovský Mikuláš",0.31956397020000,4,457,0.0088
"Occam New Home","okres Liptovský Mikuláš",-0.37630458370000,3,457,0.0066
"NajBývanie, s.r.o.","okres Liptovský Mikuláš",-0.15666260190000,3,457,0.0066
"DLUGO reality","okres Liptovský Mikuláš",0.19899736660000,3,457,0.0066
"J.M.H. s.r.o.","okres Liptovský Mikuláš",-0.02183134660000,3,457,0.0066
"Prvá Realitná Kancelária, s.r.o.","okres Liptovský Mikuláš",0.07692328400000,3,457,0.0066
"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","okres Liptovský Mikuláš",-0.13360036155000,2,457,0.0044
"NFA Group, s.r.o.","okres Liptovský Mikuláš",-0.49827247115000,2,457,0.0044
"ADOMOS REAL s.r.o.","okres Liptovský Mikuláš",-0.10951892680000,2,457,0.0044
"BIZNIS REALITY, s.r.o.","okres Liptovský Mikuláš",0.11125142060000,2,457,0.0044
"ARCHEUS Partners a.s.","okres Liptovský Mikuláš",-0.04448712400000,2,457,0.0044
"Eden Real estate, s.r.o.","okres Liptovský Mikuláš",-0.08715551480000,2,457,0.0044
"New Ways Reality&Financie","okres Liptovský Mikuláš",-0.21290465430000,2,457,0.0044
"Svoboda&Williams Slovakia s.r.o.","okres Liptovský Mikuláš",0.19804137130000,1,457,0.0022
"Juraj Hegyi Reality & Development s.r.o.","okres Liptovský Mikuláš",0.32054171450000,1,457,0.0022
"Delta Property s.r.o.","okres Liptovský Mikuláš",-0.13837676670000,1,457,0.0022
"Reality Turiec s.r o.","okres Liptovský Mikuláš",-0.13537117900000,1,457,0.0022
"Porto Real Group","okres Liptovský Mikuláš",0.08221774250000,1,457,0.0022
"YFE, s.r.o.","okres Liptovský Mikuláš",-0.23308236740000,1,457,0.0022
"Vivid House s. r. o.","okres Liptovský Mikuláš",0.00000000000000,1,457,0.0022
"REALITY FAIR","okres Liptovský Mikuláš",-0.23982865970000,1,457,0.0022
"sunnyreal s.r.o.","okres Liptovský Mikuláš",0.00581835500000,1,457,0.0022
"United Professionals s.r.o.","okres Liptovský Mikuláš",0.06471329840000,1,457,0.0022
"1.BCR REAL ESTATE SLOVAKIA","okres Liptovský Mikuláš",0.48878586640000,1,457,0.0022
"TARGETreal s. r. o.","okres Liptovský Mikuláš",0.00000000000000,1,457,0.0022
"Reality AK, spol. s r.o.","okres Liptovský Mikuláš",0.00000000000000,1,457,0.0022
"Reality Now","okres Liptovský Mikuláš",-0.23485910270000,1,457,0.0022
"Pegas real s.r.o.","okres Liptovský Mikuláš",-0.08221774250000,1,457,0.0022
"CreeX Reality s.r.o.","okres Liptovský Mikuláš",0.23192346430000,1,457,0.0022
"DRAŽOBNÍK, s.r.o.","okres Liptovský Mikuláš",-0.31956397020000,1,457,0.0022
"RexDeco s.r.o.","okres Liptovský Mikuláš",0.15010287740000,1,457,0.0022
ZEIRA,"okres Liptovský Mikuláš",0.19994580370000,1,457,0.0022
"B10 Slovensko, a. s.","okres Martin",-0.11600706848000,42,542,0.0775
"Realitná kancelária","okres Martin",-0.04384336604167,40,542,0.0738
"Buby reality, s.r.o.","okres Martin",-0.01598175080000,31,542,0.0572
"ALT REAL, s.r.o.","okres Martin",0.02629540416000,30,542,0.0554
"Reality Center, s.r.o.","okres Martin",0.05527864985455,30,542,0.0554
"Reality ASTORIA, s.r.o.","okres Martin",0.13375088140000,26,542,0.0480
"Reality Alpia","okres Martin",-0.07577903154286,26,542,0.0480
"Reality AK, spol. s r.o.","okres Martin",-0.00599952262727,24,542,0.0443
"TUreality s.r.o.","okres Martin",-0.00494875953333,23,542,0.0424
"TARGETreal s. r. o.","okres Martin",0.02769953691818,22,542,0.0406
"Like Reality s.r.o.","okres Martin",0.03445156591429,22,542,0.0406
"Realitné kancelárie SR","okres Martin",-0.11755299193333,21,542,0.0387
"BALAŽI REAL ESTATE s.r.o.","okres Martin",-0.03265953073333,20,542,0.0369
"Reality D.P.A.","okres Martin",0.01967582931111,17,542,0.0314
"RE/MAX Slovakia","okres Martin",0.17520154576000,15,542,0.0277
"FINREA - ak vám záleží na výsledku","okres Martin",-0.08863050795714,15,542,0.0277
"CANGURU s.r.o.","okres Martin",0.07528366860000,15,542,0.0277
"Reality MT s.r.o.","okres Martin",0.03325362164000,14,542,0.0258
"Piata Avenue","okres Martin",0.48822723580000,11,542,0.0203
"LIF REAL","okres Martin",-0.02908677518000,11,542,0.0203
"Real Reality Development s.r.o.","okres Martin",0.12978595010000,10,542,0.0185
"RECLOUD Reality a.s.","okres Martin",-0.05317155735000,8,542,0.0148
"MAX PROFI REALITY","okres Martin",-0.16451958460000,7,542,0.0129
"Constario REALTY s.r.o.","okres Martin",0.08152482265000,7,542,0.0129
"AstonReal s.r.o.","okres Martin",-0.08651550104000,6,542,0.0111
"RIEŠIME BÝVANIE","okres Martin",-0.11316021900000,5,542,0.0092
"NajBývanie, s.r.o.","okres Martin",-0.11342494196667,5,542,0.0092
"Financie a reality od A po Z","okres Martin",-0.05404904355000,4,542,0.0074
"Felicita Real s. r. o.","okres Martin",0.00054279566667,4,542,0.0074
"Reality Simply","okres Martin",-0.03746822790000,4,542,0.0074
"R2 SK, s.r.o.","okres Martin",0.15959069855000,4,542,0.0074
"Realitná kancelária DR, s.r.o.","okres Martin",-0.17419233630000,3,542,0.0055
"HD reality group s.r.o","okres Martin",0.06659036960000,2,542,0.0037
"ŽILINAREAL, s.r.o.","okres Martin",0.02214650770000,2,542,0.0037
"Ing.Zuzana Paverová","okres Martin",-0.34210526320000,2,542,0.0037
"OVERENÉ REALITY","okres Martin",0.23188405800000,2,542,0.0037
"Realitná kancelária Kľúč","okres Martin",0.07142572890000,1,542,0.0018
"MS Alpex, k.s.","okres Martin",0.02987145100000,1,542,0.0018
"MartinTham s. r. o.","okres Martin",0.10745951060000,1,542,0.0018
"CreeX Reality s.r.o.","okres Martin",-0.07142572890000,1,542,0.0018
"CPM Real Estate","okres Martin",0.21031197190000,1,542,0.0018
"Eli real realitná kancelária","okres Martin",-0.05241056390000,1,542,0.0018
"LAWIS s.r.o.","okres Martin",-0.02433422430000,1,542,0.0018
"Realitná kancelária RED, s.r.o.","okres Martin",-0.05077354110000,1,542,0.0018
AZUR.RE,"okres Martin",-0.10689409110000,1,542,0.0018
"REALITY SPOLU","okres Martin",-0.21127116500000,1,542,0.0018
"WFG reality, s.r.o.","okres Martin",0.12145759200000,1,542,0.0018
"KARIN & PARTNERS, s.r.o.","okres Martin",0.01105088820000,1,542,0.0018
"BeMi realitná kancelária","okres Námestovo",-0.27713536940000,13,33,0.3939
"RE/MAX Slovakia","okres Námestovo",0.33992095390000,9,33,0.2727
"RK Dalmia s. r. o.","okres Námestovo",0.27713536940000,5,33,0.1515
"RIEŠIME BÝVANIE","okres Námestovo",-0.02578768660000,3,33,0.0909
"RECLOUD Reality a.s.","okres Námestovo",-0.16996047100000,2,33,0.0606
"Occam New Home","okres Námestovo",0.02578768660000,1,33,0.0303
"Reality Alpia","okres Ružomberok",-0.04589164150000,31,193,0.1606
"NajBývanie, s.r.o.","okres Ružomberok",0.25094383901667,24,193,0.1244
"AstonReal s.r.o.","okres Ružomberok",0.00387247543333,17,193,0.0881
"OVERENÉ REALITY","okres Ružomberok",-0.56413153525000,14,193,0.0725
"Apollo House","okres Ružomberok",0.13813634204000,10,193,0.0518
"REALITY SPOLU","okres Ružomberok",-0.01164647650000,10,193,0.0518
"Romantické Chalupy, s.r.o.","okres Ružomberok",0.07936118530000,10,193,0.0518
"TUreality s.r.o.","okres Ružomberok",-0.09624105516667,9,193,0.0466
"RE/MAX Slovakia","okres Ružomberok",-0.04622100333333,7,193,0.0363
"OREA, s.r.o.","okres Ružomberok",0.10808551575000,7,193,0.0363
"RK SPIRIT s.r.o.","okres Ružomberok",0.05573287435000,7,193,0.0363
"A-Byt Consult, s.r.o.","okres Ružomberok",-0.08042007585000,6,193,0.0311
donidDevelop,"okres Ružomberok",-0.09783857856000,5,193,0.0259
"ALT REAL, s.r.o.","okres Ružomberok",0.18659057613333,4,193,0.0207
"XEMAR realitná spoločnosť s.r.o.","okres Ružomberok",0.01085046200000,4,193,0.0207
"FINREA - ak vám záleží na výsledku","okres Ružomberok",-0.06542245510000,3,193,0.0155
"MK-CORP s.r.o.","okres Ružomberok",-0.07328095363333,3,193,0.0155
"VAŠA REALITKA s.r.o.","okres Ružomberok",-0.22787419375000,3,193,0.0155
"ARCHEUS Partners a.s.","okres Ružomberok",-0.05232457355000,2,193,0.0104
"DOMUM realitná spoločnosť s. r. o.","okres Ružomberok",-0.07520555470000,2,193,0.0104
Limaxreal,"okres Ružomberok",0.00979776345000,2,193,0.0104
"RK Dalmia s. r. o.","okres Ružomberok",-0.02837409235000,2,193,0.0104
"BeMi realitná kancelária","okres Ružomberok",-0.04902805020000,2,193,0.0104
"Direct Real, spol. s r.o.","okres Ružomberok",0.18417099090000,1,193,0.0052
"KOSIBA reality s.r.o.","okres Ružomberok",-0.12702347130000,1,193,0.0052
"BB - REALITY,  s.r.o.","okres Ružomberok",-0.00859885050000,1,193,0.0052
"Good Reality s.r.o.","okres Ružomberok",0.02267741720000,1,193,0.0052
"BEEVAM, s.r.o.","okres Ružomberok",-0.03617126670000,1,193,0.0052
"GARANT REALITY","okres Ružomberok",-0.03004287720000,1,193,0.0052
"Domovia s. r. o.","okres Ružomberok",-0.09611226130000,1,193,0.0052
"All 4 Life, s.r.o.","okres Ružomberok",0.04338634840000,1,193,0.0052
"Top Real Košice s.r.o.","okres Ružomberok",-0.03463725110000,1,193,0.0052
"TARGETreal s. r. o.","okres Turčianske Teplice",-0.13474087255000,14,65,0.2154
"Reality MT s.r.o.","okres Turčianske Teplice",0.02040816330000,9,65,0.1385
"Romantické Chalupy, s.r.o.","okres Turčianske Teplice",-0.02836815100000,9,65,0.1385
"Realitné kancelárie SR","okres Turčianske Teplice",-0.02040816330000,6,65,0.0923
"Ing.Zuzana Paverová","okres Turčianske Teplice",0.01421327050000,5,65,0.0769
"Reality Alpia","okres Turčianske Teplice",0.23809523810000,4,65,0.0615
"BV REAL PD, s.r.o.","okres Turčianske Teplice",-0.23518900340000,4,65,0.0615
"Reality Center, s.r.o.","okres Turčianske Teplice",-0.12615425430000,3,65,0.0462
"DOBRÉ REALITY s.r.o.","okres Turčianske Teplice",0.02836815100000,2,65,0.0308
"Real Reality Development s.r.o.","okres Turčianske Teplice",-0.15674566150000,2,65,0.0308
"Reality D.P.A.","okres Turčianske Teplice",0.05063291140000,2,65,0.0308
"BeMi realitná kancelária","okres Turčianske Teplice",0.23518900340000,1,65,0.0154
"Vianema s.r.o.","okres Turčianske Teplice",0.15674566150000,1,65,0.0154
"Estate Invest","okres Turčianske Teplice",0.21884883370000,1,65,0.0154
"ALT REAL, s.r.o.","okres Turčianske Teplice",-0.08127017440000,1,65,0.0154
"RE/MAX Slovakia","okres Turčianske Teplice",0.08127017440000,1,65,0.0154
"TUreality s.r.o.","okres Tvrdošín",-0.03169969465000,6,17,0.3529
"Vianema s.r.o.","okres Tvrdošín",0.01368435070000,3,17,0.1765
"OREA, s.r.o.","okres Tvrdošín",-0.04681029240000,3,17,0.1765
"RE/MAX Slovakia","okres Tvrdošín",0.04971503860000,2,17,0.1176
"HD reality group s.r.o","okres Tvrdošín",-0.00401606430000,2,17,0.1176
"B10 Slovensko, a. s.","okres Tvrdošín",0.04681029240000,1,17,0.0588
"Realitná kancelária RED, s.r.o.","okres Žilina",0.02032313606552,68,773,0.0880
"MGM reality","okres Žilina",-0.00941556403529,60,773,0.0776
"Realitné kancelárie SR","okres Žilina",0.00614395621200,54,773,0.0699
"RIEŠIME BÝVANIE","okres Žilina",-0.04253771840000,39,773,0.0505
"TUreality s.r.o.","okres Žilina",0.08225544500000,38,773,0.0492
"WFG reality, s.r.o.","okres Žilina",-0.05208014238571,35,773,0.0453
"RS Mansory s.r.o.","okres Žilina",-0.10684667485556,31,773,0.0401
"TARGETreal s. r. o.","okres Žilina",0.10370195842000,29,773,0.0375
"Real Estate Group4U","okres Žilina",0.85508743683333,26,773,0.0336
"ŽILINAREAL, s.r.o.","okres Žilina",-0.06649016885625,24,773,0.0310
"Reality Alpia","okres Žilina",0.00115719223333,23,773,0.0298
"Reinoo a.s.","okres Žilina",-0.00036466255556,17,773,0.0220
"Safe reality s. r. o.","okres Žilina",-0.11759927902857,16,773,0.0207
"RES GROUP, s.r.o.","okres Žilina",-0.01972537340000,16,773,0.0207
"Realitná kancelária","okres Žilina",-0.16795242736667,14,773,0.0181
"B10 Slovensko, a. s.","okres Žilina",0.04565761362500,13,773,0.0168
"StorkReal s. r. o.","okres Žilina",0.04689792600000,13,773,0.0168
"KORSO Project, s.r.o.","okres Žilina",0.08101902132000,13,773,0.0168
"BeMi realitná kancelária","okres Žilina",-0.08412216042500,13,773,0.0168
"Reality IQ, s.r.o.","okres Žilina",-0.08385038196000,12,773,0.0155
"R2 SK, s.r.o.","okres Žilina",0.10656693654000,12,773,0.0155
"Piata Avenue","okres Žilina",0.03817102442000,11,773,0.0142
"DRR INVEST, s. r. o.","okres Žilina",0.03315003375000,11,773,0.0142
"AnoReal, s.r.o.","okres Žilina",0.25453990015000,11,773,0.0142
"DreamReality s.r.o.","okres Žilina",0.00818815295000,11,773,0.0142
"ODEKO manažment s.r.o.","okres Žilina",0.01182320193333,10,773,0.0129
"Mamud Reality s. r. o.","okres Žilina",-0.10080660358571,9,773,0.0116
"1. Reality Rent, s.r.o.","okres Žilina",-0.05669968090000,9,773,0.0116
"ROMDOM, s. r. o","okres Žilina",-0.06222181216000,7,773,0.0091
"Realitka pre každého","okres Žilina",0.15123384210000,7,773,0.0091
"Financial Hotels Management, s.r.o.","okres Žilina",0.15135222670000,7,773,0.0091
"Direct Real, spol. s r.o.","okres Žilina",-0.08410149670000,6,773,0.0078
"Ing. Gerlinda Bérešová - Esti","okres Žilina",-0.15823030476667,6,773,0.0078
"Gro & Partners","okres Žilina",-0.01408268690000,5,773,0.0065
"Realitná kancelária DOM","okres Žilina",-0.07457731290000,5,773,0.0065
"Bosen Group s.r.o.","okres Žilina",-0.08962617490000,5,773,0.0065
"Georgi Conev","okres Žilina",-0.14443040773333,5,773,0.0065
"Renovo Reality","okres Žilina",0.28497274800000,5,773,0.0065
"EASY centrum bývania, s.r.o.","okres Žilina",0.06233453120000,5,773,0.0065
"Wealth Group, s.r.o.","okres Žilina",-0.02639581500000,4,773,0.0052
"HMS Services, a. s.","okres Žilina",0.01537219946667,4,773,0.0052
"X-REAL, s. r. o.","okres Žilina",-0.04423945315000,4,773,0.0052
"Effecting s.r.o.","okres Žilina",0.04076195885000,4,773,0.0052
"RENOME REAL","okres Žilina",-0.06041707390000,4,773,0.0052
"AnReal s. r. o.","okres Žilina",-0.18309075250000,4,773,0.0052
"ATP stavby s.r.o.","okres Žilina",0.40566407530000,3,773,0.0039
"JKV REAL","okres Žilina",-0.13191289040000,3,773,0.0039
"TOCA, s.r.o. Realitná činnosť","okres Žilina",-0.39102839640000,3,773,0.0039
"STAREA, s. r. o.","okres Žilina",-0.11451858583333,3,773,0.0039
"Teraz, a.s.","okres Žilina",0.35470602470000,3,773,0.0039
"Reality Now","okres Žilina",-0.41762833890000,2,773,0.0026
"ETHOS reality, s. r. o.","okres Žilina",-0.50459717040000,2,773,0.0026
"House Real Žilina","okres Žilina",-0.53679809030000,2,773,0.0026
"RE/MAX Slovakia","okres Žilina",-0.46831132780000,2,773,0.0026
"IDEÁLNE BÝVANIE, s.r.o.","okres Žilina",-0.13196508350000,2,773,0.0026
"LAVENTURA s.r.o.","okres Žilina",-0.00289559120000,2,773,0.0026
"RK4 REALITY","okres Žilina",-0.03045954550000,2,773,0.0026
"BALAŽI REAL ESTATE s.r.o.","okres Žilina",-0.29198390985000,2,773,0.0026
"Mgr. Nina Herčková, RSc.","okres Žilina",0.03855479420000,2,773,0.0026
"PRIMA reality s.r.o.","okres Žilina",0.33472522560000,2,773,0.0026
"GAMA Reality, s.r.o.","okres Žilina",-0.05093463830000,2,773,0.0026
"Allrisk Slovakia Reality & Financie, s.r.o.","okres Žilina",-0.13240418120000,1,773,0.0013
"Crystin reality, s.r.o.","okres Žilina",0.05657663660000,1,773,0.0013
"Pro Real, s. r. o. realitná kancelária","okres Žilina",-0.10387344230000,1,773,0.0013
"Kristína Čanády","okres Žilina",0.13081164760000,1,773,0.0013
"HOLESTIAK.sk reality s.r.o.","okres Žilina",-0.17302695510000,1,773,0.0013
"TeEq Reality","okres Žilina",-0.03389830180000,1,773,0.0013
"CPM Real Estate","okres Žilina",0.11243422410000,1,773,0.0013
"Jacek reality s. r. o.","okres Žilina",-0.11591204340000,1,773,0.0013
"KRALIKOVA reality","okres Žilina",0.21638389830000,1,773,0.0013
"Local reality s. r. o.","okres Žilina",0.09922642670000,1,773,0.0013
"KES - RV s.r.o.","okres Žilina",-0.02389994840000,1,773,0.0013
"TUreality s.r.o.","partially renovated",0.00211841358000,74,451,0.1641
"Reality Alpia","partially renovated",-0.00889796811111,28,451,0.0621
"HALO reality, s.r.o.","partially renovated",-0.00947995926667,18,451,0.0399
"Realitná kancelária","partially renovated",0.01945517888000,17,451,0.0377
"B10 Slovensko, a. s.","partially renovated",0.02052054450000,16,451,0.0355
"RIEŠIME BÝVANIE","partially renovated",0.02703760522500,15,451,0.0333
"Realitné kancelárie SR","partially renovated",0.03878010360000,15,451,0.0333
"OVERENÉ REALITY","partially renovated",-0.19542005553333,13,451,0.0288
"FINREA - ak vám záleží na výsledku","partially renovated",0.04045127862500,13,451,0.0288
"Like Reality s.r.o.","partially renovated",0.03180516638333,12,451,0.0266
"TARGETreal s. r. o.","partially renovated",0.12100803996667,12,451,0.0266
"NajBývanie, s.r.o.","partially renovated",0.14729350124000,11,451,0.0244
"AstonReal s.r.o.","partially renovated",-0.09697944466667,10,451,0.0222
"BeMi realitná kancelária","partially renovated",-0.01125421857500,10,451,0.0222
"RE/MAX Slovakia","partially renovated",0.02137532550000,10,451,0.0222
"MGM reality","partially renovated",-0.05085345323333,9,451,0.0200
"HOLESTIAK.sk reality s.r.o.","partially renovated",0.00000000000000,9,451,0.0200
"1. Reality Rent, s.r.o.","partially renovated",-0.01286700430000,9,451,0.0200
"SLNOVRAT, s.r.o.","partially renovated",-0.09290994440000,9,451,0.0200
"RESIDENCE realitná kancelária","partially renovated",0.04729234475000,8,451,0.0177
"Reality AK, spol. s r.o.","partially renovated",-0.02569598400000,8,451,0.0177
"Reality IQ, s.r.o.","partially renovated",0.01130290490000,8,451,0.0177
"ROMDOM, s. r. o","partially renovated",-0.03950896710000,8,451,0.0177
"Piata Avenue","partially renovated",-0.10536187326667,7,451,0.0155
"Reality ASTORIA, s.r.o.","partially renovated",0.12893068976667,7,451,0.0155
"Romantické Chalupy, s.r.o.","partially renovated",-0.02836815100000,7,451,0.0155
"Reality Center, s.r.o.","partially renovated",-0.01033271046667,7,451,0.0155
jabyvam.sk,"partially renovated",0.00448488915000,6,451,0.0133
"Realitná kancelária RED, s.r.o.","partially renovated",-0.05077354110000,6,451,0.0133
"Direct Real, spol. s r.o.","partially renovated",0.01418788975000,6,451,0.0133
"LIF REAL","partially renovated",-0.02216458360000,5,451,0.0111
"R2 SK, s.r.o.","partially renovated",0.05395193340000,4,451,0.0089
"JPE. Reality - Jozef Pajer","partially renovated",-0.04223916570000,4,451,0.0089
"ŽILINAREAL, s.r.o.","partially renovated",0.13240418120000,4,451,0.0089
"StorkReal s. r. o.","partially renovated",0.14513358430000,4,451,0.0089
"Renovo Reality","partially renovated",-0.03704353650000,3,451,0.0067
"A-Byt Consult, s.r.o.","partially renovated",-0.08042007585000,3,451,0.0067
"Reality MT s.r.o.","partially renovated",0.05230831455000,3,451,0.0067
"OREA, s.r.o.","partially renovated",-0.04681029240000,2,451,0.0044
"HD reality group s.r.o","partially renovated",0.04281295725000,2,451,0.0044
liptoreal,"partially renovated",-0.04967679180000,2,451,0.0044
"Reality D.P.A.","partially renovated",0.02794822900000,2,451,0.0044
"ADOMOS REAL s.r.o.","partially renovated",-0.10951892680000,2,451,0.0044
"Felicita Real s. r. o.","partially renovated",-0.01528447340000,2,451,0.0044
"MENÍME BÝVANIE","partially renovated",0.03009205120000,2,451,0.0044
"Mamud Reality s. r. o.","partially renovated",-0.01256674530000,2,451,0.0044
"DRR INVEST, s. r. o.","partially renovated",-0.06232568750000,2,451,0.0044
"RENOME REAL","partially renovated",-0.06041707390000,2,451,0.0044
"DreamReality s.r.o.","partially renovated",-0.16690821920000,2,451,0.0044
"bezmaklérov, s.r.o.","partially renovated",-0.02260580920000,1,451,0.0022
"MAX PROFI REALITY","partially renovated",0.04821802940000,1,451,0.0022
"DRAŽOBNÍK, s.r.o.","partially renovated",-0.31956397020000,1,451,0.0022
"VAŠA REALITKA s.r.o.","partially renovated",-0.43307097030000,1,451,0.0022
"DOBRÉ REALITY s.r.o.","partially renovated",0.02836815100000,1,451,0.0022
"KES - RV s.r.o.","partially renovated",-0.02389994840000,1,451,0.0022
"Allrisk Slovakia Reality & Financie, s.r.o.","partially renovated",-0.13240418120000,1,451,0.0022
"Effecting s.r.o.","partially renovated",0.04831685490000,1,451,0.0022
"REALITY TATRY","partially renovated",0.31956397020000,1,451,0.0022
"BEŇO REALITY","partially renovated",-0.00756133590000,1,451,0.0022
"KUBALA REALITY, s.r.o.","partially renovated",0.18581988880000,1,451,0.0022
"RESIDENCE realitná kancelária",premium,0.11428960088333,20,244,0.0820
"WFG reality, s.r.o.",premium,-0.03239222390000,12,244,0.0492
"RES GROUP, s.r.o.",premium,0.02328760492500,12,244,0.0492
"Realitná kancelária RED, s.r.o.",premium,0.10530451487500,11,244,0.0451
"TUreality s.r.o.",premium,0.00722844170000,11,244,0.0451
"Realitné kancelárie SR",premium,0.00859997510000,11,244,0.0451
"Real Estate Group4U",premium,0.75072023417500,8,244,0.0328
"RK Dalmia s. r. o.",premium,-0.15232653990000,7,244,0.0287
"TARGETreal s. r. o.",premium,-0.02287310470000,7,244,0.0287
"RIEŠIME BÝVANIE",premium,0.06834886572500,7,244,0.0287
"FINREA - ak vám záleží na výsledku",premium,0.21460512750000,7,244,0.0287
"ŽILINAREAL, s.r.o.",premium,-0.16737436196667,6,244,0.0246
"ROMDOM, s. r. o",premium,-0.15307319240000,5,244,0.0205
"Reality Alpia",premium,-0.02938412530000,5,244,0.0205
"Buby reality, s.r.o.",premium,0.05032996310000,5,244,0.0205
