agency,segment,avg_price_index,listings_count,tot_segment_listings,agency_share
"Good Reality s.r.o.",house,0.02267741720000,1,1704,0.0006
"KOSIBA reality s.r.o.",house,-0.12702347130000,1,1704,0.0006
"Realitná kancelária Kľúč",house,0.07142572890000,1,1704,0.0006
"REALITY TATRY",house,0.31956397020000,1,1704,0.0006
"DRAŽOBNÍK, s.r.o.",house,-0.31956397020000,1,1704,0.0006
"Allrisk Slovakia Reality & Financie, s.r.o.",house,-0.13240418120000,1,1704,0.0006
"Good Reality s.r.o.",house,0.02267741720000,1,1704,0.0006
"KOSIBA reality s.r.o.",house,-0.12702347130000,1,1704,0.0006
"CreeX Reality s.r.o.",house,-0.07142572890000,1,1704,0.0006
"Realitná kancelária Kľúč",house,0.07142572890000,1,1704,0.0006
"REALITY TATRY",house,0.31956397020000,1,1704,0.0006
"DRAŽOBNÍK, s.r.o.",house,-0.31956397020000,1,1704,0.0006
"GAMA Reality, s.r.o.",house,-0.17428015880000,1,1704,0.0006
"Effecting s.r.o.",house,0.03320706280000,1,1704,0.0006
"X-REAL, s. r. o.",house,0.23602817610000,1,1704,0.0006
"KUBALA REALITY, s.r.o.",house,0.18581988880000,1,1704,0.0006
"Stanislav Motyčík - MK",house,0.01301221130000,1,1704,0.0006
"CreeX Reality s.r.o.",house,-0.07142572890000,1,1704,0.0006
"Stanislav Motyčík - MK",house,0.01301221130000,1,1704,0.0006
"GAMA Reality, s.r.o.",house,-0.17428015880000,1,1704,0.0006
"Effecting s.r.o.",house,0.03320706280000,1,1704,0.0006
"X-REAL, s. r. o.",house,0.23602817610000,1,1704,0.0006
"KUBALA REALITY, s.r.o.",house,0.18581988880000,1,1704,0.0006
"KING REAL s. r. o.",house,-0.13842224080000,1,1704,0.0006
"KING REAL s. r. o.",house,-0.13842224080000,1,1704,0.0006
"Allrisk Slovakia Reality & Financie, s.r.o.",house,-0.13240418120000,1,1704,0.0006
"Realitné kancelárie SR",land,-0.01856642956071,45,1564,0.0288
"Realitné kancelárie SR",land,-0.01856642956071,45,1564,0.0288
"BeMi realitná kancelária",land,0.00887547839091,41,1564,0.0262
"BeMi realitná kancelária",land,0.00887547839091,41,1564,0.0262
"1. Reality Rent, s.r.o.",land,0.09489768741765,35,1564,0.0224
"1. Reality Rent, s.r.o.",land,0.09489768741765,35,1564,0.0224
"RS Mansory s.r.o.",land,-0.05265571580000,30,1564,0.0192
"RS Mansory s.r.o.",land,-0.05265571580000,30,1564,0.0192
"SLNOVRAT, s.r.o.",land,-0.11293131823333,27,1564,0.0173
"SLNOVRAT, s.r.o.",land,-0.11293131823333,27,1564,0.0173
"TARGETreal s. r. o.",land,0.06709424853846,25,1564,0.0160
"TARGETreal s. r. o.",land,0.06709424853846,25,1564,0.0160
"RE/MAX Slovakia",land,0.14666980010000,25,1564,0.0160
"RE/MAX Slovakia",land,0.14666980010000,25,1564,0.0160
"MGM reality",land,-0.29238096830000,24,1564,0.0153
"MGM reality",land,-0.29238096830000,24,1564,0.0153
"BALAŽI REAL ESTATE s.r.o.",land,-0.13638928238000,24,1564,0.0153
"BALAŽI REAL ESTATE s.r.o.",land,-0.13638928238000,24,1564,0.0153
"Reality Alpia",land,-0.19340045931667,20,1564,0.0128
"Reality Alpia",land,-0.19340045931667,20,1564,0.0128
"WFG reality, s.r.o.",land,-0.13499677462222,19,1564,0.0121
"WFG reality, s.r.o.",land,-0.13499677462222,19,1564,0.0121
"TUreality s.r.o.",land,0.05228922565000,17,1564,0.0109
"TUreality s.r.o.",land,0.05228922565000,17,1564,0.0109
"Realitná kancelária",land,-0.18037068501111,16,1564,0.0102
"Realitná kancelária",land,-0.18037068501111,16,1564,0.0102
"Direct Real, spol. s r.o.",land,0.03778731305714,14,1564,0.0090
"RK Dalmia s. r. o.",land,0.03062775748333,14,1564,0.0090
"OREA, s.r.o.",land,-0.13414199925000,14,1564,0.0090
"OREA, s.r.o.",land,-0.13414199925000,14,1564,0.0090
"RK Dalmia s. r. o.",land,0.03062775748333,14,1564,0.0090
"B10 Slovensko, a. s.",land,-0.25877573052500,14,1564,0.0090
"Direct Real, spol. s r.o.",land,0.03778731305714,14,1564,0.0090
"B10 Slovensko, a. s.",land,-0.25877573052500,14,1564,0.0090
"RIEŠIME BÝVANIE",land,-0.12117455514286,13,1564,0.0083
"RIEŠIME BÝVANIE",land,-0.12117455514286,13,1564,0.0083
"Reality D.P.A.",land,0.03994088603333,12,1564,0.0077
"Reality D.P.A.",land,0.03994088603333,12,1564,0.0077
"Real Estate Group4U",land,0.83250825596000,11,1564,0.0070
"ALT REAL, s.r.o.",land,0.12166426016000,11,1564,0.0070
"Safe reality s. r. o.",land,-0.12177466006250,11,1564,0.0070
"Safe reality s. r. o.",land,-0.12177466006250,11,1564,0.0070
"ALT REAL, s.r.o.",land,0.12166426016000,11,1564,0.0070
"Real Estate Group4U",land,0.83250825596000,11,1564,0.0070
"AstonReal s.r.o.",land,-0.01509685376667,10,1564,0.0064
"RES GROUP, s.r.o.",land,0.03857016418000,10,1564,0.0064
"RES GROUP, s.r.o.",land,0.03857016418000,10,1564,0.0064
"Reality AK, spol. s r.o.",land,-0.06721803990000,10,1564,0.0064
"RESIDENCE realitná kancelária",land,0.00988664440000,10,1564,0.0064
"AstonReal s.r.o.",land,-0.01509685376667,10,1564,0.0064
"RESIDENCE realitná kancelária",land,0.00988664440000,10,1564,0.0064
"TOCA, s.r.o. Realitná činnosť",land,-0.05947021110000,10,1564,0.0064
"TOCA, s.r.o. Realitná činnosť",land,-0.05947021110000,10,1564,0.0064
"Reality AK, spol. s r.o.",land,-0.06721803990000,10,1564,0.0064
"HOLESTIAK.sk reality s.r.o.",land,-0.04482780824000,9,1564,0.0058
donidDevelop,land,-0.09412969616667,9,1564,0.0058
"Reality Center, s.r.o.",land,0.01128477256000,9,1564,0.0058
"Reality Center, s.r.o.",land,0.01128477256000,9,1564,0.0058
"HOLESTIAK.sk reality s.r.o.",land,-0.04482780824000,9,1564,0.0058
"RECLOUD Reality a.s.",land,-0.08892969468571,9,1564,0.0058
"TRI LIPY, s. r. o.",land,0.13511059690000,9,1564,0.0058
"RECLOUD Reality a.s.",land,-0.08892969468571,9,1564,0.0058
"TRI LIPY, s. r. o.",land,0.13511059690000,9,1564,0.0058
donidDevelop,land,-0.09412969616667,9,1564,0.0058
"OVERENÉ REALITY",land,0.23188405800000,8,1564,0.0051
"FINREA - ak vám záleží na výsledku",land,-0.28694101500000,8,1564,0.0051
"ŽILINAREAL, s.r.o.",land,0.01977207862000,8,1564,0.0051
"bezmaklérov, s.r.o.",land,0.12288329510000,8,1564,0.0051
"FINREA - ak vám záleží na výsledku",land,-0.28694101500000,8,1564,0.0051
"bezmaklérov, s.r.o.",land,0.12288329510000,8,1564,0.0051
"ŽILINAREAL, s.r.o.",land,0.01977207862000,8,1564,0.0051
"OVERENÉ REALITY",land,0.23188405800000,8,1564,0.0051
"StorkReal s. r. o.",land,0.02233901142500,7,1564,0.0045
"DreamReality s.r.o.",land,0.10991691215000,7,1564,0.0045
"DreamReality s.r.o.",land,0.10991691215000,7,1564,0.0045
"Realitka pre každého",land,0.08334443820000,7,1564,0.0045
"AnoReal, s.r.o.",land,0.25453990015000,7,1564,0.0045
"AnoReal, s.r.o.",land,0.25453990015000,7,1564,0.0045
"Realitka pre každého",land,0.08334443820000,7,1564,0.0045
"StorkReal s. r. o.",land,0.02233901142500,7,1564,0.0045
"Apollo House",land,0.18570782366667,6,1564,0.0038
"Mamud Reality s. r. o.",land,-0.20479841930000,6,1564,0.0038
"Real Reality Development s.r.o.",land,0.01973390233333,6,1564,0.0038
"Mamud Reality s. r. o.",land,-0.20479841930000,6,1564,0.0038
"Real Reality Development s.r.o.",land,0.01973390233333,6,1564,0.0038
"Apollo House",land,0.18570782366667,6,1564,0.0038
"REALITY SPOLU",land,-0.21127116500000,5,1564,0.0032
"MAX PROFI REALITY",land,-0.37725719860000,5,1564,0.0032
"REALITY SPOLU",land,-0.21127116500000,5,1564,0.0032
"Piata Avenue",land,0.52040830710000,5,1564,0.0032
"Piata Avenue",land,0.52040830710000,5,1564,0.0032
"MAX PROFI REALITY",land,-0.37725719860000,5,1564,0.0032
"AnReal s. r. o.",land,-0.19550776510000,4,1564,0.0026
"JPE. Reality - Jozef Pajer",land,0.15083416550000,4,1564,0.0026
"Ing. Gerlinda Bérešová - Esti",land,-0.15823030476667,4,1564,0.0026
"Romantické Chalupy, s.r.o.",land,-0.04136099325000,4,1564,0.0026
Limaxreal,land,-0.06735782970000,4,1564,0.0026
"ETHOS reality, s. r. o.",land,-0.20146428860000,4,1564,0.0026
"DRR INVEST, s. r. o.",land,0.21994200790000,4,1564,0.0026
"Reality IQ, s.r.o.",land,-0.27138116815000,4,1564,0.0026
"Reality IQ, s.r.o.",land,-0.27138116815000,4,1564,0.0026
"BEŇO REALITY",land,0.12807463290000,4,1564,0.0026
"ROMDOM, s. r. o",land,0.42346340380000,4,1564,0.0026
"Reality ASTORIA, s.r.o.",land,-0.04349432005000,4,1564,0.0026
"AP REAL, s.r.o.",land,-0.44322850670000,4,1564,0.0026
"ROMDOM, s. r. o",land,0.42346340380000,4,1564,0.0026
"Vianema s.r.o.",land,-0.05826927383333,4,1564,0.0026
"Reality ASTORIA, s.r.o.",land,-0.04349432005000,4,1564,0.0026
"AP REAL, s.r.o.",land,-0.44322850670000,4,1564,0.0026
Limaxreal,land,-0.06735782970000,4,1564,0.0026
"AnReal s. r. o.",land,-0.19550776510000,4,1564,0.0026
"ETHOS reality, s. r. o.",land,-0.20146428860000,4,1564,0.0026
"DRR INVEST, s. r. o.",land,0.21994200790000,4,1564,0.0026
"Romantické Chalupy, s.r.o.",land,-0.04136099325000,4,1564,0.0026
"BEŇO REALITY",land,0.12807463290000,4,1564,0.0026
"R2 SK, s.r.o.",land,0.13445745062500,4,1564,0.0026
"Ing. Gerlinda Bérešová - Esti",land,-0.15823030476667,4,1564,0.0026
"JPE. Reality - Jozef Pajer",land,0.15083416550000,4,1564,0.0026
"Vianema s.r.o.",land,-0.05826927383333,4,1564,0.0026
"R2 SK, s.r.o.",land,0.13445745062500,4,1564,0.0026
"LIF REAL",land,-0.00057758660000,3,1564,0.0019
"Nové bývanie",land,-0.11028403713333,3,1564,0.0019
"RK VILLEA, s. r. o.",land,0.34246623440000,3,1564,0.0019
"Reality MT s.r.o.",land,0.02860714085000,3,1564,0.0019
"Bosen Group s.r.o.",land,-0.05513361460000,3,1564,0.0019
liptoreal,land,0.04876291140000,3,1564,0.0019
"Reality MT s.r.o.",land,0.02860714085000,3,1564,0.0019
liptoreal,land,0.04876291140000,3,1564,0.0019
"Nové bývanie",land,-0.11028403713333,3,1564,0.0019
"X-REAL, s. r. o.",land,-0.32450708240000,3,1564,0.0019
"Georgi Conev",land,-0.21999096895000,3,1564,0.0019
"X-REAL, s. r. o.",land,-0.32450708240000,3,1564,0.0019
"Reality Turiec s.r o.",land,-0.13537117900000,3,1564,0.0019
"Georgi Conev",land,-0.21999096895000,3,1564,0.0019
"Bosen Group s.r.o.",land,-0.05513361460000,3,1564,0.0019
"Reality Turiec s.r o.",land,-0.13537117900000,3,1564,0.0019
"RK VILLEA, s. r. o.",land,0.34246623440000,3,1564,0.0019
"LIF REAL",land,-0.00057758660000,3,1564,0.0019
"EASY centrum bývania, s.r.o.",land,-0.20750394650000,2,1564,0.0013
"Ing.Zuzana Paverová",land,-0.16394599635000,2,1564,0.0013
"ATP stavby s.r.o.",land,0.40566407530000,2,1564,0.0013
"RADO Reality",land,-0.51443709250000,2,1564,0.0013
"RADO Reality",land,-0.51443709250000,2,1564,0.0013
"ATP stavby s.r.o.",land,0.40566407530000,2,1564,0.0013
"Ing.Zuzana Paverová",land,-0.16394599635000,2,1564,0.0013
"Reality Now",land,-0.41762833890000,2,1564,0.0013
"EASY centrum bývania, s.r.o.",land,-0.20750394650000,2,1564,0.0013
"RK4 REALITY",land,0.04414221850000,2,1564,0.0013
"KRUPPKY, s.r.o.",land,0.25733445100000,2,1564,0.0013
"XEMAR realitná spoločnosť s.r.o.",land,0.02071629210000,2,1564,0.0013
"KRUPPKY, s.r.o.",land,0.25733445100000,2,1564,0.0013
"BIZNIS REALITY, s.r.o.",land,0.11125142060000,2,1564,0.0013
"Renovo Reality",land,0.25582714770000,2,1564,0.0013
"ADH-REAL s.r.o. Hirjaková Adriana",land,0.10932847160000,2,1564,0.0013
"Eden Real estate, s.r.o.",land,-0.08715551480000,2,1564,0.0013
"ROSA reality",land,0.39128579810000,2,1564,0.0013
"Q REAL s.r.o.",land,0.09799075110000,2,1564,0.0013
"NFA Group, s.r.o.",land,-0.49827247115000,2,1564,0.0013
"Q REAL s.r.o.",land,0.09799075110000,2,1564,0.0013
"Eden Real estate, s.r.o.",land,-0.08715551480000,2,1564,0.0013
"ADH-REAL s.r.o. Hirjaková Adriana",land,0.10932847160000,2,1564,0.0013
"Renovo Reality",land,0.25582714770000,2,1564,0.0013
"BIZNIS REALITY, s.r.o.",land,0.11125142060000,2,1564,0.0013
"XEMAR realitná spoločnosť s.r.o.",land,0.02071629210000,2,1564,0.0013
"ROSA reality",land,0.39128579810000,2,1564,0.0013
"NFA Group, s.r.o.",land,-0.49827247115000,2,1564,0.0013
"RK4 REALITY",land,0.04414221850000,2,1564,0.0013
"Reality Now",land,-0.41762833890000,2,1564,0.0013
"Delta Property s.r.o.",land,-0.13837676670000,1,1564,0.0006
"Gro & Partners",land,-0.02381947350000,1,1564,0.0006
"TeEq Reality",land,-0.03389830180000,1,1564,0.0006
jabyvam.sk,land,-0.08846451420000,1,1564,0.0006
"Vivid House s. r. o.",land,0.00000000000000,1,1564,0.0006
"IDEÁLNE BÝVANIE, s.r.o.",land,0.30734526080000,1,1564,0.0006
"LAWIS s.r.o.",land,-0.02433422430000,1,1564,0.0006
"LAWIS s.r.o.",land,-0.02433422430000,1,1564,0.0006
"House Real Žilina",land,-0.53679809030000,1,1564,0.0006
"Pro Real, s. r. o. realitná kancelária",land,-0.01329307670000,1,1564,0.0006
"Vivid House s. r. o.",land,0.00000000000000,1,1564,0.0006
"KUBALA REALITY, s.r.o.",land,-0.19357935410000,1,1564,0.0006
"Gro & Partners",land,-0.02381947350000,1,1564,0.0006
"BV REAL PD, s.r.o.",land,-0.23518900340000,1,1564,0.0006
"Pro Real, s. r. o. realitná kancelária",land,-0.01329307670000,1,1564,0.0006
"Kristína Čanády",land,0.13081164760000,1,1564,0.0006
"House Real Žilina",land,-0.53679809030000,1,1564,0.0006
"PRIMA reality s.r.o.",land,0.33472522560000,1,1564,0.0006
"Trioreality, s.r.o.",land,0.28770437930000,1,1564,0.0006
"MartinTham s. r. o.",land,0.10745951060000,1,1564,0.0006
jabyvam.sk,land,-0.08846451420000,1,1564,0.0006
"MS Alpex, k.s.",land,0.02987145100000,1,1564,0.0006
Envire,land,0.30182906980000,1,1564,0.0006
"Delta Property s.r.o.",land,-0.13837676670000,1,1564,0.0006
"Mgr. Nina Herčková, RSc.",land,0.03855479420000,1,1564,0.0006
Envire,land,0.30182906980000,1,1564,0.0006
"Trioreality, s.r.o.",land,0.28770437930000,1,1564,0.0006
"1.BCR REAL ESTATE SLOVAKIA",land,0.48878586640000,1,1564,0.0006
"IDEÁLNE BÝVANIE, s.r.o.",land,0.30734526080000,1,1564,0.0006
"1.BCR REAL ESTATE SLOVAKIA",land,0.48878586640000,1,1564,0.0006
"MS Alpex, k.s.",land,0.02987145100000,1,1564,0.0006
"MartinTham s. r. o.",land,0.10745951060000,1,1564,0.0006
"TeEq Reality",land,-0.03389830180000,1,1564,0.0006
"PRIMA reality s.r.o.",land,0.33472522560000,1,1564,0.0006
"Kristína Čanády",land,0.13081164760000,1,1564,0.0006
"BV REAL PD, s.r.o.",land,-0.23518900340000,1,1564,0.0006
"Mgr. Nina Herčková, RSc.",land,0.03855479420000,1,1564,0.0006
"KUBALA REALITY, s.r.o.",land,-0.19357935410000,1,1564,0.0006
"RS Mansory s.r.o.","new construction",-0.01010320160000,36,615,0.0585
"Realitná kancelária RED, s.r.o.","new construction",0.07467835922667,33,615,0.0537
"RESIDENCE realitná kancelária","new construction",0.08141161625217,28,615,0.0455
"Realitné kancelárie SR","new construction",-0.08866577357143,25,615,0.0407
"RK SPIRIT s.r.o.","new construction",-0.06140116572000,24,615,0.0390
"TUreality s.r.o.","new construction",0.08988830614000,23,615,0.0374
"Buby reality, s.r.o.","new construction",-0.07058060673333,22,615,0.0358
"MGM reality","new construction",0.08403018028333,21,615,0.0341
"WFG reality, s.r.o.","new construction",0.00801730295000,20,615,0.0325
"TARGETreal s. r. o.","new construction",-0.07290039614444,19,615,0.0309
"OREA, s.r.o.","new construction",0.01958974651667,18,615,0.0293
"Reinoo a.s.","new construction",-0.00036466255556,17,615,0.0276
"RE/MAX Slovakia","new construction",-0.01990643314286,16,615,0.0260
"ALT REAL, s.r.o.","new construction",0.03947960456250,13,615,0.0211
"Reality Alpia","new construction",0.04593124995000,13,615,0.0211
"TOCA, s.r.o. Realitná činnosť","new construction",-0.16837837664286,12,615,0.0195
G-REAL,"new construction",-0.03569020180000,11,615,0.0179
"RIEŠIME BÝVANIE","new construction",-0.03573007222500,11,615,0.0179
"Bosen Group s.r.o.","new construction",-0.02237199027500,10,615,0.0163
"ODEKO manažment s.r.o.","new construction",0.01182320193333,10,615,0.0163
"B10 Slovensko, a. s.","new construction",0.14170597766667,10,615,0.0163
"MK-CORP s.r.o.","new construction",-0.27680992222500,9,615,0.0146
"BeMi realitná kancelária","new construction",-0.27713536940000,9,615,0.0146
"ŽILINAREAL, s.r.o.","new construction",-0.09855441797143,8,615,0.0130
"Realitná kancelária","new construction",0.00584737640000,8,615,0.0130
"Reality AK, spol. s r.o.","new construction",-0.00584737640000,8,615,0.0130
"AstonReal s.r.o.","new construction",-0.03960962511667,7,615,0.0114
"Financial Hotels Management, s.r.o.","new construction",0.15135222670000,7,615,0.0114
"RES GROUP, s.r.o.","new construction",-0.15136343160000,6,615,0.0098
"Reality MT s.r.o.","new construction",0.02040816330000,6,615,0.0098
"R2 SK, s.r.o.","new construction",-0.00233903615000,5,615,0.0081
"RK Dalmia s. r. o.","new construction",0.01528576135000,5,615,0.0081
"FINREA - ak vám záleží na výsledku","new construction",0.09057069580000,5,615,0.0081
donidDevelop,"new construction",-0.02620290132500,5,615,0.0081
"KORSO Project, s.r.o.","new construction",0.08101902132000,5,615,0.0081
Limaxreal,"new construction",-0.04531060263333,5,615,0.0081
"OVERENÉ REALITY","new construction",-0.11051010033333,4,615,0.0065
"Reality Center, s.r.o.","new construction",0.14209842220000,4,615,0.0065
"Tatra Invest","new construction",-0.03962844556667,4,615,0.0065
"HMS Services, a. s.","new construction",0.01537219946667,4,615,0.0065
"Reality ASTORIA, s.r.o.","new construction",0.31822637030000,4,615,0.0065
"Piata Avenue","new construction",-0.07782970780000,4,615,0.0065
"Occam New Home","new construction",-0.17525844855000,4,615,0.0065
"Apollo House","new construction",0.06677911960000,4,615,0.0065
"IDEÁLNE BÝVANIE, s.r.o.","new construction",-0.13196508350000,4,615,0.0065
"DreamReality s.r.o.","new construction",-0.05896051835000,4,615,0.0065
"ARCHEUS Partners a.s.","new construction",-0.04971209036667,4,615,0.0065
"NajBývanie, s.r.o.","new construction",-0.09271191370000,4,615,0.0065
"HALO reality, s.r.o.","new construction",0.15666260190000,4,615,0.0065
"XEMAR realitná spoločnosť s.r.o.","new construction",0.11645404810000,4,615,0.0065
"DRR INVEST, s. r. o.","new construction",0.14744585990000,3,615,0.0049
"Real Reality Development s.r.o.","new construction",0.17341048180000,3,615,0.0049
"DLUGO reality","new construction",0.19899736660000,3,615,0.0049
"REALITY SPOLU","new construction",0.06483147780000,3,615,0.0049
"Nové bývanie","new construction",0.34095807010000,3,615,0.0049
"Prvá Realitná Kancelária, s.r.o.","new construction",0.07692328400000,3,615,0.0049
"GAMA Reality, s.r.o.","new construction",-0.11260739855000,2,615,0.0033
"J.M.H. s.r.o.","new construction",-0.18187944445000,2,615,0.0033
"JPE. Reality - Jozef Pajer","new construction",0.17428015880000,2,615,0.0033
"DOMUM realitná spoločnosť s. r. o.","new construction",-0.07520555470000,2,615,0.0033
"CPM Real Estate","new construction",0.16137309800000,2,615,0.0033
"Renovo Reality","new construction",0.31411834830000,2,615,0.0033
"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","new construction",-0.13360036155000,2,615,0.0033
"HD reality group s.r.o","new construction",-0.08212172370000,2,615,0.0033
"Svoboda&Williams Slovakia s.r.o.","new construction",0.19804137130000,2,615,0.0033
"STAREA, s. r. o.","new construction",-0.07649173975000,2,615,0.0033
jabyvam.sk,"new construction",-0.04447875330000,2,615,0.0033
liptoreal,"new construction",0.16233216100000,2,615,0.0033
"KRUPPKY, s.r.o.","new construction",0.18619238180000,2,615,0.0033
"CANGURU s.r.o.","new construction",0.07528366860000,2,615,0.0033
"TRI LIPY, s. r. o.","new construction",0.01143404300000,1,615,0.0016
"MG real, s.r.o.","new construction",-0.01143404300000,1,615,0.0016
"TATRA CITY RESIDENCE s. r. o.","new construction",0.18488203060000,1,615,0.0016
"Juraj Hegyi Reality & Development s.r.o.","new construction",0.32054171450000,1,615,0.0016
"Domovia s. r. o.","new construction",-0.09611226130000,1,615,0.0016
"All 4 Life, s.r.o.","new construction",0.04338634840000,1,615,0.0016
"Good Reality s.r.o.","new construction",0.02267741720000,1,615,0.0016
"BB - REALITY,  s.r.o.","new construction",-0.00859885050000,1,615,0.0016
"Effecting s.r.o.","new construction",0.03320706280000,1,615,0.0016
"Estate Invest","new construction",0.21884883370000,1,615,0.0016
"RexDeco s.r.o.","new construction",0.15010287740000,1,615,0.0016
"ETHOS reality, s. r. o.","new construction",-0.42124263290000,1,615,0.0016
"VAŠA REALITKA s.r.o.","new construction",-0.02267741720000,1,615,0.0016
"Reality IQ, s.r.o.","new construction",-0.32170893790000,1,615,0.0016
"REALITY FAIR","new construction",-0.23982865970000,1,615,0.0016
"Pegas real s.r.o.","new construction",-0.08221774250000,1,615,0.0016
"Stanislav Motyčík - MK","new construction",0.01301221130000,1,615,0.0016
"Porto Real Group","new construction",0.08221774250000,1,615,0.0016
ZEIRA,"new construction",0.19994580370000,1,615,0.0016
"United Professionals s.r.o.","new construction",0.06471329840000,1,615,0.0016
"Eli real realitná kancelária","new construction",-0.05241056390000,1,615,0.0016
"CreeX Reality s.r.o.","new construction",0.23192346430000,1,615,0.0016
"Reality Now","new construction",-0.23485910270000,1,615,0.0016
"TOCA, s.r.o. Realitná činnosť","okres Bytča",-0.07364746655714,30,93,0.3226
"RIEŠIME BÝVANIE","okres Bytča",-0.10910662306667,8,93,0.0860
"Realitné kancelárie SR","okres Bytča",0.29001993670000,7,93,0.0753
"Romantické Chalupy, s.r.o.","okres Bytča",-0.06200569440000,6,93,0.0645
"TARGETreal s. r. o.","okres Bytča",-0.15367264095000,5,93,0.0538
"RS Mansory s.r.o.","okres Bytča",-0.32757737920000,5,93,0.0538
"TUreality s.r.o.","okres Bytča",0.02428886940000,5,93,0.0538
"Realitná kancelária RED, s.r.o.","okres Bytča",0.38357963320000,4,93,0.0430
"ADH-REAL s.r.o. Hirjaková Adriana","okres Bytča",0.10932847160000,4,93,0.0430
"Reality Alpia","okres Bytča",0.00654287840000,4,93,0.0430
"Reality IQ, s.r.o.","okres Bytča",-0.10932847160000,2,93,0.0215
"Safe reality s. r. o.","okres Bytča",0.32077699080000,2,93,0.0215
"Vianema s.r.o.","okres Bytča",-0.16577674150000,2,93,0.0215
"IDEÁLNE BÝVANIE, s.r.o.","okres Bytča",0.30734526080000,2,93,0.0215
"Real Estate Group4U","okres Bytča",0.62929562810000,1,93,0.0108
"Stanislav Motyčík - MK","okres Bytča",0.01301221130000,1,93,0.0108
"BeMi realitná kancelária","okres Bytča",0.04153354630000,1,93,0.0108
"Nové bývanie","okres Bytča",-0.30171825320000,1,93,0.0108
"DRR INVEST, s. r. o.","okres Bytča",0.31125826080000,1,93,0.0108
"RADO Reality","okres Bytča",-0.51443709250000,1,93,0.0108
"ŽILINAREAL, s.r.o.","okres Bytča",0.31125826080000,1,93,0.0108
"1. Reality Rent, s.r.o.","okres Čadca",0.15386003165500,52,286,0.1818
"SLNOVRAT, s.r.o.","okres Čadca",-0.10366790655789,50,286,0.1748
"BeMi realitná kancelária","okres Čadca",0.00653948317500,37,286,0.1294
"HOLESTIAK.sk reality s.r.o.","okres Čadca",0.09314405120000,26,286,0.0909
"JPE. Reality - Jozef Pajer","okres Čadca",0.06868908530000,14,286,0.0490
"TRI LIPY, s. r. o.","okres Čadca",0.13797410868889,11,286,0.0385
"Ing. Marcela Pišteková","okres Čadca",-0.60997639330000,8,286,0.0280
"Trioreality, s.r.o.","okres Čadca",-0.04497608250000,7,286,0.0245
"Safe reality s. r. o.","okres Čadca",0.01536367800000,6,286,0.0210
"MGM reality","okres Čadca",-0.03484848110000,6,286,0.0210
"Realitné kancelárie SR","okres Čadca",-0.76831740520000,5,286,0.0175
"Vianema s.r.o.","okres Čadca",-0.13575253950000,5,286,0.0175
"RECLOUD Reality a.s.","okres Čadca",-0.03495034570000,5,286,0.0175
"WFG reality, s.r.o.","okres Čadca",-0.29354413700000,5,286,0.0175
"RS Mansory s.r.o.","okres Čadca",0.15409878063333,4,286,0.0140
"AP REAL, s.r.o.","okres Čadca",-0.44322850670000,4,286,0.0140
"MENÍME BÝVANIE","okres Čadca",0.03009205120000,4,286,0.0140
"ETHOS reality, s. r. o.","okres Čadca",0.18502313070000,4,286,0.0140
"TARGETreal s. r. o.","okres Čadca",-0.21602216110000,3,286,0.0105
"PhDr. Miloš Kocúr - BKM Consulting","okres Čadca",-0.28850521430000,3,286,0.0105
"Romantické Chalupy, s.r.o.","okres Čadca",-0.08792900870000,3,286,0.0105
"RE/MAX Slovakia","okres Čadca",0.55024616280000,3,286,0.0105
"Reality IQ, s.r.o.","okres Čadca",0.01130290490000,3,286,0.0105
"RIEŠIME BÝVANIE","okres Čadca",-0.11469446070000,2,286,0.0070
"KUBALA REALITY, s.r.o.","okres Čadca",-0.00387973265000,2,286,0.0070
"ŽILINAREAL, s.r.o.","okres Čadca",0.03056653490000,2,286,0.0070
"Nestor Capital s.r.o.","okres Čadca",0.06921112040000,2,286,0.0070
"RES GROUP, s.r.o.","okres Čadca",0.26297760210000,2,286,0.0070
"AnReal s. r. o.","okres Čadca",-0.20792477770000,2,286,0.0070
"Renovo Reality","okres Čadca",-0.03704353650000,1,286,0.0035
"ADH-REAL s.r.o. Hirjaková Adriana","okres Čadca",-0.16088220300000,1,286,0.0035
"GAMA Reality, s.r.o.","okres Čadca",-0.17428015880000,1,286,0.0035
"KING REAL s. r. o.","okres Čadca",-0.13842224080000,1,286,0.0035
"bezmaklérov, s.r.o.","okres Čadca",-0.02260580920000,1,286,0.0035
OPENREALITY,"okres Čadca",-0.00430947310000,1,286,0.0035
"OREA, s.r.o.","okres Dolný Kubín",-0.05430308873333,29,107,0.2710
"RK Dalmia s. r. o.","okres Dolný Kubín",-0.02714511206000,23,107,0.2150
"FINREA - ak vám záleží na výsledku","okres Dolný Kubín",0.12298114753333,18,107,0.1682
"RE/MAX Slovakia","okres Dolný Kubín",-0.04266869117500,9,107,0.0841
"TUreality s.r.o.","okres Dolný Kubín",0.02861970630000,9,107,0.0841
donidDevelop,"okres Dolný Kubín",-0.09412969616667,5,107,0.0467
"Bosen Group s.r.o.","okres Dolný Kubín",0.08281048240000,4,107,0.0374
"RK VILLEA, s. r. o.","okres Dolný Kubín",0.34246623440000,3,107,0.0280
"RES GROUP, s.r.o.","okres Dolný Kubín",-0.08115704630000,3,107,0.0280
"Reality Alpia","okres Dolný Kubín",-0.14511977830000,2,107,0.0187
