monthly_rent_m2,rooms,area,ln_area,unrenovated,partially_renovated,fully_renovated,new_construction,ground_floor,upper_floor,top_floor,floor,elevator,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_rent_index
10.71,3,70,4.248495242049359,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
11.00,1,60,4.0943445622221,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
11.36,2,44,3.784189633918261,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
9.13,3,104,4.6443908991413725,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
12.00,2,50,3.912023005428146,0,0,1,0,0,0,0,2.9063,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
8.49,3,86,4.454347296253507,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
14.74,2,57,4.04305126783455,0,0,0,1,0,0,0,2.7612,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
10.28,2,71,4.2626798770413155,0,1,0,0,0,0,0,3.0541,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
11.80,2,50,3.912023005428146,0,0,0,1,0,0,0,2.7612,0,0,1,0,0,0,0,0,0,0,0,0,6.77478863327143
8.43,3,70,4.248495242049359,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
12.60,2,50,3.912023005428146,0,1,0,0,0,0,0,3.0541,0,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
13.00,2,50,3.912023005428146,0,0,1,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
12.00,2,50,3.912023005428146,0,1,0,0,0,0,0,3.0541,0,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
16.74,2,43,3.7612001156935624,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
11.40,1,43,3.7612001156935624,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,21.01709537056000
10.00,2,52,3.9512437185814275,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
12.50,2,36,3.58351893845611,0,1,0,0,0,1,0,3.4104,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
10.68,2,56,4.02535169073515,0,0,0,1,0,0,0,2.7612,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
8.25,3,57,4.04305126783455,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
10.71,1,42,3.7376696182833684,1,0,0,0,0,0,0,3.3636,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
8.87,2,62,4.127134385045092,1,0,0,0,0,0,0,3.3636,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
14.32,1,37,3.6109179126442243,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-0.95789767526667
13.60,2,50,3.912023005428146,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
13.24,1,37,3.6109179126442243,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
10.00,2,60,4.0943445622221,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
12.07,2,56,4.02535169073515,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
13.93,1,28,3.332204510175204,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
9.09,2,66,4.189654742026425,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
4.48,3,212,5.356586274672012,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
9.72,3,72,4.276666119016055,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
11.00,2,60,4.0943445622221,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
8.29,2,70,4.248495242049359,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
11.10,3,63,4.143134726391533,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
15.20,1,25,3.2188758248682006,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
13.13,4,99,4.59511985013459,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
10.00,3,65,4.174387269895637,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
13.24,1,37,3.6109179126442243,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
8.83,2,60,4.0943445622221,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.18593088800000
11.43,3,77,4.343805421853684,0,0,0,1,0,0,0,2.7612,0,1,0,0,0,0,0,0,0,0,0,0,5.91628370203333
16.67,1,30,3.4011973816621555,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.91628370203333
8.81,2,59,4.07753744390572,0,0,0,1,0,0,0,2.7612,0,1,0,0,0,0,0,0,0,0,0,0,5.91628370203333
15.13,1,30,3.4011973816621555,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,0,0,1,0,0,0,0,0.67192227763333
8.53,4,75,4.31748811353631,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.67192227763333
10.89,2,45,3.8066624897703196,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.67192227763333
16.44,3,73,4.290459441148391,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,29.35929027036667
8.29,3,70,4.248495242049359,0,0,1,0,0,0,0,2.9063,0,0,0,1,0,0,0,0,0,0,0,0,29.35929027036667
16.44,3,73,4.290459441148391,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,29.35929027036667
16.79,0,28,3.332204510175204,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,29.35929027036667
14.58,0,24,3.1780538303479458,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-3.16302792730000
8.42,3,71,4.2626798770413155,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,-3.16302792730000
8.38,3,74,4.30406509320417,0,1,0,0,0,0,0,3.0541,0,0,0,0,1,0,0,0,0,0,0,0,-3.16302792730000
8.91,3,70,4.248495242049359,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-3.16302792730000
5.56,3,90,4.499809670330265,0,1,0,0,0,0,0,3.0541,0,0,0,0,1,0,0,0,0,0,0,0,-5.91901105485000
6.86,2,69,4.23410650459726,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,1,0,0,0,-43.88336845950000
6.00,2,80,4.382026634673881,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,1,0,0,0,-43.88336845950000
7.12,2,63,4.143134726391533,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,1,0,0,0,-43.88336845950000
6.25,2,80,4.382026634673881,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,1,0,0,0,-43.88336845950000
5.71,3,70,4.248495242049359,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-40.50348018170000
13.24,1,37,3.6109179126442243,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,1,0,0,0,0,0,0,-7.34855816425000
10.00,2,55,4.007333185232471,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-7.34855816425000
9.65,2,57,4.04305126783455,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-7.34855816425000
9.16,2,55,4.007333185232471,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-7.85449863190000
15.04,1,35,3.5553480614894135,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,0,0,0,1,11.20661768100000
6.96,3,79,4.3694478524670215,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,-16.62197647242500
8.59,2,64,4.1588830833596715,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,0,1,0,0,0,-16.62197647242500
6.72,2,58,4.060443010546419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-16.62197647242500
8.67,4,83,4.418840607796598,0,1,0,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
8.33,2,60,4.0943445622221,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
8.73,3,71,4.2626798770413155,0,1,0,0,0,1,0,3.4104,0,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
8.53,3,68,4.219507705176107,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
7.78,3,90,4.499809670330265,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
14.40,0,25,3.2188758248682006,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,1,0,0,0,0,0,0,-6.48413627768000
11.11,3,72,4.276666119016055,0,0,1,0,0,0,0,2.9063,0,0,1,0,0,0,0,0,0,0,0,0,16.52830158145000
10.43,3,70,4.248495242049359,0,1,0,0,0,0,0,3.0541,0,0,1,0,0,0,0,0,0,0,0,0,16.52830158145000
11.54,3,65,4.174387269895637,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,16.52830158145000
10.00,4,84,4.430816798843313,0,0,1,0,0,0,0,2.9063,0,0,1,0,0,0,0,0,0,0,0,0,16.52830158145000
13.80,2,50,3.912023005428146,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,16.52830158145000
8.00,4,100,4.605170185988092,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,-1.49169648313333
6.37,4,102,4.624972813284271,0,0,0,1,0,0,0,2.7612,0,0,1,0,0,0,0,0,0,0,0,0,-1.49169648313333
7.86,3,70,4.248495242049359,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-18.10111282460000
6.88,3,80,4.382026634673881,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-6.58520027160000
8.62,2,58,4.060443010546419,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.81548715690000
7.51,3,87,4.465908118654584,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
12.22,2,45,3.8066624897703196,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
7.00,4,100,4.605170185988092,1,0,0,0,0,0,0,3.3636,0,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
11.45,2,52,3.9512437185814275,0,0,0,1,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
10.00,2,59,4.07753744390572,0,1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
11.32,2,53,3.970291913552122,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
11.11,3,72,4.276666119016055,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
12.75,2,51,3.9318256327243257,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,1,0,0,0,0,0,0,1.84014224692000
6.36,4,88,4.477336814478207,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,-15.36926147700000
9.31,3,72,4.276666119016055,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-12.36947298762500
12.42,0,27,3.295836866004329,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-12.36947298762500
14.23,0,26,3.258096538021482,0,0,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,-12.36947298762500
11.05,1,38,3.6375861597263857,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-12.36947298762500
13.46,0,26,3.258096538021482,0,1,0,0,0,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,-12.36947298762500
9.08,3,65,4.174387269895637,0,1,0,0,0,0,0,3.0541,0,0,0,0,1,0,0,0,0,0,0,0,-2.40629376806667
10.00,1,50,3.912023005428146,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.40629376806667
10.83,3,60,4.0943445622221,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.40629376806667
9.64,2,56,4.02535169073515,0,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
9.53,3,68,4.219507705176107,0,0,1,0,0,1,0,3.4104,0,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
9.48,2,58,4.060443010546419,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
9.30,4,86,4.454347296253507,0,0,1,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
14.81,1,27,3.295836866004329,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
9.00,2,50,3.912023005428146,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,-4.83448913382000
8.72,3,78,4.356708826689592,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-12.44264744850000
8.00,2,65,4.174387269895637,1,0,0,0,0,0,0,3.3636,0,0,0,1,0,0,0,0,0,0,0,0,-12.44264744850000
13.10,2,42,3.7376696182833684,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-19.58371690243333
7.09,1,55,4.007333185232471,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-19.58371690243333
8.96,2,67,4.204692619390966,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
12.70,0,37,3.6109179126442243,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
8.75,3,72,4.276666119016055,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
10.56,2,54,3.9889840465642745,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
11.40,2,57,4.04305126783455,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
9.38,2,64,4.1588830833596715,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
15.00,1,30,3.4011973816621555,0,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
10.61,2,49,3.8918202981106265,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
10.00,2,55,4.007333185232471,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,1,0,0,0,0,0,0,-12.48283701706000
12.46,1,35,3.5553480614894135,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,3.56663114145000
8.13,3,80,4.382026634673881,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3.56663114145000
9.56,3,68,4.219507705176107,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,1,0,0,0,0,3.56663114145000
9.03,3,72,4.276666119016055,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.56663114145000
8.88,3,66,4.189654742026425,0,1,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,3.56663114145000
11.22,2,51,3.9318256327243257,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.58545883197500
8.33,2,60,4.0943445622221,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5.58545883197500
12.43,2,48,3.871201010907891,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,5.58545883197500
11.82,2,55,4.007333185232471,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,0,0,0,1,5.58545883197500
12.20,2,50,3.912023005428146,1,0,0,0,0,0,0,3.3636,0,0,0,0,0,0,0,0,0,0,0,1,5.58545883197500
10.20,2,49,3.8918202981106265,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
8.41,3,63,4.143134726391533,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
9.56,3,68,4.219507705176107,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
11.56,2,48,3.871201010907891,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
10.67,1,30,3.4011973816621555,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
9.67,3,60,4.0943445622221,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,1,0,0,0,0,0,0,-14.35598124330000
6.54,4,260,5.560681631015528,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,-29.48787061990000
8.11,3,74,4.30406509320417,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-6.64018627603333
20.00,1,25,3.2188758248682006,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,-6.64018627603333
8.64,1,44,3.784189633918261,0,0,0,1,0,0,0,2.7612,0,0,0,1,0,0,0,0,0,0,0,0,-9.41864584535000
11.54,3,65,4.174387269895637,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-9.41864584535000
9.58,2,48,3.871201010907891,1,0,0,0,0,0,0,3.3636,0,0,0,1,0,0,0,0,0,0,0,0,0.89520800420000
12.50,2,60,4.0943445622221,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.48516159025000
14.37,2,54,3.9889840465642745,1,0,0,0,0,0,0,3.3636,0,0,1,0,0,0,0,0,0,0,0,0,-2.26254589200000
10.14,2,69,4.23410650459726,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.26254589200000
8.51,2,67,4.204692619390966,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.26254589200000
12.67,2,75,4.31748811353631,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,-2.26254589200000
9.82,2,55,4.007333185232471,0,1,0,0,0,0,0,3.0541,0,0,0,1,0,0,0,0,0,0,0,0,8.69200912815000
11.67,3,60,4.0943445622221,0,0,1,0,0,0,0,2.9063,0,0,0,1,0,0,0,0,0,0,0,0,8.69200912815000
5.00,3,80,4.382026634673881,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,0,0,0,1,-47.90147126250000
6.86,3,70,4.248495242049359,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,0,0,0,1,0,-30.28358220030000
10.53,1,38,3.6375861597263857,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-12.92483254780000
11.21,2,58,4.060443010546419,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,0,0,0,1,0,0,0,-22.02575453305000
5.76,3,118,4.770684624465665,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,-22.02575453305000
14.44,0,18,2.8903717578961645,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.62457074860000
14.46,2,41,3.713572066704308,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.90683107350000
11.46,2,52,3.9512437185814275,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,10.90683107350000
4.04,4,161,5.081404364984463,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,-39.30896648430000
17.74,2,31,3.4339872044851463,0,0,0,1,0,0,0,2.7612,0,0,0,0,0,1,0,0,0,0,0,0,51.81228265770000
8.80,2,50,3.912023005428146,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-12.61335923670000
9.17,3,60,4.0943445622221,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-12.61335923670000
12.79,1,28,3.332204510175204,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,0,0,1,0,0,0,0,-2.64137719650000
12.50,1,28,3.332204510175204,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-2.64137719650000
15.38,2,39,3.6635616461296463,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31.61628564120000
10.50,1,40,3.6888794541139363,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-22.36240122000000
9.55,1,44,3.784189633918261,0,0,0,1,0,0,0,2.7612,0,0,1,0,0,0,0,0,0,0,0,0,-29.38675539540000
13.44,1,32,3.4657359027997265,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,-4.35711005610000
12.59,2,58,4.060443010546419,0,1,0,0,0,0,0,3.0541,0,0,1,0,0,0,0,0,0,0,0,0,26.64976661840000
10.13,3,79,4.3694478524670215,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3.31798517105000
8.39,3,72,4.276666119016055,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,-14.73458522750000
6.30,3,73,4.290459441148391,0,1,0,0,0,0,0,3.0541,0,0,0,0,0,0,0,0,1,0,0,0,-24.52624947090000
18.52,1,27,3.295836866004329,0,0,1,0,0,0,0,2.9063,0,0,0,0,0,0,0,0,0,0,0,1,31.79362513100000
6.02,3,83,4.418840607796598,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,-18.26205023760000
