price_m2,ln_price_m2,holiday_apartment,rooms,area,ln_area,unrenovated,partially_renovated,fully_renovated,new_construction,new_project,ground_floor,upper_floor,top_floor,missing_floor,floor_upto_8,very_high_floor,elevator,age,ln_age,energy_certificate,north,south,east,west,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
2860.64,7.95880065500351,0,3.0,65,4.174387269895637,0,0,0,0,1,0,1,0,0,4.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
2892.94,7.970028565044507,0,4.0,77,4.343805421853684,0,0,0,0,1,0,1,0,0,2.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
2874.81,7.96374186409109,0,3.0,65,4.174387269895637,0,0,0,0,1,0,1,0,0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
2845.34,7.953437847328542,0,3.0,65,4.174387269895637,0,0,0,0,1,0,1,0,0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
1420.21,7.2585600269849975,0,1.0,94,4.543294782270004,0,0,0,0,1,1,0,0,0,1.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
3770.97,8.23508754177723,0,1.0,31,3.4339872044851463,0,0,0,1,0,0,1,0,0,4.0,0,0,2,1.0986122886681098,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.70425049726667
3238.65,8.082911855290032,0,4.0,101,4.61512051684126,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2800.00,7.937374696163295,0,2.0,70,4.248495242049359,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2076.88,7.638622046569097,0,4.0,161,5.081404364984463,0,1,0,0,0,1,0,0,0,1.0,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3997.37,8.29339192385411,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2586.12,7.857913961967481,0,4.0,116,4.7535901911063645,0,0,1,0,0,0,1,0,0,2.0,0,0,80,4.394449154672439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3828.28,8.250170895143421,0,4.0,113,4.727387818712341,0,0,0,1,0,0,1,0,0,3.0,0,1,3,1.3862943611198906,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2228.57,7.709115403156469,0,2.0,70,4.248495242049359,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2708.33,7.90408748775984,0,3.0,120,4.787491742782046,0,0,0,1,0,0,1,0,0,3.0,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4006.94,8.29578313672818,0,2.0,68,4.219507705176107,0,0,0,1,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4148.48,8.330497281073074,0,1.0,33,3.4965075614664802,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4108.33,8.320771898883425,0,1.0,36,3.58351893845611,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2257.73,7.72211516271497,0,2.0,97,4.574710978503383,0,0,1,0,0,0,1,0,0,2.0,0,0,15,2.772588722239781,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2892.31,7.969810769788471,0,2.0,65,4.174387269895637,0,0,1,0,0,0,1,0,0,3.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3829.55,8.250502581799209,0,2.0,44,3.784189633918261,0,0,1,0,0,1,0,0,0,1.0,0,0,40,3.713572066704308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4359.09,8.380018598962618,0,1.0,33,3.4965075614664802,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3827.60,8.249993253905108,0,4.0,113,4.727387818712341,0,0,0,0,1,0,1,0,0,4.0,0,1,3,1.3862943611198906,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2663.37,7.887347517206455,0,4.0,101,4.61512051684126,0,0,1,0,0,0,0,1,0,3.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4715.45,8.458599630598279,0,1.0,25,3.2188758248682006,0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2800.00,7.937374696163295,0,2.0,70,4.248495242049359,0,0,1,0,0,0,1,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4979.18,8.513020497826439,0,3.0,100,4.605170185988092,0,0,0,1,0,0,1,0,0,9.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3349.90,8.116685773627301,0,3.0,100,4.605170185988092,0,1,0,0,0,0,1,0,1,2.8,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4105.41,8.320060895096354,0,1.0,37,3.6109179126442243,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4184.12,8.339051686021813,0,2.5,28,3.332204510175204,0,1,0,0,0,0,0,1,0,4.0,0,0,85,4.454347296253507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4128.95,8.325778416343164,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,0,1,0,4.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2488.11,7.819278665100389,0,4.0,118,4.770684624465665,0,1,0,0,0,0,0,1,0,3.0,0,0,25,3.258096538021482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3700.00,8.216088098632316,1,2.5,84,4.430816798843313,0,0,0,1,0,0,1,0,0,9.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2654.32,7.883943780344269,0,4.0,162,5.087596335232384,0,0,1,0,0,0,1,0,0,3.0,0,0,30,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3296.30,8.100555906304823,0,2.0,54,3.9889840465642745,0,0,1,0,0,1,0,0,0,1.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3971.05,8.286785822338812,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,0,1,0,4.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4023.68,8.299952185754641,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3518.45,8.165775830704524,0,4.0,127,4.844187086458591,0,0,0,1,0,0,1,0,0,3.0,0,1,3,1.3862943611198906,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2733.33,7.913275925071296,0,4.0,120,4.787491742782046,0,0,1,0,0,0,1,0,0,2.0,0,0,30,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2613.33,7.868380549165327,0,2.0,75,4.31748811353631,0,0,1,0,0,0,1,0,0,3.0,0,0,59,4.0943445622221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3793.18,8.24095999640261,0,2.0,44,3.784189633918261,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2654.32,7.883943780344269,0,4.0,162,5.087596335232384,0,0,1,0,0,0,1,0,0,2.0,0,0,30,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3997.37,8.29339192385411,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3412.44,8.13518285692106,0,4.0,127,4.844187086458591,0,0,0,0,1,0,1,0,0,4.0,0,1,3,1.3862943611198906,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
1611.11,7.384678661417036,0,4.0,180,5.19295685089021,1,0,0,0,0,0,0,1,0,4.0,0,0,23,3.1780538303479458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3463.69,8.150089773760826,0,3.0,90,4.499809670330265,0,0,0,1,0,0,1,0,0,8.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3152.63,8.05599230410225,0,3.0,95,4.553876891600541,0,0,1,0,0,1,0,0,0,1.0,0,0,90,4.51085950651685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3459.31,8.148824426199248,0,4.0,140,4.941642422609304,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
5524.98,8.617034906469899,0,2.0,45,3.8066624897703196,0,0,0,0,1,0,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3323.81,8.108866994293507,0,4.0,105,4.653960350157523,0,0,0,1,0,0,0,1,0,5.0,0,1,1,0.6931471805599453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2724.95,7.910205358305153,0,3.0,86,4.454347296253507,0,0,1,0,0,1,0,0,0,1.0,0,0,93,4.543294782270004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4105.41,8.320060895096354,0,1.0,37,3.6109179126442243,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3793.18,8.24095999640261,0,2.0,44,3.784189633918261,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2638.89,7.878113653179111,0,2.0,54,3.9889840465642745,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3049.59,8.022762434335935,0,3.0,121,4.795790545596741,0,0,1,0,0,0,0,1,0,2.0,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2980.77,7.999936935384439,0,2.0,52,3.9512437185814275,0,1,0,0,0,0,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2972.84,7.997273003857307,0,3.0,74,4.30406509320417,0,1,0,0,0,0,1,0,0,3.0,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3629.54,8.19686119746593,0,4.0,128,4.852030263919617,0,0,0,1,0,1,0,0,0,2.0,0,1,3,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3376.34,8.12454756154532,0,3.0,93,4.532599493153256,0,1,0,0,0,1,0,0,1,2.8,0,0,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2362.50,7.767475659367898,0,3.0,80,4.382026634673881,0,1,0,0,0,0,1,0,0,2.0,0,0,44.74,3.822973188594635,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2031.25,7.6164066460780475,0,4.0,128,4.852030263919617,1,0,0,0,0,0,1,0,0,4.0,0,0,83,4.430816798843313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2437.50,7.798728202872002,0,3.0,80,4.382026634673881,0,0,1,0,0,0,1,0,0,2.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3682.75,8.211415034695047,0,3.0,101,4.61512051684126,0,0,0,1,0,1,0,0,0,1.0,0,1,3,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3000.00,8.006367567650246,0,2.0,53,3.970291913552122,0,0,1,0,0,0,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2750.00,7.919356190660617,0,2.0,60,4.0943445622221,0,0,1,0,0,1,0,0,0,1.0,0,0,110,4.709530201312334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3129.63,8.048670065684124,0,2.0,54,3.9889840465642745,0,1,0,0,0,1,0,0,0,1.0,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4023.08,8.299803057409541,0,1.0,39,3.6635616461296463,0,0,0,1,0,0,0,1,0,4.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
269.23,5.59556603286903,0,4.0,520,6.253828811575473,0,0,1,0,0,0,0,1,0,4.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2663.37,7.887347517206455,0,4.0,101,4.61512051684126,0,0,1,0,0,0,1,0,0,2.0,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2500.00,7.824046010856292,0,3.0,128,4.852030263919617,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4023.68,8.299952185754641,0,1.0,38,3.6375861597263857,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
1611.11,7.384678661417036,0,5.0,180,5.19295685089021,1,0,0,0,0,0,0,1,0,4.0,0,0,23,3.1780538303479458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2768.75,7.926151233793446,0,2.0,48,3.871201010907891,0,0,1,0,0,0,1,0,0,6.0,0,1,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2410.26,7.787489904483087,0,3.0,78,4.356708826689592,0,0,1,0,0,0,1,0,0,2.0,0,0,65,4.189654742026425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3802.29,8.243358795783934,0,4.0,113,4.727387818712341,0,0,0,0,1,0,1,0,0,2.0,0,1,3,1.3862943611198906,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3222.22,8.077825841976981,0,2.0,45,3.8066624897703196,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2732.56,7.91299417772362,0,2.0,86,4.454347296253507,0,0,0,1,0,0,1,0,0,4.0,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
726.74,6.588568779454397,0,2.5,172,5.147494476813453,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3361.88,8.120255620291692,0,3.0,93,4.532599493153256,0,0,1,0,0,0,0,1,0,4.0,0,1,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
5654.99,8.640293620202062,0,4.0,100,4.605170185988092,0,0,0,0,1,0,0,1,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4734.43,8.462616618226072,0,4.0,61,4.110873864173311,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4489.50,8.409496615960864,0,2.0,53,3.970291913552122,0,0,0,1,0,0,1,0,0,2.0,0,0,2,1.0986122886681098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2117.53,7.65800559407638,0,3.0,85,4.442651256490317,0,1,0,0,0,1,0,0,0,1.0,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4148.48,8.330497281073074,0,1.0,33,3.4965075614664802,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4148.48,8.330497281073074,0,1.0,33,3.4965075614664802,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3398.44,8.131071781783117,0,2.0,64,4.1588830833596715,0,0,0,1,0,0,1,0,0,3.0,0,1,1,0.6931471805599453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3894.16,8.267233273942669,0,2.0,56,4.02535169073515,0,0,0,1,0,0,1,0,0,5.0,0,1,1,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
5249.97,8.565977641283629,0,2.0,39,3.6635616461296463,0,0,0,0,1,0,1,0,0,2.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
1904.75,7.552106045353119,0,4.0,105,4.653960350157523,1,0,0,0,0,0,0,1,0,4.0,0,0,1,0.6931471805599453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2272.73,7.7287370310512475,0,2.0,88,4.477336814478207,1,0,0,0,0,0,1,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
1956.41,7.578866440081295,0,3.0,92,4.5217885770490405,0,0,1,0,0,0,0,0,1,2.8,0,0,15,2.772588722239781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3376.34,8.12454756154532,0,3.0,93,4.532599493153256,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2234.96,7.711978609795792,0,2.0,70,4.248495242049359,0,0,1,0,0,1,0,0,0,1.0,0,0,65,4.189654742026425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2694.12,7.8988268994081245,0,3.0,85,4.442651256490317,0,0,1,0,0,0,0,1,0,4.0,0,0,55,4.02535169073515,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3628.76,8.196646271104935,0,3.0,83,4.418840607796598,0,0,0,0,1,0,1,0,0,3.0,0,1,3,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2517.24,7.830918342198698,0,4.0,87,4.465908118654584,0,1,0,0,0,0,1,0,0,3.0,0,0,57,4.060443010546419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3903.77,8.269698031863063,0,2.0,53,3.970291913552122,0,0,0,1,0,0,0,1,0,4.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3031.25,8.016730354685793,0,3.0,64,4.1588830833596715,0,0,1,0,0,0,1,0,0,3.0,0,1,25,3.258096538021482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3223.45,8.078207493539947,0,3.0,169,5.1298987149230735,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
1416.67,7.256064326188762,0,4.0,120,4.787491742782046,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2242.68,7.715426858270211,0,3.0,82,4.406719247264253,1,0,0,0,0,0,1,0,0,2.0,0,0,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
4302.34,8.366914339712634,0,3.0,67,4.204692619390966,0,0,0,1,0,0,1,0,0,5.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3560.27,8.177591663666794,0,4.0,101,4.61512051684126,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
2461.12,7.808371809868689,0,3.0,109,4.6913478822291435,0,0,0,1,0,0,1,0,0,3.0,0,1,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.23570385611667
3000.00,8.006367567650246,0,2.0,45,3.8066624897703196,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
1666.54,7.418504899859982,0,4.0,81,4.394449154672439,0,1,0,0,0,0,0,1,1,2.8,0,0,47,3.871201010907891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
1784.52,7.486904750488592,0,3.0,84,4.430816798843313,0,1,0,0,0,0,1,0,0,2.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
1767.12,7.4771063817285714,0,3.0,73,4.290459441148391,0,1,0,0,0,1,0,0,0,1.0,0,0,47,3.871201010907891,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
1767.12,7.4771063817285714,0,3.0,73,4.290459441148391,0,1,0,0,0,1,0,0,0,1.0,0,0,47,3.871201010907891,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
3000.00,8.006367567650246,0,2.0,45,3.8066624897703196,0,0,1,0,0,0,0,1,0,2.0,0,0,3,1.3862943611198906,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-9.94985255415556
2834.33,7.949560856661481,0,3.0,67,4.204692619390966,0,0,1,0,0,0,1,0,1,2.8,0,0,50,3.9318256327243257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2734.38,7.913659998115736,0,2.0,64,4.1588830833596715,0,1,0,0,0,0,1,0,1,2.8,0,0,50,3.9318256327243257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2338.24,7.757153788602853,0,2.0,68,4.219507705176107,0,1,0,0,0,0,1,0,0,3.0,0,1,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2692.31,7.898154840152504,0,2.0,52,3.9512437185814275,1,0,0,0,0,1,0,0,0,1.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
3372.09,8.123288009157022,0,1.0,43,3.7612001156935624,1,0,0,0,0,0,1,0,0,2.0,0,1,65,4.189654742026425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2428.57,7.795057885747573,0,2.0,70,4.248495242049359,0,1,0,0,0,0,1,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
3798.18,8.24227728361413,0,2.0,71,4.2626798770413155,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
3000.00,8.006367567650246,0,3.0,91,4.51085950651685,1,0,0,0,0,0,0,0,1,2.8,0,0,17,2.8903717578961645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
1843.47,7.519404944148784,0,3.0,115,4.74493212836325,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
1783.09,7.486103093313854,0,4.0,272,5.605802066295998,0,0,0,1,0,0,1,0,0,6.0,0,0,5,1.791759469228055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2983.87,8.000976394690994,0,2.0,62,4.127134385045092,0,1,0,0,0,1,0,0,0,1.0,0,0,68,4.23410650459726,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2307.69,7.744002303182255,0,2.0,65,4.174387269895637,1,0,0,0,0,0,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2725.45,7.910388831078309,0,2.0,55,4.007333185232471,1,0,0,0,0,0,1,0,0,3.0,0,0,48,3.8918202981106265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2908.91,7.97553371954977,0,2.0,55,4.007333185232471,0,0,1,0,0,0,1,0,0,4.0,0,1,57,4.060443010546419,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2498.44,7.823421816087264,0,3.0,64,4.1588830833596715,1,0,0,0,0,0,1,0,0,2.0,0,1,63,4.1588830833596715,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
3484.85,8.15618028066142,0,3.0,66,4.189654742026425,0,0,1,0,0,0,1,0,0,4.0,0,1,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2119.70,7.659029848218691,0,3.0,66,4.189654742026425,1,0,0,0,0,0,0,1,0,4.0,0,0,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
4150.00,8.330863613224745,0,3.0,60,4.0943445622221,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
1956.52,7.578922663934023,0,4.0,115,4.74493212836325,0,0,1,0,0,0,0,1,0,4.0,0,0,19,2.995732273553991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
4719.60,8.459479329225765,0,0.0,25,3.2188758248682006,0,0,1,0,0,1,0,0,0,1.0,0,0,49,3.912023005428146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2543.42,7.841264911045546,0,2.0,55,4.007333185232471,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2830.51,7.948212186415184,0,2.0,59,4.07753744390572,0,0,1,0,0,1,0,0,0,1.0,0,0,60,4.110873864173311,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2929.31,7.982522179397294,0,2.0,58,4.060443010546419,0,0,1,0,0,1,0,0,0,2.0,0,0,56,4.04305126783455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
