price_m2,area,ln_area,flat,sloped,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
60.88,409,6.013715156042802,1,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
27.82,1186,7.078341579557671,0,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
37.50,2965,7.994632311431825,0,1,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
19.09,10426,9.252057965328051,0,1,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
41.50,1800,7.495541943884256,1,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
44.93,612,6.416732282512326,0,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
20.00,2458,7.80710329012598,0,0,0,0,1,0,0,0,0,0,0,0,0,-42.14795269440000
0.00,2140,7.668561108015897,0,1,0,0,1,0,0,0,0,0,0,0,0,-42.14795269440000
86.06,495,6.20455776256869,0,1,0,0,1,0,0,0,0,0,0,0,0,-42.14795269440000
0.00,1005,6.912742820493176,1,0,0,0,0,0,1,0,0,0,0,0,0,-100.00000000000000
10.09,6047,8.707317560273212,0,0,0,0,0,0,1,0,0,0,0,0,0,-46.28883421655000
10.09,6047,8.707317560273212,0,0,0,0,0,0,1,0,0,0,0,0,0,-46.28883421655000
10.09,6047,8.707317560273212,0,0,0,0,0,0,1,0,0,0,0,0,0,-46.28883421655000
105.00,658,6.489204931325317,1,0,0,0,0,0,0,0,0,0,0,1,0,15.22025536422500
141.40,587,6.375024819828097,0,1,0,0,0,0,0,0,0,0,0,1,0,15.22025536422500
30.00,7321,8.898502209646642,0,1,0,0,1,0,0,0,0,0,0,0,0,-18.74267706070000
52.00,1666,7.418180822726788,0,0,0,0,1,0,0,0,0,0,0,0,0,-18.74267706070000
35.95,1666,7.418180822726788,0,0,0,0,1,0,0,0,0,0,0,0,0,-18.74267706070000
60.77,1473,7.29505641646263,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.33391480370000
98.00,723,6.583409222158765,1,0,0,0,0,0,0,0,0,0,0,0,1,-5.33391480370000
49.00,4906,8.498214224818435,1,0,0,0,0,0,0,0,0,0,0,0,1,-5.33391480370000
38.20,521,6.255750041753367,0,0,0,0,0,1,0,0,0,0,0,0,0,-44.36935454826667
50.00,3800,8.242756345714477,1,0,0,0,0,1,0,0,0,0,0,0,0,-44.36935454826667
86.99,730,6.593044534142437,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
91.67,600,6.396929655216146,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
38.40,961,6.8679744089702925,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
38.00,1900,7.549609165154532,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
38.87,939,6.844815479208263,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
38.41,880,6.779921907472252,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
17.32,2367,7.769378609513984,1,0,0,0,0,1,0,0,0,0,0,0,0,-29.39615957270000
89.21,1289,7.161622002939187,1,0,0,0,1,0,0,0,0,0,0,0,0,40.65340905310000
115.62,1037,6.9440872082295275,0,1,0,0,1,0,0,0,0,0,0,0,0,40.65340905310000
73.97,1487,7.304515946460155,0,1,0,0,1,0,0,0,0,0,0,0,0,40.65340905310000
73.97,1487,7.304515946460155,0,1,0,0,1,0,0,0,0,0,0,0,0,40.65340905310000
123.00,508,6.230481447578482,1,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
123.00,508,6.230481447578482,0,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
123.00,508,6.230481447578482,1,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
123.00,508,6.230481447578482,1,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
123.00,507,6.2285110035911835,0,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
103.00,1795,7.492760300922379,1,0,0,0,0,0,1,0,0,0,0,0,0,-56.67898960153333
48.00,1132,7.0317412587631285,0,1,0,0,0,0,0,0,1,0,0,0,0,-68.45204506160000
99.00,1700,7.438383530044307,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
25.00,2308,7.744136627627991,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
104.00,850,6.745236349484363,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
99.00,1700,7.438383530044307,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
39.00,250,5.521460917862246,0,1,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
163.45,550,6.309918278226516,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
0.03,3095,8.037543185118697,0,1,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
116.95,761,6.634633357861686,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
162.32,499,6.212606095751519,0,1,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
149.80,500,6.214608098422191,1,0,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
103.29,850,6.745236349484363,0,1,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
25.00,3000,8.006367567650246,0,1,0,0,0,0,0,1,0,0,0,0,0,-55.66269460956667
61.42,4331,8.373553741214627,1,0,0,1,0,0,0,0,0,0,0,0,0,89.33816943975000
516.05,405,6.003887067106539,1,0,0,1,0,0,0,0,0,0,0,0,0,89.33816943975000
115.00,626,6.439350371100098,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
147.12,2712,7.905441649060286,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
119.00,700,6.551080335043404,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
96.61,828,6.71901315438526,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
97.00,1006,6.913737350659685,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
91.32,645,6.4692503167957724,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
108.00,930,6.835184586147301,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.62433293133333
129.96,454,6.118097198041348,1,0,1,0,0,0,0,0,0,0,0,0,0,27.24545738810000
25.00,7000,8.85366542803745,0,1,0,0,0,1,0,0,0,0,0,0,0,-48.50256190910000
4.40,4525,8.417372856134026,1,0,0,0,0,0,0,0,0,0,0,0,1,-63.13165237590000
0.00,26664,10.191069619987575,0,0,0,0,0,0,0,0,0,0,0,1,0,-63.89571528200000
8.00,22889,10.038411724792649,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.73925671070000
149.11,898,6.8001700683022,1,0,0,0,0,0,0,0,1,0,0,0,0,41.88294356325000
202.70,888,6.78897174299217,0,0,0,0,0,0,0,0,1,0,0,0,0,41.88294356325000
90.54,497,6.208590026096629,0,1,0,0,0,0,0,0,1,0,0,0,0,41.88294356325000
99.00,832,6.723832440821209,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.84772838790000
86.38,925,6.829793737512425,1,0,0,0,0,0,1,0,0,0,0,0,0,-5.84772838790000
75.00,1199,7.089243155027514,0,1,1,0,0,0,0,0,0,0,0,0,0,-37.44450390490000
81.50,1000,6.907755278982137,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.44450390490000
35.17,2504,7.825644732219989,0,1,1,0,0,0,0,0,0,0,0,0,0,-37.44450390490000
104.32,2176,7.685243607975833,0,1,0,0,0,0,0,0,0,0,0,0,1,58.55713569100000
50.00,859,6.755768921984255,1,0,0,1,0,0,0,0,0,0,0,0,0,-28.51695634820000
70.04,821,6.710523109452428,0,1,0,1,0,0,0,0,0,0,0,0,0,-28.51695634820000
50.00,859,6.755768921984255,0,0,0,1,0,0,0,0,0,0,0,0,0,-28.51695634820000
110.00,682,6.525029657843462,1,0,0,1,0,0,0,0,0,0,0,0,0,-28.51695634820000
22.35,6130,8.720950028930258,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
392.55,1235,7.118826249062078,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
60.19,2326,7.75190533307861,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
94.88,859,6.755768921984255,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
126.11,674,6.513230110912307,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
60.00,550,6.309918278226516,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
170.04,1235,7.118826249062078,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
179.00,500,6.214608098422191,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
43.64,1372,7.22402480828583,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
158.71,775,6.652863029353347,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
90.41,542,6.295266001439646,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
44.26,2031,7.616283561580385,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
90.41,542,6.295266001439646,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
185.00,471,6.154858094016418,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
182.59,471,6.154858094016418,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
80.00,621,6.431331081933479,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
102.34,640,6.461468176353717,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
68.98,2160,7.67786350067821,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
151.36,471,6.154858094016418,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
107.09,733,6.597145701886651,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
139.11,744,6.612041034833092,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.19452486816667
164.15,968,6.875232087276577,0,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
160.00,1021,6.928537818164665,0,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
62.00,1524,7.329093736246592,0,1,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
250.00,759,6.63200177739563,0,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
123.36,381,5.942799375126701,1,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
173.40,865,6.762729506931879,1,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
73.00,1007,6.914730892718563,0,1,1,0,0,0,0,0,0,0,0,0,0,-57.37536498870000
56.78,1180,7.07326971745971,0,1,0,0,0,0,0,0,0,0,0,1,0,-68.54180047355000
139.00,809,6.695798917058491,0,0,0,0,0,0,0,0,1,0,0,0,0,34.85546656015000
60.81,2631,7.875119281040293,1,0,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
65.00,488,6.1903154058531475,0,1,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
169.35,186,5.225746673713202,0,0,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
80.00,1008,6.915723448631314,0,1,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
100.00,779,6.658011045870748,0,0,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
65.00,583,6.368187186350492,0,1,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
100.00,1161,7.057036981697891,0,1,0,1,0,0,0,0,0,0,0,0,0,-16.99251399655000
89.23,1031,6.93828448401696,0,0,0,0,0,0,0,0,0,0,0,1,0,5.79303426875000
70.00,1665,7.417580402414544,1,0,0,0,0,0,0,0,0,0,0,1,0,5.79303426875000
50.00,5966,8.693831965074693,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.57875035460000
82.00,1500,7.313220387090301,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.57875035460000
105.00,1095,6.9985096422506015,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.57875035460000
75.00,931,6.836259277277067,1,0,0,0,0,0,0,0,1,0,0,0,0,-39.89244996125000
120.00,2269,7.727094484779841,1,0,0,0,0,0,1,0,0,0,0,0,0,17.49349712660000
120.00,567,6.340359303727752,1,0,0,0,0,0,1,0,0,0,0,0,0,17.49349712660000
120.00,1134,7.033506484287697,0,1,0,0,0,0,1,0,0,0,0,0,0,17.49349712660000
109.84,1748,7.466227556215481,0,1,0,0,0,0,0,0,0,1,0,0,0,2.08716231590000
98.69,995,6.902742737158593,0,0,0,0,0,0,0,0,0,1,0,0,0,2.08716231590000
125.45,558,6.324358962381311,1,0,0,0,0,0,0,0,0,0,0,1,0,22.82966012110000
100.00,3049,8.022568946988255,0,1,0,0,0,0,0,0,0,0,0,0,1,-4.78131170370000
90.00,2580,7.855544677915663,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.78131170370000
100.00,3049,8.022568946988255,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.78131170370000
99.00,858,6.754604099487962,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.78131170370000
87.09,11368,9.338557669776936,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
70.00,1181,7.074116816197362,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
70.00,856,6.752270376141742,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
119.06,1663,7.416378479192928,0,1,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
113.00,1045,6.951772164398911,0,0,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
64.79,1852,7.524021415206125,0,1,0,0,0,0,0,0,0,1,0,0,0,-14.50063520900000
68.00,2722,7.909122183211411,0,0,0,0,0,0,1,0,0,0,0,0,0,-33.42035162830000
68.00,2722,7.909122183211411,0,1,0,0,0,0,1,0,0,0,0,0,0,-33.42035162830000
30.00,13033,9.47523988153072,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.63509903610000
167.00,947,6.853299093186078,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.63509903610000
25.00,3759,8.231908243564177,0,0,0,0,0,0,0,0,0,0,0,0,1,-11.63509903610000
139.00,879,6.778784897685177,1,0,0,0,0,0,0,0,0,0,0,0,1,-11.63509903610000
55.76,807,6.693323668269949,0,0,0,0,0,0,1,0,0,0,0,0,0,-45.40468833520000
69.00,1000,6.907755278982137,0,0,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
90.00,1595,7.374629015218945,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
99.00,486,6.186208623900494,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
109.15,481,6.175867270105761,0,1,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
65.00,3500,8.160518247477505,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
65.00,3500,8.160518247477505,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.87237241460000
38.00,1415,7.254884810077338,0,1,0,0,0,0,0,0,1,0,0,0,0,-62.79372590990000
38.00,1415,7.254884810077338,0,1,0,0,0,0,0,0,1,0,0,0,0,-62.79372590990000
96.00,750,6.620073206530356,0,1,0,0,0,0,0,0,1,0,0,0,0,37.14673230220000
118.00,1122,7.022868086082641,0,0,0,0,0,0,0,0,1,0,0,0,0,37.14673230220000
228.29,898,6.8001700683022,0,1,0,0,0,0,0,0,1,0,0,0,0,37.14673230220000
118.00,933,6.838405200847344,1,0,0,0,0,0,0,0,1,0,0,0,0,37.14673230220000
82.38,1657,7.4127640174265625,0,0,0,0,0,0,0,0,0,0,1,0,0,-19.34071422260000
98.28,641,6.46302945692067,0,1,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
53.27,1500,7.313220387090301,0,1,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
100.00,804,6.6895992691789665,0,0,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
61.93,1437,7.270312886079025,0,0,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
91.16,1097,7.00033446027523,0,1,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
81.48,1226,7.111512116496157,0,1,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
93.44,642,6.464588303689961,0,1,0,1,0,0,0,0,0,0,0,0,0,-18.93508163130000
87.72,969,6.876264611890766,1,0,0,0,0,0,0,0,0,0,0,0,1,-14.11225360050000
64.00,2091,7.645397699428633,1,0,0,0,0,0,1,0,0,0,0,0,0,-27.10507615770000
79.35,1046,6.952728644624869,0,0,0,0,0,0,1,0,0,0,0,0,0,-27.10507615770000
80.00,600,6.396929655216146,1,0,0,0,0,0,1,0,0,0,0,0,0,-27.10507615770000
43.29,2518,7.831220214604293,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.53556637820000
39.11,895,6.796823718274855,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.53556637820000
26.81,1119,7.020190708311925,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.53556637820000
47.93,1039,6.946013991099227,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.53556637820000
15.42,5514,8.615045591583742,0,0,0,0,0,0,0,0,0,0,0,1,0,-84.90208561920000
50.44,1368,7.221105098182496,0,0,0,0,0,0,0,0,0,1,0,0,0,-36.03947750170000
80.21,667,6.502790045915623,1,0,0,0,0,0,0,0,0,1,0,0,0,-36.03947750170000
60.00,800,6.684611727667927,0,0,0,0,0,0,0,0,0,1,0,0,0,-51.04437619730000
40.00,846,6.740519359606223,0,0,0,0,0,0,0,0,0,1,0,0,0,-51.04437619730000
110.00,1011,6.918695219020472,1,0,0,0,0,1,0,0,0,0,0,0,0,7.70237236600000
79.67,1500,7.313220387090301,0,1,0,0,0,0,1,0,0,0,0,0,0,-21.99410903270000
64.77,1930,7.5652752818989315,0,1,0,0,0,0,0,0,1,0,0,0,0,-28.10132310210000
67.18,655,6.484635235635252,1,0,0,0,0,0,0,0,1,0,0,0,0,-28.10132310210000
86.76,2017,7.6093665379542115,0,1,0,0,0,0,0,0,1,0,0,0,0,-28.10132310210000
75.02,1173,7.067319848653476,1,0,0,0,0,0,0,0,1,0,0,0,0,-28.10132310210000
37.25,1208,7.0967213784947605,1,0,0,0,0,0,0,0,0,1,0,0,0,-54.83843704200000
55.00,1156,7.052721049232323,0,1,0,0,0,0,0,0,0,1,0,0,0,-54.83843704200000
187.06,1283,7.1569563646156364,0,0,0,0,0,0,0,0,0,0,0,0,1,93.83979244700000
164.84,1729,7.455298485683291,0,0,0,0,0,0,0,0,0,0,0,0,1,93.83979244700000
220.00,1283,7.1569563646156364,0,1,0,0,0,0,0,0,0,0,0,0,1,93.83979244700000
220.00,1729,7.455298485683291,1,0,0,0,0,0,0,0,0,0,0,0,1,93.83979244700000
50.99,1565,7.355641102974253,0,1,0,0,0,0,1,0,0,0,0,0,0,-50.07505484600000
83.00,1586,7.368970402194793,0,0,0,1,0,0,0,0,0,0,0,0,0,-18.73366448740000
15.81,5691,8.646641258603124,0,0,0,0,0,0,0,1,0,0,0,0,0,-84.52023175360000
11.00,20000,9.903487552536127,1,0,0,0,0,0,0,0,0,0,0,1,0,-89.22976276340000
154.75,937,6.842683282238422,0,0,0,0,0,0,0,0,0,1,0,0,0,51.51765566950000
28.00,5668,8.64259160081057,0,0,0,0,0,0,0,0,0,0,0,0,1,-72.58485067050000
140.24,579,6.361302477572996,0,1,0,1,0,0,0,0,0,0,0,0,0,46.15701486310000
158.31,758,6.630683385642372,1,0,0,1,0,0,0,0,0,0,0,0,0,46.15701486310000
90.00,606,6.406879986069314,1,0,0,0,0,0,0,0,0,0,0,0,1,6.78200663850000
128.12,754,6.625392368007956,0,0,0,0,0,0,0,0,0,0,0,0,1,6.78200663850000
80.00,1000,6.907755278982137,1,0,0,0,0,0,1,0,0,0,0,0,0,-21.67100191560000
42.80,1355,7.2115567333138015,0,0,0,0,0,0,0,0,1,0,0,0,0,-58.09398602490000
