price_m2,area,ln_area,flat,sloped,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
91.88,1502,7.31455283232408,0,0,0,0,0,1,0,0,0,0,0,0,0,-20.22996181246667
123.07,1192,7.083387847625295,1,0,1,0,0,0,0,0,0,0,0,0,0,16.47563027771667
112.33,1306,7.174724309836376,1,0,1,0,0,0,0,0,0,0,0,0,0,16.47563027771667
63.29,1027,6.934397209928558,0,1,1,0,0,0,0,0,0,0,0,0,0,16.47563027771667
100.67,596,6.39024066706535,0,0,0,0,0,0,0,0,0,0,0,0,1,-18.57691708230000
130.00,569,6.343880434126331,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.57691708230000
54.95,2091,7.645397699428633,1,0,0,0,0,0,0,0,0,1,0,0,0,-20.20204440595000
52.65,1130,7.029972911706386,0,0,0,0,0,0,0,0,0,1,0,0,0,-20.20204440595000
59.46,1061,6.966967138613983,1,0,0,0,0,0,0,0,0,1,0,0,0,-20.20204440595000
69.86,2419,7.791109510610028,0,0,1,0,0,0,0,0,0,0,0,0,0,-51.51598187670000
94.03,904,6.806829360392176,0,1,1,0,0,0,0,0,0,0,0,0,0,-51.51598187670000
133.22,900,6.802394763324311,0,0,1,0,0,0,0,0,0,0,0,0,0,-51.51598187670000
143.38,544,6.298949246855942,1,0,0,1,0,0,0,0,0,0,0,0,0,2.90131798900000
38.17,917,6.821107472256465,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.11222215302500
42.00,2676,7.892078421248119,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.11222215302500
134.82,1795,7.492760300922379,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
99.78,451,6.111467339502679,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
108.46,866,6.763884908562435,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
53.11,546,6.302618975744905,0,1,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
19.00,4700,8.45531778769815,0,0,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
44.22,2714,7.906178840394815,1,0,0,0,0,0,0,0,0,0,0,0,1,11.01855587490000
112.68,568,6.342121418721152,1,0,0,0,0,0,0,0,0,0,0,0,1,11.01855587490000
44.22,2714,7.906178840394815,1,0,0,0,0,0,0,0,0,0,0,0,1,11.01855587490000
87.30,630,6.4457198193855785,0,1,1,0,0,0,0,0,0,0,0,0,0,-25.42542492255000
77.00,344,5.840641657373398,0,0,1,0,0,0,0,0,0,0,0,0,0,-25.42542492255000
71.74,1394,7.2399325913204695,0,1,1,0,0,0,0,0,0,0,0,0,0,-25.42542492255000
71.74,1394,7.2399325913204695,0,1,1,0,0,0,0,0,0,0,0,0,0,-25.42542492255000
74.94,866,6.763884908562435,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
80.56,993,6.900730664045173,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
74.86,867,6.7650389767805414,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
40.70,2086,7.643003635560718,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
75.32,863,6.760414691083428,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
75.32,863,6.760414691083428,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
120.00,1326,7.189922170745808,1,0,0,1,0,0,0,0,0,0,0,0,0,0.73014510165000
105.00,1600,7.3777589082278725,0,1,0,1,0,0,0,0,0,0,0,0,0,16.27983607556667
259.56,963,6.870053411798126,0,1,0,1,0,0,0,0,0,0,0,0,0,16.27983607556667
130.37,652,6.480044561926653,1,0,0,1,0,0,0,0,0,0,0,0,0,16.27983607556667
85.00,1593,7.373374309910049,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
75.00,1942,7.571473648851271,1,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
86.24,683,6.52649485957079,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
87.09,573,6.35088571671474,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
94.72,834,6.726233402358747,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
89.00,2220,7.705262474866325,0,0,0,0,0,0,0,0,0,0,0,0,1,-31.23316130105000
28.12,889,6.790097235513905,0,1,0,0,1,0,0,0,0,0,0,0,0,-60.00970744725000
85.00,600,6.396929655216146,0,0,0,0,0,0,1,0,0,0,0,0,0,-17.88322463680000
146.55,464,6.139884552226255,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
200.00,633,6.450470422144176,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
77.87,809,6.695798917058491,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
430.33,488,6.1903154058531475,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
430.33,488,6.1903154058531475,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
104.32,949,6.855408798609928,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
79.97,799,6.683360945766275,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
250.00,622,6.432940092739179,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
250.00,500,6.214608098422191,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
230.00,754,6.625392368007956,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
281.82,550,6.309918278226516,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
185.00,1468,7.291656209174461,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
73.76,1193,7.084226422097916,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
241.67,600,6.396929655216146,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
65.00,2807,7.939871576361883,1,0,0,0,1,0,0,0,0,0,0,0,0,-24.39467503637500
15.17,12891,9.464284672443105,0,1,0,0,0,0,0,0,0,0,0,0,1,-55.88445521090000
50.00,2862,7.959275960116396,1,0,0,0,0,0,0,0,0,0,0,0,1,-55.88445521090000
70.00,1283,7.1569563646156364,0,0,0,0,0,0,0,0,0,0,0,0,1,-55.88445521090000
81.46,890,6.7912214627261855,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
85.00,850,6.745236349484363,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
102.79,856,6.752270376141742,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
267.18,844,6.738152494595957,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
45.00,2268,7.7266536648476425,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
363.76,676,6.516193076042964,0,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
241.80,988,6.895682697747868,0,1,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
77.58,1998,7.599901959208498,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
82.01,951,6.85751406254539,0,1,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
122.98,618,6.42648845745769,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
120.00,1236,7.119635638017636,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
135.43,731,6.594413459749778,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
125.00,628,6.4425401664681985,1,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
52.44,1144,7.042286171939743,0,0,0,1,0,0,0,0,0,0,0,0,0,-18.71167581160000
68.76,829,6.720220155135295,1,0,0,0,0,0,1,0,0,0,0,0,0,38.70847555335000
66.95,1077,6.981934677156389,1,0,0,0,0,0,0,1,0,0,0,0,0,-31.14264326292500
62.28,16054,9.683713318691522,0,0,0,0,0,0,0,1,0,0,0,0,0,-31.14264326292500
106.27,941,6.846943139585379,1,0,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
105.00,617,6.424869023905388,1,0,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
109.09,1540,7.3395376954076745,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.70530405660000
55.00,800,6.684611727667927,1,0,0,0,0,0,0,1,0,0,0,0,0,-42.99931234870000
55.00,800,6.684611727667927,1,0,0,0,0,0,0,1,0,0,0,0,0,-42.99931234870000
35.48,747,6.616065185132817,1,0,0,0,0,0,0,1,0,0,0,0,0,-33.98126540682500
98.87,708,6.56244409369372,0,1,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
69.00,5473,8.607582191143917,0,0,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
49.00,5473,8.607582191143917,0,0,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
164.04,762,6.635946555686647,0,0,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
56.17,2270,7.727535110475448,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
105.00,657,6.48768401848461,1,0,0,0,0,0,1,0,0,0,0,0,0,-34.24663119816667
105.00,448,6.104793232414985,1,0,0,0,0,0,1,0,0,0,0,0,0,-34.24663119816667
208.33,1201,7.0909098220799835,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
187.05,695,6.543911845564792,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
148.00,629,6.444131256700441,0,1,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
60.00,1000,6.907755278982137,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
131.43,913,6.816735880594968,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
131.43,913,6.816735880594968,1,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
105.00,968,6.875232087276577,0,0,0,1,0,0,0,0,0,0,0,0,0,50.92462718180000
106.25,2353,7.763446388727362,0,0,0,1,0,0,0,0,0,0,0,0,0,50.92462718180000
125.24,519,6.251903883165888,0,0,0,1,0,0,0,0,0,0,0,0,0,19.77253391133333
45.19,1881,7.53955882930103,1,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
83.00,940,6.84587987526405,0,1,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
61.99,1460,7.286191714702382,0,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
30.00,25681,10.153506697855693,1,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
45.00,500,6.214608098422191,0,1,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
130.32,917,6.821107472256465,0,1,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
59.12,1607,7.382124365737512,0,0,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
100.00,4410,8.391629968440892,1,0,0,0,0,0,1,0,0,0,0,0,0,19.11759458925000
82.00,1500,7.313220387090301,0,1,0,0,0,0,1,0,0,0,0,0,0,19.11759458925000
150.00,580,6.363028103540465,0,1,0,0,0,0,1,0,0,0,0,0,0,19.11759458925000
114.78,636,6.455198563340122,0,1,0,0,0,0,1,0,0,0,0,0,0,19.11759458925000
113.00,1143,7.04141166379481,0,0,0,0,0,0,1,0,0,0,0,0,0,7.27138907286667
103.59,724,6.584791392385716,0,0,0,0,0,0,1,0,0,0,0,0,0,7.27138907286667
35.85,1060,6.966024187106113,0,0,0,0,1,0,0,0,0,0,0,0,0,-13.47482199013333
60.00,1984,7.592870287844818,1,0,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
60.02,933,6.838405200847344,0,0,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
62.00,1984,7.592870287844818,0,1,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
85.00,2070,7.635303886259415,1,0,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
71.00,686,6.530877627725885,1,0,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
69.01,710,6.565264970035361,1,0,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
65.00,1201,7.0909098220799835,1,0,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
40.00,2142,7.669495251007694,0,1,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
100.00,637,6.456769655572163,1,0,0,0,0,0,0,0,1,0,0,0,0,65.59696853160000
100.00,1084,6.988413181999592,1,0,0,0,0,0,0,0,1,0,0,0,0,65.59696853160000
120.82,538,6.2878585601617845,1,0,0,0,0,0,0,0,1,0,0,0,0,65.59696853160000
90.00,894,6.795705775173514,1,0,0,0,0,0,0,0,1,0,0,0,0,65.59696853160000
26.92,1003,6.910750787961936,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
49.02,510,6.234410725718371,1,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
26.92,1003,6.910750787961936,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
18.70,1872,7.534762657037537,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.16554255956667
19.52,819,6.70808408385307,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.16554255956667
18.70,1872,7.534762657037537,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.16554255956667
28.77,4014,8.297543529356284,0,0,0,0,0,0,0,0,0,0,0,1,0,-58.33518435530000
73.00,554,6.317164686747284,1,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
85.00,1139,7.037905963447182,1,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
160.00,600,6.396929655216146,1,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
90.00,2836,7.950149887652018,0,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
120.00,600,6.396929655216146,0,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
133.33,600,6.396929655216146,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
9.00,7699,8.94884572927805,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
26.00,1500,7.313220387090301,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
21.02,1118,7.0192966537150445,1,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
120.00,850,6.745236349484363,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
130.15,607,6.408528791059498,0,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
9.00,7699,8.94884572927805,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
37.53,850,6.745236349484363,0,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
129.75,400,5.991464547107982,0,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
39.45,758,6.630683385642372,0,1,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
80.00,1559,7.351799869057777,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.91411900320000
100.00,686,6.530877627725885,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
123.00,750,6.620073206530356,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
100.00,686,6.530877627725885,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
100.00,1330,7.1929342212158,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
100.00,1330,7.1929342212158,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
61.86,679,6.520621127558696,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
100.00,1330,7.1929342212158,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
89.39,660,6.492239835020471,1,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
13.00,5120,8.540909718033554,0,1,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
84.18,1176,7.069874128458572,1,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
79.00,669,6.505784060128229,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,507,6.2285110035911835,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
49.90,3256,8.08825472712243,0,1,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
57.85,1383,7.232010331664759,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,518,6.249975242259483,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,726,6.587550014824796,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,586,6.373319789577012,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,507,6.2285110035911835,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,561,6.329720905522696,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,600,6.396929655216146,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,542,6.295266001439646,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
78.00,560,6.327936783729195,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,583,6.368187186350492,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,655,6.484635235635252,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
79.00,679,6.520621127558696,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
108.83,1562,7.3537223303996315,0,0,0,0,0,0,0,0,1,0,0,0,0,-29.63980677395000
55.48,575,6.354370040797351,1,0,0,0,0,1,0,0,0,0,0,0,0,-45.14311063396667
50.00,9400,9.148464968258095,0,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
127.19,1140,7.038783541388542,0,1,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
97.93,1205,7.094234845924755,1,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
153.45,580,6.363028103540465,0,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
100.00,1000,6.907755278982137,0,1,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
385.38,650,6.476972362889683,0,1,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
124.33,522,6.257667587882639,0,1,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
15.00,25145,10.132414348606066,1,0,0,0,0,0,0,1,0,0,0,0,0,-71.61621509656667
67.39,871,6.769641976852503,1,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
62.70,1783,7.48605261786314,1,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
67.51,871,6.769641976852503,0,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
53.37,1783,7.48605261786314,0,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
22.50,1209,7.097548850614793,0,1,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
49.00,1785,7.487173694213739,1,0,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
29.50,398,5.986452005284438,1,0,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
67.00,2015,7.608374474380783,1,0,0,0,0,0,0,0,0,0,0,0,1,-10.60964946285000
220.64,838,6.731018100482083,0,0,0,0,0,0,0,0,0,0,0,0,1,-10.60964946285000
75.00,1336,7.197435354096591,0,1,0,0,0,1,0,0,0,0,0,0,0,-25.18788200120000
140.22,1012,6.919683849847411,0,1,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
85.00,1501,7.313886831633462,0,0,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
125.00,721,6.580639137284949,0,1,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
120.00,685,6.529418838262226,0,0,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
151.52,883,6.78332520060396,0,1,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
120.00,1072,6.977281341630747,0,1,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
152.89,883,6.78332520060396,1,0,0,0,0,0,0,0,1,0,0,0,0,14.20767097905000
47.00,8469,9.0441677169216,0,0,0,0,0,0,0,0,1,0,0,0,0,-53.98171362540000
139.90,1000,6.907755278982137,0,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
146.56,614,6.419994928147142,1,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
182.54,630,6.4457198193855785,1,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
124.52,522,6.257667587882639,0,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
205.00,1635,7.399398083331354,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
174.46,1026,6.933423025730715,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
254.83,518,6.249975242259483,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
253.60,903,6.805722553416985,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
200.00,1800,7.495541943884256,0,1,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
218.36,1122,7.022868086082641,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
55.01,332,5.805134968916488,0,0,0,1,0,0,0,0,0,0,0,0,0,-14.40503476570000
25.00,18139,9.805819595357969,0,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
100.00,500,6.214608098422191,1,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
101.33,375,5.926926025970411,1,0,0,0,0,0,0,0,0,0,0,0,1,8.20252306696667
86.35,996,6.903747257584598,0,1,0,0,0,0,0,0,0,0,0,0,1,-34.93676493470000
109.76,574,6.352629396319567,0,0,0,0,0,0,0,0,0,0,0,0,1,-34.93676493470000
361.50,686,6.530877627725885,0,1,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
38.79,1160,7.05617528410041,0,1,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
130.00,1222,7.108244139731541,0,1,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
95.65,558,6.324358962381311,0,1,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
67.32,1218,7.1049654482698426,0,0,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
92.54,670,6.507277712385012,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
132.81,640,6.461468176353717,0,1,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
106.63,694,6.542471960506805,0,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
91.04,692,6.539585955617669,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
59.22,2955,7.991253929840199,0,1,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
90.00,2061,7.630946580890459,0,1,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
59.22,2955,7.991253929840199,0,1,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
53.63,1005,6.912742820493176,0,0,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
59.22,2955,7.991253929840199,0,1,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
100.00,744,6.612041034833092,1,0,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
47.65,1108,7.010311867307229,0,1,0,0,0,0,1,0,0,0,0,0,0,-36.23075247106667
41.42,1183,7.075808863978387,1,0,0,0,0,0,0,1,0,0,0,0,0,-41.68637368575000
126.96,827,6.717804695023691,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
120.02,497,6.208590026096629,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
24.91,1441,7.273092595999522,0,0,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
24.00,1830,7.512071245835466,0,1,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
25.06,1193,7.084226422097916,0,0,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
40.00,3515,8.164794804244766,0,1,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
33.08,913,6.816735880594968,1,0,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
24.34,1027,6.934397209928558,0,1,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
98.97,1364,7.218176838403408,1,0,0,0,0,0,0,0,0,0,0,1,0,16.51812497793333
381.82,660,6.492239835020471,1,0,1,0,0,0,0,0,0,0,0,0,0,129.45174538160000
163.64,660,6.492239835020471,0,0,1,0,0,0,0,0,0,0,0,0,0,129.45174538160000
157.58,660,6.492239835020471,0,0,1,0,0,0,0,0,0,0,0,0,0,129.45174538160000
42.67,375,5.926926025970411,0,1,1,0,0,0,0,0,0,0,0,0,0,-13.06009558086667
89.81,746,6.61472560020376,0,0,0,0,0,0,0,0,0,1,0,0,0,-16.16798199315000
111.74,707,6.561030665896573,0,1,0,1,0,0,0,0,0,0,0,0,0,-12.32435435592500
117.65,799,6.683360945766275,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
79.00,3598,8.188133414510478,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
120.82,807,6.693323668269949,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
79.00,3598,8.188133414510478,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
98.00,1895,7.546974117516527,0,1,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
50.19,1036,6.943122422819428,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.90923907320000
50.19,1036,6.943122422819428,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.90923907320000
157.91,297,5.6937321388027,0,1,0,0,0,0,1,0,0,0,0,0,0,-14.90923907320000
20.13,2310,7.745002803515839,0,1,0,1,0,0,0,0,0,0,0,0,0,2.47320757950000
35.00,1401,7.244941546337007,1,0,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
41.00,3762,8.232706009860976,0,1,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
74.93,1121,7.02197642307216,0,1,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
38.35,1043,6.949856455000773,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
41.00,1000,6.907755278982137,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
21.11,1573,7.360739903058278,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
23.67,2873,7.96311205897929,0,1,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
25.44,2870,7.962067308753666,0,1,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
33.00,2873,7.96311205897929,0,0,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
23.67,2873,7.96311205897929,0,1,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
12.22,2857,7.957527402230773,0,1,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
33.00,2873,7.96311205897929,1,0,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
148.01,554,6.317164686747284,0,1,0,1,0,0,0,0,0,0,0,0,0,30.73558221960000
70.39,412,6.021023349349527,0,1,0,0,0,0,0,1,0,0,0,0,0,-37.72586796625000
47.89,2610,7.867105500316739,0,1,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
64.42,1599,7.377133712833954,0,1,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
0.00,900,6.802394763324311,0,1,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
117.24,1015,6.922643891475888,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
117.24,1015,6.922643891475888,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
105.18,656,6.486160788944089,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
34.85,3400,8.131530710604252,0,1,1,0,0,0,0,0,0,0,0,0,0,-66.91578943410000
32.73,1375,7.226209010100671,1,0,1,0,0,0,0,0,0,0,0,0,0,-66.91578943410000
