price_m2,area,house_area,land_area,unrenovated,partially_renovated,fully_renovated,new_construction,in_development,age,flat,sloped,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
2354.33,127,127,434,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
3194.17,103,103,404,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
3094.29,105,105,632,0,0,1,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
440.00,150,150,410,1,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,3.88107773466667
149.46,736,736,736,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,-85.42121026430000
1351.56,128,128,830,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0,1,0,0,-17.91411900320000
710.53,190,190,1550,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.91411900320000
1998.18,55,55,243,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2441.18,102,102,750,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
733.33,300,300,717,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2263.64,110,110,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2441.18,102,102,750,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2007.46,134,134,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2090.91,55,55,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,-7.11715673890000
2881.48,135,135,1236,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
314.72,1236,1236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
2758.93,112,112,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
2881.48,135,135,1236,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,-17.31106261425000
1397.16,141,141,748,0,0,1,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
463.53,425,425,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
1044.55,110,110,0,0,1,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
998.52,135,135,1133,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
816.11,180,180,1038,1,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
296.50,260,260,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
575.00,200,200,0,0,1,0,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
749.50,200,200,1064,1,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
947.26,95,95,876,0,1,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,1,-35.74816230106667
2213.57,140,140,1630,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
1325.00,80,80,2627,1,0,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
204.44,180,180,537,1,0,0,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
477.27,220,220,1057,0,1,0,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.96686533926000
1056.25,160,160,508,0,0,1,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,-45.14311063396667
1035.00,140,140,1005,0,0,1,0,0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,-45.14311063396667
576.47,170,170,774,0,1,0,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,-45.14311063396667
1555.56,180,180,1889,1,0,0,0,0,55,0,1,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
609.71,556,556,556,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
2739.13,115,115,492,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
1230.16,126,126,1515,1,0,0,0,0,75,0,1,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
961.47,156,156,880,1,0,0,0,0,65,1,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
3809.52,84,84,497,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,24.98052070107500
1103.63,200,200,588,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
1103.63,200,200,588,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
1743.21,131,131,588,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36.31516129765000
1454.55,110,110,1515,1,0,0,0,0,52,0,1,0,0,1,0,0,0,0,0,0,0,0,13.88267065450000
2420.17,119,119,809,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13.88267065450000
1230.00,130,130,1515,1,0,0,0,0,125,0,1,0,0,1,0,0,0,0,0,0,0,0,13.88267065450000
3062.50,80,80,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7.27608073525000
68.42,2850,2850,2850,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,7.27608073525000
493.75,160,160,664,0,1,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,-71.61621509656667
227.27,154,154,537,1,0,0,0,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,-71.61621509656667
533.33,60,60,0,1,0,0,0,0,45,0,1,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
153.33,150,150,0,1,0,0,0,0,80,1,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
900.00,80,80,0,1,0,0,0,0,65,0,1,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
914.29,140,140,740,1,0,0,0,0,48,1,0,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
499.98,60,60,268,1,0,0,0,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
421.43,70,70,0,0,0,1,0,0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,-51.61943178526667
519.96,250,250,3350,1,0,0,0,0,55,0,1,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
2373.02,126,126,1722,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
378.57,140,140,492,1,0,0,0,0,65,1,0,0,0,0,1,0,0,0,0,0,0,0,-36.99216570500000
804.76,210,210,1590,1,0,0,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,-25.18788200120000
836.96,230,230,1850,1,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,-25.18788200120000
1201.92,104,104,293,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
1612.47,104,104,293,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
1868.75,160,160,1000,0,0,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,2.54404880925000
1025.00,200,200,1812,0,1,0,0,0,65,1,0,0,0,0,0,0,0,0,0,1,0,0,-28.55176271680000
933.33,300,300,672,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-28.55176271680000
2990.34,207,207,461,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
218.37,664,664,0,1,0,0,0,0,67,1,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
2385.87,184,184,110,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
3034.48,145,145,512,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.36213331980000
1013.89,72,72,1207,1,0,0,0,0,124,0,1,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
850.00,70,70,705,1,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
475.00,200,200,1142,1,0,0,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
945.60,386,386,1045,1,0,0,0,0,23,0,1,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
863.64,220,220,480,0,0,1,0,0,35,0,1,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
1960.75,186,186,1045,1,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,-18.02043846865000
59.69,1759,1759,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-91.94554222140000
61.54,650,650,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-91.94554222140000
126.49,672,672,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-91.94554222140000
2599.91,110,110,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.96863067820000
799.50,200,200,675,0,0,1,0,0,45,1,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
1617.98,89,89,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
1540.00,100,100,0,1,0,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
799.50,200,200,675,0,0,1,0,0,44,1,0,0,0,0,0,0,1,0,0,0,0,0,-14.37066367005000
1991.67,120,120,400,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.20252306696667
271.90,879,879,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
348.19,359,359,0,1,0,0,0,0,100,0,1,0,1,0,0,0,0,0,0,0,0,0,-29.52100055845000
2391.30,230,230,1250,0,0,1,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
2391.30,230,230,1250,0,0,1,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
2415.79,190,190,1780,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
648.50,367,367,755,0,0,1,0,0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
485.00,300,300,390,1,0,0,0,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12251241476000
1150.00,200,200,890,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,-12.67363996225000
270.59,850,850,0,0,1,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,-12.67363996225000
1204.55,220,220,700,0,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,-52.54727459520000
994.12,170,170,900,1,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,-11.94309291950000
869.57,276,276,452,0,0,1,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,-36.23075247106667
1739.13,138,138,452,0,0,1,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,0,-36.23075247106667
620.00,250,250,203,1,0,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,-36.23075247106667
784.85,330,330,2809,0,0,1,0,0,71,0,1,0,0,0,0,0,1,0,0,0,0,0,-41.68637368575000
795.00,200,200,347,0,1,0,0,0,54,1,0,0,0,0,1,0,0,0,0,0,0,0,-41.99001328670000
1272.22,180,180,481,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
1994.12,170,170,510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
512.87,505,505,505,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
1200.00,300,300,769,0,0,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
772.22,180,180,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-12.34200962895000
1950.00,120,120,2036,0,0,0,1,0,45,1,0,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
607.69,130,130,1600,0,1,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,-45.15324548406667
1659.09,220,220,2581,0,1,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,1,0,16.51812497793333
224.40,664,664,664,0,1,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,1,0,16.51812497793333
3888.89,90,90,909,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,16.51812497793333
592.11,228,228,1200,0,0,0,0,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,-67.88848052550000
1460.00,50,50,369,0,1,0,0,0,78,1,0,1,0,0,0,0,0,0,0,0,0,0,-13.06009558086667
744.44,180,180,2616,0,1,0,0,0,55,0,1,1,0,0,0,0,0,0,0,0,0,0,-13.06009558086667
1388.89,180,180,972,1,0,0,0,0,35,0,1,0,0,0,0,0,0,0,1,0,0,0,35.47661766380000
1817.36,121,121,540,0,0,0,1,0,125,0,0,0,0,0,0,0,0,0,1,0,0,0,-16.16798199315000
1066.00,150,150,683,0,1,0,0,0,65,1,0,0,1,0,0,0,0,0,0,0,0,0,-12.32435435592500
800.00,200,200,0,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,-21.96553065320000
1146.45,211,211,810,0,1,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,-9.75843592015000
784.21,190,190,0,0,1,0,0,0,72,0,1,0,0,0,0,0,0,0,0,0,1,0,-11.37105622555000
1860.00,100,100,1359,0,0,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,-11.37105622555000
1225.00,40,40,297,1,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.90923907320000
2157.45,123,123,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.47320757950000
1733.32,75,75,565,1,0,0,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,2.47320757950000
2053.44,131,131,252,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.47320757950000
2053.44,131,131,252,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.47320757950000
150.44,797,797,797,0,1,0,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
790.91,110,110,0,1,0,0,0,0,65,0,1,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
1038.46,130,130,895,0,1,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,-43.40563399070000
218.26,420,420,1016,1,0,0,0,0,54,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
464.29,140,140,942,1,0,0,0,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
851.43,350,350,1900,0,0,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
643.13,160,160,1016,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
1691.67,120,120,1640,0,0,1,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
1027.78,90,90,901,1,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.36469873900000
1325.00,200,200,1310,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,-44.92501689620000
2389.29,113,113,772,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,30.73558221960000
2329.13,103,103,484,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30.73558221960000
2726.19,84,84,416,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,30.73558221960000
1620.00,150,150,450,0,0,1,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,-19.77988755626667
1090.91,110,110,297,1,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,-19.77988755626667
1607.14,140,140,620,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-19.77988755626667
91.85,1252,1252,1252,1,0,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,1,0,-19.77988755626667
916.67,120,120,982,1,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,1,0,-19.77988755626667
377.12,236,236,448,0,1,0,0,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,-37.72586796625000
377.12,236,236,448,0,1,0,0,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,-37.72586796625000
1358.38,173,173,173,0,0,1,0,0,55,1,0,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
2574.63,134,134,1598,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
680.00,250,250,716,1,0,0,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
3357.14,70,70,173,0,1,0,0,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,11.47714103548000
152.03,592,592,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.15242287570000
853.66,82,82,768,1,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,1,0,5.15242287570000
2095.24,105,105,1765,1,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,5.15242287570000
1211.11,90,90,543,1,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,1,0,5.15242287570000
1073.94,284,284,999,0,0,1,0,0,77,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
1649.50,200,200,1039,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
3062.50,80,80,354,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.80191226793333
932.67,150,150,812,1,0,0,0,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,-9.02448934290000
859.09,220,220,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,1,0,0,-16.20170966110000
1200.00,100,100,0,1,0,0,0,0,95,1,0,0,0,0,0,0,0,1,0,0,0,0,-24.33967965895000
1200.00,100,100,0,1,0,0,0,0,95,1,0,0,0,0,0,0,0,1,0,0,0,0,-24.33967965895000
1587.06,85,85,3083,0,1,0,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
5812.22,336,336,32000,0,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
1499.50,100,100,1759,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-12.00984332616000
722.58,310,310,704,0,1,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,-42.14795269440000
1760.00,50,50,182,1,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,1,0,71.67583256290000
457.52,612,612,0,0,1,0,0,0,45,0,1,0,0,0,0,0,0,1,0,0,0,0,-66.61543506790000
1277.78,90,90,1200,1,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,1,0,15.22025536422500
3180.68,88,88,1325,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,15.22025536422500
990.00,100,100,0,1,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,15.22025536422500
1271.43,70,70,511,1,0,0,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,-18.74267706070000
681.37,204,204,550,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,-44.14195141070000
595.00,200,200,893,1,0,0,0,0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,-22.30693145660000
998.00,100,100,1597,1,0,0,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.30693145660000
833.33,240,240,764,0,1,0,0,0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,-44.36935454826667
1545.45,110,110,770,0,0,1,0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
235.51,828,828,828,0,1,0,0,0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.94880499250000
1353.57,280,280,670,0,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,-15.72473041225000
475.71,494,494,490,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,1,-15.72473041225000
912.50,160,160,745,1,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,1,-15.72473041225000
2330.00,300,300,0,0,1,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,36.00848058600000
2079.90,100,100,1047,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,36.00848058600000
1139.24,79,79,350,1,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,1,36.00848058600000
718.18,220,220,1120,0,1,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,-29.39615957270000
1223.08,130,130,1326,1,0,0,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,0,-29.39615957270000
1533.33,135,135,211,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-29.39615957270000
353.92,842,842,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37.38991760993333
3500.00,318,318,634,0,0,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1,37.38991760993333
1998.67,75,75,446,1,0,0,0,0,54,1,0,0,0,1,0,0,0,0,0,0,0,0,40.65340905310000
187.11,1272,1272,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
460.99,141,141,0,1,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
1215.69,153,153,672,1,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
1011.90,84,84,688,1,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
230.29,1281,1281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
916.67,60,60,799,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,-44.07533273903333
1662.50,80,80,933,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,41.29810808300000
399.00,1000,1000,1000,0,1,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,-56.67898960153333
0.00,280,280,1300,0,0,1,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,-56.67898960153333
306.25,800,800,800,0,1,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,1,0,-77.65338562150000
1250.00,400,400,1478,0,0,0,1,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
861.11,180,180,502,0,1,0,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
861.11,180,180,502,0,1,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,-35.45781652633333
2050.43,117,117,431,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.02027016260000
484.38,160,160,369,1,0,0,0,0,55,0,1,0,0,0,0,0,0,0,1,0,0,0,-52.75207967230000
1951.05,143,143,594,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.45405155780000
1088.24,170,170,1502,0,1,0,0,0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,-3.52089117065000
668.27,208,208,838,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,-51.23731594860000
1047.06,85,85,388,0,1,0,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,0,-55.66269460956667
329.41,85,85,1400,1,0,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,-55.66269460956667
2081.82,110,110,724,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,51.90735916910000
933.33,75,75,810,0,1,0,0,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,-48.50256190910000
1218.75,160,160,2227,0,1,0,0,0,105,0,1,0,0,0,1,0,0,0,0,0,0,0,-48.50256190910000
566.67,150,150,367,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,-60.53058878860000
1467.92,265,265,599,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-63.13165237590000
532.92,240,240,1090,0,1,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,-48.56267126640000
656.00,50,50,172,1,0,0,0,0,105,1,0,0,0,0,1,0,0,0,0,0,0,0,-48.56267126640000
312.50,400,400,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-63.89571528200000
1666.67,135,135,1076,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,-63.89571528200000
998.00,500,500,1347,1,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,-2.65199948990000
1483.33,60,60,219,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.73925671070000
2062.50,160,160,560,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-5.84772838790000
2203.88,103,103,2176,1,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,1,58.55713569100000
1625.00,80,80,417,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.14194535500000
1232.39,142,142,500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.35273023855000
3155.56,90,90,978,0,0,1,0,0,75,0,1,0,0,0,1,0,0,0,0,0,0,0,103.64428743540000
1231.34,134,134,1488,1,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,1,0,1.09915409815000
276.67,300,300,1267,1,0,0,0,0,84,0,0,0,0,0,0,1,0,0,0,0,0,0,-73.01275420730000
660.00,250,250,479,1,0,0,0,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.19452486816667
1355.36,166,166,608,0,1,0,0,0,125,1,0,0,1,0,0,0,0,0,0,0,0,0,28.02335081713333
977.80,163,163,0,1,0,0,0,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,-4.62236984090000
141.21,698,698,698,1,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,-57.37536498870000
1173.91,230,230,666,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,4.50052998750000
100.35,1694,1694,1694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-68.54180047355000
3490.00,100,100,850,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
1125.00,160,160,924,1,0,0,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,20.98321936716667
933.33,300,300,157,0,1,0,0,0,68,1,0,0,1,0,0,0,0,0,0,0,0,0,-16.99251399655000
1370.00,200,200,7880,1,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,5.79303426875000
1665.00,100,100,1050,0,1,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.57875035460000
479.60,250,250,605,1,0,0,0,0,65,1,0,0,0,0,0,0,0,1,0,0,0,0,-39.89244996125000
1595.18,168,168,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-13.48963260980000
687.50,80,80,750,1,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,-32.93912790510000
