price_m2,area,house_area,land_area,unrenovated,partially_renovated,fully_renovated,new_construction,in_development,age,flat,sloped,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
1545.88,194,194,414,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
1826.09,115,115,764,0,0,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
931.25,160,160,282,1,0,0,0,0,125,0,1,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
1674.16,209,209,546,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
604.32,278,278,1769,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
1374.29,140,140,1620,0,1,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
1485.71,140,140,1620,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.59337989058333
1500.00,120,120,0,1,0,0,0,0,69,0,1,0,0,0,0,0,0,1,0,0,0,0,42.68783569030000
3177.86,94,94,1104,0,0,0,1,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,42.68783569030000
2625.00,80,80,373,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.51732627142500
2285.71,140,140,391,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.51732627142500
3134.92,126,126,380,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.51732627142500
1741.07,112,112,400,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
235.00,1000,1000,1000,0,1,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
4275.51,98,98,809,0,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
4081.76,159,159,629,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
1840.00,250,250,750,0,0,1,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
2626.32,190,190,685,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39380882080000
1598.21,112,112,296,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,1,0,18.96032117640000
1160.00,100,100,850,1,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.25397060777500
1700.00,100,100,1550,1,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.25397060777500
914.75,305,305,544,0,0,1,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.25397060777500
1875.54,126,126,240,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.64074791090000
1875.54,126,126,240,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.64074791090000
1330.00,150,150,164,0,1,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,0,0,22.64074791090000
2228.92,166,166,642,0,0,1,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,0,22.64074791090000
1325.00,200,200,649,0,1,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,22.64074791090000
3038.46,130,130,530,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-7.69577350210000
452.42,683,683,683,0,1,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,-7.69577350210000
2771.60,162,162,387,0,0,0,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,-7.69577350210000
815.42,428,428,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
795.18,415,415,805,0,1,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
2682.59,116,116,518,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
0.01,180,180,593,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
1249.38,160,160,3200,1,0,0,0,0,67,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
1577.01,187,187,361,0,1,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.74866873768333
2291.67,96,96,593,0,0,1,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,1,-6.89754580696000
1193.40,318,318,1037,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.89754580696000
1491.67,120,120,860,0,1,0,0,0,51,1,0,0,1,0,0,0,0,0,0,0,0,0,-21.15002520460000
1226.60,203,203,722,0,0,1,0,0,55,1,0,0,0,0,0,1,0,0,0,0,0,0,-32.39290168100000
1346.15,130,130,2275,1,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,0,-32.39290168100000
1166.67,150,150,2275,1,0,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,-32.39290168100000
3628.57,35,35,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5.20721470335000
3428.57,35,35,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5.20721470335000
1564.89,131,131,1700,0,0,1,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,1,-37.00197149890000
592.98,285,285,1073,0,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,-37.00197149890000
169.23,910,910,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.00197149890000
1625.00,160,160,456,0,1,0,0,0,61,1,0,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
2102.80,107,107,550,1,0,0,0,0,61,0,1,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
1054.29,350,350,423,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
1603.98,392,392,1018,0,0,0,1,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
1245.00,200,200,0,0,1,0,0,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
997.14,350,350,423,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,51.29449149748000
503.37,445,445,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
1500.00,70,70,0,1,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
4990.57,106,106,549,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
138.09,1738,1738,1738,1,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
503.37,445,445,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
311.00,582,582,582,0,1,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
1860.00,150,150,0,0,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,1,19.85951179830000
350.00,500,500,948,0,1,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,-54.81943533080000
928.57,70,70,0,0,1,0,0,0,36,0,1,0,0,0,1,0,0,0,0,0,0,0,-42.31759836666667
2464.29,140,140,639,0,0,0,1,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,48.64585746664000
2222.22,234,234,1034,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.64585746664000
332.54,836,836,0,0,1,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,48.64585746664000
2191.67,120,120,0,0,1,0,0,0,35,1,0,0,0,0,1,0,0,0,0,0,0,0,17.18494502160000
906.25,160,160,435,1,0,0,0,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,17.18494502160000
4239.13,92,92,494,0,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,26.82717787630000
1552.91,103,103,175,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,26.82717787630000
645.54,773,773,570,0,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,26.82717787630000
3250.73,123,123,520,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.82717787630000
1552.43,103,103,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,26.82717787630000
1472.18,133,133,363,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-25.30170564657500
2332.22,90,90,307,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-20.22996181246667
1275.00,200,200,554,0,0,0,1,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,-20.22996181246667
542.42,165,165,573,0,1,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,-20.22996181246667
933.33,300,300,1655,0,1,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,16.47563027771667
2753.85,65,65,460,1,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,16.47563027771667
1782.74,168,168,700,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-18.57691708230000
3109.09,55,55,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,-20.20204440595000
0.00,400,400,2000,0,0,1,0,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,-51.51598187670000
883.33,180,180,230,0,1,0,0,0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,12.98723825736667
2457.14,175,175,442,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.98723825736667
2416.67,60,60,235,0,1,0,0,0,61,1,0,0,1,0,0,0,0,0,0,0,0,0,12.98723825736667
558.82,170,170,1220,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-42.11222215302500
600.00,200,200,2137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.11222215302500
1055.56,90,90,2569,0,1,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,-42.11222215302500
1999.00,100,100,116,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1411.48,209,209,391,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
2570.97,101,101,208,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1330.65,124,124,665,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1411.48,209,209,391,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1999.00,100,100,116,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1218.75,160,160,778,0,1,0,0,0,61,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1218.75,160,160,778,0,1,0,0,0,61,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
3511.45,131,131,849,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
3511.45,131,131,849,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
3511.45,131,131,849,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
1330.65,124,124,665,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.87680207908000
621.43,140,140,1127,0,1,0,0,0,81,1,0,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
950.00,100,100,291,1,0,0,0,0,87,1,0,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
326.46,291,291,291,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
1250.00,96,96,534,0,0,1,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,-37.71035689593333
2237.50,80,80,1000,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11.01855587490000
1352.94,170,170,800,1,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,1,11.01855587490000
863.33,300,300,950,0,1,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
596.54,347,347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
596.54,347,347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
596.54,347,347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
1750.00,100,100,709,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,-33.53756930197500
1076.00,250,250,861,0,1,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0.73014510165000
1075.00,120,120,0,1,0,0,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0.73014510165000
1438.89,180,180,753,0,0,1,0,0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0.73014510165000
1076.00,250,250,861,0,1,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0.73014510165000
2213.57,140,140,541,0,0,1,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
2000.00,90,90,523,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
253.81,788,788,788,0,1,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
3083.33,60,60,495,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
2098.95,95,95,681,0,0,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
889.88,336,336,1144,0,0,1,0,0,87,1,0,0,0,0,0,0,0,0,0,0,0,1,0.10664295894000
1947.92,384,384,1500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.25601035680000
537.69,130,130,646,1,0,0,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,-60.00970744725000
1738.46,195,195,824,0,1,0,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,48.21381843385000
2461.54,130,130,400,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-17.88322463680000
2307.69,130,130,514,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-17.88322463680000
933.96,106,106,600,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-17.88322463680000
2961.54,182,182,1050,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
1519.84,181,181,677,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
2571.43,109,109,350,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
2231.40,121,121,622,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
1793.33,150,150,0,1,0,0,0,0,48,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
1715.85,160,160,677,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
2500.00,130,130,753,0,0,1,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,40.33710285690000
653.85,260,260,1237,1,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,-24.39467503637500
118.25,833,833,833,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-24.39467503637500
2065.70,242,242,856,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
117.19,1280,1280,1280,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
173.67,406,406,500,1,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
213.31,1969,1969,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
1236.36,110,110,749,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
780.70,114,114,540,1,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
665.83,120,120,456,1,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
185.29,734,734,734,0,1,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,1,0,-42.77235227722000
720.00,150,150,238,0,1,0,0,0,75,1,0,0,1,0,0,0,0,0,0,0,0,0,-35.56196143040000
869.13,230,230,597,0,1,0,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,-45.20632435965000
1000.00,180,180,767,0,0,1,0,0,55,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
2345.45,110,110,566,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
686.67,150,150,1169,1,0,0,0,0,98,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
1961.54,130,130,600,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
1205.29,170,170,715,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
2318.18,110,110,566,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-12.27246645705000
2232.67,150,150,434,0,0,1,0,0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
1395.42,240,240,434,0,0,1,0,0,93,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
232.88,365,365,377,1,0,0,0,0,65,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
2920.21,188,188,725,1,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
2584.27,178,178,774,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
1395.42,240,240,434,0,0,1,0,0,93,1,0,0,1,0,0,0,0,0,0,0,0,0,48.91075646504000
515.87,378,378,812,0,0,1,0,0,95,1,0,0,0,0,0,0,0,1,0,0,0,0,-66.70829312090000
757.83,479,479,479,1,0,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
821.74,230,230,872,0,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
2100.00,50,50,561,1,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
405.22,728,728,728,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
821.74,230,230,872,0,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1.75395212822500
2153.85,130,130,1269,1,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,38.70847555335000
2375.00,80,80,728,0,0,1,0,0,67,1,0,0,0,1,0,0,0,0,0,0,0,0,51.96011875610000
1544.44,90,90,362,1,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,51.96011875610000
211.17,734,734,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-31.14264326292500
890.00,100,100,2348,1,0,0,0,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,-31.14264326292500
1336.63,101,101,1174,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,-43.22807653915000
448.47,524,524,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-43.22807653915000
555.00,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-43.22807653915000
1468.75,160,160,524,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,-43.22807653915000
899.67,30,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-43.22807653915000
1300.00,200,200,500,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
1142.86,140,140,794,1,0,0,0,0,65,1,0,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
1625.00,120,120,1074,1,0,0,0,0,58,1,0,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
1300.00,200,200,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,14.15844401176667
1435.00,200,200,853,0,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.70530405660000
2361.33,146,146,939,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.70530405660000
1109.12,117,117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-42.99931234870000
1586.67,150,150,1079,0,0,1,0,0,55,1,0,0,0,0,0,0,1,0,0,0,0,0,-33.98126540682500
1538.46,52,52,526,0,1,0,0,0,65,1,0,0,0,0,0,0,1,0,0,0,0,0,-33.98126540682500
273.21,754,754,754,0,0,0,1,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,-33.98126540682500
2193.33,150,150,1000,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
1493.53,151,151,412,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
536.91,447,447,447,0,0,0,1,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,-14.70570936922500
2276.49,115,115,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.56631012130000
1249.88,80,80,327,1,0,0,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.56631012130000
1645.51,119,119,514,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.56631012130000
954.55,110,110,402,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,-10.08937643475000
1833.33,60,60,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,-10.08937643475000
0.00,444,444,1128,0,0,1,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
1619.05,210,210,1039,1,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
1583.33,120,120,1621,0,1,0,0,0,65,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
3790.70,86,86,470,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
573.77,244,244,988,0,0,1,0,0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.98047264576000
187.50,800,800,800,1,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,0,-34.24663119816667
1280.49,328,328,1389,0,0,1,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,-34.24663119816667
1300.00,300,300,1517,0,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
1180.91,110,110,400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
260.00,1500,1500,1517,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-11.99430994686000
3074.77,107,107,680,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,50.92462718180000
1189.29,84,84,491,1,0,0,0,0,65,1,0,0,1,0,0,0,0,0,0,0,0,0,19.77253391133333
2551.66,145,145,954,0,0,0,1,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,19.77253391133333
1020.00,150,150,812,1,0,0,0,0,125,1,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
354.17,240,240,1881,1,0,0,0,0,135,0,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
866.67,150,150,1176,1,0,0,0,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
1314.29,70,70,0,1,0,0,0,0,77,0,1,0,0,0,0,0,1,0,0,0,0,0,-29.70508265765000
745.00,200,200,1362,1,0,0,0,0,55,0,1,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
1909.00,100,100,407,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
999.00,100,100,576,1,0,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
573.08,260,260,1362,1,0,0,0,0,51,0,1,0,1,0,0,0,0,0,0,0,0,0,-22.24400339693333
3555.56,90,90,467,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,19.11759458925000
1839.08,87,87,491,1,0,0,0,0,73,1,0,0,0,0,0,1,0,0,0,0,0,0,7.27138907286667
1163.33,300,300,811,0,1,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,7.27138907286667
1276.92,195,195,0,0,0,1,0,0,85,1,0,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
758.00,500,500,1544,0,1,0,0,0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
1400.00,150,150,1700,1,0,0,0,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,-25.62006507990000
1650.00,200,200,586,0,0,0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
1718.75,160,160,771,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-11.08450075950000
3312.50,80,80,866,0,1,0,0,0,55,1,0,0,0,0,0,0,0,1,0,0,0,0,65.59696853160000
2024.39,123,123,1375,0,0,1,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
856.43,140,140,510,0,1,0,0,0,65,1,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
1150.00,100,100,704,1,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
2616.28,86,86,986,0,0,0,1,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
837.84,370,370,1570,0,0,1,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
695.00,100,100,765,1,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,-30.37961838746000
3061.54,65,65,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.16554255956667
1083.33,192,192,859,0,1,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,-58.33518435530000
428.57,280,280,699,0,1,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,1,0,-58.33518435530000
747.51,1204,1204,2920,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,-51.75938936330000
1246.44,280,280,0,0,1,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,1,0,-43.05790782200000
314.29,175,175,375,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,1,0,-43.05790782200000
1789.86,138,138,414,0,0,1,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.82038076950000
1393.55,155,155,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-4.82038076950000
266.54,1557,1557,0,0,1,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,-50.85316003223333
1166.67,240,240,600,0,1,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,-50.85316003223333
173.53,1481,1481,1481,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-50.85316003223333
1212.12,264,264,2032,0,0,1,0,0,105,1,0,0,0,0,0,1,0,0,0,0,0,0,-50.85316003223333
173.53,1481,1481,1481,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-50.85316003223333
1795.00,200,200,378,0,0,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,42.68231895320000
